,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
61,-0.5141555,-0.8671292,"('illogical', 'logical')",0.27259076,0.04851041,-0.1207824,-0.4093094,0.288527
60,0.5092825,0.75753206,"('inefficient', 'efficient')",0.0068161227,-0.04525084,0.2580493,0.3561406,-0.0980913
67,0.49347043,0.41392753,"('doubtful', 'determined')",-0.71780616,-0.47097808,-0.1121679,-0.0285253,-0.0836426
12,-0.48607782,-0.6317898,"('unsupportive', 'supportive')",-2.251664,-2.3116238,-1.3688709,-1.4717069,0.102836
15,0.47911003,0.11155771,"('boring', 'funny')",0.15108143,0.11225058,0.3150957,0.1119041,0.2031916
68,-0.47582257,-0.5584702,"('dependent', 'independent')",-0.7729365,-1.0082554,-0.6243795,-0.7833627,0.1589832
26,-0.47213408,-0.5944201,"('hardhearted', 'benevolent')",1.582739,1.5168209,0.5553024,0.4612004,0.094102
3,-0.463763,-0.04849685,"('repellent', 'pleasant')",0.5442742,0.45231563,0.0402556,0.2019094,-0.1616538
34,-0.4571119,-0.37515944,"('mean', 'honorable')",5.650106,5.546232,2.5964971,2.5855365,0.0109606
18,-0.40097857,-0.15641387,"('disagreeable', 'welcoming')",-0.6880051,-0.707689,-0.5444918,-0.4320514,-0.1124404
20,-0.39328676,-0.088864565,"('rough', 'thoughtful')",0.62871873,0.5989221,0.117716,0.2550288,-0.1373128
22,-0.38524896,-0.24411339,"('untrustworthy', 'trustworthy')",-1.1270425,-1.2561841,-0.7561457,-0.7501488,-0.0059969
81,0.3825844,0.31875318,"('submissive', 'aggressive')",-0.9200185,-0.8511552,-0.2687171,-0.266201,-0.0025161
17,-0.3809048,-0.29206076,"('nasty', 'nice')",-1.1053023,-1.1501975,-0.7431036,-0.7211291,-0.0219745
64,-0.37368438,-0.26895997,"('shy', 'confident')",-6.865203,-6.5653205,-3.6194437,-3.4171402,-0.2023035
21,-0.36400074,-0.16478789,"('immoral', 'moral')",-0.6918551,-0.703663,-0.5279279,-0.4342254,-0.0937025
13,-0.34476125,-0.5395275,"('impolite', 'polite')",-0.7349265,-0.8699188,-0.5398439,-0.7047231,0.1648792
8,-0.32258207,-0.6477743,"('unaffectionate', 'affectionate')",1.0592582,0.7326981,0.3683381,0.0424619,0.3258762
16,-0.3131749,-0.23748624,"('unpopular', 'popular')",0.082892396,0.08482298,-0.1151413,-0.0763316,-0.0388097
30,0.30734983,0.28275463,"('intolerant', 'tolerant')",0.7660826,0.8983071,0.5367162,0.5905309,-0.0538147
70,-0.3058259,-0.3410779,"('lethargic', 'energetic')",0.012517657,-0.17575364,-0.1466541,-0.2584158,0.1117617
76,0.2825262,0.22028524,"('anxious', 'daring')",-0.27737507,-0.42019713,0.0025756,-0.0999559,0.1025315
43,-0.28249308,-0.34420642,"('irresponsible', 'responsible')",0.27019686,0.100012325,-0.0061481,-0.122097,0.1159489
25,-0.26126418,-0.080675095,"('egoistic', 'altruistic')",1.0236562,1.0039098,0.381196,0.4616174,-0.0804214
39,0.25912812,0.8216305,"('exploitative', 'cooperative')",-0.123976916,0.066740006,0.0675756,0.4441853,-0.3766097
47,-0.24971187,-0.18473276,"('stupid', 'smart')",5.01555,4.869734,2.3829191,2.3425004,0.0404187
41,-0.24645355,-0.3269416,"('unforgiving', 'forgiving')",-0.23993693,-0.44983968,-0.2431952,-0.3883907,0.1451955
0,-0.24505743,-0.440131,"('unsociable', 'sociable')",-0.47012216,-0.7175769,-0.3575898,-0.578854,0.2212642
4,-0.23630956,-0.34575796,"('disliked', 'liked')",-7.182658,-6.793598,-3.7094839,-3.5696781,-0.1398058
33,-0.23572013,-0.49314892,"('wrong', 'right')",-0.5278189,-0.51378125,-0.3817695,-0.5034651,0.1216956
55,0.23512548,0.56856024,"('incompetent', 'clever')",-0.02162942,-0.16559434,0.106748,0.201483,-0.094735
45,-0.21279483,-0.2672277,"('incompetent', 'competent')",-0.24684632,-0.4645044,-0.2298206,-0.3658661,0.1360455
84,0.20283087,0.29749882,"('inferior', 'superior')",0.8586914,1.0334182,0.5307611,0.6654585,-0.1346974
23,-0.19738482,-0.2879083,"('insincere', 'sincere')",5.9776278,5.5415177,2.8901215,2.6268048,0.2633167
80,-0.1757246,0.039097264,"('dominated', 'dominating')",-1.1741844,-1.0177451,-0.6749545,-0.4893239,-0.1856306
50,0.170598,0.097664654,"('clumsy', 'skillful')",0.2242288,0.14449176,0.1974134,0.1210782,0.0763352
52,-0.15948439,-0.3513682,"('irrational', 'rational')",-0.0026897117,0.015156699,-0.0810871,-0.1681058,0.0870187
58,-0.14923805,-0.2831895,"('undiscriminating', 'discriminating')",0.3721951,0.09143531,0.1114785,-0.0958771,0.2073556
75,-0.14923513,-0.1937119,"('meek', 'impulsive')",-0.80071723,-0.54641896,-0.4749762,-0.3700655,-0.1049107
82,0.14300819,0.034876652,"('poor', 'rich')",6.626982,6.319546,3.3849952,3.1772115,0.2077837
51,0.12565976,-0.14856967,"('uneducated', 'educated')",0.28096953,-0.051852062,0.2033146,-0.1002109,0.3035255
27,0.12410788,-0.12827799,"('hardhearted', 'softhearted')",1.1502972,0.8285943,0.6372025,0.3501582,0.2870443
85,-0.1215677,-0.08355278,"('insignificant', 'prestigious')",-0.12940109,-0.016441533,-0.1254844,-0.0499972,-0.0754872
77,-0.11010884,0.18260986,"('unmotivated', 'motivated')",-1.2765645,-1.084437,-0.6933367,-0.4509136,-0.2424231
2,0.10975706,0.10113791,"('unlikable', 'likable')",0.20953438,0.37177312,0.1596457,0.2364555,-0.0768098
63,-0.10451196,-0.43046102,"('unperceptive', 'insightful')",0.5403783,0.3269409,0.2179331,-0.0517601,0.2696932
49,0.077351786,0.48701543,"('unable', 'able')",-0.30357212,-0.1234524,-0.1131102,0.1817815,-0.2948917
32,0.06829125,-0.34914467,"('unkind', 'kind')",0.5924699,0.28832686,0.3303806,-0.0304089,0.3607895
44,-0.05726801,0.117788754,"('prejudiced', 'unprejudiced')",-1.3268267,-1.1969392,-0.6920474,-0.5395752,-0.1524722
29,-0.05712785,-0.27758428,"('unfair', 'fair')",-0.4192618,-0.6686144,-0.2381948,-0.4730994,0.2349046
48,0.039165925,0.13288087,"('unintelligent', 'intelligent')",0.73387086,0.50208265,0.3865184,0.3174818,0.0690366
87,-0.030205868,-0.114439294,"('unsuccessful', 'successful')",0.9851575,1.2647086,0.4774758,0.5751347,-0.0976589
65,0.016819797,0.27119374,"('insecure', 'secure')",-0.36491317,-0.3147104,-0.1740467,-0.0217583,-0.1522884
14,-0.003185913,0.30022708,"('antisocial', 'social')",-0.31873733,-0.1991153,-0.1609616,0.0505559,-0.2115175
72,0.0025942028,-0.086050205,"('unambitious', 'ambitious')",-0.37633938,-0.6018177,-0.1868726,-0.343934,0.1570614
