,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
73,0.75792223,0.6726303,"('helpless', 'self-reliant')",0.22421822,0.23993784,-3.4433131,-3.1513724,-0.8203909,-0.7462681,-0.0741228
19,-0.7150468,-0.5416001,"('inhospitable', 'hospitable')",-1.1196,-0.8838273,-0.5789501,-0.4261918,-0.8045324,-0.6172064,-0.187326
14,0.6856611,0.45459196,"('antisocial', 'social')",0.9575865,0.842117,0.4741047,0.14666617,0.7057841,0.481125,0.2246591
17,-0.6664368,-0.90260565,"('nasty', 'nice')",-0.7286347,-0.7761391,-0.14121528,-0.2228977,-0.5120956,-0.6338808,0.1217852
10,-0.6589472,-0.6448201,"('unsympathetic', 'sympathetic')",-1.2419465,-1.246634,0.026392024,0.055544026,-0.6248339,-0.61197,-0.0128639
42,0.6538779,0.6318281,"('unreliable', 'reliable')",0.12507331,0.14969051,-2.570403,-2.3803518,-0.5971506,-0.5329444,-0.0642062
29,-0.6501992,-0.6365118,"('unfair', 'fair')",-0.34520358,-0.22743884,-0.68712854,-0.8323815,-0.5608438,-0.565444,0.0046002
37,-0.6040729,-0.83890474,"('fake', 'genuine')",-1.3098642,-1.4409361,0.03921368,0.063147105,-0.6249078,-0.738898,0.1139902
31,-0.57307583,-0.5868179,"('evil', 'good')",-0.23157012,-0.18575765,-1.3818244,-1.4848856,-0.7288234,-0.752487,0.0236636
55,-0.5642616,-0.68212205,"('incompetent', 'clever')",-0.91063565,-0.8668244,0.7271853,0.64373285,-0.2492373,-0.3017378,0.0525005
43,0.55709404,0.46407986,"('irresponsible', 'responsible')",-0.69404316,-0.66683346,0.7996126,0.94237256,0.2208878,0.2465397,-0.0256519
67,0.5495813,0.6581012,"('doubtful', 'determined')",0.2568241,0.43664637,0.13670315,0.14138603,0.3143695,0.4120445,-0.097675
30,0.52794135,0.49991387,"('intolerant', 'tolerant')",-0.29040882,-0.15181388,0.9322481,1.1031598,0.3899269,0.4837533,-0.0938264
59,0.52211076,0.5620478,"('foolish', 'wise')",0.39818335,0.39790493,-0.11428426,-0.096237876,0.2686699,0.2879049,-0.019235
70,0.49486044,0.30814216,"('lethargic', 'energetic')",-0.82090765,-0.82658595,0.6252376,0.5666036,0.0997301,0.0160533,0.0836768
78,-0.49170235,-0.40411454,"('nonresilient', 'resilient')",-0.54505897,-0.49864575,-0.38260925,-0.41985303,-0.4731235,-0.4408711,-0.0322524
54,-0.45842484,-0.109472886,"('incapable', 'capable')",0.31888345,0.47061747,0.6720575,0.79225636,0.1775054,0.384467,-0.2069616
71,0.4533304,0.21087676,"('diffident', 'self-confident')",1.4693995,1.2458329,0.43249124,0.37716714,0.7850737,0.6112922,0.1737815
27,-0.43338546,-0.49684587,"('hardhearted', 'softhearted')",-1.0286046,-1.0652363,0.10389518,0.061252963,-0.4526983,-0.5002764,0.0475781
24,0.43086296,0.514114,"('dishonest', 'honest')",0.12462604,0.15694708,0.9912497,1.1651088,0.5155795,0.6120567,-0.0964772
88,0.3780938,0.15133871,"('low', 'eminent')",-0.70025414,-0.81029207,-0.29519683,-0.16146569,-0.2057857,-0.273473,0.0676873
72,-0.37421423,-0.15440537,"('unambitious', 'ambitious')",-0.005585782,0.14821918,-0.5426966,-0.35563147,-0.3074989,-0.1206059,-0.186893
28,0.36055487,-0.11437858,"('disloyal', 'loyal')",0.22572209,-0.08181505,1.0969975,0.9438953,0.5610915,0.2492339,0.3118576
16,-0.35472566,-0.31674272,"('unpopular', 'popular')",-0.5740504,-0.55042994,0.41364715,0.24056986,-0.1717097,-0.2088676,0.0371579
36,0.35433146,0.29655275,"('hostile', 'amicable')",-0.3062459,-0.35278058,-0.76460576,-0.88877386,-0.2388401,-0.3150006,0.0761605
84,0.34817985,0.26632473,"('inferior', 'superior')",0.41191638,0.5080812,0.20422928,0.21034609,0.3214418,0.3282507,-0.0068089
34,-0.3480212,-0.20201546,"('mean', 'honorable')",-0.3150357,-0.159069,5.128227,5.1153913,1.4883901,1.5847689,-0.0963788
38,0.34620366,0.4768191,"('untruthful', 'truthful')",0.031030238,0.15687181,0.1445402,0.19458121,0.1739247,0.2760907,-0.102166
68,-0.32914275,-0.39538136,"('dependent', 'independent')",-1.5688413,-1.5662016,-1.570028,-1.7196518,-1.156004,-1.2270783,0.0710743
45,0.317777,-0.006059818,"('incompetent', 'competent')",-0.13942595,-0.0229946,0.4430471,0.24765071,0.2071327,0.0728654,0.1342673
47,-0.31322283,-0.23991352,"('stupid', 'smart')",0.6871133,0.71966654,5.6890216,5.7908716,2.0209707,2.0902082,-0.0692375
20,-0.2830774,-0.27078503,"('rough', 'thoughtful')",-0.27084532,-0.1587868,0.28220275,0.3442822,-0.0905733,-0.0284299,-0.0621434
48,-0.28134865,-0.24766077,"('unintelligent', 'intelligent')",-0.7135745,-0.76468915,-0.20725363,-0.084488116,-0.4007256,-0.3656127,-0.0351129
22,-0.26646638,-0.34285998,"('untrustworthy', 'trustworthy')",-0.39508933,-0.47703627,0.08365567,-0.002006553,-0.1926334,-0.2739676,0.0813342
64,-0.254626,-0.41436145,"('shy', 'confident')",-0.6787349,-0.656687,-5.6304593,-5.6098385,-2.1879401,-2.2269624,0.0390223
61,-0.24510957,-0.34428516,"('illogical', 'logical')",0.31688145,0.3012529,0.13866849,8.8257715e-05,0.0701468,-0.0143147,0.0844615
60,-0.2399186,-0.13030024,"('inefficient', 'efficient')",-0.027126765,0.10569641,0.38793755,0.59734595,0.0402974,0.190914,-0.1506166
76,0.21988854,0.42576152,"('anxious', 'daring')",-1.0956573,-1.0393049,0.3099264,0.35516194,-0.1886141,-0.0861271,-0.102487
50,-0.21719284,-0.35459894,"('clumsy', 'skillful')",-0.71117014,-0.6323756,-0.09546337,0.006247133,-0.3412755,-0.3269091,-0.0143664
41,0.21618584,0.18849126,"('unforgiving', 'forgiving')",-0.062237516,0.03265375,0.6183691,0.39966807,0.2574391,0.2069377,0.0505014
40,0.20945667,0.2640738,"('stingy', 'generous')",0.13309392,0.20914851,-2.879129,-2.7873058,-0.8455261,-0.7713612,-0.0741649
83,0.2075842,0.23709247,"('powerless', 'powerful')",0.24611029,0.2784788,-1.0469695,-0.8567442,-0.1977584,-0.1137243,-0.0840341
46,-0.2032013,-0.24693301,"('uncompetitive', 'competitive')",-0.88972247,-0.9484157,-0.5150916,-0.6347354,-0.5360051,-0.610028,0.0740229
62,0.19578801,0.43515503,"('incompetent', 'brilliant')",-0.45147192,-0.08517705,0.5084217,0.80587816,0.0842459,0.3852854,-0.3010395
81,0.17273748,0.3468754,"('submissive', 'aggressive')",-0.0248802,0.0019290224,-0.26380324,-0.16235635,-0.0386487,0.0621494,-0.1007981
1,0.15731001,0.23337972,"('unfriendly', 'friendly')",0.7762345,0.5782269,1.2141621,1.3314713,0.7159022,0.7143593,0.0015429
44,-0.13206317,-0.08423388,"('prejudiced', 'unprejudiced')",-0.7866519,-0.83104944,-1.2376841,-1.1085443,-0.7187998,-0.6746092,-0.0441906
4,0.107768916,-0.08555448,"('disliked', 'liked')",0.033049818,0.076540016,-6.7940016,-6.762463,-2.2177277,-2.2571592,0.0394315
5,-0.101179376,0.12039426,"('distant', 'outgoing')",-0.030270811,0.14612256,-0.7777938,-0.562065,-0.3030813,-0.0985161,-0.2045652
21,0.09738081,0.23099937,"('immoral', 'moral')",0.070054665,0.13455656,-0.2467624,-0.024942715,-0.0264423,0.1135377,-0.13998
23,-0.08863701,-0.087724686,"('insincere', 'sincere')",0.29143623,0.39047924,6.350192,6.2367983,2.1843305,2.1798509,0.0044796
8,0.084311,0.08661805,"('unaffectionate', 'affectionate')",0.5460984,0.51481605,0.12920864,0.3133987,0.253206,0.3049443,-0.0517383
35,0.07103687,0.04061164,"('corrupt', 'incorrupt')",-0.21741615,-0.27483183,-1.1541648,-1.133476,-0.4335147,-0.4558987,0.022384
7,0.06480086,-0.22281484,"('insensitive', 'sensitive')",-0.1925939,-0.3418431,0.33800802,0.2404216,0.0700717,-0.1080788,0.1781505
86,0.052187424,-0.13453928,"('uninfluential', 'influential')",-0.053262085,-0.20113465,-0.15407766,-0.36196125,-0.0517174,-0.2325451,0.1808277
6,0.043997414,0.3019278,"('distant', 'open')",-0.21360144,0.03483689,-0.8504463,-0.67792094,-0.3400168,-0.1137187,-0.2262981
57,-0.041422136,-0.24864915,"('unimaginative', 'imaginative')",-0.63572246,-0.7084228,-3.1843336,-3.2027473,-1.2871594,-1.3866064,0.099447
52,0.040121153,0.26657915,"('irrational', 'rational')",0.5257781,0.6375982,-0.49078813,-0.48167235,0.025037,0.140835,-0.115798
32,-0.039565764,-0.086922064,"('unkind', 'kind')",0.3009697,0.18276387,1.2956487,1.4097432,0.5190175,0.5018617,0.0171558
25,0.035508327,0.26690194,"('egoistic', 'altruistic')",1.0145345,1.0361683,1.1433244,1.2028319,0.7311223,0.8353008,-0.1041785
79,-0.03026057,0.17669363,"('wavering', 'unwavering')",-0.680094,-0.47793987,-1.0349857,-0.8927222,-0.5817801,-0.3979895,-0.1837906
75,-0.026057765,0.15640688,"('meek', 'impulsive')",-1.150837,-1.036317,-0.7092312,-0.6232505,-0.6287086,-0.5010535,-0.1276551
85,0.02560395,-0.022846073,"('insignificant', 'prestigious')",0.49236947,0.40106294,-0.95580244,-0.928394,-0.145943,-0.1833924,0.0374494
58,0.02005902,-0.36540377,"('undiscriminating', 'discriminating')",-0.22941059,-0.32364702,0.12697016,-0.11777048,-0.0274605,-0.2689404,0.2414799
0,-0.014981858,-0.2393799,"('unsociable', 'sociable')",0.22400436,0.08952096,0.5314216,0.34658498,0.2468147,0.0655753,0.1812394
65,-0.011488788,-0.13829982,"('insecure', 'secure')",-0.13308215,-0.2842348,0.7004209,0.64680207,0.1852833,0.0747558,0.1105275
