,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
44,0.58270305,0.523718,"('prejudiced', 'unprejudiced')",-1.6488208,-1.7495408,-0.5330589,-0.6129114,0.0798525
65,0.5803949,0.09560494,"('insecure', 'secure')",0.049102962,-0.2724783,0.3147489,-0.0884367,0.4031856
3,0.5635339,0.36678743,"('repellent', 'pleasant')",1.0092839,0.8242757,0.7864089,0.5955316,0.1908773
36,-0.560412,-0.28323656,"('hostile', 'amicable')",-0.2784673,-0.092717625,-0.4194396,-0.1879771,-0.2314625
27,-0.55187476,-0.24094039,"('hardhearted', 'softhearted')",1.0584309,1.1892259,0.2532781,0.4741428,-0.2208647
23,-0.5482169,-0.6980731,"('insincere', 'sincere')",6.2364917,6.085239,2.8441374,2.693583,0.1505544
33,-0.5381172,-0.43907496,"('wrong', 'right')",-0.735735,-0.50194997,-0.6369261,-0.4705124,-0.1664137
17,-0.52711,-0.2643525,"('nasty', 'nice')",-0.8458755,-0.71912843,-0.6864927,-0.4917405,-0.1947522
54,-0.52635574,-0.5916681,"('incapable', 'capable')",0.628048,0.7621784,0.0508461,0.0852551,-0.034409
64,0.5253181,0.17475839,"('shy', 'confident')",-6.380101,-6.5592227,-2.9273915,-3.1922321,0.2648406
80,0.5130816,0.28156653,"('dominated', 'dominating')",-0.8462215,-0.93581766,-0.1665699,-0.3271255,0.1605556
25,0.50874376,0.7988632,"('egoistic', 'altruistic')",1.271355,1.4967203,0.8900494,1.1477917,-0.2577423
39,0.49003455,0.42237046,"('exploitative', 'cooperative')",-0.08590114,-0.1705356,0.2020667,0.1259174,0.0761493
82,-0.4890243,-0.56853086,"('poor', 'rich')",6.645912,6.63756,3.078444,3.0345144,0.0439296
16,-0.48022518,-0.47505382,"('unpopular', 'popular')",0.42551497,0.28676736,-0.0273551,-0.0941432,0.0667881
59,-0.47849974,-0.29127178,"('foolish', 'wise')",-0.019924004,0.14901417,-0.2492119,-0.0711288,-0.1780831
15,-0.45905164,-0.3483196,"('boring', 'funny')",0.08375457,0.15597862,-0.1876485,-0.0961705,-0.091478
84,0.452649,0.58125025,"('inferior', 'superior')",0.94461095,1.1534463,0.69863,0.8673483,-0.1687183
85,-0.44182056,-0.16745028,"('insignificant', 'prestigious')",-0.4013565,-0.06467525,-0.4215885,-0.1160628,-0.3055257
24,-0.4302706,-0.31402862,"('dishonest', 'honest')",0.5913729,0.7172701,0.0805511,0.2016207,-0.1210696
68,-0.42328036,-0.3755389,"('dependent', 'independent')",-0.5477841,-0.38655338,-0.4855322,-0.3810461,-0.1044861
12,-0.41286564,-0.43915153,"('unsupportive', 'supportive')",-2.0293834,-2.0711985,-1.2211245,-1.255175,0.0340505
61,-0.40540585,-0.37146834,"('illogical', 'logical')",0.48646957,0.45947388,0.0405319,0.0440028,-0.0034709
78,-0.39068282,-0.4407331,"('nonresilient', 'resilient')",0.34811455,0.27947915,-0.0212841,-0.080627,0.0593429
40,0.3799483,0.4787913,"('stingy', 'generous')",-1.6957737,-1.6031874,-0.6579127,-0.562198,-0.0957147
51,-0.3742091,-0.70584375,"('uneducated', 'educated')",0.62642485,0.37948158,0.1261079,-0.1631811,0.289289
42,0.3688629,0.11009598,"('unreliable', 'reliable')",-3.569026,-3.583773,-1.6000816,-1.7368385,0.1367569
29,-0.34836262,-0.3113626,"('unfair', 'fair')",-0.22977129,-0.27021292,-0.289067,-0.2907878,0.0017208
21,0.31027123,-0.006058518,"('immoral', 'moral')",-0.32026356,-0.6224484,-0.0049962,-0.3142534,0.3092572
50,-0.28317896,-0.31816897,"('clumsy', 'skillful')",0.06217034,0.038424067,-0.1105043,-0.1398724,0.0293681
18,-0.27977473,-0.48042157,"('disagreeable', 'welcoming')",-0.039030496,-0.18820938,-0.1594026,-0.3343155,0.1749129
20,-0.27215144,-0.0076897442,"('rough', 'thoughtful')",0.6917489,0.8001443,0.2097987,0.3962273,-0.1864286
22,0.27099848,-0.046122704,"('untrustworthy', 'trustworthy')",-0.6912865,-0.89765793,-0.210144,-0.4718903,0.2617463
75,-0.25257212,0.017969612,"('meek', 'impulsive')",-0.7940686,-0.6679172,-0.5233203,-0.3249738,-0.1983465
48,0.23412962,0.052847803,"('unintelligent', 'intelligent')",0.74396694,0.6324161,0.4890483,0.342632,0.1464163
83,-0.23176779,-0.15713386,"('powerless', 'powerful')",-1.165065,-1.1336911,-0.6984164,-0.6454124,-0.053004
56,0.20974857,0.21908769,"('impractical', 'practical')",-0.5243379,-0.49943867,-0.1572947,-0.1401755,-0.0171192
47,-0.20731002,-0.13890244,"('stupid', 'smart')",5.506833,5.374184,2.6497614,2.6176407,0.0321207
34,-0.19675842,0.05445724,"('mean', 'honorable')",5.848092,5.9288645,2.8256669,2.9916608,-0.1659939
46,-0.18755527,-0.49418408,"('uncompetitive', 'competitive')",-0.89448184,-1.1529533,-0.5410185,-0.8235687,0.2825502
45,-0.14935206,-0.15900959,"('incompetent', 'competent')",0.0014148643,-0.24398991,-0.0739686,-0.2014998,0.1275312
13,-0.14923082,-0.33427596,"('impolite', 'polite')",-0.5476483,-0.7363367,-0.3484396,-0.5353063,0.1868667
69,0.14673124,0.4956248,"('lazy', 'industrious')",-0.7364376,-0.6282767,-0.2948532,-0.0663259,-0.2285273
72,-0.11286414,-0.12664819,"('unambitious', 'ambitious')",-0.2993439,-0.22407448,-0.206104,-0.1753613,-0.0307427
26,-0.09238073,0.013723165,"('hardhearted', 'benevolent')",1.2367424,1.1988586,0.5721808,0.6062909,-0.0341101
4,-0.091815695,0.17454074,"('disliked', 'liked')",-7.0356817,-6.8887525,-3.5637486,-3.357106,-0.2066426
0,-0.08651344,-0.4903894,"('unsociable', 'sociable')",-0.12361567,-0.51050323,-0.1050646,-0.5004463,0.3953817
32,-0.05686122,-0.40848026,"('unkind', 'kind')",0.8471967,0.5396926,0.3951677,0.0656062,0.3295615
41,-0.051691763,-0.081599146,"('unforgiving', 'forgiving')",0.08761291,-0.17359565,0.0179606,-0.1275974,0.145558
49,-0.039352983,-0.03716917,"('unable', 'able')",-0.18211536,-0.017473988,-0.1107342,-0.0273216,-0.0834126
67,0.0080087595,0.058993667,"('doubtful', 'determined')",-0.75036645,-0.7660544,-0.3711788,-0.3535303,-0.0176485
74,-0.0027797585,0.00035688095,"('undedicated', 'dedicated')",-0.41063476,-0.5711448,-0.2067073,-0.285394,0.0786867
77,-0.0018327143,-0.18211694,"('unmotivated', 'motivated')",-1.0411807,-1.2001888,-0.5215067,-0.6911529,0.1696462
