,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
21,-0.71783173,-0.30488008,"('immoral', 'moral')",0.19347927,0.40113375,-0.093630835,0.25919002,-0.14758766,0.04939722,-0.1913927,0.1012102,-0.2926029
7,-0.7013603,-0.7898071,"('insensitive', 'sensitive')",-0.34695232,-0.1960279,-0.3820096,-0.5535233,0.48905995,0.44921815,-0.2353156,-0.272535,0.0372194
1,0.68581945,0.36121556,"('unfriendly', 'friendly')",0.08345896,-0.08264345,-1.6344178,-1.2428443,1.6157714,1.3841382,0.187658,0.1049665,0.0826915
10,-0.64048856,-0.5908739,"('unsympathetic', 'sympathetic')",-0.27759925,-0.0427737,-1.4680943,-1.2004747,0.80683553,1.1455244,-0.3948367,-0.1721495,-0.2226872
41,-0.6119518,-0.40011328,"('unforgiving', 'forgiving')",0.7405467,0.87987965,-0.6372706,-0.21976918,0.63835394,0.5429665,0.0324195,0.2007409,-0.1683214
40,-0.6052794,-0.8663498,"('stingy', 'generous')",-0.44702193,-0.747717,0.066494875,0.103652686,-2.0142567,-2.2498872,-0.7500158,-0.9400753,0.1900595
27,-0.5985287,-0.883267,"('hardhearted', 'softhearted')",-0.3743961,-0.56873375,-0.4742657,-0.73008114,0.5716543,0.4782262,-0.2188841,-0.4259639,0.2070798
32,0.59763026,0.814173,"('unkind', 'kind')",0.6250384,0.91631174,-0.15277007,0.15439832,1.4592147,1.6710854,0.6322783,0.8889921,-0.2567138
42,0.58558947,0.6252543,"('unreliable', 'reliable')",0.5561542,0.5569538,1.0364316,1.2481724,-1.9493059,-1.8827274,0.0572173,0.1369132,-0.0796959
88,0.57988936,0.46561196,"('low', 'eminent')",-0.35727277,-0.2512805,-0.3875143,-0.26700944,0.38622218,0.53342074,0.0553311,0.1201857,-0.0648546
15,0.56862986,0.5133771,"('boring', 'funny')",0.6779877,0.52860093,0.23702754,0.27083772,-0.39535654,-0.311449,0.2720721,0.2503417,0.0217304
48,-0.5678822,-0.30468094,"('unintelligent', 'intelligent')",-0.05091203,0.12486504,-1.2734786,-1.2097615,-0.06461343,0.09817142,-0.4892216,-0.3228515,-0.1663701
38,0.5443294,0.6302659,"('untruthful', 'truthful')",0.57639056,0.6553673,-0.68025845,-0.22231726,0.900538,0.91497934,0.3352499,0.4945738,-0.1593239
34,-0.53904754,-0.049204696,"('mean', 'honorable')",-0.006435454,0.32999828,0.11596088,0.27109757,5.0190673,5.134566,1.1473863,1.4216143,-0.274228
26,0.4997707,0.7865895,"('hardhearted', 'benevolent')",0.17502773,0.2699651,-0.18477157,0.23727131,0.8718836,0.76344126,0.3404776,0.5143168,-0.1738392
44,-0.48928693,-0.5503019,"('prejudiced', 'unprejudiced')",-0.2741627,-0.2956359,1.4002287,1.2170161,-0.8949741,-0.8276486,-0.0645488,-0.1141426,0.0495938
78,-0.48591816,-0.24655461,"('nonresilient', 'resilient')",0.06467056,0.4646913,-1.0555576,-0.542984,0.2533926,0.55863637,-0.3058532,0.0584473,-0.3643005
52,0.4853914,-0.08507347,"('irrational', 'rational')",0.3131645,0.013672404,-0.76587796,-0.7597164,-0.09141311,-0.24002267,-0.0146838,-0.267785,0.2531012
79,0.46713465,0.31114674,"('wavering', 'unwavering')",-0.2655298,-0.1383291,-0.56776166,-0.2516639,-0.44472924,-0.15074332,-0.2027215,-0.0573974,-0.1453241
36,-0.42390656,-0.35547638,"('hostile', 'amicable')",-0.82838786,-0.7652277,-0.6333069,-0.39633176,-0.4624574,-0.5645906,-0.5870147,-0.5204066,-0.0666081
20,-0.42308056,-0.06736791,"('rough', 'thoughtful')",-0.24857262,0.029389098,0.34159055,0.4546464,0.6948954,0.6567536,0.0912082,0.2683553,-0.1771471
87,0.41419205,0.4685054,"('unsuccessful', 'successful')",0.52426744,0.6802575,0.7079348,0.7287253,0.49030888,0.61011606,0.5341758,0.6219011,-0.0877253
46,-0.37900642,0.06309395,"('uncompetitive', 'competitive')",0.530875,0.90772843,-1.4039254,-0.99184585,0.5136435,0.8028396,-0.1846033,0.195454,-0.3800573
37,0.36850464,0.23782071,"('fake', 'genuine')",-0.3763962,-0.48547485,-0.4638705,-0.547503,0.13481037,0.022548992,-0.0842379,-0.193152,0.1089141
60,-0.3663344,-0.26595074,"('inefficient', 'efficient')",1.0226083,1.0710956,-0.0017430633,-0.071716934,1.2880986,1.3142163,0.4856573,0.511911,-0.0262537
76,-0.35646042,-0.21282277,"('anxious', 'daring')",-0.41782284,-0.26461875,0.48178726,0.6296966,0.46541488,0.8103798,0.0432297,0.2406587,-0.197429
4,-0.33778584,-0.3725586,"('disliked', 'liked')",-0.7552302,-0.72657216,-0.5981187,-0.287232,-6.6697445,-6.901298,-2.0902197,-2.0719151,-0.0183046
62,-0.31254262,0.027258758,"('incompetent', 'brilliant')",-0.37680945,-0.18930084,0.08096881,0.31996733,0.7705428,0.8743309,0.0405399,0.258064,-0.2175241
68,-0.31194177,-0.4644154,"('dependent', 'independent')",-0.74474454,-0.7696033,-0.12980898,-0.48358193,-1.1572669,-1.2241796,-0.5859405,-0.735445,0.1495045
8,0.20041597,0.31115633,"('unaffectionate', 'affectionate')",-0.51336235,-0.46464723,-2.6002033,-2.1589158,0.28887495,0.30965972,-0.6560687,-0.5006867,-0.155382
86,-0.19822903,-0.14833154,"('uninfluential', 'influential')",-0.38048342,-0.38104498,-2.4166195,-2.0887153,-0.2657973,-0.11462212,-0.8152823,-0.6831785,-0.1321038
16,-0.19153017,0.12839016,"('unpopular', 'popular')",-0.58913636,-0.3926671,-0.6012151,-0.20522459,0.42496866,0.5554089,-0.2392283,0.0214768,-0.2607051
63,0.19126032,0.41980943,"('unperceptive', 'insightful')",0.24204822,0.56471735,-0.5775941,-0.1711945,1.3356948,1.2992121,0.2978523,0.5281361,-0.2302838
72,0.19039884,-0.05811468,"('unambitious', 'ambitious')",-0.46341515,-0.5872111,-0.52747273,-0.57113415,-0.058737695,-0.03750361,-0.2148067,-0.3134909,0.0986842
35,0.18234569,-0.12034421,"('corrupt', 'incorrupt')",-1.0853316,-1.3317499,0.45072532,0.33797207,-0.9381222,-0.9058266,-0.3475957,-0.5049872,0.1573915
49,0.1786967,0.55838513,"('unable', 'able')",0.2128669,0.63426584,-0.27673626,-0.06993343,-0.38475004,-0.08349419,-0.0674807,0.2598059,-0.3272866
11,-0.17816824,0.36301056,"('unhelpful', 'helpful')",0.7940843,1.2495577,-0.24744111,0.24442202,3.3041553,3.516798,0.9181576,1.3434471,-0.4252895
23,-0.17345878,0.07599001,"('insincere', 'sincere')",0.90756506,1.1644075,-0.76115304,-0.5199703,6.713766,6.735622,1.6716799,1.8640122,-0.1923323
19,0.16600716,0.04893681,"('inhospitable', 'hospitable')",-0.671402,-0.63746166,-1.4925557,-1.2920282,-0.75562125,-0.62063164,-0.6883929,-0.6252962,-0.0630967
30,0.13001297,0.44454423,"('intolerant', 'tolerant')",0.11318973,0.102485284,0.28587356,0.33477217,1.3607167,1.420105,0.4724482,0.5754766,-0.1030284
75,0.12144405,0.44665277,"('meek', 'impulsive')",-0.3377343,-0.091319546,0.4489268,0.7548783,-1.1118094,-1.0398049,-0.2197932,0.0176016,-0.2373948
43,-0.11921248,0.15114489,"('irresponsible', 'responsible')",0.16734119,0.28294328,-0.49814415,-0.24825086,1.3835918,1.5001265,0.2333941,0.4214909,-0.1880968
50,0.09585914,0.047118608,"('clumsy', 'skillful')",0.2240531,0.5501049,0.84570485,0.815813,0.3204713,0.2908319,0.3715221,0.4259671,-0.054445
25,-0.09443622,-0.19732484,"('egoistic', 'altruistic')",-0.42067486,-0.7310872,-0.53207713,-0.38420302,1.0585963,1.0421898,0.002852,-0.0676063,0.0704583
61,0.09309188,0.037585422,"('illogical', 'logical')",-0.16887929,-0.13251293,-0.38275668,-0.45196652,0.33752325,0.38742435,-0.0302552,-0.0398674,0.0096122
47,-0.082144246,0.23904091,"('stupid', 'smart')",0.53773594,0.5949721,0.4057386,0.4037989,5.5582194,5.4052114,1.6048875,1.6607559,-0.0558684
80,0.07792379,0.11977189,"('dominated', 'dominating')",0.12555896,0.13865829,0.89795226,0.7750315,-0.40905145,-0.13756898,0.1730959,0.2239732,-0.0508773
24,-0.06911511,-0.25132427,"('dishonest', 'honest')",-0.30361393,-0.6405257,-0.2723254,-0.21714833,1.2494032,1.1683571,0.1510872,0.0148397,0.1362475
2,-0.061609972,0.0743611,"('unlikable', 'likable')",-0.08290038,-0.094389394,1.1471931,1.38598,1.130643,1.1059519,0.5333314,0.617976,-0.0846446
31,0.047817186,-0.31742096,"('evil', 'good')",-1.1543993,-1.4092596,-0.973281,-0.831645,-1.7933863,-2.0197153,-0.9683124,-1.1445103,0.1761979
66,0.033120066,-0.22046433,"('inactive', 'active')",-0.78140247,-0.8800537,0.4012896,0.28674635,0.8759731,0.8076566,0.1322451,-0.0015288,0.1337739
12,0.027778044,0.07502938,"('unsupportive', 'supportive')",0.2969594,0.44837818,-0.64872426,-0.2875565,-0.76977664,-0.7993815,-0.2734409,-0.1408826,-0.1325583
29,-0.0029536858,-0.21583837,"('unfair', 'fair')",-0.10670914,-0.23753312,-0.05874171,-0.14328519,-0.80066925,-0.8541619,-0.2422684,-0.3627046,0.1204362
