,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
87,1.0197452,0.7540116,"('unsuccessful', 'successful')",0.49605152,0.67423195,0.7578984,0.7141218,0.0437766
85,1.0132624,0.971546,"('insignificant', 'prestigious')",-0.63223815,-0.51779693,0.1905121,0.2268745,-0.0363624
1,1.0000476,1.0698202,"('unfriendly', 'friendly')",1.1019435,1.3607363,1.0509956,1.2152781,-0.1642825
21,0.9507452,0.74336284,"('immoral', 'moral')",-0.23600161,-0.38297957,0.3573718,0.1801916,0.1771802
54,0.9350524,0.8146308,"('incapable', 'capable')",0.838296,0.9005153,0.8866742,0.857573,0.0291012
83,0.8737725,0.72626686,"('powerless', 'powerful')",-0.8311174,-0.7939842,0.0213276,-0.0338587,0.0551863
66,-0.8730701,-0.8923737,"('inactive', 'active')",-0.21498331,0.052055202,-0.5440267,-0.4201593,-0.1238674
84,0.8209014,0.76527387,"('inferior', 'superior')",0.81745714,0.787593,0.8191793,0.7764335,0.0427458
18,-0.80440784,-0.8975543,"('disagreeable', 'welcoming')",-0.8377146,-0.64844793,-0.8210613,-0.7730011,-0.0480602
32,0.802013,0.6206583,"('unkind', 'kind')",1.1681815,1.0187722,0.9850973,0.8197153,0.165382
45,0.7935883,1.0589163,"('incompetent', 'competent')",-0.24678668,-0.013284649,0.2734008,0.5228158,-0.249415
13,0.74852145,0.8002285,"('impolite', 'polite')",-0.3441284,-0.36830002,0.2021965,0.2159642,-0.0137677
20,0.7347458,0.9014282,"('rough', 'thoughtful')",0.8166152,1.1222035,0.7756805,1.0118158,-0.2361353
30,0.72516143,0.69080424,"('intolerant', 'tolerant')",0.70563924,0.539792,0.7154003,0.6152982,0.1001021
6,0.6874082,0.57263756,"('distant', 'open')",-0.556002,-0.23887356,0.0657031,0.166882,-0.1011789
34,0.6829533,0.6871486,"('mean', 'honorable')",6.1177974,6.210374,3.4003754,3.4487612,-0.0483858
16,-0.6632621,-0.81742173,"('unpopular', 'popular')",0.31466812,0.124631226,-0.174297,-0.3463953,0.1720983
65,-0.65667725,-0.9993316,"('insecure', 'secure')",-0.038106404,-0.23936068,-0.3473918,-0.6193461,0.2719543
40,-0.65456706,-0.33205897,"('stingy', 'generous')",-2.7262483,-2.29932,-1.6904076,-1.3156894,-0.3747182
47,0.65308464,0.5348031,"('stupid', 'smart')",5.412168,5.5987697,3.0326264,3.0667863,-0.0341599
17,-0.6457898,-0.6737778,"('nasty', 'nice')",-0.79680973,-0.86903715,-0.7212998,-0.7714075,0.0501077
7,0.6438945,0.6878153,"('insensitive', 'sensitive')",0.16265815,0.43073067,0.4032763,0.559273,-0.1559967
42,0.6344971,0.5686219,"('unreliable', 'reliable')",-3.43771,-3.1344707,-1.4016064,-1.2829244,-0.118682
36,-0.60778624,-0.5222035,"('hostile', 'amicable')",-0.48585248,-0.57997197,-0.5468193,-0.5510877,0.0042684
72,0.5923479,0.4353254,"('unambitious', 'ambitious')",-0.3235815,-0.15533221,0.1343832,0.1399966,-0.0056134
79,-0.58037573,-0.61646914,"('wavering', 'unwavering')",-0.2674246,-0.25219464,-0.4239002,-0.4343319,0.0104317
51,0.56324124,0.5100011,"('uneducated', 'educated')",0.45040262,0.42682883,0.5068219,0.468415,0.0384069
49,0.56094223,0.6891046,"('unable', 'able')",-0.40442917,-0.045939296,0.0782565,0.3215827,-0.2433262
67,0.55640423,0.30782822,"('doubtful', 'determined')",-0.07246117,-0.3994023,0.2419715,-0.045787,0.2877585
55,0.53174686,0.44478422,"('incompetent', 'clever')",0.10803929,0.30311888,0.3198931,0.3739516,-0.0540585
38,0.5191392,0.5908033,"('untruthful', 'truthful')",0.5756296,0.5476675,0.5473844,0.5692354,-0.021851
58,0.50379175,0.6072073,"('undiscriminating', 'discriminating')",-0.36601186,-0.14170235,0.0688899,0.2327525,-0.1638626
2,-0.49318677,-0.8392503,"('unlikable', 'likable')",0.5061464,0.2870843,0.0064798,-0.276083,0.2825628
48,0.45176098,0.5947216,"('unintelligent', 'intelligent')",0.5186532,0.84806067,0.4852071,0.7213911,-0.236184
0,0.42451173,0.34909075,"('unsociable', 'sociable')",-0.40550086,-0.39047334,0.0095054,-0.0206913,0.0301967
37,0.41759467,0.7318712,"('fake', 'genuine')",0.14023654,0.5810534,0.2789156,0.6564623,-0.3775467
33,0.40297395,0.55377877,"('wrong', 'right')",-0.8648357,-0.5753612,-0.2309309,-0.0107912,-0.2201397
29,-0.38753933,-0.35804015,"('unfair', 'fair')",-0.7105552,-0.59404266,-0.5490472,-0.4760414,-0.0730058
15,-0.37596244,-0.5062962,"('boring', 'funny')",-0.3163832,-0.5061176,-0.3461728,-0.5062069,0.1600341
25,0.3577318,0.31238732,"('egoistic', 'altruistic')",0.928143,0.76072365,0.6429374,0.5365555,0.1063819
14,0.34887686,0.24883947,"('antisocial', 'social')",-0.5996069,-0.7751419,-0.125365,-0.2631512,0.1377862
3,-0.33258516,-0.4385687,"('repellent', 'pleasant')",0.91497165,0.68707377,0.2911932,0.1242525,0.1669407
46,0.3212791,0.29430345,"('uncompetitive', 'competitive')",-0.75923777,-0.82913643,-0.2189793,-0.2674165,0.0484372
77,0.31890947,0.18585551,"('unmotivated', 'motivated')",-1.073112,-1.1411637,-0.3771013,-0.4776541,0.1005528
53,0.2984377,0.13297594,"('uncreative', 'creative')",0.035734653,0.11522103,0.1670862,0.1240985,0.0429877
59,-0.29453555,-0.42446,"('foolish', 'wise')",-0.016246766,0.09298939,-0.1553912,-0.1657353,0.0103441
80,0.27183306,0.27941287,"('dominated', 'dominating')",-0.7478167,-0.59995365,-0.2379918,-0.1602704,-0.0777214
78,0.2634766,0.46920508,"('nonresilient', 'resilient')",-0.11405713,0.16654365,0.0747097,0.3178744,-0.2431647
82,-0.23145157,-0.3614627,"('poor', 'rich')",6.6327543,6.6393456,3.2006514,3.1389415,0.0617099
41,0.22547574,0.2511981,"('unforgiving', 'forgiving')",-0.30403343,-0.36820245,-0.0392788,-0.0585022,0.0192234
69,0.16162752,0.17922892,"('lazy', 'industrious')",-1.0219802,-0.93407303,-0.4301763,-0.3774221,-0.0527542
70,0.14910167,0.31439644,"('lethargic', 'energetic')",0.25007662,0.48548752,0.1995891,0.399942,-0.2003529
81,0.13825789,0.09977435,"('submissive', 'aggressive')",-0.29110172,-0.4955508,-0.0764219,-0.1978882,0.1214663
28,0.122499794,0.105186395,"('disloyal', 'loyal')",1.1654714,1.2433174,0.6439856,0.6742519,-0.0302663
10,-0.11601516,-0.033933736,"('unsympathetic', 'sympathetic')",-0.4120333,-0.19296789,-0.2640242,-0.1134508,-0.1505734
11,0.11596802,0.018759936,"('unhelpful', 'helpful')",2.381302,2.4357827,1.2486351,1.2272713,0.0213638
4,0.09054486,0.29669762,"('disliked', 'liked')",-7.247907,-7.2597785,-3.5786812,-3.4815404,-0.0971408
19,0.07995517,0.08228453,"('inhospitable', 'hospitable')",-0.8616552,-0.76845574,-0.39085,-0.3430856,-0.0477644
68,-0.058610305,0.0639818,"('dependent', 'independent')",-0.7220959,-0.52550495,-0.3903531,-0.2307616,-0.1595915
27,0.05713701,0.3737997,"('hardhearted', 'softhearted')",0.45057732,0.9560666,0.2538572,0.6649331,-0.4110759
8,-0.038529113,-0.14156355,"('unaffectionate', 'affectionate')",-0.012375221,0.4886535,-0.0254522,0.173545,-0.1989972
22,-0.030691367,0.002249632,"('untrustworthy', 'trustworthy')",-1.4412729,-1.0596473,-0.7359821,-0.5286989,-0.2072832
88,-0.02691971,-0.13049927,"('low', 'eminent')",-0.1347705,-0.26982287,-0.0808451,-0.2001611,0.119316
76,0.018212324,-0.25080517,"('anxious', 'daring')",-0.105767705,-0.13751349,-0.0437777,-0.1941593,0.1503816
