,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
52,-0.9835073,-1.1321201,"('irrational', 'rational')",-0.10460286,-0.17374593,-1.2697011,-0.75216293,-0.7859371,-0.6860096,-0.0999275
1,-0.97686607,-0.62140524,"('unfriendly', 'friendly')",-1.6895169,-1.5638518,-0.15915672,0.3473935,-0.9418466,-0.6126211,-0.3292255
81,-0.9616015,-0.50903934,"('submissive', 'aggressive')",-0.8077145,-0.66097105,0.1545192,-0.15043277,-0.5382656,-0.4401477,-0.0981179
54,-0.95066583,-0.8689951,"('incapable', 'capable')",0.06698343,0.029990904,0.13732806,0.35581917,-0.2487848,-0.1610617,-0.0877231
17,-0.94804597,-0.74219865,"('nasty', 'nice')",-0.3794987,-0.3844772,-0.9726049,-0.72394127,-0.7667165,-0.6168724,-0.1498441
28,-0.9472445,-0.66713154,"('disloyal', 'loyal')",-1.9867924,-1.809608,0.961074,0.7356855,-0.6576543,-0.5803513,-0.077303
62,-0.94012666,-0.49410245,"('incompetent', 'brilliant')",-1.4343337,-1.3210542,0.64693135,0.5552255,-0.5758429,-0.4199771,-0.1558658
77,-0.93706304,-0.8785005,"('unmotivated', 'motivated')",-0.05334056,-0.16431013,-0.5890878,-0.7292926,-0.5264971,-0.5907011,0.064204
78,-0.9142996,-0.9191548,"('nonresilient', 'resilient')",-0.21465789,-0.37786928,0.87430894,0.40908584,-0.0848829,-0.2959794,0.2110965
12,-0.8932277,-0.62692046,"('unsupportive', 'supportive')",-1.5775223,-1.5501643,-1.7736742,-1.9191173,-1.414808,-1.3654008,-0.0494072
19,-0.82058007,-0.8070434,"('inhospitable', 'hospitable')",-0.18120137,-0.42204902,-0.7478546,-0.68510324,-0.583212,-0.6380652,0.0548532
22,-0.7974807,-0.70507336,"('untrustworthy', 'trustworthy')",-1.685009,-1.6437769,-1.2181226,-1.2763667,-1.2335374,-1.2084057,-0.0251317
47,-0.76194686,-0.48338535,"('stupid', 'smart')",-0.45533746,-0.45233825,4.741525,4.9206996,1.174747,1.3283254,-0.1535784
38,-0.7584367,-0.55723464,"('untruthful', 'truthful')",-1.4091201,-1.2081254,-0.36520052,-0.22235727,-0.8442524,-0.6625724,-0.18168
7,-0.7459933,-0.48450455,"('insensitive', 'sensitive')",-1.4683017,-1.3614501,0.45201045,0.27535683,-0.5874282,-0.5235326,-0.0638956
84,0.73321015,0.5716965,"('inferior', 'superior')",1.5015419,1.4584037,1.367915,1.3763273,1.200889,1.1354759,0.0654131
82,-0.67701316,-0.5332778,"('poor', 'rich')",-1.5600457,-1.5687753,6.2034426,6.1123853,1.3221279,1.3367774,-0.0146495
36,0.6576244,0.34996444,"('hostile', 'amicable')",0.47490424,0.328126,-1.2157911,-0.8404293,-0.0277541,-0.054113,0.0263589
58,-0.6552856,-0.8609883,"('undiscriminating', 'discriminating')",-0.6331685,-0.8144962,0.42151207,0.23218356,-0.2889807,-0.4811003,0.1921196
35,0.63589025,0.38090867,"('corrupt', 'incorrupt')",1.6745768,1.4935962,-1.1963873,-0.8208177,0.3713599,0.351229,0.0201309
49,-0.6290099,-0.49482813,"('unable', 'able')",-0.41041207,-0.50715727,-0.39002216,-0.42231447,-0.4764814,-0.4747667,-0.0017147
76,-0.62486565,-0.4865272,"('anxious', 'daring')",-0.6073463,-0.6119009,0.73060507,0.25477904,-0.1672023,-0.2812164,0.1140141
3,-0.62170047,-0.50258267,"('repellent', 'pleasant')",-1.3733937,-1.2592435,0.6677452,0.56753016,-0.4424496,-0.3980987,-0.0443509
59,0.5863996,0.54232126,"('foolish', 'wise')",1.1102871,1.0019456,-1.0566676,-0.4611247,0.2133397,0.3610474,-0.1477077
66,0.57997787,0.44802517,"('inactive', 'active')",1.3119897,1.3302342,0.6015238,0.70637125,0.8311638,0.8282102,0.0029536
31,-0.5687008,-0.68535686,"('evil', 'good')",0.5992824,0.5735921,-2.2765028,-1.7699482,-0.7486404,-0.6272376,-0.1214028
44,0.5029757,0.41155064,"('prejudiced', 'unprejudiced')",1.1019021,1.1212679,-1.4055073,-1.2328289,0.0664568,0.0999966,-0.0335398
61,-0.50020784,-0.27635318,"('illogical', 'logical')",0.039954275,0.13295592,0.5524093,0.5419311,0.0307186,0.1328446,-0.102126
72,0.47956866,0.70875466,"('unambitious', 'ambitious')",-1.8354452,-1.5597676,-0.7827069,-0.85840267,-0.7128611,-0.5698052,-0.1430559
24,0.47117332,0.6480314,"('dishonest', 'honest')",-1.6879122,-1.3973576,0.5956126,0.5288176,-0.2070421,-0.0735029,-0.1335392
15,-0.45108092,-0.43228638,"('boring', 'funny')",0.02835473,0.052370716,-0.6236227,-0.3101848,-0.348783,-0.2300335,-0.1187495
2,0.411952,0.68123174,"('unlikable', 'likable')",0.38215214,0.5045837,0.10617086,0.378891,0.3000917,0.5215688,-0.2214771
75,0.4115988,0.3126803,"('meek', 'impulsive')",0.3799928,0.42281848,-0.8737185,-0.58708,-0.0273756,0.0494729,-0.0768485
80,0.40713972,0.54977113,"('dominated', 'dominating')",-0.5729002,-0.46462327,0.4433127,-0.1397062,0.0925174,-0.0181861,0.1107035
34,-0.40297657,-0.38343477,"('mean', 'honorable')",-1.0697334,-1.0395287,5.4598737,5.4870996,1.3290546,1.354712,-0.0256574
20,-0.3792191,-0.51292765,"('rough', 'thoughtful')",-0.5678514,-0.82395357,0.9134515,0.8290011,-0.0112063,-0.1692933,0.158087
39,-0.37701464,-0.27182537,"('exploitative', 'cooperative')",-0.3868545,-0.33355975,-0.03149311,0.25277528,-0.2651208,-0.1175366,-0.1475842
56,-0.3731383,-0.011294387,"('impractical', 'practical')",-0.5358323,-0.5119949,0.050256044,-0.21007071,-0.2862382,-0.2444533,-0.0417849
88,-0.3712463,-0.30735233,"('low', 'eminent')",-0.4094903,-0.40462935,-0.2632209,-0.45572123,-0.3479858,-0.3892343,0.0412485
67,0.3586646,0.25854698,"('doubtful', 'determined')",1.2994411,1.2326164,-0.11222116,-0.18078671,0.5152949,0.4367922,0.0785027
16,-0.35004076,-0.50206196,"('unpopular', 'popular')",1.0071912,0.87392014,-0.14279424,0.040135898,0.171452,0.1373314,0.0341206
29,-0.31316552,-0.4253093,"('unfair', 'fair')",0.47552043,0.47812966,-0.32028213,-0.21522003,-0.0526424,-0.0541332,0.0014908
25,-0.28908303,-0.30301923,"('egoistic', 'altruistic')",0.4764438,0.5068216,0.40125936,0.59465176,0.1962067,0.2661514,-0.0699447
51,-0.2854606,-0.28032345,"('uneducated', 'educated')",-0.7118523,-0.83462954,1.4485717,1.130138,0.1504196,0.0050617,0.1453579
74,-0.24614063,-0.1836574,"('undedicated', 'dedicated')",-1.0280079,-1.0181432,-0.14821109,-0.45674816,-0.4741199,-0.5528496,0.0787297
50,-0.24232212,-0.36648965,"('clumsy', 'skillful')",1.1057265,0.9888896,0.3320797,0.058046453,0.3984947,0.2268155,0.1716792
32,-0.23886481,0.08997044,"('unkind', 'kind')",-1.201613,-1.1037337,0.7979111,0.8605937,-0.2141889,-0.0510565,-0.1631324
64,0.2143992,0.30004838,"('shy', 'confident')",0.31945887,0.33950955,-5.5530543,-5.3468766,-1.6730655,-1.5691063,-0.1039592
85,-0.15092757,-0.24007061,"('insignificant', 'prestigious')",1.3836741,1.347883,-1.272932,-0.7157917,-0.0133952,0.1306736,-0.1440688
68,-0.15029764,-0.31012422,"('dependent', 'independent')",-0.26181296,-0.32056165,-0.26139808,-0.53502375,-0.2245029,-0.3885699,0.164067
5,0.14696549,0.22268729,"('distant', 'outgoing')",1.3497894,1.1994773,-1.4204521,-0.9960967,0.0254343,0.1420226,-0.1165883
27,-0.13076258,-0.296062,"('hardhearted', 'softhearted')",-1.5387288,-1.7831655,0.5904887,0.34316868,-0.3596676,-0.5786862,0.2190186
33,0.12755057,0.21179323,"('wrong', 'right')",1.697244,1.6783477,-1.5401193,-1.2204304,0.0948918,0.2232368,-0.128345
4,0.1264711,-0.044153206,"('disliked', 'liked')",0.2802041,0.053665467,-6.1823373,-6.127117,-1.9252206,-2.0392016,0.113981
40,-0.079259485,-0.08527602,"('stingy', 'generous')",-0.6991062,-0.77268076,-1.9959102,-2.1255784,-0.9247586,-0.9945118,0.0697532
79,0.063234456,-0.021656714,"('wavering', 'unwavering')",0.9989052,1.0028402,-0.6718879,-0.60806894,0.1300839,0.1243715,0.0057124
87,-0.062051352,0.018874055,"('unsuccessful', 'successful')",0.9608112,0.9412068,1.1778734,0.95441395,0.6922111,0.6381649,0.0540462
71,-0.059863195,0.0057346784,"('diffident', 'self-confident')",0.7160478,0.6786257,0.31276524,0.19481045,0.3229833,0.2930569,0.0299264
42,0.04368093,-0.044875886,"('unreliable', 'reliable')",-0.13544375,-0.30935597,-2.345501,-2.7656608,-0.8124212,-1.0399642,0.227543
26,-0.040811293,0.036174767,"('hardhearted', 'benevolent')",-0.23269667,-0.27934226,0.98797894,1.0851521,0.238157,0.2806615,-0.0425045
83,-0.02143282,-0.070355274,"('powerless', 'powerful')",0.4349946,0.373931,-0.1791472,-0.55359656,0.0781382,-0.0833403,0.1614785
6,0.020880371,-0.063989535,"('distant', 'open')",0.7321434,0.5406102,-1.5834403,-1.2290927,-0.2768055,-0.250824,-0.0259815
37,-0.017204024,-0.200674,"('fake', 'genuine')",-0.42422685,-0.5072759,0.19968387,0.061079573,-0.0805823,-0.2156234,0.1350411
