,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
8,1.0286362,1.2371397,"('unaffectionate', 'affectionate')",0.37215358,0.37433267,0.7003949,0.8057362,-0.1053413
73,1.0169036,0.9306582,"('helpless', 'self-reliant')",-2.6097112,-2.7547855,-0.7964038,-0.9120637,0.1156599
4,-1.0052941,-0.6961646,"('disliked', 'liked')",-6.1643677,-6.3923335,-3.5848308,-3.5442491,-0.0405817
53,0.99077505,1.2809932,"('uncreative', 'creative')",0.1340568,0.1678423,0.562416,0.7244177,-0.1620017
3,-0.9803739,-0.92770743,"('repellent', 'pleasant')",0.39605796,0.5135311,-0.292158,-0.2070882,-0.0850698
26,0.9334853,1.3043866,"('hardhearted', 'benevolent')",0.63578665,0.83021593,0.784636,1.0673013,-0.2826653
55,-0.87343436,-0.6672267,"('incompetent', 'clever')",0.5139967,0.7621164,-0.1797188,0.0474449,-0.2271637
33,0.86968243,0.9784922,"('wrong', 'right')",0.042501006,-0.0007584095,0.4560917,0.4888669,-0.0327752
68,-0.81380653,-0.9675988,"('dependent', 'independent')",-0.767365,-0.78890055,-0.7905858,-0.8782496,0.0876638
54,0.808463,0.6109949,"('incapable', 'capable')",0.7092359,0.6178837,0.7588494,0.6144392,0.1444102
31,-0.78917927,-0.122353874,"('evil', 'good')",-1.3729829,-1.4963065,-1.081081,-0.8093302,-0.2717508
25,0.76793617,0.8177599,"('egoistic', 'altruistic')",0.9942289,0.9722427,0.8810825,0.8950013,-0.0139188
87,0.7535719,0.1593516,"('unsuccessful', 'successful')",-0.09286712,-0.07737101,0.3303524,0.0409903,0.2893621
21,0.7532941,0.87000364,"('immoral', 'moral')",-0.1069429,0.10788118,0.3231756,0.4889424,-0.1657668
64,-0.7031749,-0.5222676,"('shy', 'confident')",-5.2195716,-5.2728744,-2.9613733,-2.8975711,-0.0638022
44,-0.6728267,-0.8209548,"('prejudiced', 'unprejudiced')",-1.3556743,-1.4858391,-1.0142505,-1.153397,0.1391465
40,0.6600255,1.3061317,"('stingy', 'generous')",-1.7611443,-1.7407913,-0.5505594,-0.2173298,-0.3332296
7,0.6535113,0.98529875,"('insensitive', 'sensitive')",0.5468856,0.8825775,0.6001984,0.9339381,-0.3337397
65,-0.6485031,-0.8498642,"('insecure', 'secure')",-0.19611052,-0.0345966,-0.4223068,-0.4422304,0.0199236
82,-0.64046085,-0.78952026,"('poor', 'rich')",4.4527392,4.502354,1.9061391,1.8564169,0.0497222
34,0.6169265,0.45849502,"('mean', 'honorable')",4.076896,4.2755203,2.3469114,2.3670077,-0.0200963
61,0.57561505,0.52919924,"('illogical', 'logical')",0.07433123,0.20650122,0.3249731,0.3678502,-0.0428771
35,-0.56435645,-0.51342636,"('corrupt', 'incorrupt')",-1.0028106,-1.103482,-0.7835835,-0.8084542,0.0248707
1,0.5507897,0.9420159,"('unfriendly', 'friendly')",1.0209533,0.99356884,0.7858715,0.9677924,-0.1819209
27,0.5390185,1.008835,"('hardhearted', 'softhearted')",0.4429727,0.7631839,0.4909956,0.8860095,-0.3950139
48,-0.5014985,-0.47284544,"('unintelligent', 'intelligent')",1.1917455,1.2796596,0.3451235,0.4034071,-0.0582836
23,0.49770612,0.48508027,"('insincere', 'sincere')",4.932184,5.284879,2.7149451,2.8849797,-0.1700346
2,0.4960617,0.7659786,"('unlikable', 'likable')",-0.0380489,0.03419943,0.2290064,0.400089,-0.1710826
17,-0.47138146,-0.25646728,"('nasty', 'nice')",-0.61050767,-0.60636145,-0.5409446,-0.4314144,-0.1095302
30,0.46976998,0.6526411,"('intolerant', 'tolerant')",1.4265989,1.548339,0.9481844,1.1004901,-0.1523057
51,0.46205315,0.5522106,"('uneducated', 'educated')",0.27623498,0.565932,0.3691441,0.5590713,-0.1899272
49,-0.45391005,-0.51844716,"('unable', 'able')",-0.0117798075,-0.03028971,-0.2328449,-0.2743684,0.0415235
32,0.44460833,0.74975634,"('unkind', 'kind')",0.2670617,0.6250698,0.355835,0.6874131,-0.3315781
22,-0.44262514,-0.3797519,"('untrustworthy', 'trustworthy')",-0.94509155,-0.8777296,-0.6938583,-0.6287407,-0.0651176
59,0.42514813,0.58144736,"('foolish', 'wise')",-0.28848428,-0.45227543,0.0683319,0.064586,0.0037459
79,0.37774497,0.5993757,"('wavering', 'unwavering')",-0.85193896,-0.8576686,-0.237097,-0.1291464,-0.1079506
56,0.3623898,0.30718884,"('impractical', 'practical')",-0.21159917,-0.12687439,0.0753953,0.0901572,-0.0147619
76,0.34516174,0.14581,"('anxious', 'daring')",-0.22638942,0.04043504,0.0593862,0.0931225,-0.0337363
14,-0.2969335,-0.25670364,"('antisocial', 'social')",0.21088298,0.22633027,-0.0430253,-0.0151867,-0.0278386
41,0.2900483,0.7842998,"('unforgiving', 'forgiving')",-0.35934687,-0.21078949,-0.0346493,0.2867551,-0.3214044
11,0.28632104,0.166951,"('unhelpful', 'helpful')",2.3504508,2.482518,1.3183858,1.3247344,-0.0063486
37,0.27143562,0.37600622,"('fake', 'genuine')",0.13306762,0.44597858,0.2022516,0.4109924,-0.2087408
83,0.26700965,0.3425993,"('powerless', 'powerful')",0.19060022,0.2268646,0.2288049,0.284732,-0.0559271
43,-0.25862697,-0.04841035,"('irresponsible', 'responsible')",-0.17214754,-0.011245616,-0.2153873,-0.029828,-0.1855593
13,0.23932788,0.15248437,"('impolite', 'polite')",-0.40281993,-0.18687844,-0.081746,-0.017197,-0.064549
15,0.22780812,0.30788597,"('boring', 'funny')",-0.44657058,-0.21913286,-0.1093812,0.0443766,-0.1537578
78,-0.20902987,-0.34388176,"('nonresilient', 'resilient')",0.5770802,0.6450559,0.1840252,0.1505871,0.0334381
20,-0.19159147,-0.14805612,"('rough', 'thoughtful')",0.7283154,0.8630841,0.268362,0.357514,-0.089152
58,-0.18225779,-0.22118562,"('undiscriminating', 'discriminating')",0.04097852,-0.08146206,-0.0706396,-0.1513238,0.0806842
42,-0.16845699,0.030731648,"('unreliable', 'reliable')",-4.1664577,-3.8848052,-2.1674573,-1.9270368,-0.2404205
67,0.1625542,0.20151156,"('doubtful', 'determined')",-0.26263976,-0.30475318,-0.0500428,-0.0516208,0.001578
19,0.16015849,0.44198924,"('inhospitable', 'hospitable')",-0.62008756,-0.530364,-0.2299645,-0.0441874,-0.1857771
52,-0.15767644,-0.22288045,"('irrational', 'rational')",-0.08086581,-0.36558905,-0.1192711,-0.2942348,0.1749637
6,0.15218906,0.55316395,"('distant', 'open')",-0.86565566,-1.0686301,-0.3567333,-0.2577331,-0.0990002
62,0.14873536,0.17693739,"('incompetent', 'brilliant')",0.4491074,0.5578856,0.2989214,0.3674115,-0.0684901
57,-0.1433287,-0.030480726,"('unimaginative', 'imaginative')",-1.8577924,-1.8000791,-1.0005605,-0.9152799,-0.0852806
77,0.14305666,0.22622241,"('unmotivated', 'motivated')",-0.19966164,-0.08862397,-0.0283025,0.0687992,-0.0971017
86,0.12720573,0.033195242,"('uninfluential', 'influential')",-0.009794775,0.15856646,0.0587055,0.0958809,-0.0371754
5,0.11874635,0.5820058,"('distant', 'outgoing')",-0.97137374,-1.144427,-0.4263137,-0.2812106,-0.1451031
81,0.11423532,-0.014104791,"('submissive', 'aggressive')",0.28686768,0.38378006,0.2005515,0.1848376,0.0157139
70,0.11295456,0.34974772,"('lethargic', 'energetic')",-0.29871193,0.029602975,-0.0928787,0.1896753,-0.282554
18,0.105404034,0.6046706,"('disagreeable', 'welcoming')",-0.33615193,-0.3329716,-0.1153739,0.1358495,-0.2512234
50,0.09582188,0.06620227,"('clumsy', 'skillful')",-0.3686469,-0.23312019,-0.1364125,-0.083459,-0.0529535
69,0.090407155,0.25446963,"('lazy', 'industrious')",-0.917718,-0.9531142,-0.4136554,-0.3493223,-0.0643331
47,-0.082159035,-0.18101096,"('stupid', 'smart')",4.456256,4.5732684,2.1870484,2.1961288,-0.0090804
75,0.07990536,0.24062417,"('meek', 'impulsive')",-0.5617953,-0.64284515,-0.240945,-0.2011105,-0.0398345
10,-0.055694815,0.24907476,"('unsympathetic', 'sympathetic')",-0.26706177,0.07718702,-0.1613783,0.1631309,-0.3245092
46,0.040650964,-0.19337884,"('uncompetitive', 'competitive')",-0.33361492,-0.21038799,-0.146482,-0.2018834,0.0554014
36,-0.03261902,0.11613053,"('hostile', 'amicable')",-0.7424123,-0.87130845,-0.3875157,-0.377589,-0.0099267
28,-0.032525823,0.22298133,"('disloyal', 'loyal')",0.5364262,0.75598466,0.2519502,0.489483,-0.2375328
60,0.026215164,-0.09260004,"('inefficient', 'efficient')",0.93545204,1.2361556,0.4808336,0.5717778,-0.0909442
38,-0.023371108,0.032143034,"('untruthful', 'truthful')",0.06291381,0.121724546,0.0197714,0.0769338,-0.0571624
88,-0.00294796,0.29584816,"('low', 'eminent')",0.14071846,0.3178976,0.0688853,0.3068729,-0.2379876
