,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
5,-0.5569774,-0.20396611,"('distant', 'outgoing')",-1.0190313,-0.9232633,-0.7880043,-0.5636147,-0.2243896
14,-0.5554518,-0.85444385,"('antisocial', 'social')",-0.2707909,-0.22765024,-0.4131213,-0.541047,0.1279257
65,-0.5458536,-1.1178573,"('insecure', 'secure')",0.18382747,0.15656671,-0.1810131,-0.4806453,0.2996322
8,-0.5194619,-0.53470355,"('unaffectionate', 'affectionate')",-0.049004037,-0.06361173,-0.284233,-0.2991576,0.0149246
7,-0.51537055,-0.78550196,"('insensitive', 'sensitive')",0.58504605,0.33097476,0.0348378,-0.2272636,0.2621014
52,-0.49277663,-0.25864524,"('irrational', 'rational')",-0.5600646,-0.7033233,-0.5264206,-0.4809843,-0.0454363
60,0.47916082,-0.21975043,"('inefficient', 'efficient')",0.9478052,0.9685005,0.713483,0.374375,0.339108
46,-0.4590609,-0.9561365,"('uncompetitive', 'competitive')",0.23955108,0.18944106,-0.1097549,-0.3833477,0.2735928
48,0.43779698,0.06110218,"('unintelligent', 'intelligent')",0.875888,0.88790166,0.6568425,0.4745019,0.1823406
4,-0.43202332,0.008884244,"('disliked', 'liked')",-6.200442,-6.0501385,-3.3162327,-3.020627,-0.2956057
62,0.40326437,-0.15647022,"('incompetent', 'brilliant')",0.7241403,0.8027365,0.5637023,0.3231331,0.2405692
64,-0.40147546,-0.46117392,"('shy', 'confident')",-5.961939,-5.6817656,-3.1817071,-3.0714698,-0.1102373
32,-0.3797992,-0.544126,"('unkind', 'kind')",1.1714346,1.1684544,0.3958177,0.3121642,0.0836535
23,-0.37835106,-1.1480747,"('insincere', 'sincere')",5.8937645,5.576826,2.7577066,2.2143757,0.5433309
16,-0.37224394,-0.15653847,"('unpopular', 'popular')",0.08892688,0.27168238,-0.1416585,0.057572,-0.1992305
87,-0.35840303,-0.27815345,"('unsuccessful', 'successful')",0.4572947,0.6899465,0.0494458,0.2058965,-0.1564507
70,-0.356021,-0.92411315,"('lethargic', 'energetic')",1.3510494,1.2160116,0.4975142,0.1459492,0.351565
21,-0.3521817,-0.6531327,"('immoral', 'moral')",-0.013520446,0.04544346,-0.1828511,-0.3038446,0.1209935
38,-0.34535035,-0.37867993,"('untruthful', 'truthful')",-0.06419985,0.22216658,-0.2047751,-0.0782567,-0.1265184
72,-0.33413425,-0.5172524,"('unambitious', 'ambitious')",-0.96855277,-0.94456244,-0.6513435,-0.7309074,0.0795639
20,0.30645669,0.28298813,"('rough', 'thoughtful')",1.1175615,1.108618,0.7120091,0.695803,0.0162061
67,0.30567497,0.40181357,"('doubtful', 'determined')",-0.21164414,-0.17078044,0.0470154,0.1155166,-0.0685012
82,0.28753555,0.08373765,"('poor', 'rich')",6.496149,6.422488,3.3918424,3.253113,0.1387294
35,-0.2874377,0.5530162,"('corrupt', 'incorrupt')",-0.9313893,-0.8331146,-0.6094135,-0.1400492,-0.4693643
33,-0.27299044,0.051454566,"('wrong', 'right')",-1.362362,-1.3002529,-0.8176762,-0.6243992,-0.193277
55,-0.27222598,-0.862117,"('incompetent', 'clever')",0.537458,0.44921225,0.132616,-0.2064524,0.3390684
85,-0.26829174,0.544573,"('insignificant', 'prestigious')",-0.62568456,-0.1735855,-0.4469882,0.1854938,-0.632482
3,-0.2661091,-0.3929023,"('repellent', 'pleasant')",0.28139502,0.25037652,0.007643,-0.0712629,0.0789059
61,-0.2607127,-0.19535032,"('illogical', 'logical')",0.075022526,0.11163365,-0.0928451,-0.0418583,-0.0509868
39,0.26065466,0.18082137,"('exploitative', 'cooperative')",-0.0642799,0.026049232,0.0981874,0.1034353,-0.0052479
58,-0.25865653,-0.59192604,"('undiscriminating', 'discriminating')",0.13084081,-0.0031497153,-0.0639079,-0.2975379,0.23363
69,0.2528726,0.8564313,"('lazy', 'industrious')",-1.1376522,-1.0341094,-0.4423898,-0.088839,-0.3535508
40,-0.23863119,-0.6462838,"('stingy', 'generous')",-1.7572924,-2.132316,-0.9979618,-1.3893,0.3913382
24,-0.21876505,-0.41938415,"('dishonest', 'honest')",0.8622828,0.82099813,0.3217589,0.200807,0.1209519
83,-0.21793297,-0.05132762,"('powerless', 'powerful')",-0.7507185,-0.60358715,-0.4843257,-0.3274574,-0.1568683
63,-0.21546173,-0.7863921,"('unperceptive', 'insightful')",1.4671034,1.302721,0.6258208,0.2581645,0.3676563
26,-0.20417601,-0.099312976,"('hardhearted', 'benevolent')",1.2324249,1.195844,0.5141244,0.5482655,-0.0341411
76,-0.18465798,-0.51711434,"('anxious', 'daring')",0.8803788,0.9721681,0.3478604,0.2275269,0.1203335
80,0.17905474,-0.33730116,"('dominated', 'dominating')",-0.7553028,-0.8553879,-0.288124,-0.5963445,0.3082205
11,-0.17225711,-0.67835265,"('unhelpful', 'helpful')",2.5129366,2.3384206,1.1703397,0.830034,0.3403057
88,-0.16277109,-0.03331341,"('low', 'eminent')",0.4262672,0.58853126,0.1317481,0.2776089,-0.1458608
47,0.121970676,-0.2614648,"('stupid', 'smart')",5.461308,5.188691,2.7916393,2.4636133,0.328026
44,-0.11417602,0.020615108,"('prejudiced', 'unprejudiced')",-1.3178225,-1.2395501,-0.7159992,-0.6094675,-0.1065317
28,-0.09459227,-0.5594479,"('disloyal', 'loyal')",1.0746305,0.74048567,0.4900191,0.0905189,0.3995002
34,-0.07983787,-0.14760654,"('mean', 'honorable')",6.200704,6.2955947,3.0604331,3.0739942,-0.0135611
74,-0.075914964,-0.52597004,"('undedicated', 'dedicated')",0.35140002,0.04444094,0.1377425,-0.2407646,0.3785071
75,0.07428357,0.80301493,"('meek', 'impulsive')",-0.42719287,-0.06452222,-0.1764546,0.3692464,-0.545701
15,0.06938115,0.39012015,"('boring', 'funny')",0.49498835,0.59420604,0.2821847,0.4921631,-0.2099784
43,0.06937429,-0.46316952,"('irresponsible', 'responsible')",1.0095762,0.86566037,0.5394753,0.2012454,0.3382299
42,0.06653693,-0.453209,"('unreliable', 'reliable')",-2.4142053,-2.595865,-1.1738342,-1.524537,0.3507028
41,-0.027713088,-0.32912657,"('unforgiving', 'forgiving')",0.3237519,0.23291107,0.1480194,-0.0481078,0.1961272
59,-0.02136728,0.2668119,"('foolish', 'wise')",-0.21457317,-0.32180712,-0.1179702,-0.0274976,-0.0904726
49,-0.014042266,0.31027138,"('unable', 'able')",-0.33885098,-0.049769938,-0.1764466,0.1302507,-0.3066973
50,0.006537996,-0.14641033,"('clumsy', 'skillful')",0.19606927,0.09512645,0.1013036,-0.0256419,0.1269455
