,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
81,0.63875544,0.19414501,"('submissive', 'aggressive')",0.59845597,0.13882732,-0.47941422,-0.88159835,0.2525991,-0.1828753,0.4354744
64,0.6147888,0.5237211,"('shy', 'confident')",0.46563277,0.25220132,-4.5747733,-4.914749,-1.164784,-1.3796089,0.2148249
87,0.6018276,0.23366895,"('unsuccessful', 'successful')",0.54030925,0.38372782,0.8056064,0.6191706,0.6492477,0.4121891,0.2370586
80,0.5874178,0.10182467,"('dominated', 'dominating')",-0.62745875,-0.89387196,-0.592134,-0.7620295,-0.210725,-0.5180256,0.3073006
76,0.5774537,0.3098659,"('anxious', 'daring')",0.117599994,-0.07352964,-0.057109833,-0.25861877,0.212648,-0.0074275,0.2200755
58,-0.5264156,-0.6872555,"('undiscriminating', 'discriminating')",0.43141893,0.55401635,0.494519,0.36024663,0.1331741,0.0756692,0.0575049
72,0.52278775,0.42545035,"('unambitious', 'ambitious')",-0.7153861,-0.9041687,-0.2836535,-0.56946874,-0.1587506,-0.3493957,0.1906451
16,-0.5216182,-0.30420887,"('unpopular', 'popular')",0.08926399,0.19083989,0.6511509,0.9555794,0.0729322,0.2807368,-0.2078046
52,0.5215398,0.89719266,"('irrational', 'rational')",0.6755303,0.9471432,-0.46132544,-0.181732,0.2452482,0.5542013,-0.3089531
9,-0.48944482,-0.23958617,"('unaffectionate', 'caring')",0.4662259,0.44778764,0.8192977,0.75604236,0.2653596,0.3214146,-0.056055
29,0.48572025,0.495432,"('unfair', 'fair')",-0.4616231,-0.27620584,-0.99704653,-0.89789534,-0.3243165,-0.2262231,-0.0980934
84,0.48556712,0.46756113,"('inferior', 'superior')",0.17388952,0.37670982,0.64449877,0.73640466,0.4346518,0.5268919,-0.0922401
28,-0.48549044,-0.2832914,"('disloyal', 'loyal')",0.33549497,0.3285851,0.6851009,0.81942725,0.1783685,0.2882403,-0.1098718
22,0.48459473,0.00068804994,"('untrustworthy', 'trustworthy')",0.5191789,0.348624,-0.22906354,-0.4162679,0.2582367,-0.0223186,0.2805553
4,-0.46855685,-0.15892854,"('disliked', 'liked')",-0.31112754,-0.15182659,-3.9012935,-3.7300406,-1.5603259,-1.3469319,-0.213394
88,0.46820015,0.49117362,"('low', 'eminent')",1.2752051,1.3475481,1.226241,1.6616917,0.9898822,1.1668045,-0.1769223
12,0.4636072,0.19660859,"('unsupportive', 'supportive')",0.96038836,0.9262105,-0.92554444,-1.1071343,0.1661504,0.0052282,0.1609222
65,0.4536622,0.12860382,"('insecure', 'secure')",0.62244266,0.39955118,0.08702986,-0.305963,0.3877116,0.074064,0.3136476
26,0.444642,0.46755445,"('hardhearted', 'benevolent')",0.5038867,0.6292232,1.9049089,1.9283597,0.9511459,1.0083791,-0.0572332
37,-0.44185954,-0.65773886,"('fake', 'genuine')",-0.31057584,-0.46332574,0.13295937,-0.0014387099,-0.206492,-0.3741678,0.1676758
44,0.40594214,0.10241054,"('prejudiced', 'unprejudiced')",-0.033087764,-0.30641118,-1.2961088,-1.4538927,-0.3077515,-0.5526311,0.2448796
7,0.3776286,0.22851986,"('insensitive', 'sensitive')",0.4674169,0.37558407,0.37399718,0.19751011,0.4063476,0.2672047,0.1391429
41,-0.35972005,-0.31459504,"('unforgiving', 'forgiving')",-0.24612604,-0.04595388,0.2995405,0.4224247,-0.1021019,0.0206253,-0.1227272
77,-0.33911866,-0.12511013,"('unmotivated', 'motivated')",0.17734484,0.04060425,-1.2491034,-1.1933925,-0.4702924,-0.4259661,-0.0443263
45,0.33766305,0.060078945,"('incompetent', 'competent')",0.21537825,0.2732067,0.3214143,0.026786406,0.2914852,0.120024,0.1714612
34,0.32053566,0.23898062,"('mean', 'honorable')",0.83935535,0.8709759,4.914498,4.926016,2.0247963,2.0119909,0.0128054
40,-0.27800986,-0.21881843,"('stingy', 'generous')",0.2222358,0.21522504,-1.8160355,-1.7882513,-0.6239365,-0.5972815,-0.026655
86,-0.27473462,-0.47190386,"('uninfluential', 'influential')",-0.015675813,-0.14502513,-0.008617487,-0.31853402,-0.099676,-0.311821,0.212145
18,-0.26866844,-0.3349185,"('disagreeable', 'welcoming')",-0.023808405,0.02801399,-0.9403566,-0.7246657,-0.4109445,-0.3438567,-0.0670878
83,-0.2580183,-0.26325774,"('powerless', 'powerful')",-0.12466445,-0.07771111,-1.3291892,-1.3734416,-0.570624,-0.5714701,0.0008461
69,-0.25794327,0.042553384,"('lazy', 'industrious')",0.7159366,0.8091537,0.1496872,0.5052376,0.2025602,0.4523149,-0.2497547
67,0.21272713,0.31096193,"('doubtful', 'determined')",0.48965296,0.40839276,-0.5463906,-0.41453823,0.0519965,0.1016055,-0.049609
0,-0.20752539,-0.3495798,"('unsociable', 'sociable')",0.86996585,0.7464925,0.07052508,-0.08805522,0.2443219,0.1029525,0.1413694
38,-0.20564552,-0.20064893,"('untruthful', 'truthful')",0.36390805,0.2081407,0.91703415,0.86195767,0.3584322,0.2898165,0.0686157
48,-0.1814223,-0.20417672,"('unintelligent', 'intelligent')",0.31568563,0.23170592,0.18050385,0.09543225,0.1049224,0.0409871,0.0639353
49,-0.15385734,-0.21407397,"('unable', 'able')",-0.6501136,-0.63025796,-0.247504,-0.27574417,-0.3504916,-0.3733587,0.0228671
53,0.13775799,0.24559948,"('uncreative', 'creative')",-0.28199035,-0.14789706,0.10095531,0.31396046,-0.0144257,0.137221,-0.1516467
55,-0.11665891,-0.45561022,"('incompetent', 'clever')",0.09759255,-0.027856007,0.21559493,-0.07979458,0.0655095,-0.1877536,0.2532631
50,0.11598793,0.17074674,"('clumsy', 'skillful')",0.38665622,0.3470218,-0.21653941,-0.14600384,0.0953683,0.1239216,-0.0285533
57,-0.11067385,-0.35264274,"('unimaginative', 'imaginative')",0.037648164,-0.023524929,-0.8311645,-0.99981153,-0.3013967,-0.4586597,0.157263
79,0.100516506,0.39028585,"('wavering', 'unwavering')",-0.6349528,-0.36069983,0.29145345,0.66521865,-0.0809943,0.2316016,-0.3125959
1,-0.08477269,0.035085406,"('unfriendly', 'friendly')",0.9846697,1.168793,1.5557367,1.5630167,0.8185445,0.9222984,-0.1037539
10,-0.08239358,-0.18643078,"('unsympathetic', 'sympathetic')",-0.10230001,-0.36713362,0.0072271675,-0.36681327,-0.0591555,-0.3067926,0.2476371
3,0.07889186,0.04568728,"('repellent', 'pleasant')",-0.24380061,-0.36391434,-0.0801396,-0.26339272,-0.0816828,-0.1938732,0.1121904
46,0.06527063,-0.5171259,"('uncompetitive', 'competitive')",0.79125595,0.59406835,0.021995254,-0.25405243,0.2928406,-0.0590367,0.3518773
20,-0.06330073,-0.1435929,"('rough', 'thoughtful')",-0.26738396,-0.20767687,0.58643657,0.57682884,0.0852506,0.0751864,0.0100642
54,0.058135763,-0.0090820845,"('incapable', 'capable')",-0.011498217,-0.024273552,0.8244492,0.7657771,0.2903622,0.2441405,0.0462217
63,-0.042161025,-0.2956273,"('unperceptive', 'insightful')",0.5537712,0.46090263,1.010085,0.7720918,0.5072317,0.3124557,0.194776
19,0.032853227,0.230068,"('inhospitable', 'hospitable')",-0.8673589,-0.69272804,-0.20312044,0.16124941,-0.3458754,-0.1004702,-0.2454052
68,-0.025145907,-0.052518755,"('dependent', 'independent')",-0.7472632,-0.64762646,-0.7634926,-0.59982854,-0.5119672,-0.4333246,-0.0786426
33,0.012142759,0.09627435,"('wrong', 'right')",0.83231,0.8778863,-0.4553091,-0.37721923,0.1297146,0.1989805,-0.0692659
85,-0.008411847,0.47017348,"('insignificant', 'prestigious')",0.21359392,0.5572708,0.3796294,0.89274764,0.1949371,0.640064,-0.4451269
