,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
84,0.7696103,0.51995087,"('inferior', 'superior')",-0.018179111,-0.32816604,0.3757156,0.0958924,0.2798232
7,0.7459983,0.55534697,"('insensitive', 'sensitive')",1.8522713,1.9634742,1.2991349,1.2594106,0.0397243
6,-0.7238954,-1.322444,"('distant', 'open')",-0.9578344,-1.6007364,-0.8408649,-1.4615902,0.6207253
88,-0.69775075,-0.60031664,"('low', 'eminent')",0.023475025,0.067919716,-0.3371378,-0.2661985,-0.0709393
32,0.67165285,0.968314,"('unkind', 'kind')",1.2743824,1.4971288,0.9730176,1.2327214,-0.2597038
51,0.6557233,0.74327767,"('uneducated', 'educated')",0.5109155,0.60378647,0.5833194,0.6735321,-0.0902127
69,-0.6224018,-0.76338375,"('lazy', 'industrious')",-2.06135,-2.3897853,-1.3418759,-1.5765846,0.2347087
67,0.60317093,0.64471394,"('doubtful', 'determined')",-0.14779688,0.12712096,0.227687,0.3859175,-0.1582305
45,0.571433,0.45170036,"('incompetent', 'competent')",0.69835085,0.80069965,0.6348919,0.6262,0.0086919
34,0.5644182,0.6761321,"('mean', 'honorable')",4.2827225,4.083745,2.4235704,2.3799386,0.0436318
28,0.55567294,0.091079585,"('disloyal', 'loyal')",1.065733,0.63979423,0.8107029,0.3654369,0.445266
83,0.5541144,0.6581536,"('powerless', 'powerful')",0.26058888,0.4894548,0.4073516,0.5738042,-0.1664526
2,0.54267573,0.6459957,"('unlikable', 'likable')",0.2971531,0.32572514,0.4199144,0.4858604,-0.065946
52,-0.5337194,-0.63515794,"('irrational', 'rational')",-1.5295815,-1.8784977,-1.0316505,-1.2568278,0.2251773
16,-0.53186977,-0.6602973,"('unpopular', 'popular')",-0.084543206,-0.50313365,-0.3082065,-0.5817155,0.273509
73,0.5291322,0.33690426,"('helpless', 'self-reliant')",-3.8833234,-4.091149,-1.6770957,-1.8771223,0.2000266
25,-0.51718146,-0.41650575,"('egoistic', 'altruistic')",0.42500526,0.2170149,-0.0460881,-0.0997454,0.0536573
65,0.43364528,0.7024109,"('insecure', 'secure')",1.1513126,1.5911869,0.7924789,1.1467988,-0.3543199
74,-0.4236398,-0.06724806,"('undedicated', 'dedicated')",-0.30815783,0.06760662,-0.3658988,0.0001793,-0.3660781
42,0.3989116,0.8561306,"('unreliable', 'reliable')",-2.0183194,-1.5591791,-0.8097039,-0.3515242,-0.4581797
37,-0.3841061,-0.829915,"('fake', 'genuine')",0.13214186,-0.15854657,-0.1259821,-0.4942308,0.3682487
68,-0.3820613,-1.0181912,"('dependent', 'independent')",-0.40829095,-0.814558,-0.3951761,-0.9163746,0.5211985
10,-0.36544317,-0.2727435,"('unsympathetic', 'sympathetic')",0.87810135,1.1018173,0.2563291,0.4145369,-0.1582078
44,-0.35677418,-0.15760836,"('prejudiced', 'unprejudiced')",-1.6594102,-1.2905321,-1.0080922,-0.7240703,-0.2840219
29,0.33332428,0.007423997,"('unfair', 'fair')",-0.7367326,-0.90594965,-0.2017042,-0.4492628,0.2475586
64,-0.3073015,-0.2620868,"('shy', 'confident')",-5.115597,-4.3948836,-2.7114491,-2.3284853,-0.3829638
1,-0.30536023,-1.1930672,"('unfriendly', 'friendly')",0.48042595,-0.25800848,0.0875329,-0.7255378,0.8130707
76,-0.2896345,0.40880018,"('anxious', 'daring')",0.20024899,0.7009348,-0.0446928,0.5548675,-0.5995603
3,0.2827888,0.5077005,"('repellent', 'pleasant')",0.8157987,1.0767504,0.5492938,0.7922255,-0.2429317
4,-0.27267215,-0.032804765,"('disliked', 'liked')",-6.687734,-6.579315,-3.4802032,-3.3060601,-0.1741431
27,-0.25281805,-1.0678136,"('hardhearted', 'softhearted')",-0.21564782,-0.818549,-0.2342329,-0.9431813,0.7089484
86,0.2516566,-0.2891975,"('uninfluential', 'influential')",0.65814966,0.6517528,0.4549031,0.1812777,0.2736254
82,0.2485928,-0.14888164,"('poor', 'rich')",6.285946,5.654838,3.2672694,2.7529783,0.5142911
80,-0.24378291,0.15343711,"('dominated', 'dominating')",0.73417974,0.97929174,0.2451984,0.5663644,-0.321166
18,-0.24119867,-0.23145273,"('disagreeable', 'welcoming')",-1.1299102,-1.0970689,-0.6855544,-0.6642608,-0.0212936
53,0.23803443,-0.06072924,"('uncreative', 'creative')",0.7517213,0.54480946,0.4948779,0.2420401,0.2528378
57,0.23624663,0.66148144,"('unimaginative', 'imaginative')",-2.2173162,-1.8868754,-0.9905348,-0.612697,-0.3778378
49,-0.21520741,-0.16940534,"('unable', 'able')",0.027113326,0.037255533,-0.094047,-0.0660749,-0.0279721
87,0.21244076,-0.4425318,"('unsuccessful', 'successful')",0.035738833,-0.1660001,0.1240898,-0.3042659,0.4283557
15,0.20560138,0.47613412,"('boring', 'funny')",0.09917104,0.05768591,0.1523862,0.26691,-0.1145238
72,0.20177618,0.10073144,"('unambitious', 'ambitious')",-0.30841842,-0.27708104,-0.0533211,-0.0881748,0.0348537
77,0.16949408,0.16691114,"('unmotivated', 'motivated')",0.17617404,0.25904718,0.1728341,0.2129792,-0.0401451
71,-0.167458,-0.1923922,"('diffident', 'self-confident')",0.8474137,0.6379425,0.3399779,0.2227751,0.1172028
20,0.13006279,-0.15000579,"('rough', 'thoughtful')",0.5279198,0.5984103,0.3289913,0.2242023,0.104789
9,-0.06435616,-0.56848234,"('unaffectionate', 'caring')",0.76327986,0.1641639,0.3494619,-0.2021592,0.5516211
59,-0.036555465,-0.3416829,"('foolish', 'wise')",-0.5230408,-0.94007224,-0.2797981,-0.6408776,0.3610795
