,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
20,0.8623007,0.9176944,"('rough', 'thoughtful')",1.1204146,1.0192399,0.9913577,0.9684671,0.0228906
16,-0.8355546,-0.70551264,"('unpopular', 'popular')",-0.019804236,0.1221172,-0.4276794,-0.2916977,-0.1359817
65,-0.8241387,-0.8153034,"('insecure', 'secure')",-0.15570188,-0.1576641,-0.4899203,-0.4864838,-0.0034365
23,0.8227002,0.8487458,"('insincere', 'sincere')",6.49558,6.41427,3.6591401,3.6315079,0.0276322
37,0.8114447,0.717768,"('fake', 'genuine')",0.43788028,0.30150712,0.6246625,0.5096376,0.1150249
87,0.80848604,0.9087893,"('unsuccessful', 'successful')",0.53449386,0.57207847,0.67149,0.7404339,-0.0689439
32,0.7962812,0.6855233,"('unkind', 'kind')",1.0769019,1.0263337,0.9365916,0.8559285,0.0806631
30,0.7949246,0.76657826,"('intolerant', 'tolerant')",0.57281905,0.62690306,0.6838719,0.6967406,-0.0128687
54,0.77861893,0.8657226,"('incapable', 'capable')",0.74242365,0.8089862,0.7605213,0.8373544,-0.0768331
42,0.7619737,0.7594236,"('unreliable', 'reliable')",-3.2221248,-3.3275087,-1.2300756,-1.2840426,0.053967
84,0.7568306,0.6817386,"('inferior', 'superior')",1.1254705,1.0185726,0.9411505,0.8501556,0.0909949
45,0.7432922,0.72669834,"('incompetent', 'competent')",-0.06420106,-0.13011593,0.3395456,0.2982912,0.0412544
62,0.73941004,0.797747,"('incompetent', 'brilliant')",0.41352263,0.4106222,0.5764663,0.6041846,-0.0277183
31,-0.71041316,-0.8261567,"('evil', 'good')",-1.2159865,-1.2810235,-0.9631999,-1.0535901,0.0903902
34,0.70828086,0.7326376,"('mean', 'honorable')",6.0370116,6.1901793,3.3726463,3.4614084,-0.0887621
7,0.70003945,0.6570358,"('insensitive', 'sensitive')",0.63192064,0.560687,0.66598,0.6088614,0.0571186
53,0.6956196,0.64416605,"('uncreative', 'creative')",0.4366021,0.21352884,0.5661108,0.4288474,0.1372634
83,0.68368334,0.77015996,"('powerless', 'powerful')",-0.79005563,-0.8007813,-0.0531861,-0.0153107,-0.0378754
58,0.66788405,0.6525329,"('undiscriminating', 'discriminating')",0.08438732,-0.07953732,0.3761357,0.2864978,0.0896379
66,-0.65132815,-0.7591499,"('inactive', 'active')",0.19785134,0.09711333,-0.2267384,-0.3310183,0.1042799
47,0.64950216,0.7375184,"('stupid', 'smart')",5.2350907,5.4725146,2.9422965,3.1050165,-0.16272
48,0.6186978,0.5297346,"('unintelligent', 'intelligent')",0.68196917,0.60003895,0.6503335,0.5648868,0.0854467
17,-0.5866373,-0.55444115,"('nasty', 'nice')",-0.9787547,-0.9324221,-0.782696,-0.7434316,-0.0392644
13,0.58329844,0.67903984,"('impolite', 'polite')",-0.6423772,-0.65802866,-0.0295394,0.0105056,-0.040045
3,-0.5826511,-0.5708123,"('repellent', 'pleasant')",0.7842172,0.82753605,0.1007831,0.1283619,-0.0275788
2,-0.5570576,-0.49518394,"('unlikable', 'likable')",0.20449607,0.30917707,-0.1762808,-0.0930034,-0.0832774
0,0.5559358,0.3641986,"('unsociable', 'sociable')",-0.17482305,-0.2582734,0.1905564,0.0529626,0.1375938
51,0.55198777,0.49184012,"('uneducated', 'educated')",0.81245804,0.696542,0.6822229,0.5941911,0.0880318
33,0.53538334,0.55814356,"('wrong', 'right')",-0.88827074,-0.9596954,-0.1764437,-0.2007759,0.0243322
41,0.5287401,0.38167235,"('unforgiving', 'forgiving')",-0.28916287,-0.2596856,0.1197886,0.0609934,0.0587952
59,-0.52348614,-0.49432293,"('foolish', 'wise')",-0.067188665,-0.14842741,-0.2953374,-0.3213752,0.0260378
55,0.49044588,0.4534377,"('incompetent', 'clever')",0.39070395,0.27980757,0.4405749,0.3666226,0.0739523
25,0.48225334,0.45484158,"('egoistic', 'altruistic')",1.0898747,1.0002757,0.786064,0.7275587,0.0585053
27,0.48026577,0.28453165,"('hardhearted', 'softhearted')",1.0860631,0.8322186,0.7831644,0.5583751,0.2247893
18,-0.44090587,-0.5496924,"('disagreeable', 'welcoming')",-0.58908904,-0.61506486,-0.5149975,-0.5823786,0.0673811
19,0.43401468,0.3986778,"('inhospitable', 'hospitable')",-0.48560226,-0.59160537,-0.0257938,-0.0964638,0.07067
29,-0.4246099,-0.5298992,"('unfair', 'fair')",-0.38258165,-0.5600029,-0.4035958,-0.5449511,0.1413553
79,-0.41354457,-0.4967816,"('wavering', 'unwavering')",-0.1821551,-0.24103092,-0.2978498,-0.3689063,0.0710565
49,0.41052657,0.47573912,"('unable', 'able')",-0.41438246,-0.26327592,-0.0019279,0.1062316,-0.1081595
14,0.3870021,0.43777233,"('antisocial', 'social')",-0.58722955,-0.41569275,-0.1001137,0.0110398,-0.1111535
28,0.38386428,0.3152676,"('disloyal', 'loyal')",1.3900106,1.3299845,0.8869374,0.8226261,0.0643113
78,0.35519,0.278373,"('nonresilient', 'resilient')",-0.017397152,-0.085337564,0.1688964,0.0965177,0.0723787
82,-0.35510743,-0.26857528,"('poor', 'rich')",6.4154124,6.4215193,3.0301526,3.076472,-0.0463194
8,0.28141636,0.17187464,"('unaffectionate', 'affectionate')",0.2122409,0.19544896,0.2468286,0.1836618,0.0631668
4,0.26109895,0.1872593,"('disliked', 'liked')",-7.0673013,-7.0775857,-3.4031012,-3.4451632,0.042062
11,-0.25654572,-0.26470596,"('unhelpful', 'helpful')",2.171725,1.9932184,0.9575896,0.8642563,0.0933333
36,-0.24956805,-0.3399671,"('hostile', 'amicable')",-0.402845,-0.39404646,-0.3262065,-0.3670068,0.0408003
15,-0.24456118,-0.37377372,"('boring', 'funny')",-0.5522691,-0.49397314,-0.3984151,-0.4338734,0.0354583
69,0.23465523,0.37262633,"('lazy', 'industrious')",-1.2132475,-1.1303647,-0.4892961,-0.3788692,-0.1104269
38,0.22813857,0.37174764,"('untruthful', 'truthful')",0.19457111,0.24091418,0.2113548,0.3063309,-0.0949761
46,0.20536081,0.19089872,"('uncompetitive', 'competitive')",-0.7391074,-0.8474159,-0.2668733,-0.3282586,0.0613853
70,0.20008829,0.06934782,"('lethargic', 'energetic')",0.45454738,0.37927532,0.3273178,0.2243116,0.1030062
81,-0.17017354,-0.1367953,"('submissive', 'aggressive')",-0.5456395,-0.57736385,-0.3579065,-0.3570796,-0.0008269
72,0.1615422,0.23850563,"('unambitious', 'ambitious')",-0.47751498,-0.5078696,-0.1579864,-0.134682,-0.0233044
40,-0.15008909,-0.30281624,"('stingy', 'generous')",-1.953004,-2.2922788,-1.0515466,-1.2975475,0.2460009
67,0.10345539,0.28544742,"('doubtful', 'determined')",-0.34410146,-0.20016736,-0.120323,0.04264,-0.162963
76,-0.08996217,-0.11630233,"('anxious', 'daring')",-0.32629687,-0.2918304,-0.2081295,-0.2040664,-0.0040631
88,-0.08777881,-0.180138,"('low', 'eminent')",-0.0993277,-0.1360958,-0.0935533,-0.1581169,0.0645636
10,0.08349192,-0.13582568,"('unsympathetic', 'sympathetic')",-0.20609123,-0.3203319,-0.0612997,-0.2280788,0.1667791
80,0.07777878,0.08748199,"('dominated', 'dominating')",-0.55795145,-0.68058324,-0.2400863,-0.2965506,0.0564643
22,0.042279534,-0.053348847,"('untrustworthy', 'trustworthy')",-1.2837806,-1.2560251,-0.6207505,-0.654687,0.0339365
68,-0.026026715,-0.11630446,"('dependent', 'independent')",-0.47734585,-0.6038674,-0.2516863,-0.3600859,0.1083996
77,0.001788958,0.03794049,"('unmotivated', 'motivated')",-1.2780337,-1.2384014,-0.6381224,-0.6002305,-0.0378919
