,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
15,1.1375697,1.3904977,"('boring', 'funny')",0.16365145,0.47925648,0.6506106,0.9348771,-0.2842665
6,1.1089981,0.98123926,"('distant', 'open')",-0.15676486,-0.3164214,0.4761166,0.3324089,0.1437077
83,1.0852116,1.1289194,"('powerless', 'powerful')",-0.13542494,-0.07586637,0.4748933,0.5265265,-0.0516332
16,-1.08321,-0.88272965,"('unpopular', 'popular')",-0.07557078,0.07474376,-0.5793904,-0.403993,-0.1753974
23,1.074211,1.0644809,"('insincere', 'sincere')",7.248908,7.374731,4.1615596,4.2196059,-0.0580463
5,1.0699861,1.0438653,"('distant', 'outgoing')",-0.4359235,-0.5648671,0.3170313,0.2394991,0.0775322
36,1.0569663,1.0837739,"('hostile', 'amicable')",-0.82480776,-0.89901906,0.1160793,0.0923774,0.0237019
80,-0.9708036,-1.1386105,"('dominated', 'dominating')",-0.4964053,-0.37353343,-0.7336044,-0.7560719,0.0224675
61,0.96853673,0.7914666,"('illogical', 'logical')",0.50216293,0.5008983,0.7353498,0.6461824,0.0891674
29,-0.96604156,-0.94283426,"('unfair', 'fair')",-1.3132647,-1.3833419,-1.1396532,-1.1630881,0.0234349
86,-0.94283706,-1.1818385,"('uninfluential', 'influential')",0.2104334,0.25262883,-0.3662018,-0.4646049,0.0984031
63,0.9157461,0.6701364,"('unperceptive', 'insightful')",1.286173,1.155115,1.1009595,0.9126257,0.1883338
68,-0.91258776,-1.1553866,"('dependent', 'independent')",-1.5958991,-1.5648342,-1.2542434,-1.3601104,0.105867
59,0.89529175,0.93362296,"('foolish', 'wise')",0.3057067,0.097962424,0.6004992,0.5157927,0.0847065
31,-0.8698554,-0.7501893,"('evil', 'good')",-1.6680584,-1.955647,-1.2689569,-1.3529181,0.0839612
40,0.83274573,0.48491046,"('stingy', 'generous')",-2.0737486,-2.4971023,-0.6205014,-1.0060959,0.3855945
1,0.82555586,0.8067642,"('unfriendly', 'friendly')",1.3963363,1.1848307,1.1109461,0.9957974,0.1151487
69,0.8232964,0.910297,"('lazy', 'industrious')",-0.9967056,-1.2638161,-0.0867046,-0.1767596,0.090055
70,0.75472164,0.5789268,"('lethargic', 'energetic')",0.89176184,0.9659425,0.8232417,0.7724347,0.050807
54,0.73773295,0.78965616,"('incapable', 'capable')",1.4241793,1.4401444,1.0809561,1.1149004,-0.0339443
37,-0.73310775,-1.1034383,"('fake', 'genuine')",0.76197636,0.47714773,0.0144343,-0.3131453,0.3275796
51,-0.7048085,-0.5988481,"('uneducated', 'educated')",0.55064064,0.75913703,-0.0770839,0.0801445,-0.1572284
18,0.69571614,0.78679764,"('disagreeable', 'welcoming')",0.0013767183,-0.06232806,0.3485464,0.3622348,-0.0136884
24,0.65852165,0.5853935,"('dishonest', 'honest')",1.1904479,1.1482552,0.9244848,0.8668244,0.0576604
84,0.6450752,0.40999737,"('inferior', 'superior')",0.023659183,-0.07830569,0.3343672,0.1658458,0.1685214
74,0.6180906,0.5984244,"('undedicated', 'dedicated')",0.34172285,0.38607642,0.4799067,0.4922504,-0.0123437
64,-0.6047512,-0.4856292,"('shy', 'confident')",-6.4443364,-6.3618655,-3.5245438,-3.4237473,-0.1007965
7,0.58584327,0.47376227,"('insensitive', 'sensitive')",1.5171783,1.5834439,1.0515108,1.0286031,0.0229077
52,0.5616548,0.46051067,"('irrational', 'rational')",-0.16322201,-0.30301586,0.1992164,0.0787474,0.120469
81,-0.5391582,-0.4828737,"('submissive', 'aggressive')",-0.10240317,0.1439934,-0.3207807,-0.1694402,-0.1513405
62,0.5374291,0.5025502,"('incompetent', 'brilliant')",1.0622358,1.0545449,0.7998325,0.7785475,0.021285
79,0.5326035,0.57818687,"('wavering', 'unwavering')",-0.06177502,0.04448307,0.2354142,0.311335,-0.0759208
58,0.51915455,0.39598274,"('undiscriminating', 'discriminating')",0.13236211,0.057977825,0.3257583,0.2269803,0.098778
11,0.4981801,0.33261248,"('unhelpful', 'helpful')",3.0034297,3.07895,1.7508049,1.7057812,0.0450237
72,0.4816562,0.37955788,"('unambitious', 'ambitious')",0.2930006,0.2816366,0.3873284,0.3305972,0.0567312
42,0.47348365,0.47217667,"('unreliable', 'reliable')",-2.8772614,-2.86234,-1.2018889,-1.1950817,-0.0068072
75,-0.46770564,-0.2739059,"('meek', 'impulsive')",-1.2572902,-1.3194635,-0.8624979,-0.7966847,-0.0658132
8,0.45104715,0.40824708,"('unaffectionate', 'affectionate')",0.5365528,0.3393003,0.4938,0.3737737,0.1200263
21,0.44238976,0.4144203,"('immoral', 'moral')",-0.06501185,0.13739689,0.1886889,0.2759086,-0.0872197
56,0.43483338,0.549301,"('impractical', 'practical')",1.0112039,1.303574,0.7230186,0.9264375,-0.2034189
55,-0.43294725,-0.46708223,"('incompetent', 'clever')",0.23550634,0.4090149,-0.0987205,-0.0290337,-0.0696868
20,0.43278435,0.40480953,"('rough', 'thoughtful')",0.2593404,0.13372806,0.3460624,0.2692688,0.0767936
78,0.4284645,0.16237988,"('nonresilient', 'resilient')",0.3925574,0.36251318,0.410511,0.2624465,0.1480645
32,0.42697695,0.59640217,"('unkind', 'kind')",1.3399297,1.4510928,0.8834533,1.0237474,-0.1402941
17,0.42354554,0.6899205,"('nasty', 'nice')",-0.17398787,0.0650271,0.1247788,0.3774738,-0.252695
38,0.3813754,0.38078144,"('untruthful', 'truthful')",1.0704031,1.0489845,0.7258893,0.714883,0.0110063
77,0.37967747,0.12529156,"('unmotivated', 'motivated')",-1.0925305,-1.0142045,-0.3564265,-0.4444565,0.08803
53,0.3516823,0.053267673,"('uncreative', 'creative')",0.25102657,-0.042593334,0.3013544,0.0053372,0.2960172
76,0.3408715,0.1507716,"('anxious', 'daring')",0.19773449,0.41442248,0.269303,0.282597,-0.013294
35,-0.34015968,-0.19884996,"('corrupt', 'incorrupt')",-1.0407082,-1.082296,-0.6904339,-0.640573,-0.0498609
0,-0.32744163,-0.22794262,"('unsociable', 'sociable')",0.41371247,0.70581317,0.0431354,0.2389353,-0.1957999
14,0.31682944,0.6018179,"('antisocial', 'social')",0.12495815,0.42541754,0.2208938,0.5136178,-0.292724
88,0.30070844,0.77862185,"('low', 'eminent')",0.09890899,0.40190402,0.1998087,0.5902629,-0.3904542
87,0.288773,0.27716315,"('unsuccessful', 'successful')",0.66620046,0.82255226,0.4774867,0.5498577,-0.072371
50,0.27384973,0.24456082,"('clumsy', 'skillful')",0.21544306,0.09640171,0.2446464,0.1704813,0.0741651
19,0.27086955,0.36365187,"('inhospitable', 'hospitable')",-0.17930448,-0.17195953,0.0457825,0.0958462,-0.0500637
60,0.25618264,0.18814482,"('inefficient', 'efficient')",1.0351617,1.3138375,0.6456722,0.7509912,-0.105319
13,-0.24502575,-0.22076157,"('impolite', 'polite')",0.35869062,0.4737513,0.0568324,0.1264949,-0.0696625
67,0.24402757,0.3647868,"('doubtful', 'determined')",0.07152805,0.2793329,0.1577778,0.3220599,-0.1642821
4,0.21174827,0.29158655,"('disliked', 'liked')",-6.898457,-6.91761,-3.3433545,-3.3130119,-0.0303426
49,0.1782823,0.27089566,"('unable', 'able')",-0.4502872,-0.2921776,-0.1360025,-0.010641,-0.1253615
47,0.14295194,0.23788941,"('stupid', 'smart')",5.724458,5.6980696,2.9337051,2.9679794,-0.0342743
25,0.13816683,0.030866131,"('egoistic', 'altruistic')",0.5298376,0.35295945,0.3340022,0.1919128,0.1420894
65,0.12491003,0.076848686,"('insecure', 'secure')",-0.14654143,0.0025107265,-0.0108157,0.0396797,-0.0504954
41,0.1068364,0.47119412,"('unforgiving', 'forgiving')",0.5020623,0.5536957,0.3044493,0.5124449,-0.2079956
57,-0.103986114,-0.26874518,"('unimaginative', 'imaginative')",-2.5056574,-2.5012121,-1.3048217,-1.3849787,0.080157
10,0.10118511,-0.10843818,"('unsympathetic', 'sympathetic')",0.50250155,0.70873654,0.3018433,0.3001492,0.0016941
3,0.08491105,-0.12551612,"('repellent', 'pleasant')",0.06596176,0.061694827,0.0754364,-0.0319106,0.107347
48,0.07333882,-0.21055931,"('unintelligent', 'intelligent')",0.26948732,0.2602968,0.1714131,0.0248687,0.1465444
28,0.049874187,0.021886189,"('disloyal', 'loyal')",1.4765637,1.4458926,0.7632189,0.7338894,0.0293295
46,0.010888293,-0.35072792,"('uncompetitive', 'competitive')",-0.5558419,-0.5390548,-0.2724768,-0.4448914,0.1724146
