,allstate_male,allstate_female,tuple,corp_male,corp_female,average_male,average_female,male-female
77,-0.90480614,-1.3092933,"('unmotivated', 'motivated')",-0.66275984,-0.8788911,-0.783783,-1.0940921,0.3103091
58,-0.8848612,-0.7972949,"('undiscriminating', 'discriminating')",0.27221835,0.19059679,-0.3063214,-0.3033491,-0.0029723
38,-0.8745631,-0.9070926,"('untruthful', 'truthful')",0.3982777,0.3544121,-0.2381427,-0.2763402,0.0381975
22,-0.8652123,-0.65750813,"('untrustworthy', 'trustworthy')",-0.93205833,-1.08127,-0.8986353,-0.8693891,-0.0292462
48,-0.8547748,-1.1838555,"('unintelligent', 'intelligent')",1.5232135,1.1110828,0.3342194,-0.0363864,0.3706058
63,-0.817507,-0.9579444,"('unperceptive', 'insightful')",1.0148219,0.81463635,0.0986574,-0.071654,0.1703114
75,0.77153194,0.74434066,"('meek', 'impulsive')",-0.89593595,-0.6493767,-0.062202,0.047482,-0.109684
24,-0.7586386,-0.7504023,"('dishonest', 'honest')",1.0665942,1.0836805,0.1539778,0.1666391,-0.0126613
14,-0.75605553,-0.6789582,"('antisocial', 'social')",0.01363809,-0.086408846,-0.3712087,-0.3826835,0.0114748
52,-0.7416974,-0.66728157,"('irrational', 'rational')",-0.64467365,-0.46192655,-0.6931855,-0.564604,-0.1285815
65,-0.7339075,-0.8897742,"('insecure', 'secure')",0.20076013,-0.08640994,-0.2665737,-0.4880921,0.2215184
72,-0.7164791,-0.64307106,"('unambitious', 'ambitious')",-0.42660266,-0.12202736,-0.5715409,-0.3825492,-0.1889917
30,-0.7055925,-0.6702002,"('intolerant', 'tolerant')",1.2911611,1.2308583,0.2927843,0.280329,0.0124553
16,-0.6870738,-0.55932903,"('unpopular', 'popular')",-0.06637794,-0.0046741813,-0.3767259,-0.2820016,-0.0947243
36,-0.66232497,-0.51848155,"('hostile', 'amicable')",-1.2004349,-0.80829644,-0.9313799,-0.663389,-0.2679909
20,-0.6403725,-0.5856541,"('rough', 'thoughtful')",1.0613377,0.98125565,0.2104826,0.1978008,0.0126818
31,-0.6104036,-0.6553661,"('evil', 'good')",-1.32793,-1.13254,-0.9691668,-0.8939531,-0.0752137
61,-0.58478045,-0.65148747,"('illogical', 'logical')",0.70503134,0.4953657,0.0601254,-0.0780609,0.1381863
7,-0.5605871,-0.70289737,"('insensitive', 'sensitive')",0.6986119,0.48201358,0.0690124,-0.1104419,0.1794543
47,-0.54651535,-0.28998286,"('stupid', 'smart')",5.3171606,5.454672,2.3853226,2.5823445,-0.1970219
68,0.53093064,0.2983808,"('dependent', 'independent')",-0.051949196,-0.38710186,0.2394907,-0.0443605,0.2838512
54,-0.5156031,-0.63786155,"('incapable', 'capable')",0.5638428,0.6147544,0.0241198,-0.0115536,0.0356734
18,-0.51480454,-0.28531778,"('disagreeable', 'welcoming')",-0.5014469,-0.35656962,-0.5081257,-0.3209437,-0.187182
4,-0.5138296,-0.43632704,"('disliked', 'liked')",-6.607505,-6.5307484,-3.5606673,-3.4835377,-0.0771296
66,-0.50332725,-0.27441746,"('inactive', 'active')",-0.09528214,0.121497035,-0.2993047,-0.0764602,-0.2228445
5,0.48776883,0.43228537,"('distant', 'outgoing')",-0.41907114,-0.18079358,0.0343488,0.1257459,-0.0913971
39,0.4861515,0.4284447,"('exploitative', 'cooperative')",0.22308557,0.13685954,0.3546185,0.2826521,0.0719664
60,-0.45388767,-0.687468,"('inefficient', 'efficient')",0.8880253,0.53393483,0.2170688,-0.0767666,0.2938354
62,-0.44487613,-0.63510394,"('incompetent', 'brilliant')",1.2906324,1.0508387,0.4228781,0.2078674,0.2150107
87,-0.4439918,-0.46858147,"('unsuccessful', 'successful')",0.8099801,0.69667554,0.1829941,0.114047,0.0689471
70,-0.403328,-0.540494,"('lethargic', 'energetic')",0.55039287,0.32009557,0.0735324,-0.1101992,0.1837316
80,0.36052915,0.30651915,"('dominated', 'dominating')",-0.5953671,-0.69409317,-0.117419,-0.193787,0.076368
6,0.33802077,0.36491328,"('distant', 'open')",-0.76110584,-0.46867672,-0.2115425,-0.0518817,-0.1596608
76,-0.32070646,-0.15303789,"('anxious', 'daring')",-0.07173742,-0.09460569,-0.1962219,-0.1238218,-0.0724001
32,-0.2888385,-0.36458772,"('unkind', 'kind')",0.89088964,0.9421408,0.3010256,0.2887765,0.0122491
34,0.2682766,0.32035497,"('mean', 'honorable')",5.612483,5.8038826,2.9403799,3.0621188,-0.1217389
2,-0.26176134,-0.12614712,"('unlikable', 'likable')",0.4131905,0.5570769,0.0757146,0.2154649,-0.1397503
42,0.25188324,0.48905373,"('unreliable', 'reliable')",-2.9175494,-2.930084,-1.3328331,-1.2205151,-0.112318
49,-0.2501074,-0.26713297,"('unable', 'able')",0.062964864,0.067960285,-0.0935713,-0.0995863,0.006015
88,-0.23193783,-0.48336345,"('low', 'eminent')",-0.26176184,-0.20286904,-0.2468498,-0.3431163,0.0962665
82,-0.22988114,-0.25888693,"('poor', 'rich')",6.2327986,6.317324,3.0014586,3.0292187,-0.0277601
40,0.21997568,0.2833528,"('stingy', 'generous')",-1.5351514,-1.5858483,-0.6575878,-0.6512477,-0.0063401
56,0.20472664,0.0051196218,"('impractical', 'practical')",0.119816646,-0.02424733,0.1622716,-0.0095639,0.1718355
67,0.20133725,0.25789312,"('doubtful', 'determined')",-0.5728029,-0.41528597,-0.1857328,-0.0786964,-0.1070364
71,0.19848935,-0.13298614,"('diffident', 'self-confident')",0.57489866,0.5666405,0.386694,0.2168272,0.1698668
85,0.18905157,-0.004208464,"('insignificant', 'prestigious')",-0.6660287,-0.4562844,-0.2384886,-0.2302464,-0.0082422
19,-0.16996315,-0.3662795,"('inhospitable', 'hospitable')",-0.43812582,-0.392155,-0.3040445,-0.3792173,0.0751728
29,-0.16747175,-0.22564821,"('unfair', 'fair')",-0.26731575,-0.3301657,-0.2173938,-0.277907,0.0605132
79,-0.16232438,-0.22661945,"('wavering', 'unwavering')",-0.83914775,-0.5227027,-0.5007361,-0.3746611,-0.126075
17,-0.16056803,-0.2238841,"('nasty', 'nice')",-0.46561933,-0.50701064,-0.3130937,-0.3654474,0.0523537
81,-0.15857947,-0.43368158,"('submissive', 'aggressive')",0.121846005,-0.10797949,-0.0183667,-0.2708305,0.2524638
26,-0.1377157,-0.13932268,"('hardhearted', 'benevolent')",1.1874,1.3554993,0.5248421,0.6080883,-0.0832462
59,0.13432287,0.19699588,"('foolish', 'wise')",-0.1113987,0.014286377,0.0114621,0.1056411,-0.094179
25,-0.13135366,-0.3095723,"('egoistic', 'altruistic')",1.0267718,1.0183337,0.4477091,0.3543807,0.0933284
27,-0.12826927,0.04867556,"('hardhearted', 'softhearted')",1.0881354,1.10085,0.4799331,0.5747628,-0.0948297
64,0.12809525,0.16334052,"('shy', 'confident')",-5.7660174,-5.857152,-2.8189611,-2.8469057,0.0279446
50,0.081926934,0.23024163,"('clumsy', 'skillful')",-0.079254754,-0.09755029,0.0013361,0.0663457,-0.0650096
84,-0.079079844,-0.19099645,"('inferior', 'superior')",1.2398152,1.1349287,0.5803677,0.4719661,0.1084016
3,0.070574336,-0.15576732,"('repellent', 'pleasant')",0.6797188,0.52475554,0.3751466,0.1844941,0.1906525
37,-0.05545263,-0.025872309,"('fake', 'genuine')",0.16176604,0.0798434,0.0531567,0.0269855,0.0261712
83,-0.054700214,-0.26827705,"('powerless', 'powerful')",-0.75157297,-0.88390535,-0.4031366,-0.5760912,0.1729546
33,0.0489247,0.099655785,"('wrong', 'right')",-0.8651817,-0.76419944,-0.4081285,-0.3322718,-0.0758567
15,-0.03676609,-0.12797993,"('boring', 'funny')",-0.279144,-0.074307695,-0.157955,-0.1011438,-0.0568112
