,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,male-female
53,-0.35553464,0.17997088,"('uncreative', 'creative')",-0.79981446,-0.29337427,0.35041827,0.8854618,-0.2683103,0.2573528,-0.5256631
58,-0.34520012,0.20916392,"('undiscriminating', 'discriminating')",0.16315454,0.3702421,0.17266075,0.4902296,-0.0031283,0.3565452,-0.3596735
60,0.34457457,0.7934792,"('inefficient', 'efficient')",0.121327564,0.44211087,-0.1531523,-0.13812402,0.10425,0.365822,-0.261572
35,-0.34370625,-0.67142075,"('corrupt', 'incorrupt')",-0.22453083,-0.627973,-0.12419514,-0.34275237,-0.2308107,-0.547382,0.3165713
51,-0.33578923,-0.62951314,"('uneducated', 'educated')",0.057220332,0.058718655,0.4429231,0.27263278,0.0547847,-0.0993872,0.1541719
70,0.3218959,1.0673529,"('lethargic', 'energetic')",-0.61634547,-0.23095347,-0.15833496,0.33301222,-0.1509282,0.3898039,-0.5407321
18,-0.30450514,-0.4962641,"('disagreeable', 'welcoming')",-0.87987727,-0.96749127,-1.2551395,-1.138441,-0.8131739,-0.8673987,0.0542248
32,0.30149108,0.05663667,"('unkind', 'kind')",-0.6350767,-0.9105642,0.6583071,0.74083406,0.1082405,-0.0376978,0.1459383
20,0.29249758,0.596094,"('rough', 'thoughtful')",-0.029925838,0.25080672,0.9959674,1.1603106,0.4195131,0.6690704,-0.2495573
69,0.29210177,0.18434975,"('lazy', 'industrious')",1.9233232,2.0226493,0.011579312,-0.0952629,0.7423348,0.703912,0.0384228
25,0.28770363,0.29710197,"('egoistic', 'altruistic')",0.25984263,0.086872935,1.0795575,0.8318719,0.5423679,0.4052823,0.1370856
29,0.283507,0.54450375,"('unfair', 'fair')",-1.2191497,-1.1948702,-0.63191926,-0.42628768,-0.5225207,-0.3588847,-0.163636
50,-0.27850306,-0.41065213,"('clumsy', 'skillful')",-0.06079358,0.0035911668,-0.35367197,-0.2778893,-0.2309895,-0.2283167,-0.0026728
17,0.24780765,0.5084814,"('nasty', 'nice')",-0.4270174,-0.17040609,-1.0980936,-0.7237613,-0.4257678,-0.128562,-0.2972058
75,-0.2469348,0.06269,"('meek', 'impulsive')",0.5036106,0.59345365,-0.59198844,-0.4803379,-0.1117709,0.0586019,-0.1703728
33,-0.24288304,-0.43460828,"('wrong', 'right')",0.63752156,0.59229755,0.075035706,0.17986605,0.1565581,0.1125184,0.0440397
55,-0.24051148,0.35762286,"('incompetent', 'clever')",-0.95092785,-0.7109797,-0.23227882,-0.24398386,-0.4745727,-0.1991136,-0.2754591
0,0.230458,0.3665153,"('unsociable', 'sociable')",-0.5051925,-0.46649525,-0.66663873,-0.670218,-0.3137911,-0.2567326,-0.0570585
57,-0.22326772,0.73128885,"('unimaginative', 'imaginative')",-0.32257485,0.3880425,-2.1454096,-2.0328107,-0.8970841,-0.3044931,-0.592591
38,-0.21422876,-0.2775981,"('untruthful', 'truthful')",-0.36676058,-0.4395786,0.28653255,0.5726821,-0.0981523,-0.0481649,-0.0499874
30,0.19744168,0.26473507,"('intolerant', 'tolerant')",0.6824271,0.62020814,0.5382034,0.39122382,0.4726907,0.425389,0.0473017
7,0.19228426,0.4939742,"('insensitive', 'sensitive')",-0.5862677,-0.32183352,0.081836104,0.65710664,-0.1040491,0.2764158,-0.3804649
79,0.19179314,0.1484976,"('wavering', 'unwavering')",-0.43831465,-0.5145636,0.025299903,0.13435392,-0.0737405,-0.0772374,0.0034969
52,-0.18961728,-0.6901339,"('irrational', 'rational')",-0.59894603,-1.0803134,-0.3280646,-0.33744693,-0.3722093,-0.7026315,0.3304222
77,0.1854954,0.36556345,"('unmotivated', 'motivated')",0.11960025,0.6633285,-1.2586684,-1.0125587,-0.3178576,0.0054444,-0.323302
59,-0.17726149,-0.79102236,"('foolish', 'wise')",0.108402774,0.018904869,-0.010281436,0.17559355,-0.02638,-0.1988413,0.1724613
54,0.16339752,-0.06888385,"('incapable', 'capable')",-0.5370093,-0.45835015,0.47662637,0.8302021,0.0343382,0.1009894,-0.0666512
11,-0.15390101,0.28466782,"('unhelpful', 'helpful')",-0.19952556,0.21941662,1.1193708,1.6655211,0.2553147,0.7232019,-0.4678872
65,0.14243868,0.2877435,"('insecure', 'secure')",-1.2628852,-1.2665805,0.17501678,0.13715898,-0.3151433,-0.2805593,-0.034584
8,0.12790711,0.30451888,"('unaffectionate', 'affectionate')",-0.25655925,-0.6394387,0.34699756,0.4585131,0.0727818,0.0411978,0.031584
10,0.117684826,0.43006834,"('unsympathetic', 'sympathetic')",-1.1823113,-0.98520046,-0.62950677,-0.30548573,-0.5647111,-0.2868726,-0.2778385
37,0.097275324,0.5832523,"('fake', 'genuine')",-0.111968115,0.014855968,0.31182432,0.5419278,0.0990438,0.380012,-0.2809682
28,-0.091856614,0.16517442,"('disloyal', 'loyal')",-0.3496002,-0.15395477,0.53353935,0.8777674,0.0306942,0.296329,-0.2656348
66,-0.083173096,-0.28073287,"('inactive', 'active')",0.037085988,0.15082178,1.1639305,1.0077008,0.3726145,0.2925966,0.0800179
44,0.07886565,-0.104826644,"('prejudiced', 'unprejudiced')",-0.5049516,-0.5939124,-1.1790686,-1.5500288,-0.5350515,-0.7495893,0.2145378
19,0.06682619,-0.015212398,"('inhospitable', 'hospitable')",-0.82167625,-0.8783041,-0.42523652,-0.22512244,-0.3933622,-0.3728797,-0.0204825
49,0.048621934,0.06887095,"('unable', 'able')",0.094107315,0.45575413,-0.65361804,-0.3007965,-0.1702963,0.0746095,-0.2449058
48,0.047242098,0.351616,"('unintelligent', 'intelligent')",-0.19938494,-0.108022645,-0.24202652,-0.120717816,-0.1313898,0.0409585,-0.1723483
85,0.038306143,-0.2907638,"('insignificant', 'prestigious')",0.04903301,-0.28090066,-0.09476733,-0.30199653,-0.0024761,-0.2912203,0.2887442
