,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
77,-1.0284631,-0.74904823,"('unmotivated', 'motivated')",-0.7478754,-0.38229603,-1.3903606,-1.2847815,-1.0555664,-0.8053753,-0.2501911
32,-1.0165004,-0.86583596,"('unkind', 'kind')",-1.6404698,-1.2746567,0.19000864,0.47496933,-0.8223205,-0.5551744,-0.2671461
4,0.8206024,0.8683736,"('disliked', 'liked')",-0.26947108,-0.15208474,-6.3884873,-6.3795505,-1.9457854,-1.8877538,-0.0580316
12,-0.8130117,-0.6106424,"('unsupportive', 'supportive')",-0.6407106,-0.31344253,-2.2094722,-1.998952,-1.2210648,-0.9743457,-0.2467191
66,0.8013599,0.7007534,"('inactive', 'active')",1.6814076,1.4817685,1.3393594,1.0088556,1.2740423,1.0637925,0.2102498
50,0.8008586,0.9860288,"('clumsy', 'skillful')",0.51255906,0.7972919,0.10597274,0.3274446,0.4731301,0.7035884,-0.2304583
84,0.78801674,0.6049138,"('inferior', 'superior')",1.2080241,0.82620853,1.1719223,0.9561659,1.0559877,0.7957627,0.260225
19,0.7640884,0.8524474,"('inhospitable', 'hospitable')",-0.5412285,-0.49120623,-0.029533908,-0.13391729,0.064442,0.0757746,-0.0113326
54,0.7351712,0.90290993,"('incapable', 'capable')",0.11928986,0.34123808,1.2172322,1.3611356,0.6905645,0.8684279,-0.1778634
29,0.72347313,0.48181403,"('unfair', 'fair')",-0.44678333,-0.6968027,-0.44481385,-0.72407234,-0.0560413,-0.3130203,0.256979
61,-0.69605416,-0.68383306,"('illogical', 'logical')",-0.33343998,-0.32802254,0.24793774,0.06435928,-0.2605188,-0.3158321,0.0553133
31,0.64911014,0.58576983,"('evil', 'good')",-0.87662065,-1.0054004,-0.62050664,-0.8766175,-0.2826724,-0.4320827,0.1494103
47,-0.623054,-0.43414503,"('stupid', 'smart')",-0.32880342,-0.13401468,5.2588544,5.313238,1.4356656,1.5816929,-0.1460273
74,-0.57920074,-0.4187317,"('undedicated', 'dedicated')",0.43086612,0.7485485,0.20972672,0.4687221,0.020464,0.2661796,-0.2457156
13,-0.549107,-0.45393932,"('impolite', 'polite')",0.8720813,0.86191493,-0.62554634,-0.51178557,-0.1008574,-0.0346033,-0.0662541
67,0.5474377,0.4882233,"('doubtful', 'determined')",0.48850465,0.54818755,-0.7032568,-0.59752804,0.1108952,0.1462943,-0.0353991
68,-0.53601426,-0.63101697,"('dependent', 'independent')",0.41126612,0.38607958,-0.644762,-0.8613623,-0.2565034,-0.3687665,0.1122631
88,-0.5283298,-0.5630485,"('low', 'eminent')",-0.74805677,-0.81039363,0.004362656,0.14974093,-0.4240079,-0.4079004,-0.0161075
76,-0.5182385,-0.24431874,"('anxious', 'daring')",0.6895963,1.027041,-0.02232112,0.25908858,0.0496789,0.3472703,-0.2975914
64,-0.5128617,-0.6160224,"('shy', 'confident')",-0.37425792,-0.39188522,-6.769681,-6.592965,-2.5522669,-2.5336243,-0.0186426
39,0.4550305,0.43678665,"('exploitative', 'cooperative')",0.56556606,0.48547173,-0.13621813,-0.15475519,0.2947928,0.2558344,0.0389584
20,0.44701537,0.35353586,"('rough', 'thoughtful')",0.7610358,0.63175505,1.1687838,1.0581721,0.7922783,0.6811543,0.111124
1,0.4337701,0.32989618,"('unfriendly', 'friendly')",-0.40568686,-0.70734686,1.9604365,1.7522234,0.6628399,0.4582576,0.2045823
75,0.41229537,0.45337108,"('meek', 'impulsive')",0.09778406,0.1544578,-0.32937956,-0.35567963,0.0602333,0.0840497,-0.0238164
44,0.39929157,0.38057128,"('prejudiced', 'unprejudiced')",0.57025766,0.48257813,-1.1469543,-1.0677714,-0.059135,-0.0682073,0.0090723
58,-0.33755717,-0.38944387,"('undiscriminating', 'discriminating')",0.6338542,0.44332892,-0.048685722,-0.11899847,0.0825371,-0.0217045,0.1042416
38,-0.30697012,-0.16118553,"('untruthful', 'truthful')",-0.7163228,-0.5542063,-0.42798418,-0.2912579,-0.483759,-0.3355499,-0.1482091
15,0.27374735,0.22727007,"('boring', 'funny')",-0.4292552,-0.47272933,0.38725004,0.24627176,0.0772474,0.0002708,0.0769766
56,-0.25786012,-0.042692736,"('impractical', 'practical')",0.48731446,0.71758777,-0.60968614,-0.2816791,-0.1267439,0.131072,-0.2578159
8,0.2535749,0.18518364,"('unaffectionate', 'affectionate')",-0.4384889,-0.59718513,0.69858795,0.62005806,0.1712247,0.0693522,0.1018725
34,-0.2346453,-0.15028769,"('mean', 'honorable')",0.19799744,0.21399137,5.7933335,5.702422,1.9188952,1.9220419,-0.0031467
37,-0.23402038,-0.387105,"('fake', 'genuine')",-0.34401548,-0.57851136,0.19375804,0.20597813,-0.1280926,-0.2532127,0.1251201
87,0.21222521,0.47473952,"('unsuccessful', 'successful')",1.4983557,1.712152,1.1017455,1.1071994,0.9374421,1.0980303,-0.1605882
17,-0.2006312,-0.21757539,"('nasty', 'nice')",-1.0974245,-1.2950966,-0.750428,-0.97173685,-0.6828279,-0.8281363,0.1453084
40,0.18437958,-0.0075032357,"('stingy', 'generous')",-0.21307279,-0.3169557,-1.5610745,-1.7840929,-0.5299226,-0.7028506,0.172928
9,-0.1659782,-0.14331561,"('unaffectionate', 'caring')",-0.21218705,-0.17588851,0.9247214,0.96850526,0.1821854,0.2164337,-0.0342483
53,0.16204894,0.15130955,"('uncreative', 'creative')",0.23606664,0.10244541,0.9647329,0.8164473,0.4542828,0.3567341,0.0975487
26,0.16106585,0.031851232,"('hardhearted', 'benevolent')",0.49049366,0.29493263,1.7418487,1.6652508,0.7978028,0.6640116,0.1337912
18,0.12595794,0.20846015,"('disagreeable', 'welcoming')",0.48619536,0.49531788,-0.402327,-0.455145,0.0699421,0.0828777,-0.0129356
42,-0.109757006,0.16535538,"('unreliable', 'reliable')",-0.010090219,0.37307972,-3.478594,-3.1072905,-1.1994805,-0.8562851,-0.3431954
27,0.10724642,0.0744901,"('hardhearted', 'softhearted')",-0.27773213,-0.26827815,1.1889096,1.0560093,0.3394746,0.2874071,0.0520675
2,-0.09907285,0.17567116,"('unlikable', 'likable')",0.9163471,1.1931257,0.36756605,0.72146696,0.3949467,0.6967546,-0.3018079
78,0.06470783,0.2954107,"('nonresilient', 'resilient')",1.1162099,1.4055572,0.37630895,0.33694324,0.5190756,0.6793036,-0.160228
49,0.031727493,0.13016824,"('unable', 'able')",-0.51561743,-0.36080366,-0.59939986,-0.5810527,-0.3610966,-0.2705627,-0.0905339
83,0.019738533,0.015225761,"('powerless', 'powerful')",-0.2936135,-0.18292731,-1.0328786,-0.94639844,-0.4355845,-0.3713667,-0.0642178
