,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
17,-0.8839399,-0.5631537,"('nasty', 'nice')",-0.55085826,-0.46312016,-0.7173991,-0.5131369,-0.2042622
43,-0.8809477,-1.0425143,"('irresponsible', 'responsible')",0.12890735,0.30168575,-0.3760202,-0.3704143,-0.0056059
33,0.85934097,0.9562312,"('wrong', 'right')",-0.31242558,-0.45541462,0.2734577,0.2504083,0.0230494
3,-0.83710957,-0.97407275,"('repellent', 'pleasant')",0.54211307,0.3730891,-0.1474983,-0.3004918,0.1529935
85,0.8162593,0.73020697,"('insignificant', 'prestigious')",-0.38413993,-0.6015869,0.2160597,0.06431,0.1517497
41,-0.79806614,-0.9705136,"('unforgiving', 'forgiving')",-0.32476044,-0.32254922,-0.5614133,-0.6465314,0.0851181
56,-0.77572054,-0.5954509,"('impractical', 'practical')",-0.29528493,-0.11123559,-0.5355027,-0.3533432,-0.1821595
59,0.76933444,0.6538001,"('foolish', 'wise')",0.20000325,0.08783181,0.4846689,0.3708159,0.113853
13,-0.7384154,-0.6925435,"('impolite', 'polite')",-0.5729159,-0.42099386,-0.6556656,-0.5567687,-0.0988969
15,0.6641009,0.839698,"('boring', 'funny')",0.28043872,0.05373904,0.4722698,0.4467185,0.0255513
20,-0.65464044,-0.5426,"('rough', 'thoughtful')",0.9959059,1.064718,0.1706327,0.261059,-0.0904263
75,0.63027,0.7586762,"('meek', 'impulsive')",-0.4317323,-0.6099719,0.0992689,0.0743521,0.0249168
65,-0.6191144,-0.65502894,"('insecure', 'secure')",-0.2279493,-0.0914907,-0.4235319,-0.3732598,-0.0502721
47,-0.5198723,-0.49358255,"('stupid', 'smart')",4.848586,5.321541,2.1643569,2.4139791,-0.2496222
71,0.50226974,0.7527843,"('diffident', 'self-confident')",0.14534567,0.3033298,0.3238077,0.528057,-0.2042493
48,-0.46333745,-0.37420157,"('unintelligent', 'intelligent')",1.1013763,1.1516714,0.3190194,0.3887349,-0.0697155
4,0.45577413,0.67646605,"('disliked', 'liked')",-6.2049465,-6.613416,-2.8745861,-2.9684751,0.093889
6,0.4430557,0.64379525,"('distant', 'open')",-0.7432019,-0.66011935,-0.1500731,-0.0081621,-0.141911
74,-0.44017637,-0.30721933,"('undedicated', 'dedicated')",-0.86868435,-0.72410417,-0.6544304,-0.5156617,-0.1387687
61,-0.42974356,-0.37397364,"('illogical', 'logical')",0.40762722,0.58471775,-0.0110582,0.1053721,-0.1164303
54,-0.42348593,-0.41676888,"('incapable', 'capable')",0.6008038,0.6738539,0.0886589,0.1285425,-0.0398836
37,-0.39255148,-0.36122143,"('fake', 'genuine')",-0.20225953,0.0639356,-0.2974055,-0.1486429,-0.1487626
36,0.370021,0.27754968,"('hostile', 'amicable')",-0.39452145,-0.5995696,-0.0122502,-0.16101,0.1487598
40,0.3564663,0.4415902,"('stingy', 'generous')",-1.6864213,-1.7604871,-0.6649775,-0.6594484,-0.0055291
76,-0.35560876,-0.35909858,"('anxious', 'daring')",-0.11757511,0.003979869,-0.2365919,-0.1775594,-0.0590325
49,-0.33619463,-0.2884034,"('unable', 'able')",-0.19187342,-0.17728756,-0.264034,-0.2328455,-0.0311885
88,-0.29917482,-0.36924034,"('low', 'eminent')",-0.59056073,-0.5576781,-0.4448678,-0.4634592,0.0185914
2,0.28341553,0.06015397,"('unlikable', 'likable')",0.8913607,0.6969557,0.5873881,0.3785548,0.2088333
25,-0.2831838,-0.24924986,"('egoistic', 'altruistic')",0.71369004,0.64929724,0.2152531,0.2000237,0.0152294
83,-0.26658696,-0.27067226,"('powerless', 'powerful')",-0.7727009,-0.7568429,-0.5196439,-0.5137576,-0.0058863
5,0.24218918,0.44655475,"('distant', 'outgoing')",-0.5007082,-0.41457367,-0.1292595,0.0159905,-0.14525
58,-0.22246194,0.13503808,"('undiscriminating', 'discriminating')",0.023462288,0.13004714,-0.0994998,0.1325426,-0.2320424
64,-0.21066906,-0.2204562,"('shy', 'confident')",-5.536898,-5.820016,-2.8737836,-3.020236,0.1464524
82,-0.20575234,-0.20874467,"('poor', 'rich')",5.834657,6.046481,2.8144524,2.9188683,-0.1044159
72,-0.19851169,-0.2673343,"('unambitious', 'ambitious')",-0.47688392,-0.4798981,-0.3376978,-0.3736162,0.0359184
30,0.19792491,0.042461365,"('intolerant', 'tolerant')",1.1471001,0.9659991,0.6725125,0.5042303,0.1682822
24,-0.17671143,-0.40710738,"('dishonest', 'honest')",0.55409014,0.8422561,0.1886894,0.2175744,-0.028885
16,-0.163616,-0.21356097,"('unpopular', 'popular')",0.33072233,0.14766341,0.0835532,-0.0329488,0.116502
42,-0.15794748,-0.006277754,"('unreliable', 'reliable')",-3.1456747,-2.9286132,-1.6518111,-1.4674455,-0.1843656
67,-0.15193552,-0.34787178,"('doubtful', 'determined')",-0.18255565,-0.30100453,-0.1672456,-0.3244382,0.1571926
66,0.14910957,0.37676162,"('inactive', 'active')",0.014852449,0.14876395,0.081981,0.2627628,-0.1807818
50,0.14305216,-0.08790493,"('clumsy', 'skillful')",-0.13690285,-0.23473924,0.0030747,-0.1613221,0.1643968
68,-0.114678614,-0.0034961067,"('dependent', 'independent')",-0.5779862,-0.50061643,-0.3463324,-0.2520563,-0.0942761
39,0.11223313,-0.18756093,"('exploitative', 'cooperative')",0.10639609,0.09999237,0.1093146,-0.0437843,0.1530989
18,0.111666694,-0.071445376,"('disagreeable', 'welcoming')",-0.66532284,-0.7348986,-0.2768281,-0.403172,0.1263439
31,-0.106398724,-0.02158049,"('evil', 'good')",-1.100452,-1.0554607,-0.6034253,-0.5385206,-0.0649047
84,-0.09371811,-0.109229945,"('inferior', 'superior')",0.9040281,0.9698783,0.405155,0.4303242,-0.0251692
29,0.08959302,0.27816486,"('unfair', 'fair')",-0.09698969,0.082454674,-0.0036983,0.1803098,-0.1840081
19,-0.08361879,0.037460305,"('inhospitable', 'hospitable')",-0.5614009,-0.41382608,-0.3225098,-0.1881829,-0.1343269
87,0.07725136,0.13478754,"('unsuccessful', 'successful')",0.9976944,1.0056669,0.5374728,0.5702272,-0.0327544
34,-0.0750947,-0.04193138,"('mean', 'honorable')",5.092005,5.458094,2.508455,2.7080815,-0.1996265
79,0.062298585,0.19284408,"('wavering', 'unwavering')",-0.5287505,-0.41246676,-0.2332259,-0.1098113,-0.1234146
26,0.031051561,0.22167069,"('hardhearted', 'benevolent')",1.3892282,1.3791027,0.7101399,0.8003867,-0.0902468
80,0.025436599,0.22065824,"('dominated', 'dominating')",-0.6528449,-0.45614892,-0.3137042,-0.1177453,-0.1959589
27,-0.010163359,0.33773145,"('hardhearted', 'softhearted')",0.82029253,1.1739897,0.4050646,0.7558606,-0.350796
