,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
26,1.135914,1.2752627,"('hardhearted', 'benevolent')",1.5430521,1.5366352,1.7455783,1.8591015,1.4748481,1.5569998,-0.0821517
7,1.1292305,0.9009746,"('insensitive', 'sensitive')",0.10711374,0.2522843,1.1585814,1.1925209,0.7983085,0.7819266,0.0163819
11,1.0940293,0.63769925,"('unhelpful', 'helpful')",0.299753,0.23018993,2.1366699,2.2361438,1.1768174,1.0346777,0.1421397
86,1.0423808,0.36595893,"('uninfluential', 'influential')",0.47710004,0.41961804,0.13545927,-0.017145194,0.5516467,0.2561439,0.2955028
35,-1.0387207,-0.23044614,"('corrupt', 'incorrupt')",-1.3488772,-1.2151825,-0.4480305,-0.367406,-0.9452095,-0.6043449,-0.3408646
39,0.997918,1.0531073,"('exploitative', 'cooperative')",-0.031210016,0.056586757,0.3389378,0.38704386,0.4352153,0.4989126,-0.0636973
22,0.98960704,0.48657224,"('untrustworthy', 'trustworthy')",0.57893646,0.5234375,-0.57903254,-0.6352801,0.329837,0.1249099,0.2049271
84,0.9567988,1.0616586,"('inferior', 'superior')",0.54456484,0.7064969,0.47568122,0.6578153,0.6590149,0.8086569,-0.149642
46,0.9252838,-0.013964467,"('uncompetitive', 'competitive')",0.889676,0.807277,-0.62872875,-0.5202581,0.3954103,0.0910181,0.3043922
24,0.92010444,0.8143762,"('dishonest', 'honest')",0.5808951,0.693585,1.0386881,1.1430914,0.8465625,0.8836842,-0.0371217
8,-0.90366685,-0.5935842,"('unaffectionate', 'affectionate')",-0.4522564,-0.37612903,0.4769473,0.5597597,-0.292992,-0.1366512,-0.1563408
80,0.8851123,0.22122812,"('dominated', 'dominating')",0.1793406,-0.009920292,-0.5759514,-0.8320846,0.1628338,-0.2069256,0.3697594
17,-0.87101245,-0.71815395,"('nasty', 'nice')",-0.2706138,-0.22855373,-0.24128866,-0.22071867,-0.4609716,-0.3891421,-0.0718295
2,0.8361155,0.82049143,"('unlikable', 'likable')",1.6137071,1.5602587,0.7310745,0.75885993,1.060299,1.0465367,0.0137623
81,0.77856535,0.1646705,"('submissive', 'aggressive')",0.86911833,0.7148026,-0.22515425,-0.42730683,0.4741764,0.1507221,0.3234543
63,0.7414803,0.23506953,"('unperceptive', 'insightful')",0.9700392,0.8951565,1.1139852,1.1209697,0.9418349,0.7503986,0.1914363
42,0.71375513,0.6106524,"('unreliable', 'reliable')",1.319381,1.4419386,-2.4382293,-2.413491,-0.1350311,-0.1203,-0.0147311
13,0.7044877,0.4025358,"('impolite', 'polite')",0.7248776,0.809652,-0.0977498,0.058730997,0.4438718,0.4236396,0.0202322
79,0.6841751,1.144961,"('wavering', 'unwavering')",0.20562805,0.2443001,0.3101638,0.29177594,0.399989,0.5603457,-0.1603567
0,0.61402625,0.112657934,"('unsociable', 'sociable')",0.54681754,0.41018787,-0.31705984,-0.3169696,0.2812613,0.0686254,0.2126359
55,0.6018925,-0.36988503,"('incompetent', 'clever')",-0.2628739,-0.298624,0.24244834,0.15821481,0.1938223,-0.1700981,0.3639204
44,-0.59096605,-0.5897617,"('prejudiced', 'unprejudiced')",-0.6022866,-0.71383095,-1.1977255,-1.3716542,-0.7969927,-0.8917489,0.0947562
25,-0.5820489,-0.5488654,"('egoistic', 'altruistic')",0.22544254,0.037530363,1.6540856,1.5346861,0.4324931,0.341117,0.0913761
40,0.5365284,0.4107724,"('stingy', 'generous')",0.65985185,0.63191724,-1.1928062,-1.3790905,0.0011913,-0.1121336,0.1133249
37,0.5280848,0.4990713,"('fake', 'genuine')",0.39898807,0.51299584,0.6426322,0.7584897,0.523235,0.5901856,-0.0669506
47,-0.52783155,-0.61523926,"('stupid', 'smart')",1.2563612,1.1834189,5.2409844,5.187572,1.989838,1.9185839,0.0712541
83,0.5106851,0.38669658,"('powerless', 'powerful')",0.39176437,0.43689457,-1.0410818,-0.9000163,-0.0462108,-0.0254751,-0.0207357
59,0.49873737,1.0011283,"('foolish', 'wise')",1.4365656,1.3755783,0.6663505,0.6031471,0.8672179,0.9932845,-0.1260666
51,0.49532777,-0.018068686,"('uneducated', 'educated')",0.6060873,0.52386874,0.9711908,0.96175677,0.6908687,0.4891856,0.2016831
28,0.49186984,0.20405939,"('disloyal', 'loyal')",-0.13988987,-0.09972545,0.8927002,1.0076654,0.4148934,0.3706665,0.0442269
61,-0.4858939,-0.65186167,"('illogical', 'logical')",-0.3366023,-0.3774077,0.014176029,0.13087434,-0.2694401,-0.299465,0.0300249
57,0.4717493,-0.036084596,"('unimaginative', 'imaginative')",-0.06013003,0.008672575,-2.6767087,-2.64301,-0.7550298,-0.8901406,0.1351108
30,0.47171205,0.38815543,"('intolerant', 'tolerant')",0.8978274,1.0674243,1.428179,1.7089552,0.9325728,1.054845,-0.1222722
3,-0.46274173,-0.9540987,"('repellent', 'pleasant')",-0.83272487,-0.9081556,0.36737978,0.17891136,-0.3093623,-0.5611144,0.2517521
1,-0.4546993,-0.31459346,"('unfriendly', 'friendly')",0.8776802,0.93668467,1.5631763,1.6484684,0.6620524,0.7568532,-0.0948008
14,0.43071875,-0.07531107,"('antisocial', 'social')",0.17548135,0.21122298,-0.34155494,-0.35619974,0.0882151,-0.0734293,0.1616444
85,-0.42133647,0.50082594,"('insignificant', 'prestigious')",0.6217162,0.6759803,0.26718467,0.46217388,0.1558548,0.5463267,-0.3904719
78,0.39943326,-0.16225839,"('nonresilient', 'resilient')",1.7867194,1.4277666,0.450601,0.27231097,0.8789179,0.5126064,0.3663115
77,0.38969666,-0.10445865,"('unmotivated', 'motivated')",0.20229226,0.14676544,-1.2042077,-1.3712889,-0.2040729,-0.442994,0.2389211
53,-0.3790971,-0.6085602,"('uncreative', 'creative')",-1.1171782,-1.0396693,0.3320985,0.46657327,-0.3880589,-0.3938854,0.0058265
49,0.364196,0.054748017,"('unable', 'able')",0.66805905,0.5574027,0.18985812,0.2011666,0.407371,0.2711058,0.1362652
72,0.3534367,0.22868346,"('unambitious', 'ambitious')",0.21614283,0.17609663,-0.8167996,-0.8428666,-0.0824067,-0.1460288,0.0636221
68,-0.35067615,-0.6224538,"('dependent', 'independent')",-0.86823624,-0.7933597,-0.4771277,-0.48881394,-0.5653467,-0.6348758,0.0695291
19,-0.34321037,0.106432304,"('inhospitable', 'hospitable')",0.52572507,0.6551874,0.15008087,0.42505378,0.1108652,0.3955578,-0.2846926
75,-0.2999754,-0.102994144,"('meek', 'impulsive')",0.15227541,0.09834357,-0.6456588,-0.64980733,-0.2644529,-0.2181526,-0.0463003
27,0.29380286,0.4228974,"('hardhearted', 'softhearted')",0.7472739,0.88202906,1.7005213,1.7129791,0.913866,1.0059685,-0.0921025
88,0.28153834,0.32582623,"('low', 'eminent')",-0.023910018,-0.04625771,0.46665162,0.6249466,0.2414266,0.301505,-0.0600784
20,0.28116152,-0.11250297,"('rough', 'thoughtful')",-0.2630829,-0.328129,0.7706064,0.7796817,0.262895,0.1130166,0.1498784
66,-0.25285828,-0.16749632,"('inactive', 'active')",-0.83771235,-0.8724613,0.89885813,0.7237464,-0.0639042,-0.1054037,0.0414995
15,-0.17133516,-0.037604313,"('boring', 'funny')",0.1671556,0.22942343,0.5085769,0.53961885,0.1681325,0.2438127,-0.0756802
33,-0.1708123,0.3530307,"('wrong', 'right')",0.59711415,0.5769127,-0.8180878,-0.74737304,-0.1305953,0.0608568,-0.1914521
64,-0.16702724,-0.18741216,"('shy', 'confident')",0.09177912,0.05231727,-6.3029838,-6.3560977,-2.1260773,-2.1637309,0.0376536
54,0.1581725,0.22538091,"('incapable', 'capable')",0.37231568,0.36886168,1.1839651,1.2092211,0.5714844,0.6011546,-0.0296702
67,0.15513968,0.2806282,"('doubtful', 'determined')",-0.27693504,-0.24638754,-0.5212055,-0.44474706,-0.2143336,-0.1368355,-0.0774981
58,-0.1508416,-0.26095027,"('undiscriminating', 'discriminating')",-1.0928297,-0.9661386,-0.30361754,-0.19299018,-0.515763,-0.4733597,-0.0424033
50,-0.119635,0.12452248,"('clumsy', 'skillful')",0.6445843,0.6677531,0.42739385,0.5552966,0.3174477,0.4491907,-0.131743
9,0.11451729,0.3039052,"('unaffectionate', 'caring')",0.81926084,0.8721364,1.234773,1.2576786,0.7228504,0.81124,-0.0883896
38,-0.093939945,-0.106399514,"('untruthful', 'truthful')",0.8598107,0.82541037,0.1047938,0.28249043,0.2902215,0.3338338,-0.0436123
45,-0.08541748,-0.3868029,"('incompetent', 'competent')",0.5676236,0.6136592,-0.46785614,-0.34359574,0.0047833,-0.0389132,0.0436965
29,0.057706237,-0.06582676,"('unfair', 'fair')",-0.18781133,-0.17003593,-0.35325035,-0.41602796,-0.1611185,-0.2172969,0.0561784
73,-0.036784604,0.27555722,"('helpless', 'self-reliant')",0.21740577,0.40784794,-3.039369,-3.0164595,-0.952916,-0.7776848,-0.1752312
71,-0.023036089,0.21655895,"('diffident', 'self-confident')",2.2347593,2.036988,0.47471797,0.50141174,0.8954805,0.9183195,-0.022839
87,-0.019658748,-0.17446256,"('unsuccessful', 'successful')",0.1848825,0.017912555,0.55582327,0.599995,0.240349,0.147815,0.092534
82,-0.0073634237,-0.23008692,"('poor', 'rich')",0.098975986,0.09982331,5.9960113,6.180419,2.0292079,2.0167184,0.0124895
