,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
53,-0.32359236,-0.48030695,"('uncreative', 'creative')",-0.2171069,-0.09119393,-0.2703496,-0.2857504,0.0154008
28,-0.3235581,-0.25102997,"('disloyal', 'loyal')",1.2032635,1.3141155,0.4398527,0.5315428,-0.0916901
67,-0.3190107,-0.4964913,"('doubtful', 'determined')",0.03466592,-0.08215803,-0.1421724,-0.2893247,0.1471523
12,0.28711313,0.6724258,"('unsupportive', 'supportive')",-1.4693632,-1.4648514,-0.591125,-0.3962128,-0.1949122
49,-0.25538164,0.069865644,"('unable', 'able')",-0.121831715,0.35169762,-0.1886067,0.2107816,-0.3993883
20,-0.25095317,-0.27846876,"('rough', 'thoughtful')",0.5704663,0.49788532,0.1597566,0.1097083,0.0500483
13,-0.24815533,0.08705971,"('impolite', 'polite')",0.40765917,0.31004688,0.0797519,0.1985533,-0.1188014
5,-0.24288157,-0.38402343,"('distant', 'outgoing')",-0.46590856,-0.14722022,-0.3543951,-0.2656218,-0.0887733
36,0.23123102,-0.25803667,"('hostile', 'amicable')",0.07503098,-0.10182986,0.153131,-0.1799333,0.3330643
57,-0.194938,0.048414826,"('unimaginative', 'imaginative')",-3.4767005,-3.5477183,-1.8358192,-1.7496517,-0.0861675
39,0.19125351,0.32762748,"('exploitative', 'cooperative')",0.31328362,0.23741335,0.2522686,0.2825204,-0.0302518
47,-0.17842174,-0.13063902,"('stupid', 'smart')",5.2980256,5.930323,2.5598021,2.899842,-0.3400399
30,0.1751741,0.47314394,"('intolerant', 'tolerant')",0.7182394,0.6750185,0.4467068,0.5740812,-0.1273744
32,0.15870872,0.21741983,"('unkind', 'kind')",0.7739434,0.7741807,0.4663261,0.4958003,-0.0294742
8,0.1473771,-0.16519403,"('unaffectionate', 'affectionate')",0.7985808,0.9120146,0.4729789,0.3734103,0.0995686
83,0.13315678,0.046025075,"('powerless', 'powerful')",-0.4931285,-0.36758634,-0.1799859,-0.1607806,-0.0192053
85,-0.11807791,-0.7023415,"('insignificant', 'prestigious')",-1.00591,-0.96411455,-0.561994,-0.833228,0.271234
17,0.1042503,0.12172426,"('nasty', 'nice')",-1.0158895,-0.94851094,-0.4558196,-0.4133933,-0.0424263
1,0.10282165,-0.06391624,"('unfriendly', 'friendly')",1.100819,1.1983384,0.6018203,0.5672111,0.0346092
21,0.08490771,0.3649039,"('immoral', 'moral')",-0.0025896728,0.024346318,0.041159,0.1946251,-0.1534661
11,0.07830267,0.39985266,"('unhelpful', 'helpful')",3.001929,2.854938,1.5401158,1.6273954,-0.0872796
4,0.07731038,0.020843327,"('disliked', 'liked')",-7.005606,-7.6529646,-3.4641478,-3.8160605,0.3519127
61,-0.07715954,-0.13965194,"('illogical', 'logical')",-0.16420516,0.057783816,-0.1206824,-0.0409341,-0.0797483
55,0.06896581,0.4862427,"('incompetent', 'clever')",-0.34317577,-0.24852563,-0.137105,0.1188585,-0.2559635
2,0.05861009,-0.09689843,"('unlikable', 'likable')",0.45019513,0.45778376,0.2544026,0.1804427,0.0739599
80,0.050713122,0.34940723,"('dominated', 'dominating')",-0.12644707,-0.3792065,-0.037867,-0.0148996,-0.0229674
43,-0.040224917,0.34575948,"('irresponsible', 'responsible')",0.87594783,0.975418,0.4178615,0.6605887,-0.2427272
40,-0.039067782,0.14319296,"('stingy', 'generous')",-2.7150028,-2.9362903,-1.3770353,-1.3965486,0.0195133
37,0.0319487,-0.05917655,"('fake', 'genuine')",0.94384056,0.80491215,0.4878946,0.3728678,0.1150268
