,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
72,-0.96493614,-0.8797132,"('unambitious', 'ambitious')",0.024958776,-0.1624373,-0.4699887,-0.5210752,0.0510865
21,-0.9597605,-1.2049347,"('immoral', 'moral')",-0.026397534,-0.36799335,-0.493079,-0.786464,0.293385
36,0.95175624,0.9418658,"('hostile', 'amicable')",-0.49866816,-0.42929482,0.226544,0.2562855,-0.0297415
62,-0.94370615,-1.029987,"('incompetent', 'brilliant')",0.76049227,0.70617515,-0.0916069,-0.1619059,0.070299
18,-0.9397498,-1.00693,"('disagreeable', 'welcoming')",-0.54065394,-0.6634508,-0.7402018,-0.8351904,0.0949886
1,-0.9225368,-0.7281309,"('unfriendly', 'friendly')",0.87514186,1.1452883,-0.0236975,0.2085787,-0.2322762
70,-0.91277814,-0.856557,"('lethargic', 'energetic')",0.59308416,0.46923423,-0.159847,-0.1936614,0.0338144
46,-0.8849939,-1.0083385,"('uncompetitive', 'competitive')",-0.42209983,-0.7314824,-0.6535469,-0.8699104,0.2163635
44,0.8718408,0.9304909,"('prejudiced', 'unprejudiced')",-1.3337579,-1.23734,-0.2309586,-0.1534245,-0.0775341
41,-0.84207755,-0.8917085,"('unforgiving', 'forgiving')",-0.21844931,-0.17861094,-0.5302634,-0.5351597,0.0048963
32,-0.8277189,-0.7305413,"('unkind', 'kind')",0.5045378,0.35803726,-0.1615905,-0.186252,0.0246615
74,-0.78219396,-0.721387,"('undedicated', 'dedicated')",-0.29722652,-0.30741385,-0.5397102,-0.5144004,-0.0253098
56,-0.78133994,-0.81738067,"('impractical', 'practical')",-0.39562026,-0.4260574,-0.5884801,-0.621719,0.0332389
77,-0.76338696,-0.7202387,"('unmotivated', 'motivated')",-0.9763824,-1.0934869,-0.8698847,-0.9068628,0.0369781
16,0.75956243,0.75383705,"('unpopular', 'popular')",0.43567568,0.38881522,0.5976191,0.5713261,0.026293
8,-0.7476593,-0.4070048,"('unaffectionate', 'affectionate')",0.35669473,0.6569035,-0.1954823,0.1249494,-0.3204317
19,-0.747217,-0.6695824,"('inhospitable', 'hospitable')",-0.80211,-0.57650906,-0.7746635,-0.6230457,-0.1516178
40,0.7356599,0.7270197,"('stingy', 'generous')",-1.8240163,-1.8410605,-0.5441782,-0.5570204,0.0128422
53,-0.67989457,-0.43139273,"('uncreative', 'creative')",0.5320482,0.4755234,-0.0739232,0.0220653,-0.0959885
34,-0.66282886,-0.83565,"('mean', 'honorable')",5.088733,5.0312996,2.2129521,2.0978248,0.1151273
12,-0.658601,-0.5402982,"('unsupportive', 'supportive')",-1.8404413,-1.800559,-1.2495211,-1.1704286,-0.0790925
33,0.64516085,0.7389524,"('wrong', 'right')",-0.77983207,-0.69174176,-0.0673356,0.0236053,-0.0909409
39,0.6313551,0.65881354,"('exploitative', 'cooperative')",0.45410103,0.42844364,0.5427281,0.5436286,-0.0009005
87,0.6244799,0.60497147,"('unsuccessful', 'successful')",1.4554279,1.5121306,1.0399539,1.0585511,-0.0185972
54,-0.6080457,-0.39819396,"('incapable', 'capable')",0.7895416,0.82213223,0.090748,0.2119691,-0.1212211
47,-0.5454503,-0.6109623,"('stupid', 'smart')",5.31057,5.031841,2.3825598,2.2104392,0.1721206
50,0.54359907,0.6679342,"('clumsy', 'skillful')",0.2732739,0.107687116,0.4084365,0.3878106,0.0206259
3,-0.5288826,-0.6029908,"('repellent', 'pleasant')",1.1627715,0.9719149,0.3169444,0.184462,0.1324824
20,0.52359676,0.3758967,"('rough', 'thoughtful')",1.2002515,1.0063336,0.8619241,0.6911151,0.170809
42,0.52076125,0.7171595,"('unreliable', 'reliable')",-2.644685,-2.5001247,-1.0619619,-0.8914826,-0.1704793
82,-0.51127076,-0.4276313,"('poor', 'rich')",6.527111,6.1393733,3.0079203,2.855871,0.1520493
65,-0.50155777,-0.6675824,"('insecure', 'secure')",0.1958833,-0.08470082,-0.1528372,-0.3761416,0.2233044
14,-0.5012717,-0.6382055,"('antisocial', 'social')",0.08581239,0.027804123,-0.2077297,-0.3052007,0.097471
88,-0.4903922,-0.3660947,"('low', 'eminent')",-0.6088983,-0.6302599,-0.5496452,-0.4981773,-0.0514679
29,0.46588966,0.5286279,"('unfair', 'fair')",-0.35964537,-0.11531745,0.0531221,0.2066552,-0.1535331
63,-0.4482236,-0.4150176,"('unperceptive', 'insightful')",0.6168418,0.7070304,0.0843091,0.1460064,-0.0616973
4,0.442968,0.589276,"('disliked', 'liked')",-7.4751363,-7.0174804,-3.5160842,-3.2141023,-0.3019819
66,0.38958523,0.50031394,"('inactive', 'active')",0.57615054,0.75999475,0.4828679,0.6301544,-0.1472865
27,-0.38456637,-0.30954543,"('hardhearted', 'softhearted')",1.2695589,1.3097124,0.4424963,0.5000835,-0.0575872
7,-0.3796991,-0.23778163,"('insensitive', 'sensitive')",0.78737324,0.76120526,0.2038371,0.2617118,-0.0578747
31,0.37078333,0.5236612,"('evil', 'good')",-1.1933601,-0.8615211,-0.4112884,-0.16893,-0.2423584
5,-0.3653524,-0.07447319,"('distant', 'outgoing')",-1.106452,-0.68899,-0.7359022,-0.3817316,-0.3541706
68,-0.36386752,-0.6186684,"('dependent', 'independent')",-0.63798225,-0.7877146,-0.5009249,-0.7031915,0.2022666
37,0.35368857,0.34052134,"('fake', 'genuine')",0.26903668,0.2093046,0.3113626,0.274913,0.0364496
48,0.34119654,0.316947,"('unintelligent', 'intelligent')",1.0701172,0.9163656,0.7056569,0.6166563,0.0890006
2,0.3134461,0.4715682,"('unlikable', 'likable')",0.63250667,0.70490104,0.4729764,0.5882346,-0.1152582
49,-0.2962909,-0.33731356,"('unable', 'able')",-0.13517502,-0.21651652,-0.215733,-0.276915,0.061182
6,-0.27021125,0.043041483,"('distant', 'open')",-0.9690986,-0.56071544,-0.619655,-0.258837,-0.360818
78,0.26464686,0.1789261,"('nonresilient', 'resilient')",0.4455222,0.37837467,0.3550845,0.2786504,0.0764341
15,0.2630159,0.52902246,"('boring', 'funny')",-0.21659544,-0.004134113,0.0232102,0.2624442,-0.239234
71,0.23499213,0.45029566,"('diffident', 'self-confident')",0.54076785,0.89902085,0.38788,0.6746582,-0.2867782
52,0.22316088,0.16524474,"('irrational', 'rational')",-0.19485727,-0.17720519,0.0141518,-0.0059802,0.020132
59,0.19346824,0.5069982,"('foolish', 'wise')",-0.10350904,0.015446313,0.0449796,0.2612222,-0.2162426
61,0.17197986,0.1991805,"('illogical', 'logical')",0.8388802,0.9244463,0.50543,0.5618134,-0.0563834
64,0.16392529,0.2449581,"('shy', 'confident')",-6.123546,-6.1106095,-2.9798105,-2.9328258,-0.0469847
17,-0.15694578,-0.21494827,"('nasty', 'nice')",-0.66912967,-0.6686111,-0.4130377,-0.4417797,0.028742
58,0.15518439,0.31796733,"('undiscriminating', 'discriminating')",0.0760308,0.23800808,0.1156076,0.2779877,-0.1623801
67,0.116300285,0.18712962,"('doubtful', 'determined')",-0.7755191,-0.59750336,-0.3296094,-0.2051869,-0.1244225
26,-0.10635515,0.034124013,"('hardhearted', 'benevolent')",1.4770855,1.7775536,0.6853651,0.9058388,-0.2204737
79,-0.09773419,0.08858699,"('wavering', 'unwavering')",-0.7139345,-0.47239214,-0.4058343,-0.1919026,-0.2139317
83,0.04883336,0.025806796,"('powerless', 'powerful')",-0.8778108,-0.910863,-0.4144887,-0.4425281,0.0280394
76,-0.016518738,-0.0651145,"('anxious', 'daring')",0.12666838,-0.053206343,0.0550748,-0.0591604,0.1142352
80,-0.010765485,-0.16013002,"('dominated', 'dominating')",-0.29768872,-0.28082216,-0.1542271,-0.2204761,0.066249
75,0.0050074346,0.2821429,"('meek', 'impulsive')",-0.9808011,-0.7603704,-0.4878968,-0.2391137,-0.2487831
