,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
61,-0.80194515,-0.68475044,"('illogical', 'logical')",-0.41280282,-0.34300897,-0.2893025,-0.17781708,0.22205758,0.22529075,-0.3204982,-0.2450714,-0.0754268
33,0.8014647,0.7148841,"('wrong', 'right')",0.3729174,0.17192602,0.17354101,-0.090418935,-0.8104398,-0.96395004,0.1343708,-0.0418897,0.1762605
16,-0.77597207,-1.0498273,"('unpopular', 'popular')",0.2673935,0.07862214,-0.5882997,-0.61343753,0.5715374,0.3986251,-0.1313352,-0.2965044,0.1651692
17,-0.7477297,-0.31985354,"('nasty', 'nice')",-0.59355515,-0.34384266,-0.107563816,0.15059194,-0.9641434,-0.6116072,-0.603248,-0.2811778,-0.3220702
84,0.675531,0.5166137,"('inferior', 'superior')",0.5009443,0.25242877,0.10558357,-0.10250905,0.9537859,0.70738804,0.5589612,0.3434804,0.2154808
49,-0.6520754,-0.72821337,"('unable', 'able')",-0.5468626,-0.7890762,-0.6562858,-0.8531785,-0.29759672,-0.5342375,-0.5382051,-0.7261764,0.1879713
13,-0.6484349,-0.4832403,"('impolite', 'polite')",0.30902848,0.5959724,1.4204499,1.4812766,-0.08516012,-0.017844073,0.2489708,0.3940412,-0.1450704
6,0.64567524,0.6099436,"('distant', 'open')",-0.6204854,-1.1164135,-1.1256067,-1.3695427,-0.030871842,-0.12792939,-0.2828222,-0.5009855,0.2181633
67,0.64031035,0.72768074,"('doubtful', 'determined')",0.80514723,0.9052207,0.75759435,0.654747,-0.46254125,-0.42710188,0.4351277,0.4651366,-0.0300089
20,-0.62379766,-0.63809645,"('rough', 'thoughtful')",-0.11992645,-0.072380766,0.4144602,0.5443676,1.0641947,1.0339234,0.1837327,0.2169534,-0.0332207
62,-0.6179191,-0.6453771,"('incompetent', 'brilliant')",-0.56055826,-0.43431377,-0.26916,-0.23530805,0.03558976,0.023146385,-0.3530119,-0.3229631,-0.0300488
2,0.61307424,0.8157373,"('unlikable', 'likable')",0.983291,0.8115187,0.79154885,0.6608251,0.49280867,0.47704932,0.7201807,0.6912826,0.0288981
11,-0.6118374,-0.6222683,"('unhelpful', 'helpful')",-0.85973483,-0.89660287,-0.3888135,-0.21811579,1.7819096,1.9083304,-0.019619,0.0428359,-0.0624549
8,0.5580846,0.23921822,"('unaffectionate', 'affectionate')",-1.8715731,-2.2348778,-2.2392867,-2.447821,0.43950096,0.19267854,-0.7783185,-1.0627005,0.284382
15,-0.535109,0.0064050714,"('boring', 'funny')",0.70997685,0.87529635,0.5939811,0.90107137,0.10972248,0.2688256,0.2196429,0.5128996,-0.2932567
75,0.4833341,0.6760083,"('meek', 'impulsive')",0.37852764,0.35192093,-0.9567753,-0.83686864,-0.6735208,-0.5875644,-0.1921086,-0.099126,-0.0929826
79,0.47996366,0.5327151,"('wavering', 'unwavering')",-0.27391607,-0.38746116,-1.353261,-1.3082732,-0.19781297,-0.25097716,-0.3362566,-0.3534991,0.0172425
47,-0.46653527,-0.50900096,"('stupid', 'smart')",-0.025200885,-0.060543396,0.90228194,0.95132333,5.136451,5.15878,1.3867491,1.3851397,0.0016094
18,-0.43143737,-0.24081485,"('disagreeable', 'welcoming')",-0.366321,-0.3747807,-0.5746652,-0.4513997,-0.33750212,-0.34691262,-0.4274814,-0.353477,-0.0740044
87,0.4236039,0.5261134,"('unsuccessful', 'successful')",0.30329114,0.52755946,0.1806416,0.18498875,0.4478306,0.49764988,0.3388418,0.4340779,-0.0952361
52,0.4026433,0.5137646,"('irrational', 'rational')",-0.63176155,-0.8416883,-1.6341429,-1.5573322,-0.14982758,-0.21297272,-0.5032722,-0.5245571,0.0212849
66,0.37790313,0.43797398,"('inactive', 'active')",0.7338472,0.5557682,-0.45354092,-0.665957,0.55242884,0.28425288,0.3026596,0.1530095,0.1496501
51,-0.3655283,-0.30564755,"('uneducated', 'educated')",-0.4241938,-0.15143307,-0.08758589,0.21794513,0.44630784,0.58491254,-0.10775,0.0864443,-0.1941943
36,0.35801214,0.3316298,"('hostile', 'amicable')",-0.08113971,-0.20624699,-1.1622634,-1.0572824,0.064535424,0.028501745,-0.2052139,-0.2258495,0.0206356
31,0.31688514,0.31652886,"('evil', 'good')",-0.3235472,-0.698852,-1.1073291,-1.156826,-1.0919867,-1.3118173,-0.5514945,-0.7127416,0.1612471
80,-0.31115073,0.10963098,"('dominated', 'dominating')",-0.7011598,-0.3987171,0.11830249,0.27657822,-1.6179627,-1.473516,-0.6279927,-0.371506,-0.2564867
63,-0.2793122,-0.5480825,"('unperceptive', 'insightful')",-1.0441675,-1.2165068,-0.46736994,-0.50058377,0.99627495,0.7957173,-0.1986437,-0.3673639,0.1687202
54,-0.27714223,-0.46737385,"('incapable', 'capable')",-0.63704413,-0.95744604,-0.749112,-1.0648052,0.88506126,0.7034686,-0.1945593,-0.4465391,0.2519798
4,0.26416162,0.3810994,"('disliked', 'liked')",-0.80441093,-0.64961356,-1.467536,-1.2204344,-6.3386726,-6.2594194,-2.0866146,-1.9370921,-0.1495225
71,0.22464307,0.2794389,"('diffident', 'self-confident')",-0.3277157,-0.5559843,-0.28841227,-0.39396453,0.49730918,0.2862828,0.0264561,-0.0960568,0.1225129
34,-0.22438471,-0.40858364,"('mean', 'honorable')",0.2936068,0.05930449,0.5871524,0.5400745,6.094522,5.986189,1.6877241,1.5442461,0.143478
68,-0.21858427,-0.14542909,"('dependent', 'independent')",-0.18407105,-0.34852058,-0.5910786,-0.6706707,-0.55257744,-0.70540065,-0.3865778,-0.4675053,0.0809275
78,0.2099719,-0.3733308,"('nonresilient', 'resilient')",-0.7938045,-1.1133726,-0.96361125,-1.2548194,0.25894767,-0.004854979,-0.3221241,-0.6865944,0.3644703
72,-0.18581966,-0.4276702,"('unambitious', 'ambitious')",-1.2358985,-1.2158625,-0.5823167,-0.48560363,-0.8627335,-0.8952042,-0.7166921,-0.7560852,0.0393931
42,0.13606584,0.18429682,"('unreliable', 'reliable')",0.1964779,0.27007818,0.28019556,0.3137055,-2.9996896,-3.078327,-0.5967376,-0.5775616,-0.019176
50,0.13584459,0.009448765,"('clumsy', 'skillful')",0.49961084,0.32770452,0.23771727,0.054470398,0.4625638,0.22887057,0.3339341,0.1551236,0.1788105
26,0.13342959,0.5355703,"('hardhearted', 'benevolent')",0.19637378,0.47774714,0.3408477,0.6562427,1.2683021,1.5344409,0.4847383,0.8010002,-0.3162619
43,0.12785763,-0.12866534,"('irresponsible', 'responsible')",-0.8280269,-1.0191518,-0.113343865,-0.21331513,0.6515744,0.5844922,-0.0404847,-0.19416,0.1536753
64,-0.1236142,0.16571763,"('shy', 'confident')",-0.47031736,-0.1735731,-0.63443387,-0.5749106,-6.7594905,-6.6406884,-1.996964,-1.8058636,-0.1911004
25,-0.07879317,-0.22068156,"('egoistic', 'altruistic')",-0.08677552,-0.5414189,0.005951375,-0.32836014,1.4709771,1.2671429,0.3278399,0.0441706,0.2836693
74,0.07334317,-0.041892525,"('undedicated', 'dedicated')",-0.5782451,-0.5293213,-0.34692535,-0.14118181,0.13150905,0.3558397,-0.1800795,-0.089139,-0.0909405
82,0.07021646,-0.32661164,"('poor', 'rich')",0.5820787,0.531651,0.7849452,0.75740737,6.3115935,6.2490783,1.9372084,1.8028812,0.1343272
83,-0.057501346,0.13311541,"('powerless', 'powerful')",-0.58708733,-0.49883452,-1.2360946,-1.0763811,-0.9478684,-0.71603453,-0.7071379,-0.5395337,-0.1676042
37,0.04831589,-0.028380895,"('fake', 'genuine')",0.35188776,0.08124278,-0.06388494,-0.30140635,0.53993917,0.25600225,0.2190645,0.0018644,0.2172001
29,0.04204928,0.045857117,"('unfair', 'fair')",-0.83292276,-1.1157886,-1.5378752,-1.4840348,-0.62618387,-0.6928132,-0.7387332,-0.8116949,0.0729617
9,-0.03741025,-0.34995034,"('unaffectionate', 'caring')",-1.7835424,-2.125551,-1.6300551,-1.7979274,0.98590964,0.8139892,-0.6162745,-0.8648599,0.2485854
12,0.034376647,-0.13450652,"('unsupportive', 'supportive')",-1.875001,-2.045909,-1.316369,-1.3232212,-1.9272895,-2.1161878,-1.2710707,-1.4049561,0.1338854
38,0.027851494,-0.06285411,"('untruthful', 'truthful')",-1.1229073,-1.2596189,-0.6314744,-0.67862755,-0.0850844,-0.13042407,-0.4529037,-0.5328811,0.0799774
39,0.019296989,0.2919214,"('exploitative', 'cooperative')",0.61985314,0.67086834,0.7358043,0.72873974,-0.0014682282,0.11624575,0.3433716,0.4519438,-0.1085722
44,0.015708689,0.2564907,"('prejudiced', 'unprejudiced')",0.6541117,0.5112606,0.6485773,0.4855862,-1.2913378,-1.3906417,0.0067649,-0.034326,0.0410909
56,0.0045276545,-0.07234809,"('impractical', 'practical')",0.37960717,0.53497493,1.2227029,1.4228278,-0.32758394,-0.18041214,0.3198135,0.4262606,-0.1064471
