,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,male-female
48,0.35633352,0.63351846,"('unintelligent', 'intelligent')",0.946532,1.1876532,0.6107155,0.8387769,0.6378603,0.8866495,-0.2487892
24,0.34844258,0.41393977,"('dishonest', 'honest')",-1.6458102,-1.9335693,0.29172042,0.44043896,-0.3352158,-0.3597302,0.0245144
40,0.34097552,0.6802512,"('stingy', 'generous')",-0.47380286,-0.21893236,-2.0941484,-1.8284373,-0.7423252,-0.4557062,-0.286619
82,-0.32259235,-0.5442052,"('poor', 'rich')",-0.59162706,-0.7547363,6.4062037,6.4220295,1.8306615,1.707696,0.1229655
35,0.3192684,0.2414983,"('corrupt', 'incorrupt')",0.35676125,0.1789313,-0.33855027,-0.584037,0.1124931,-0.0545358,0.1670289
72,-0.31302333,-0.26487032,"('unambitious', 'ambitious')",-0.15946214,-0.21907648,-1.5761032,-1.1142218,-0.6828629,-0.5327229,-0.15014
7,-0.3109852,-0.20866783,"('insensitive', 'sensitive')",-1.3276746,-1.1942666,0.3755732,0.71790373,-0.4210289,-0.2283436,-0.1926853
8,0.30601922,0.22324866,"('unaffectionate', 'affectionate')",-1.0804437,-1.4059947,-0.6275823,-0.35837907,-0.4673356,-0.5137084,0.0463728
32,0.27829733,0.25388658,"('unkind', 'kind')",-1.1224976,-1.304779,0.5813716,0.75480396,-0.0876095,-0.0986962,0.0110867
21,-0.27453262,-0.3989025,"('immoral', 'moral')",0.029444456,-0.042335305,-0.32844552,-0.4713415,-0.1911779,-0.3041931,0.1130152
76,-0.26981187,-0.18781736,"('anxious', 'daring')",0.14007905,0.23264556,0.8970747,0.9131459,0.2557806,0.3193247,-0.0635441
59,-0.2656223,-0.264006,"('foolish', 'wise')",-1.2793653,-1.4917405,-0.41647175,-0.34707195,-0.6538198,-0.7009395,0.0471197
13,0.2651047,0.31195605,"('impolite', 'polite')",0.15191153,0.2268801,0.15561993,0.2776461,0.1908787,0.2721607,-0.081282
20,0.25008678,0.23406081,"('rough', 'thoughtful')",1.1286825,1.165955,0.94593525,1.2613108,0.7749015,0.8871088,-0.1122073
54,0.24414186,-0.041167494,"('incapable', 'capable')",-0.56959987,-0.7684119,1.0410477,1.1039656,0.2385299,0.0981288,0.1404011
37,-0.24315201,-0.16927597,"('fake', 'genuine')",-0.14465743,-0.1392584,-0.14608695,0.20125487,-0.1779655,-0.0357598,-0.1422057
47,0.23831585,0.19978523,"('stupid', 'smart')",-0.19692124,-0.14983596,5.567962,5.8785996,1.8697856,1.9761829,-0.1063973
14,0.23830289,0.2508777,"('antisocial', 'social')",0.3710763,0.4167863,-0.72066563,-0.6896307,-0.0370955,-0.0073222,-0.0297733
29,0.2361517,0.42691967,"('unfair', 'fair')",-1.2295333,-1.2067014,-0.98448735,-0.7070315,-0.6592897,-0.4956044,-0.1636853
38,-0.23469727,-0.27145636,"('untruthful', 'truthful')",-1.0095876,-1.3139006,-0.17165965,-0.2850753,-0.4719815,-0.6234774,0.1514959
62,0.19430174,0.19308804,"('incompetent', 'brilliant')",0.07142311,0.06043902,0.02725779,0.34825957,0.0976609,0.2005955,-0.1029346
52,0.18806405,0.09727229,"('irrational', 'rational')",-0.23950505,-0.4639208,-0.96539414,-0.89358497,-0.338945,-0.4200778,0.0811328
63,0.17629048,0.46392527,"('unperceptive', 'insightful')",0.08339526,0.17002285,1.0442624,1.3056486,0.4346494,0.6465322,-0.2118828
31,0.15291229,0.15314528,"('evil', 'good')",-0.9147582,-1.0374291,-1.7103226,-1.5431213,-0.8240561,-0.809135,-0.0149211
55,-0.14312848,-0.23022744,"('incompetent', 'clever')",-0.29047927,-0.3320152,0.22303246,0.29772422,-0.0701918,-0.0881728,0.017981
22,-0.13771291,-0.16779773,"('untrustworthy', 'trustworthy')",-0.64488184,-0.65599597,-1.0152856,-0.7429487,-0.5992935,-0.5222475,-0.077046
78,-0.11846962,0.10104379,"('nonresilient', 'resilient')",1.3772242,1.7171198,1.0147495,1.2034538,0.7578348,1.0072058,-0.249371
0,-0.11812737,-0.011749823,"('unsociable', 'sociable')",0.44814646,0.61479956,-0.3641618,-0.237414,-0.0113809,0.1218786,-0.1332595
5,0.1179271,0.26331186,"('distant', 'outgoing')",-1.131565,-1.3009466,-0.8851988,-0.714682,-0.6329455,-0.5841056,-0.0488399
65,-0.10827122,-0.37121916,"('insecure', 'secure')",-0.097371385,-0.29561132,-0.084988356,0.026190871,-0.096877,-0.2135465,0.1166695
88,-0.10381937,-0.056629445,"('low', 'eminent')",-0.92058367,-1.1980991,-0.1239396,-0.17100462,-0.3827809,-0.4752444,0.0924635
34,-0.09898092,-0.29182774,"('mean', 'honorable')",0.12273961,0.15773362,6.2408,6.2544117,2.0881863,2.0401058,0.0480805
19,-0.079093516,-0.15967906,"('inhospitable', 'hospitable')",-0.6908285,-0.82313174,0.033151913,-0.076117694,-0.24559,-0.3529762,0.1073862
43,-0.070047475,-0.06623571,"('irresponsible', 'responsible')",-0.7355057,-0.7885454,0.12410852,0.2741801,-0.2271482,-0.1935337,-0.0336145
60,-0.050425075,0.08451322,"('inefficient', 'efficient')",1.6046039,1.6942632,0.30779713,0.50397044,0.6206586,0.7609156,-0.140257
11,-0.050118893,-0.27789047,"('unhelpful', 'helpful')",0.2288796,0.054088287,2.0496006,2.0536249,0.7427871,0.6099409,0.1328462
23,0.044927344,-0.09221083,"('insincere', 'sincere')",-0.950242,-1.1547257,5.7247906,6.000154,1.606492,1.5844059,0.0220861
80,-0.036854036,0.09951492,"('dominated', 'dominating')",0.7030378,0.87843996,-0.8412345,-0.7514534,-0.0583502,0.0755005,-0.1338507
46,0.013804577,-0.087579414,"('uncompetitive', 'competitive')",1.0207887,1.0572519,0.43708014,0.21273392,0.4905578,0.3941355,0.0964223
83,-0.004586123,-0.14556316,"('powerless', 'powerful')",0.22905469,0.081372455,-0.8631834,-0.71955967,-0.2129049,-0.2612501,0.0483452
18,0.0038396716,-0.26590258,"('disagreeable', 'welcoming')",-0.573174,-0.82461184,-0.76909465,-0.6946131,-0.446143,-0.5950425,0.1488995
