,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
42,0.9122957,0.9992661,"('unreliable', 'reliable')",-2.5705774,-2.594886,-0.8291408,-0.79781,-0.0313308
51,-0.8368842,-0.77528787,"('uneducated', 'educated')",1.4316533,1.1968501,0.2973845,0.2107811,0.0866034
87,0.81930137,0.7422858,"('unsuccessful', 'successful')",0.9535153,0.80663663,0.8864083,0.7744612,0.1119471
43,-0.7746662,-0.56758237,"('irresponsible', 'responsible')",0.6312252,0.65489167,-0.0717205,0.0436547,-0.1153752
7,-0.74690855,-0.6332035,"('insensitive', 'sensitive')",0.96570516,0.751649,0.1093983,0.0592228,0.0501755
26,0.7345623,0.7485864,"('hardhearted', 'benevolent')",1.1193177,1.5279287,0.92694,1.1382575,-0.2113175
33,0.714438,0.6373445,"('wrong', 'right')",-0.6811727,-0.47146907,0.0166326,0.0829377,-0.0663051
65,-0.6904811,-0.55951405,"('insecure', 'secure')",-0.015637007,-0.278405,-0.3530591,-0.4189595,0.0659004
44,0.67591757,0.64728117,"('prejudiced', 'unprejudiced')",-1.9148377,-1.7176932,-0.6194601,-0.535206,-0.0842541
49,-0.63939804,-0.66181505,"('unable', 'able')",-0.08506502,-0.28653687,-0.3622315,-0.474176,0.1119445
48,-0.6276495,-0.61871016,"('unintelligent', 'intelligent')",1.0482025,0.82556915,0.2102765,0.1034295,0.106847
1,-0.6071662,-0.7650414,"('unfriendly', 'friendly')",1.5235515,1.7847756,0.4581926,0.5098671,-0.0516745
20,0.60157645,0.52355903,"('rough', 'thoughtful')",1.0719781,1.0942242,0.8367773,0.8088917,0.0278856
19,-0.5984887,-0.57354975,"('inhospitable', 'hospitable')",-0.1279237,0.12341203,-0.3632062,-0.2250689,-0.1381373
84,0.59688085,0.5265466,"('inferior', 'superior')",0.77782583,0.84981996,0.6873534,0.6881833,-0.0008299
24,-0.59331274,-0.46364018,"('dishonest', 'honest')",1.1986835,1.1178961,0.3026854,0.3271279,-0.0244425
27,0.5794866,0.48576355,"('hardhearted', 'softhearted')",1.4649048,1.4360576,1.0221957,0.9609106,0.0612851
79,-0.5735876,-0.6732991,"('wavering', 'unwavering')",-0.045408014,0.007538995,-0.3094978,-0.33288,0.0233822
38,-0.5680922,-0.5981075,"('untruthful', 'truthful')",0.39014068,0.4492404,-0.0889758,-0.0744336,-0.0145422
88,-0.56492037,-0.48129702,"('low', 'eminent')",0.21530062,0.41331804,-0.1748099,-0.0339895,-0.1408204
11,-0.55776244,-0.46370894,"('unhelpful', 'helpful')",2.2037702,2.095446,0.8230039,0.8158686,0.0071353
5,0.54500914,0.27607095,"('distant', 'outgoing')",-0.26034835,-0.22391522,0.1423304,0.0260779,0.1162525
40,0.5437143,0.3747272,"('stingy', 'generous')",-1.0852743,-1.407907,-0.27078,-0.5165899,0.2458099
35,0.5401155,0.383711,"('corrupt', 'incorrupt')",-0.63156253,-0.2865954,-0.0457235,0.0485578,-0.0942813
72,-0.5245068,-0.61573595,"('unambitious', 'ambitious')",-0.65463835,-0.8113612,-0.5895725,-0.7135485,0.123976
17,0.50177723,0.50745386,"('nasty', 'nice')",-0.6362088,-0.65227187,-0.0672158,-0.072409,0.0051932
22,-0.4969502,-0.46824622,"('untrustworthy', 'trustworthy')",-0.75392807,-0.9941193,-0.6254392,-0.7311828,0.1057436
21,-0.49315366,-0.38093096,"('immoral', 'moral')",-0.5455872,-0.788375,-0.5193704,-0.584653,0.0652826
3,-0.4798294,-0.502593,"('repellent', 'pleasant')",0.2670949,-0.10660052,-0.1063672,-0.3045968,0.1982296
71,0.4726309,0.39594007,"('diffident', 'self-confident')",0.4952491,0.48170877,0.48394,0.4388244,0.0451156
58,0.44262624,0.19372925,"('undiscriminating', 'discriminating')",0.16163433,0.106537126,0.3021303,0.1501332,0.1519971
68,-0.39931673,-0.61152977,"('dependent', 'independent')",-0.040960677,-0.3896082,-0.2201387,-0.500569,0.2804303
18,-0.38831514,-0.27485383,"('disagreeable', 'welcoming')",-0.5028349,-0.34731543,-0.445575,-0.3110846,-0.1344904
14,0.38356015,0.5982792,"('antisocial', 'social')",-0.6593488,-0.83741933,-0.1378943,-0.1195701,-0.0183242
62,0.36913595,0.5226175,"('incompetent', 'brilliant')",0.8245406,0.5298873,0.5968383,0.5262524,0.0705859
0,-0.35468045,-0.2778288,"('unsociable', 'sociable')",-0.1287622,-0.33987436,-0.2417213,-0.3088516,0.0671303
75,0.3545671,0.2148467,"('meek', 'impulsive')",-0.35555455,-0.30493602,-0.0004937,-0.0450447,0.044551
29,0.34718242,0.116591394,"('unfair', 'fair')",-0.53697824,-0.65366256,-0.0948979,-0.2685356,0.1736377
70,-0.34305578,-0.19061089,"('lethargic', 'energetic')",1.1777695,0.92663336,0.4173569,0.3680112,0.0493457
59,0.34226507,0.23828937,"('foolish', 'wise')",0.23580496,0.43247613,0.289035,0.3353828,-0.0463478
25,0.32043362,0.15560389,"('egoistic', 'altruistic')",1.2601699,1.4055265,0.7903017,0.7805652,0.0097365
64,0.29950544,0.27374008,"('shy', 'confident')",-6.234302,-6.2198777,-2.9673984,-2.9730687,0.0056703
76,0.28999236,0.39256215,"('anxious', 'daring')",0.55250645,0.4630981,0.4212494,0.4278301,-0.0065807
9,-0.28876317,-0.46325803,"('unaffectionate', 'caring')",1.1937963,1.2159576,0.4525166,0.3763498,0.0761668
32,-0.286891,-0.27966964,"('unkind', 'kind')",1.0600879,1.0420682,0.3865985,0.3811993,0.0053992
4,0.2832262,0.18549734,"('disliked', 'liked')",-6.276356,-6.124123,-2.9965651,-2.9693129,-0.0272522
56,-0.26805687,-0.06580565,"('impractical', 'practical')",0.49311337,0.33667833,0.1125282,0.1354363,-0.0229081
78,-0.25476065,-0.5223969,"('nonresilient', 'resilient')",0.61968464,0.23911068,0.182462,-0.1416431,0.3241051
52,0.24801755,0.13394904,"('irrational', 'rational')",-0.5083721,-0.1735433,-0.1301773,-0.0197971,-0.1103802
36,0.24755217,-0.00417196,"('hostile', 'amicable')",-0.19266494,0.0662588,0.0274436,0.0310434,-0.0035998
50,0.2201441,0.22408184,"('clumsy', 'skillful')",0.2697619,0.35817078,0.244953,0.2911263,-0.0461733
81,-0.21673232,0.034740873,"('submissive', 'aggressive')",2.2783875e-05,-0.25111535,-0.1083548,-0.1081872,-0.0001676
15,0.21577096,0.325051,"('boring', 'funny')",0.3786292,0.48929864,0.2972001,0.4071748,-0.1099747
16,0.2145879,0.06936701,"('unpopular', 'popular')",0.5199347,0.41061145,0.3672613,0.2399892,0.1272721
47,-0.20817849,-0.08366624,"('stupid', 'smart')",5.8061886,5.541271,2.799005,2.7288024,0.0702026
80,0.20448129,0.16742241,"('dominated', 'dominating')",-0.8229219,-1.2015724,-0.3092203,-0.517075,0.2078547
37,-0.19520774,-0.1576888,"('fake', 'genuine')",0.40785846,0.3928823,0.1063254,0.1175967,-0.0112713
30,0.1405156,0.39185417,"('intolerant', 'tolerant')",1.3137846,1.4994247,0.7271501,0.9456394,-0.2184893
74,-0.12737162,-0.044880636,"('undedicated', 'dedicated')",0.3459829,0.5763392,0.1093056,0.2657293,-0.1564237
12,0.12117237,0.039858975,"('unsupportive', 'supportive')",-1.1864597,-1.3219186,-0.5326437,-0.6410298,0.1083861
31,0.118717216,-0.020396136,"('evil', 'good')",-1.4230937,-1.2758207,-0.6521882,-0.6481084,-0.0040798
34,0.08834146,0.0399421,"('mean', 'honorable')",6.5433965,6.241967,3.3158689,3.1409547,0.1749142
6,0.077934064,-0.20081632,"('distant', 'open')",0.14614317,0.21983784,0.1120386,0.0095108,0.1025278
77,0.062449705,-0.08122573,"('unmotivated', 'motivated')",-0.7318301,-0.936779,-0.3346902,-0.5090024,0.1743122
60,0.0530582,0.32491732,"('inefficient', 'efficient')",0.45463765,0.41407514,0.2538479,0.3694962,-0.1156483
61,0.051101796,-0.08039987,"('illogical', 'logical')",0.3738573,0.25423184,0.2124795,0.086916,0.1255635
63,-0.044759843,-0.17410253,"('unperceptive', 'insightful')",1.9065293,1.4755598,0.9308847,0.6507286,0.2801561
54,0.017704546,-0.12335611,"('incapable', 'capable')",1.0020736,1.0952705,0.5098891,0.4859572,0.0239319
41,0.01311586,0.13430564,"('unforgiving', 'forgiving')",0.18398263,0.25156155,0.0985492,0.1929336,-0.0943844
