,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
81,-0.927731,-0.6924496,"('submissive', 'aggressive')",-0.701684,-0.34925908,-0.8147075,-0.5208544,-0.2938531
12,-0.8936061,-0.9146777,"('unsupportive', 'supportive')",-0.54801494,-0.7744667,-0.7208105,-0.8445722,0.1237617
88,-0.88833344,-1.0804344,"('low', 'eminent')",-0.07514526,-0.12085097,-0.4817393,-0.6006427,0.1189034
20,0.8324177,0.9069992,"('rough', 'thoughtful')",1.234901,1.2756094,1.0336593,1.0913043,-0.057645
78,-0.7839957,-0.8371351,"('nonresilient', 'resilient')",0.7420338,0.25896284,-0.020981,-0.2890861,0.2681051
62,-0.78201205,-0.5175062,"('incompetent', 'brilliant')",0.28591263,0.5322444,-0.2480497,0.0073691,-0.2554188
76,-0.771549,-0.33631167,"('anxious', 'daring')",-0.54368746,-0.20889294,-0.6576182,-0.2726023,-0.3850159
44,0.730002,0.7885845,"('prejudiced', 'unprejudiced')",-1.3968433,-1.293804,-0.3334207,-0.2526098,-0.0808109
28,-0.721547,-0.77548766,"('disloyal', 'loyal')",0.66075987,0.48229522,-0.0303936,-0.1465962,0.1162026
7,-0.7197334,-0.82492834,"('insensitive', 'sensitive')",0.4466009,0.37477916,-0.1365663,-0.2250746,0.0885083
29,0.70981556,0.7625208,"('unfair', 'fair')",-0.61730945,-0.6450387,0.0462531,0.058741,-0.0124879
68,-0.70342904,-0.5500607,"('dependent', 'independent')",-0.9216093,-0.912392,-0.8125192,-0.7312263,-0.0812929
77,-0.6291585,-0.6789178,"('unmotivated', 'motivated')",-0.99927634,-0.83137655,-0.8142174,-0.7551472,-0.0590702
70,-0.56194204,-0.4930493,"('lethargic', 'energetic')",0.32781485,0.38637343,-0.1170636,-0.0533379,-0.0637257
25,-0.48652858,-0.5560115,"('egoistic', 'altruistic')",1.1924604,1.0781264,0.3529659,0.2610575,0.0919084
67,0.48496354,0.6358968,"('doubtful', 'determined')",-0.9701028,-0.55596375,-0.2425696,0.0399665,-0.2825361
47,-0.47985664,-0.22664885,"('stupid', 'smart')",3.4581027,4.0260406,1.489123,1.8996959,-0.4105729
6,-0.4764409,-0.6173403,"('distant', 'open')",0.19036469,-0.049676225,-0.1430381,-0.3335083,0.1904702
16,-0.47289598,-0.5184661,"('unpopular', 'popular')",-0.338153,-0.52838033,-0.4055245,-0.5234232,0.1178987
64,0.46014574,0.29910392,"('shy', 'confident')",-3.286585,-3.587174,-1.4132197,-1.644035,0.2308153
30,-0.44179413,-0.27555904,"('intolerant', 'tolerant')",0.40247014,0.573634,-0.019662,0.1490375,-0.1686995
49,-0.4357909,-0.23909894,"('unable', 'able')",-0.5777953,-0.33415523,-0.5067931,-0.2866271,-0.220166
26,-0.42811048,-0.71583885,"('hardhearted', 'benevolent')",2.766238,2.4485388,1.1690638,0.8663499,0.3027139
42,0.37000388,0.52816874,"('unreliable', 'reliable')",-1.2773545,-1.4361705,-0.4536753,-0.4540009,0.0003256
17,-0.3694899,-0.55006886,"('nasty', 'nice')",-1.1042676,-1.2700717,-0.7368788,-0.9100703,0.1731915
22,-0.33102322,-0.34404632,"('untrustworthy', 'trustworthy')",-0.33678222,-0.3839679,-0.3339027,-0.3640071,0.0301044
33,0.3195218,0.035296567,"('wrong', 'right')",0.21678421,-0.07596046,0.268153,-0.0203319,0.2884849
66,0.3189028,-0.10758136,"('inactive', 'active')",1.0653698,0.7561331,0.6921363,0.3242759,0.3678604
75,0.31422293,0.21519093,"('meek', 'impulsive')",-0.75924504,-0.85157526,-0.2225111,-0.3181922,0.0956811
74,-0.27472547,-0.15316659,"('undedicated', 'dedicated')",1.2014856,1.0960428,0.4633801,0.4714381,-0.008058
15,-0.26843405,-0.49893174,"('boring', 'funny')",-0.034715977,-0.16969158,-0.151575,-0.3343117,0.1827367
56,-0.24861525,0.013692047,"('impractical', 'practical')",0.4254498,0.92198807,0.0884173,0.46784,-0.3794227
31,0.24458762,-0.15905634,"('evil', 'good')",0.27964136,-0.26846293,0.2621145,-0.2137596,0.4758741
59,0.24238381,0.24166399,"('foolish', 'wise')",0.05035522,-0.112406254,0.1463695,0.0646289,0.0817406
3,-0.24224788,-0.14868884,"('repellent', 'pleasant')",-0.43063483,-0.23842573,-0.3364413,-0.1935573,-0.142884
65,-0.235569,-0.0418731,"('insecure', 'secure')",-0.22231561,0.21719943,-0.2289423,0.0876632,-0.3166055
50,0.23090486,0.26525447,"('clumsy', 'skillful')",-0.45476544,-0.7056067,-0.1119303,-0.2201761,0.1082458
36,0.21160592,-0.10327014,"('hostile', 'amicable')",0.79523,0.50530446,0.503418,0.2010172,0.3024008
54,-0.20433989,-0.30561197,"('incapable', 'capable')",0.46720237,0.5534957,0.1314312,0.1239419,0.0074893
40,-0.18414554,-0.23650685,"('stingy', 'generous')",-0.8965977,-1.360164,-0.5403716,-0.7983354,0.2579638
52,-0.16622712,-0.38092515,"('irrational', 'rational')",-0.32834837,-0.54010165,-0.2472878,-0.4605134,0.2132256
80,0.16079044,0.16868359,"('dominated', 'dominating')",0.45169604,0.49299386,0.3062432,0.3308387,-0.0245955
79,0.14606881,-0.11772037,"('wavering', 'unwavering')",-0.24867472,-0.42773816,-0.051303,-0.2727293,0.2214263
14,-0.10538921,-0.036012158,"('antisocial', 'social')",0.7382827,1.0003008,0.3164467,0.4821443,-0.1656976
61,-0.10202825,-0.2342123,"('illogical', 'logical')",0.6830225,0.61960363,0.2904971,0.1926957,0.0978014
37,0.088759355,0.16913435,"('fake', 'genuine')",0.50723505,0.47146803,0.2979972,0.3203012,-0.022304
87,0.08394578,0.00374843,"('unsuccessful', 'successful')",1.5683612,1.4367764,0.8261535,0.7202624,0.1058911
58,-0.05980845,-0.2524795,"('undiscriminating', 'discriminating')",1.2345082,0.94422966,0.5873498,0.3458751,0.2414747
2,0.054136187,0.069679506,"('unlikable', 'likable')",0.39853704,0.5456542,0.2263366,0.3076668,-0.0813302
71,-0.042450525,-0.31187937,"('diffident', 'self-confident')",0.6135442,0.1464515,0.2855468,-0.0827139,0.3682607
83,0.037470467,0.21533197,"('powerless', 'powerful')",-0.6070472,-0.40348846,-0.2847884,-0.0940782,-0.1907102
85,0.035952263,-0.28246284,"('insignificant', 'prestigious')",0.6129243,0.035790566,0.3244383,-0.1233361,0.4477744
4,0.02003694,-0.3048813,"('disliked', 'liked')",-2.723439,-3.5774972,-1.351701,-1.9411893,0.5894883
5,-0.018976023,-0.21679425,"('distant', 'outgoing')",0.25582024,-0.013559677,0.1184221,-0.115177,0.2335991
34,-0.0072220527,0.2621138,"('mean', 'honorable')",2.4599729,3.0812519,1.2263755,1.6716828,-0.4453073
