,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
82,0.6311934,0.52229494,"('poor', 'rich')",0.18538815,0.04976771,5.8918285,5.9619026,2.2361368,2.1779884,0.0581484
15,-0.6117811,-0.513749,"('boring', 'funny')",-0.6553625,-0.68179184,0.5528421,0.4877274,-0.2381005,-0.2359378,-0.0021627
58,0.51526344,0.020982057,"('undiscriminating', 'discriminating')",1.081393,0.81445473,0.3589698,0.2850436,0.6518754,0.3734935,0.2783819
54,-0.50523996,-0.5552762,"('incapable', 'capable')",-0.49523473,-0.56094176,1.0336497,0.97740394,0.0110583,-0.0462713,0.0573296
53,0.50062686,0.20019361,"('uncreative', 'creative')",0.17597827,0.24712762,0.88038844,1.0108039,0.5189978,0.4860417,0.0329561
18,-0.46085432,-0.010765329,"('disagreeable', 'welcoming')",-0.43835625,-0.22480793,-0.33237493,-0.18169698,-0.4105285,-0.1390901,-0.2714384
9,-0.44845402,0.13084897,"('unaffectionate', 'caring')",0.4111411,0.5585384,1.4840803,1.6019189,0.4822558,0.7637688,-0.281513
34,-0.3856843,-0.24629723,"('mean', 'honorable')",-0.0796605,0.06685125,5.6964846,5.865665,1.7437132,1.8954064,-0.1516932
71,0.3715821,0.6553401,"('diffident', 'self-confident')",-0.028368454,-0.17018911,0.35536847,0.39133078,0.2328607,0.2921606,-0.0592999
27,0.32916915,0.49433047,"('hardhearted', 'softhearted')",0.5538678,0.49163467,1.8156911,1.7142774,0.899576,0.9000808,-0.0005048
83,0.23904073,-0.07142078,"('powerless', 'powerful')",-0.328717,-0.39177087,-1.0038186,-1.1392496,-0.3644983,-0.5341471,0.1696488
2,-0.17905986,0.07733399,"('unlikable', 'likable')",0.45652926,0.6697013,0.23660779,0.31287894,0.1713591,0.3533047,-0.1819456
68,-0.16541658,-0.20777509,"('dependent', 'independent')",-0.8998492,-1.0321199,-0.6687484,-0.6732421,-0.5780047,-0.6377124,0.0597077
38,-0.021175187,0.096093304,"('untruthful', 'truthful')",-0.26931632,-0.3513532,-0.2814907,-0.08864662,-0.1906607,-0.1146355,-0.0760252
