,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
73,1.0450001,0.9979686,"('helpless', 'self-reliant')",-3.287916,-3.3026443,-1.1214579,-1.1523378,0.0308799
57,-1.0401094,-1.3499113,"('unimaginative', 'imaginative')",-3.0132117,-3.3192244,-2.0266604,-2.3345678,0.3079074
46,-1.0377644,-1.1633548,"('uncompetitive', 'competitive')",-1.1162088,-1.3047292,-1.0769866,-1.2340419,0.1570553
72,-1.0322574,-0.91285795,"('unambitious', 'ambitious')",-0.45380038,-0.21233955,-0.7430289,-0.5625988,-0.1804301
85,0.9999975,0.9519859,"('insignificant', 'prestigious')",-0.03713665,-0.20903154,0.4814304,0.3714772,0.1099532
51,-0.98775464,-1.1590687,"('uneducated', 'educated')",-0.113646574,-0.21515894,-0.5507006,-0.6871138,0.1364132
3,-0.9872438,-1.0077891,"('repellent', 'pleasant')",0.32137787,0.289539,-0.3329329,-0.3591251,0.0261922
35,0.9820529,0.86665326,"('corrupt', 'incorrupt')",-0.036577888,-0.18281107,0.4727375,0.3419211,0.1308164
76,-0.9818595,-0.7386259,"('anxious', 'daring')",-0.48213035,-0.40558276,-0.7319949,-0.5721043,-0.1598906
13,-0.9816355,-0.80400765,"('impolite', 'polite')",-0.67965484,-0.5675,-0.8306452,-0.6857538,-0.1448914
34,-0.9782344,-0.88096917,"('mean', 'honorable')",5.206362,5.4256935,2.1140637,2.2723622,-0.1582985
62,-0.9558588,-0.84341305,"('incompetent', 'brilliant')",-0.56908935,-0.31781614,-0.7624741,-0.5806146,-0.1818595
10,-0.9527335,-0.98816776,"('unsympathetic', 'sympathetic')",-0.09950996,-0.33822003,-0.5261217,-0.6631939,0.1370722
23,-0.93325305,-0.9150291,"('insincere', 'sincere')",5.930756,6.117775,2.4987516,2.601373,-0.1026214
36,0.8968533,0.6831949,"('hostile', 'amicable')",0.44464186,0.2092716,0.6707476,0.4462332,0.2245144
1,0.8558707,0.8616546,"('unfriendly', 'friendly')",2.0669324,2.0847096,1.4614016,1.4731821,-0.0117805
30,-0.83479625,-0.8959265,"('intolerant', 'tolerant')",-0.12956338,-0.052945495,-0.4821798,-0.474436,-0.0077438
64,-0.82727855,-0.80973864,"('shy', 'confident')",-6.955018,-7.004663,-3.8911483,-3.9072008,0.0160525
87,0.8050829,0.7521857,"('unsuccessful', 'successful')",0.3507554,0.3141405,0.5779191,0.5331631,0.044756
8,0.79719174,0.77651215,"('unaffectionate', 'affectionate')",1.3815639,1.3413162,1.0893779,1.0589142,0.0304637
38,-0.78803724,-0.7449045,"('untruthful', 'truthful')",-0.096755624,0.1380061,-0.4423964,-0.3034492,-0.1389472
33,0.7782693,0.81634796,"('wrong', 'right')",-0.28770965,-0.35634995,0.2452798,0.229999,0.0152808
56,-0.77271575,-0.527051,"('impractical', 'practical')",-0.95783174,-0.8769344,-0.8652737,-0.7019927,-0.163281
22,-0.7443857,-0.9157435,"('untrustworthy', 'trustworthy')",-0.8320564,-1.0180566,-0.7882211,-0.9669001,0.178679
86,-0.7355962,-0.8303885,"('uninfluential', 'influential')",-0.2563249,-0.48287928,-0.4959605,-0.6566339,0.1606734
9,0.73490715,0.7756072,"('unaffectionate', 'caring')",1.5812039,1.567651,1.1580555,1.1716292,-0.0135737
50,0.6629435,0.4869731,"('clumsy', 'skillful')",-0.04797223,-0.100649595,0.3074856,0.1931618,0.1143238
61,-0.6568714,-0.7906541,"('illogical', 'logical')",0.13492589,-0.09664164,-0.2609727,-0.4436479,0.1826752
63,-0.64948404,-0.7775903,"('unperceptive', 'insightful')",0.0150286,-0.0015226714,-0.3172277,-0.3895565,0.0723288
55,-0.6427071,-0.68966544,"('incompetent', 'clever')",-0.21788315,-0.27557305,-0.4302951,-0.4826192,0.0523241
82,-0.6227346,-0.6547815,"('poor', 'rich')",5.9375157,6.2603035,2.6573906,2.8027611,-0.1453705
16,-0.5987058,-0.53008527,"('unpopular', 'popular')",-0.26184618,-0.29168147,-0.430276,-0.4108834,-0.0193926
40,0.5972929,0.49064732,"('stingy', 'generous')",-1.9839321,-2.2314267,-0.6933196,-0.8703897,0.1770701
0,-0.57545704,-0.6618458,"('unsociable', 'sociable')",-0.41882193,-0.535225,-0.4971395,-0.5985354,0.1013959
58,-0.5710241,-0.7298226,"('undiscriminating', 'discriminating')",0.37710893,0.21882567,-0.0969576,-0.2554985,0.1585409
74,0.5470556,0.47295195,"('undedicated', 'dedicated')",0.052230455,-0.008715846,0.299643,0.2321181,0.0675249
41,0.5330007,0.306718,"('unforgiving', 'forgiving')",0.56694746,0.223412,0.5499741,0.265065,0.2849091
17,-0.51077455,-0.58348745,"('nasty', 'nice')",-0.26324254,-0.27213463,-0.3870085,-0.427811,0.0408025
4,0.49079317,0.6215204,"('disliked', 'liked')",-7.3544583,-7.5072155,-3.4318326,-3.4428475,0.0110149
83,-0.47523132,-0.46064603,"('powerless', 'powerful')",-1.4432003,-1.429236,-0.9592158,-0.944941,-0.0142748
5,0.4702682,0.76496255,"('distant', 'outgoing')",0.1231435,0.286753,0.2967058,0.5258578,-0.229152
19,-0.441439,-0.45985675,"('inhospitable', 'hospitable')",0.090288244,0.17986782,-0.1755754,-0.1399945,-0.0355809
53,-0.42724624,-0.3738139,"('uncreative', 'creative')",0.30305788,0.2934911,-0.0620942,-0.0401614,-0.0219328
88,-0.41977856,-0.46646035,"('low', 'eminent')",-0.4550697,-0.47070143,-0.4374241,-0.4685809,0.0311568
78,-0.3915378,-0.38316375,"('nonresilient', 'resilient')",-0.22065362,-0.23256782,-0.3060957,-0.3078658,0.0017701
6,0.3881792,0.634624,"('distant', 'open')",0.5243142,0.5540025,0.4562467,0.5943133,-0.1380666
27,0.3799208,0.47967395,"('hardhearted', 'softhearted')",1.308482,1.1581652,0.8442014,0.8189196,0.0252818
80,0.3794197,0.1731817,"('dominated', 'dominating')",-0.93455774,-1.0883323,-0.277569,-0.4575753,0.1800063
18,-0.35180104,-0.24612749,"('disagreeable', 'welcoming')",-0.6833724,-0.7471094,-0.5175867,-0.4966184,-0.0209683
15,0.34779534,0.41195953,"('boring', 'funny')",0.56884587,0.55939573,0.4583206,0.4856776,-0.027357
32,-0.34558427,-0.28448495,"('unkind', 'kind')",0.9837475,0.98426837,0.3190816,0.3498917,-0.0308101
31,0.34459624,0.3516036,"('evil', 'good')",-0.31815317,-0.36914992,0.0132215,-0.0087732,0.0219947
7,-0.343575,-0.12890944,"('insensitive', 'sensitive')",0.4721191,0.31078404,0.064272,0.0909373,-0.0266653
29,-0.31188008,-0.17887911,"('unfair', 'fair')",-0.38595155,-0.5639769,-0.3489158,-0.371428,0.0225122
49,-0.30629316,-0.2964667,"('unable', 'able')",-0.6889536,-0.6532486,-0.4976234,-0.4748577,-0.0227657
44,-0.29270038,-0.32772338,"('prejudiced', 'unprejudiced')",-1.5873528,-1.4894115,-0.9400266,-0.9085674,-0.0314592
37,0.2769541,0.24322875,"('fake', 'genuine')",0.51202285,0.34744012,0.3944885,0.2953344,0.0991541
42,-0.24853115,-0.16449243,"('unreliable', 'reliable')",-3.5055773,-3.7417338,-1.8770542,-1.9531131,0.0760589
12,-0.24619675,-0.1539926,"('unsupportive', 'supportive')",-1.8635708,-1.927977,-1.0548837,-1.0409847,-0.013899
14,-0.23212019,-0.162649,"('antisocial', 'social')",-0.3489032,-0.4735947,-0.2905117,-0.3181219,0.0276102
2,-0.1843047,-0.11148353,"('unlikable', 'likable')",0.42540306,0.5796451,0.1205492,0.2340808,-0.1135316
54,-0.17978771,-0.13005495,"('incapable', 'capable')",0.88085324,0.95383275,0.3505328,0.4118889,-0.0613561
24,-0.1793684,-0.14416465,"('dishonest', 'honest')",0.9020649,0.91806406,0.3613483,0.3869497,-0.0256014
52,0.13501003,-0.17802003,"('irrational', 'rational')",0.06890782,-0.1740537,0.1019589,-0.1760369,0.2779958
39,0.13458547,-0.033865575,"('exploitative', 'cooperative')",0.4203012,0.38334006,0.2774433,0.1747372,0.1027061
47,0.13435689,0.11870486,"('stupid', 'smart')",4.956141,5.0045285,2.545249,2.5616167,-0.0163677
66,0.11055212,0.13466284,"('inactive', 'active')",0.6123657,0.4383923,0.3614589,0.2865276,0.0749313
84,0.10870617,0.06924251,"('inferior', 'superior')",0.34203133,0.35370895,0.2253688,0.2114757,0.0138931
45,-0.04110578,-0.24204338,"('incompetent', 'competent')",-0.10158158,-0.33717433,-0.0713437,-0.2896088,0.2182651
67,0.036371127,0.13670674,"('doubtful', 'determined')",-0.49026874,-0.4685729,-0.2269488,-0.1659331,-0.0610157
75,-0.029661428,-0.117596745,"('meek', 'impulsive')",-0.47549984,-0.40106463,-0.2525806,-0.2593307,0.0067501
28,-0.01870416,-0.30951235,"('disloyal', 'loyal')",1.2793576,1.0859178,0.6303267,0.3882027,0.242124
79,0.013278777,-0.025906548,"('wavering', 'unwavering')",0.067541584,0.026299737,0.0404102,0.0001966,0.0402136
20,-0.0034077,-0.15893404,"('rough', 'thoughtful')",0.3440379,0.22974369,0.1703151,0.0354048,0.1349103
