,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
49,-0.63456845,-0.69331646,"('unable', 'able')",0.004040662,-0.11883612,-0.48243463,-0.5937209,-0.3709875,-0.4686245,0.097637
26,-0.60829496,-0.2533547,"('hardhearted', 'benevolent')",0.78119606,0.8375029,1.144642,1.1485504,0.439181,0.5775662,-0.1383852
78,-0.58918095,-0.66535866,"('nonresilient', 'resilient')",0.54163456,0.49000293,-0.39906156,-0.43142435,-0.1488693,-0.20226,0.0533907
71,0.5832842,0.4815853,"('diffident', 'self-confident')",2.3399587,2.2376244,0.4094819,0.3024948,1.1109083,1.0072348,0.1036735
85,-0.567299,-0.523298,"('insignificant', 'prestigious')",-0.2794969,-0.37856343,-0.75611925,-0.8963205,-0.5343051,-0.599394,0.0650889
30,0.5522013,0.5594589,"('intolerant', 'tolerant')",1.5269009,1.5254937,0.6367811,0.6421164,0.9052944,0.909023,-0.0037286
2,0.54729253,0.48805317,"('unlikable', 'likable')",0.64887893,0.591171,0.66420025,0.5648804,0.6201239,0.5480349,0.072089
84,-0.5197816,-0.41853407,"('inferior', 'superior')",-0.25267708,-0.22015405,0.38862222,0.4000488,-0.1279455,-0.0795464,-0.0483991
35,-0.51851326,-0.40747616,"('corrupt', 'incorrupt')",-2.0982442,-1.8904722,-0.9282173,-0.9601918,-1.1816583,-1.0860467,-0.0956116
12,0.51777315,0.43044838,"('unsupportive', 'supportive')",1.1423048,1.1836951,-1.9200807,-1.831033,-0.0866676,-0.0722965,-0.0143711
43,0.5163705,0.33097368,"('irresponsible', 'responsible')",1.7283803,1.6696436,0.9113735,0.8384565,1.0520414,0.9463579,0.1056835
63,0.48812813,0.42573848,"('unperceptive', 'insightful')",1.0719897,0.9549403,0.22625078,0.29678172,0.5954562,0.5591535,0.0363027
80,0.48470125,0.62890226,"('dominated', 'dominating')",0.73375106,0.79234374,-0.5321933,-0.42645228,0.228753,0.3315979,-0.1028449
75,0.47878575,0.61378896,"('meek', 'impulsive')",-0.9759909,-0.93001133,-0.4882673,-0.39997187,-0.3284908,-0.2387314,-0.0897594
24,0.46609965,0.42108178,"('dishonest', 'honest')",0.33813858,0.47142386,0.9562435,1.0257595,0.5868272,0.6394217,-0.0525945
74,0.4639437,0.55936164,"('undedicated', 'dedicated')",1.1491923,1.2956955,-0.0708185,-0.023748815,0.5141058,0.6104361,-0.0963303
10,0.44554856,0.4074293,"('unsympathetic', 'sympathetic')",0.7500919,0.8521014,-0.047621936,0.13336998,0.3826728,0.4643002,-0.0816274
62,0.44293112,0.3712079,"('incompetent', 'brilliant')",1.6252714,1.6108562,0.31045845,0.26638588,0.792887,0.7494833,0.0434037
18,-0.439018,-0.6186887,"('disagreeable', 'welcoming')",-0.73170227,-0.8262715,-0.96905917,-1.062862,-0.7132599,-0.8359407,0.1226808
51,-0.43001193,-0.6700335,"('uneducated', 'educated')",-0.39875016,-0.45756534,-0.070760556,-0.16994919,-0.2998409,-0.432516,0.1326751
16,-0.42608,-0.61666954,"('unpopular', 'popular')",-0.96114254,-1.0237745,-0.07941923,-0.11754648,-0.4888806,-0.5859968,0.0971162
13,0.42153472,0.28162894,"('impolite', 'polite')",1.2436014,1.2812312,0.18290187,0.18061435,0.6160127,0.5811582,0.0348545
21,0.4077596,0.11455518,"('immoral', 'moral')",0.75462747,0.65400213,-0.7619021,-0.7516688,0.133495,0.0056295,0.1278655
87,0.38867244,0.5138498,"('unsuccessful', 'successful')",1.4836332,1.5955874,0.15422851,0.21618275,0.6755114,0.7752066,-0.0996952
66,0.36546513,0.5513806,"('inactive', 'active')",-0.20067969,-0.09876481,0.47574562,0.5672749,0.2135104,0.3399636,-0.1264532
54,-0.35306555,-0.397718,"('incapable', 'capable')",0.8548479,0.78207606,0.836967,0.7870455,0.4462498,0.3904678,0.055782
33,0.35035804,0.3162931,"('wrong', 'right')",0.89296496,0.9720537,-0.5943562,-0.59803873,0.2163223,0.2301027,-0.0137804
82,-0.32893077,-0.46182114,"('poor', 'rich')",0.2587636,0.091049284,6.040059,5.7928443,1.989964,1.8073575,0.1826065
15,-0.31147087,-0.09434722,"('boring', 'funny')",0.87480354,0.9067599,0.2527858,0.18491279,0.2720395,0.3324418,-0.0604023
0,-0.30111003,-0.3514766,"('unsociable', 'sociable')",1.0913408,1.1317903,0.09593195,0.101985715,0.2953876,0.2940998,0.0012878
4,0.2992608,0.41111895,"('disliked', 'liked')",-0.13936122,-0.21807629,-7.1413097,-7.0568295,-2.3271367,-2.2879289,-0.0392078
32,-0.28804195,-0.3461465,"('unkind', 'kind')",0.83830225,0.9450571,0.90422314,0.94189715,0.4848278,0.5136026,-0.0287748
65,-0.25396127,-0.2977656,"('insecure', 'secure')",0.16689844,0.2267696,0.70205307,0.7479355,0.2049967,0.2256465,-0.0206498
9,-0.22799215,-0.20364216,"('unaffectionate', 'caring')",0.81157076,0.8610113,1.0138783,0.95143414,0.5324856,0.5362678,-0.0037822
38,0.22378077,0.17897168,"('untruthful', 'truthful')",0.16454606,0.14790925,0.07358643,0.113234855,0.1539711,0.1467053,0.0072658
57,0.22364758,0.39308906,"('unimaginative', 'imaginative')",0.07619411,0.107052624,-3.1475458,-2.936783,-0.9492347,-0.8122138,-0.1370209
81,0.21358007,0.1298967,"('submissive', 'aggressive')",0.35348147,0.4196184,-0.6772572,-0.49092296,-0.0367319,0.0195307,-0.0562626
58,0.2074977,0.40083238,"('undiscriminating', 'discriminating')",0.44671232,0.48831013,-0.13943917,-0.15447181,0.1715903,0.2448902,-0.0732999
55,0.20507213,0.18094201,"('incompetent', 'clever')",1.3617523,1.2400006,0.39804906,0.30469224,0.6549579,0.5752116,0.0797463
83,-0.19139194,-0.17424305,"('powerless', 'powerful')",0.8127707,0.76550996,-0.7882051,-0.861598,-0.0556088,-0.0901104,0.0345016
20,-0.17809723,-0.12812895,"('rough', 'thoughtful')",0.42423272,0.44198716,0.49758235,0.4195555,0.2479059,0.2444712,0.0034347
61,-0.17749733,-0.22624964,"('illogical', 'logical')",-0.045191567,-0.0014877208,0.019609056,-0.024075262,-0.0676933,-0.0839375,0.0162442
29,-0.17290418,-0.20381266,"('unfair', 'fair')",-1.1285841,-1.1347315,-0.78986233,-0.79570806,-0.6971169,-0.7114174,0.0143005
23,0.17040506,-0.036391288,"('insincere', 'sincere')",0.8855915,0.82055974,5.9164653,5.7619405,2.3241539,2.1820364,0.1421175
68,-0.16158459,-0.341559,"('dependent', 'independent')",-1.0361124,-1.1870376,-1.6597486,-1.6918764,-0.9524819,-1.073491,0.1210091
34,-0.15907356,-0.16114771,"('mean', 'honorable')",-0.3161727,-0.4362623,5.1511736,5.0012364,1.5586424,1.4679421,0.0907003
50,0.14728564,-0.01162927,"('clumsy', 'skillful')",-0.36682683,-0.44773626,-0.2416839,-0.34918398,-0.1537417,-0.2695165,0.1157748
41,0.14632434,0.25751773,"('unforgiving', 'forgiving')",-0.24805807,-0.14750935,0.28645658,0.3785142,0.0615743,0.1628409,-0.1012666
69,0.13838214,0.116392165,"('lazy', 'industrious')",0.1080337,0.16941139,-1.0688854,-1.0727313,-0.2741565,-0.2623092,-0.0118473
3,0.12894012,-0.09509954,"('repellent', 'pleasant')",-0.99234366,-1.0141532,0.47834507,0.503378,-0.1283528,-0.2019583,0.0736055
72,-0.107795276,0.047471076,"('unambitious', 'ambitious')",-0.18797353,-0.056453906,-0.059891835,0.061111577,-0.1185535,0.0173762,-0.1359297
44,-0.0882884,0.028514834,"('prejudiced', 'unprejudiced')",-0.035198886,-0.09213332,-0.8718363,-0.96315616,-0.3317745,-0.3422582,0.0104837
59,-0.056629747,-0.042998016,"('foolish', 'wise')",0.0129948035,0.14004633,0.059107106,0.063543335,0.0051574,0.0535305,-0.0483731
47,-0.051838987,0.024495298,"('stupid', 'smart')",1.2858558,1.2525615,5.4396544,5.3348956,2.2245571,2.2039841,0.020573
79,-0.040907294,-0.035907675,"('wavering', 'unwavering')",-0.9598702,-0.9065525,-0.5130314,-0.5374839,-0.504603,-0.4933147,-0.0112883
77,-0.037994727,-0.39145383,"('unmotivated', 'motivated')",0.4509934,0.2589798,-0.96268684,-0.93862677,-0.1832294,-0.3570336,0.1738042
11,0.030225057,-0.07674518,"('unhelpful', 'helpful')",0.5520007,0.3737957,2.3040543,2.213424,0.9620934,0.8368248,0.1252686
40,0.014581081,0.13938701,"('stingy', 'generous')",-0.562863,-0.45901984,-2.746711,-2.5943403,-1.098331,-0.9713244,-0.1270066
28,0.013158695,-0.14891528,"('disloyal', 'loyal')",-0.058406398,-0.1292485,0.9056476,0.8342595,0.2867999,0.1853652,0.1014347
17,-0.0096845245,0.06916872,"('nasty', 'nice')",-0.7608256,-0.61115974,-0.19885144,-0.15254173,-0.3231205,-0.2315109,-0.0916096
