,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
11,-0.23270872,-0.057902962,"('unhelpful', 'helpful')",2.0645885,1.9966459,0.9159399,0.9693715,-0.0534316
74,0.23232862,0.39347553,"('undedicated', 'dedicated')",-0.7997893,-0.85334474,-0.2837303,-0.2299346,-0.0537957
87,-0.19509546,0.24638438,"('unsuccessful', 'successful')",0.18712522,0.30293122,-0.0039851,0.2746578,-0.2786429
86,0.19094837,0.14666207,"('uninfluential', 'influential')",0.50125533,0.40007913,0.3461019,0.2733706,0.0727313
23,0.1860989,-0.014574386,"('insincere', 'sincere')",4.618696,4.692684,2.4023976,2.3390548,0.0633428
12,0.16559029,0.15109456,"('unsupportive', 'supportive')",-0.9083407,-0.99113727,-0.3713752,-0.4200214,0.0486462
52,-0.163409,-0.47823632,"('irrational', 'rational')",-0.40698344,-0.42133945,-0.2851962,-0.4497879,0.1645917
68,-0.12920782,-0.21385412,"('dependent', 'independent')",-0.3977831,-0.42061475,-0.2634954,-0.3172344,0.053739
56,-0.11736789,-0.0036841147,"('impractical', 'practical')",0.3196152,0.027791128,0.1011236,0.0120535,0.0890701
47,-0.11616688,0.032177094,"('stupid', 'smart')",4.2145863,4.1548834,2.0492096,2.0935302,-0.0443206
40,-0.10336998,-0.26637664,"('stingy', 'generous')",-1.0145799,-1.0640672,-0.5589749,-0.6652219,0.106247
28,-0.06742967,-0.12860548,"('disloyal', 'loyal')",0.48675704,0.51779807,0.2096637,0.1945963,0.0150674
54,0.04660105,-0.028402235,"('incapable', 'capable')",0.8590479,1.016719,0.4528245,0.4941584,-0.0413339
63,-0.034103576,0.13952586,"('unperceptive', 'insightful')",1.2133101,1.1317782,0.5896032,0.6356521,-0.0460489
61,0.016983192,0.1333865,"('illogical', 'logical')",0.5392835,0.5490336,0.2781334,0.34121,-0.0630766
58,0.016586188,0.28197938,"('undiscriminating', 'discriminating')",0.22768168,0.25702757,0.1221339,0.2695035,-0.1473696
82,-0.012071874,-0.33991876,"('poor', 'rich')",5.457298,5.521659,2.7226129,2.5908701,0.1317428
