,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
79,-1.8577267,-2.0282183,"('wavering', 'unwavering')",-0.702698,-0.769912,-0.0153161315,0.031063592,-0.8585804,-0.9223556,0.0637752
30,1.8300447,2.1159334,"('intolerant', 'tolerant')",2.2395904,2.4289634,1.1602662,1.1765299,1.7433004,1.9071423,-0.1638419
81,1.811687,2.109869,"('submissive', 'aggressive')",1.3445127,1.5642391,-0.38845628,-0.24576437,0.9225811,1.1427813,-0.2202002
43,1.7931528,1.9105842,"('irresponsible', 'responsible')",1.7074158,1.7879831,0.64796084,0.56908846,1.3828432,1.4225519,-0.0397087
5,-1.7858645,-1.8928535,"('distant', 'outgoing')",-0.4780569,-0.38635448,-0.22230549,-0.1308774,-0.8287423,-0.8033618,-0.0253805
21,1.7610062,1.9383609,"('immoral', 'moral')",1.7243518,1.8146918,-0.29018778,-0.39679837,1.0650567,1.1187514,-0.0536947
46,1.7587057,1.8576591,"('uncompetitive', 'competitive')",1.120622,1.0920372,-0.43192357,-0.51267684,0.8158014,0.8123398,0.0034616
39,1.5888501,1.6626477,"('exploitative', 'cooperative')",2.4087317,2.3921883,0.6577637,0.5961159,1.551782,1.5503174,0.0014646
4,-1.4927262,-1.5981175,"('disliked', 'liked')",-0.7334645,-0.6876196,-6.167863,-6.2714076,-2.7980178,-2.8523814,0.0543636
70,1.4672965,1.6563139,"('lethargic', 'energetic')",1.5252186,1.6558441,1.0314277,1.0329968,1.3413143,1.4483849,-0.1070706
14,1.4431573,1.7368746,"('antisocial', 'social')",1.9127834,2.1049957,-0.7731899,-0.7481255,0.8609169,1.0312483,-0.1703314
80,1.437143,1.5201799,"('dominated', 'dominating')",0.60349506,0.656262,-0.87321764,-0.9344336,0.3891401,0.4140028,-0.0248627
11,1.4201262,1.611482,"('unhelpful', 'helpful')",2.2388043,2.4495187,2.5663826,2.6765432,2.0751044,2.245848,-0.1707436
10,1.4030769,1.5597186,"('unsympathetic', 'sympathetic')",0.89534926,1.02467,0.09317677,0.03208804,0.797201,0.8721589,-0.0749579
23,1.3800241,1.5554522,"('insincere', 'sincere')",2.1635334,2.3387125,5.757997,5.880852,3.1005182,3.2583389,-0.1578207
57,1.2936199,1.2684083,"('unimaginative', 'imaginative')",0.7916684,0.82106346,-1.9416057,-2.1680229,0.0478942,-0.0261837,0.0740779
45,1.2205716,1.3938061,"('incompetent', 'competent')",1.657888,1.7978665,-0.06874639,-0.15939951,0.9365711,1.0107577,-0.0741866
75,-1.208029,-1.480434,"('meek', 'impulsive')",-1.1315958,-1.2446661,-0.4776094,-0.43191025,-0.9390781,-1.0523368,0.1132587
16,-1.1582819,-1.2484362,"('unpopular', 'popular')",-0.23554328,-0.29828992,0.22057375,0.23721932,-0.3910838,-0.4365023,0.0454185
12,1.1537018,1.2305914,"('unsupportive', 'supportive')",2.3135498,2.4959269,-1.2055155,-1.2819486,0.753912,0.8148565,-0.0609445
65,1.150223,1.4248105,"('insecure', 'secure')",0.95189786,1.0606432,0.20759639,0.2834243,0.7699057,0.9229593,-0.1530536
22,1.147381,1.1387677,"('untrustworthy', 'trustworthy')",1.2649037,1.2797532,-0.4031013,-0.5126739,0.6697278,0.6352824,0.0344454
25,-1.1088693,-1.2595775,"('egoistic', 'altruistic')",0.18697315,0.14199825,1.458179,1.4396253,0.1787609,0.1073487,0.0714122
50,-1.108712,-1.1698409,"('clumsy', 'skillful')",-0.43141925,-0.43359494,0.110546105,0.21193479,-0.4765284,-0.4638337,-0.0126947
52,-1.1072774,-1.4056714,"('irrational', 'rational')",-0.2675779,-0.48726752,-0.37864646,-0.46424183,-0.5845006,-0.7857269,0.2012263
8,-1.0923746,-1.1603894,"('unaffectionate', 'affectionate')",-0.8045162,-0.78248197,0.2286809,0.24929132,-0.55607,-0.5645267,0.0084567
24,1.0705606,1.1801981,"('dishonest', 'honest')",0.72490454,0.8170633,0.7222636,0.82859963,0.8392429,0.9419537,-0.1027108
66,-1.0206028,-1.2739836,"('inactive', 'active')",-0.5405923,-0.6228996,0.90364647,0.73463416,-0.2191829,-0.3874164,0.1682335
63,0.9759623,1.0195879,"('unperceptive', 'insightful')",2.3044891,2.481075,1.3502954,1.3968335,1.5435823,1.6324987,-0.0889164
48,0.96264696,1.1596553,"('unintelligent', 'intelligent')",0.52068514,0.73188597,0.620691,0.6747022,0.7013411,0.8554145,-0.1540734
0,0.85124516,1.1444491,"('unsociable', 'sociable')",1.2234521,1.3769343,-0.32243323,-0.3700453,0.584088,0.7171127,-0.1330247
59,-0.8309671,-1.0038863,"('foolish', 'wise')",0.072975114,-0.008012127,0.22578967,0.20235251,-0.1774008,-0.2698487,0.0924479
49,-0.8168409,-0.6980585,"('unable', 'able')",-0.85941845,-0.7338946,-0.20512938,-0.13615558,-0.6271296,-0.5227029,-0.1044267
68,-0.7043897,-0.6727514,"('dependent', 'independent')",-0.48799843,-0.42154726,-0.64689684,-0.6371692,-0.613095,-0.577156,-0.035939
74,0.6754447,0.7026938,"('undedicated', 'dedicated')",0.3203292,0.43324715,-0.3325086,-0.40789112,0.2210884,0.2426833,-0.0215949
73,0.6684148,0.624857,"('helpless', 'self-reliant')",0.114602655,0.005332023,-3.1431491,-3.1627808,-0.7867106,-0.8441973,0.0574867
3,0.6461197,0.73271596,"('repellent', 'pleasant')",0.66259575,0.6653076,0.47253942,0.37603825,0.5937516,0.591354,0.0023976
88,-0.6394897,-0.73087907,"('low', 'eminent')",-0.9479908,-0.9090119,-0.3802445,-0.39677072,-0.6559083,-0.6788872,0.0229789
42,0.6297614,0.66053325,"('unreliable', 'reliable')",0.69041413,0.8644992,-2.2147226,-2.2049193,-0.2981824,-0.2266289,-0.0715535
58,-0.6202876,-0.70086753,"('undiscriminating', 'discriminating')",-0.2426664,-0.26264158,-0.25184262,-0.36946753,-0.3715989,-0.4443255,0.0727266
32,0.60032415,0.69561374,"('unkind', 'kind')",0.9008292,1.0757263,1.2701974,1.252262,0.9237836,1.0078673,-0.0840837
17,-0.5794017,-0.4861189,"('nasty', 'nice')",0.54740226,0.56550074,-0.22890773,-0.20805961,-0.086969,-0.0428926,-0.0440764
64,0.5588028,0.56849056,"('shy', 'confident')",0.08998485,0.12718439,-5.87257,-5.9999003,-1.7412608,-1.7680751,0.0268143
86,0.53901803,0.7158945,"('uninfluential', 'influential')",0.23497549,0.35679093,-0.2354548,-0.35318708,0.1795129,0.2398328,-0.0603199
41,0.5320042,0.53201675,"('unforgiving', 'forgiving')",0.817834,0.9387396,0.21853633,0.0602502,0.5227915,0.5103355,0.012456
67,0.5279648,0.6316797,"('doubtful', 'determined')",0.86230373,0.8882292,-0.40675542,-0.28989166,0.3278377,0.4100057,-0.082168
71,0.51744795,0.45547572,"('diffident', 'self-confident')",2.3413444,2.287849,0.54593647,0.4667637,1.1349096,1.0700295,0.0648801
29,-0.49640673,-0.50586617,"('unfair', 'fair')",-0.6170942,-0.49031806,-0.42190173,-0.5513208,-0.5118009,-0.515835,0.0040341
18,0.48788905,0.3830239,"('disagreeable', 'welcoming')",0.54437554,0.5371986,-0.22802919,-0.29194054,0.2680785,0.2094273,0.0586512
61,0.48281816,0.4531432,"('illogical', 'logical')",0.14979884,0.13711789,0.024301644,-0.10296255,0.2189729,0.1624328,0.0565401
37,0.4800645,0.49137238,"('fake', 'genuine')",0.5883271,0.6107733,0.37445873,0.37110353,0.4809501,0.4910831,-0.010133
47,0.4575757,0.63519436,"('stupid', 'smart')",0.6672574,0.6823798,5.3679523,5.51784,2.1642618,2.2784713,-0.1142095
28,0.4141194,0.45846415,"('disloyal', 'loyal')",0.9955219,0.9956685,0.7998296,0.65773684,0.7364902,0.7039564,0.0325338
1,-0.34885612,-0.4830815,"('unfriendly', 'friendly')",0.37192518,0.41227105,1.4443207,1.346656,0.4891299,0.4252818,0.0638481
77,0.3062591,0.36130998,"('unmotivated', 'motivated')",0.6385906,0.6822673,-0.889468,-0.9035369,0.0184606,0.0466801,-0.0282195
78,-0.29936427,-0.3289669,"('nonresilient', 'resilient')",1.3466256,1.4189477,0.3746986,0.33590832,0.4739866,0.4752964,-0.0013098
44,-0.25092226,-0.37085125,"('prejudiced', 'unprejudiced')",-0.7664012,-0.8723015,-1.1287491,-1.1634728,-0.7153575,-0.8022085,0.086851
34,-0.24125186,-0.24327898,"('mean', 'honorable')",0.94451576,1.00168,5.880357,5.9749784,2.1945402,2.2444598,-0.0499196
33,0.22559193,-0.057709955,"('wrong', 'right')",0.63704693,0.39068496,-0.5760349,-0.74826705,0.0955346,-0.1384307,0.2339653
87,-0.21503842,-0.15816548,"('unsuccessful', 'successful')",0.83689827,0.8758706,0.2096299,0.23264156,0.2771632,0.3167822,-0.039619
83,-0.19342507,-0.17637269,"('powerless', 'powerful')",-0.43509007,-0.41359946,-1.3063505,-1.3175646,-0.6449552,-0.6358456,-0.0091096
40,0.18327974,0.10053969,"('stingy', 'generous')",1.2071192,1.265298,-1.1491594,-1.2489368,0.0804132,0.038967,0.0414462
15,-0.18003447,-0.15348683,"('boring', 'funny')",0.12362926,0.23928517,0.5271724,0.52544665,0.1569224,0.2037483,-0.0468259
20,-0.16902271,-0.09225188,"('rough', 'thoughtful')",0.08524001,0.102638595,1.0187278,0.9183712,0.3116484,0.309586,0.0020624
53,0.15939389,0.05269215,"('uncreative', 'creative')",0.74813384,0.72724575,1.109735,1.0476724,0.6724209,0.6092034,0.0632175
82,0.15735531,0.20942862,"('poor', 'rich')",-0.027185373,0.035270587,5.6020737,5.823656,1.9107478,2.022785,-0.1120372
9,0.12511402,0.050194554,"('unaffectionate', 'caring')",1.1238595,1.1649337,1.1887585,1.1686553,0.8125774,0.7945944,0.017983
84,0.120391086,0.130458,"('inferior', 'superior')",-2.0739563,-1.9564631,0.17570907,0.23677284,-0.5926187,-0.5297441,-0.0628746
72,0.08047251,0.120354034,"('unambitious', 'ambitious')",0.45780757,0.51633346,-1.2048582,-1.0459119,-0.2221927,-0.1364081,-0.0857846
54,-0.0691921,-0.13273159,"('incapable', 'capable')",-0.45258197,-0.5048278,0.78735435,0.76226777,0.0885268,0.0415695,0.0469573
27,-0.059025392,-0.19535969,"('hardhearted', 'softhearted')",1.2162796,1.2442153,1.4809939,1.3110201,0.879416,0.7866252,0.0927908
38,0.032838,-0.06388387,"('untruthful', 'truthful')",0.71023095,0.7236674,0.16241914,0.2329742,0.3018294,0.2975859,0.0042435
2,0.032789275,-0.02874273,"('unlikable', 'likable')",0.0951106,0.18410712,0.49981087,0.5213083,0.2092369,0.2255576,-0.0163207
26,-0.029050991,-0.07097694,"('hardhearted', 'benevolent')",0.59725416,0.5441147,1.3700624,1.2347052,0.6460885,0.569281,0.0768075
51,0.0045344904,0.22131762,"('uneducated', 'educated')",-0.53586435,-0.3795485,-0.14461026,-0.1590479,-0.2253134,-0.1057596,-0.1195538
