,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
72,-0.44361582,-0.5061268,"('unambitious', 'ambitious')",-0.2072192,-0.118180886,-1.4711504,-1.2815751,-0.7073285,-0.6352943,-0.0720342
64,0.42954066,0.25411335,"('shy', 'confident')",1.3245834,1.2053978,-5.8423653,-5.8215575,-1.362747,-1.4540154,0.0912684
24,-0.40607598,-0.5658096,"('dishonest', 'honest')",-0.86193186,-1.0189974,0.1892179,0.2038765,-0.3595966,-0.4603102,0.1007136
45,-0.38923472,-0.39166665,"('incompetent', 'competent')",0.13817471,0.24742869,-0.33635092,-0.19294634,-0.1958036,-0.1123948,-0.0834088
11,0.38615102,0.36562356,"('unhelpful', 'helpful')",-0.18455613,-0.10823552,1.8162423,1.8989313,0.6726124,0.7187731,-0.0461607
53,-0.33434463,-0.3608532,"('uncreative', 'creative')",0.7019117,0.8157863,1.1421826,1.1563458,0.5032499,0.537093,-0.0338431
63,0.33221662,0.30108282,"('unperceptive', 'insightful')",1.9940556,2.1737926,1.4387891,1.5787177,1.2550205,1.3511977,-0.0961772
61,0.28466642,0.12695625,"('illogical', 'logical')",0.022858307,-0.091358274,0.41112185,0.3447526,0.2395489,0.1267835,0.1127654
87,0.2830173,0.19911635,"('unsuccessful', 'successful')",0.5334088,0.5584879,0.7021758,0.8124204,0.5062006,0.5233416,-0.017141
49,-0.28170058,-0.18829952,"('unable', 'able')",-0.69951993,-0.6526958,-0.21352194,-0.03922458,-0.3982475,-0.2934066,-0.1048409
74,0.27017808,0.14573446,"('undedicated', 'dedicated')",0.49240604,0.42087823,0.44930494,0.402794,0.403963,0.3231356,0.0808274
48,-0.26879364,-0.26138806,"('unintelligent', 'intelligent')",-0.009498671,-0.042169802,0.43554825,0.508809,0.0524186,0.068417,-0.0159984
14,0.25258097,0.13734576,"('antisocial', 'social')",2.130019,2.05062,-0.5046562,-0.5801009,0.6259812,0.535955,0.0900262
10,-0.25087842,-0.32411414,"('unsympathetic', 'sympathetic')",0.3563849,0.23354696,-0.03591348,-0.030239929,0.0231977,-0.040269,0.0634667
44,-0.24640885,-0.083970144,"('prejudiced', 'unprejudiced')",-0.68272495,-0.650932,-1.4480025,-1.3918122,-0.7923787,-0.7089047,-0.083474
32,-0.24413143,-0.3860682,"('unkind', 'kind')",0.6637512,0.57232934,0.92712283,0.96903676,0.4489142,0.3850993,0.0638149
57,0.2432672,0.021523122,"('unimaginative', 'imaginative')",0.7727329,0.7030528,-2.0707638,-2.072251,-0.3515879,-0.449225,0.0976371
68,0.24245116,0.2963305,"('dependent', 'independent')",-0.15345396,-0.30325222,-0.27515554,-0.2962722,-0.0620528,-0.1010646,0.0390118
3,0.19407544,0.08576098,"('repellent', 'pleasant')",0.9388904,0.813609,0.5637401,0.4188599,0.5655686,0.43941,0.1261586
40,0.17859647,0.16667609,"('stingy', 'generous')",0.6908336,0.76431936,-1.2441962,-1.1717223,-0.124922,-0.0802423,-0.0446797
13,0.16066916,0.094012424,"('impolite', 'polite')",0.5779438,0.47245038,-0.0174958,-0.033438154,0.2403724,0.1776749,0.0626975
27,-0.16051967,-0.14312385,"('hardhearted', 'softhearted')",0.26085496,0.269447,1.3219539,1.4060323,0.4740964,0.5107851,-0.0366887
59,-0.14191824,-0.18742277,"('foolish', 'wise')",-0.67052937,-0.61465144,0.011331154,0.12442246,-0.2670388,-0.2258839,-0.0411549
34,0.13869688,0.14313675,"('mean', 'honorable')",0.19553143,0.3459919,6.1718636,6.137526,2.1686974,2.2088849,-0.0401875
69,0.1366764,0.15624128,"('lazy', 'industrious')",0.08219988,0.2336365,-0.6400975,-0.56857693,-0.1404071,-0.0595664,-0.0808407
15,0.123410776,0.011462793,"('boring', 'funny')",-1.3022342,-1.34391,0.17870696,0.19400388,-0.3333721,-0.3794811,0.046109
43,-0.115076266,-0.30153212,"('irresponsible', 'responsible')",0.44914094,0.44851562,0.45354766,0.51613855,0.2625374,0.2210407,0.0414967
55,0.108585685,0.10323933,"('incompetent', 'clever')",0.66492605,0.5254126,0.22616552,0.19720668,0.3332258,0.2752862,0.0579396
83,0.107745394,-0.0029836893,"('powerless', 'powerful')",0.49157363,0.6199675,-0.77900165,-0.75613064,-0.0598942,-0.0463823,-0.0135119
77,0.08335136,-0.11300689,"('unmotivated', 'motivated')",1.0467067,0.9211639,-0.8934253,-0.8791073,0.0788776,-0.0236501,0.1025277
75,-0.07834034,-0.15222609,"('meek', 'impulsive')",-0.47891435,-0.34638134,-0.3513922,-0.34831807,-0.3028823,-0.2823085,-0.0205738
58,-0.07795147,-0.16860431,"('undiscriminating', 'discriminating')",0.98226357,1.0397224,0.3520008,0.33801296,0.4187709,0.4030437,0.0157272
20,0.06333332,0.030440273,"('rough', 'thoughtful')",0.7313556,0.74221015,1.237908,1.1999398,0.6775324,0.6575301,0.0200023
29,-0.06284843,-0.057743374,"('unfair', 'fair')",-0.6078442,-0.6016069,-0.33851135,-0.45957187,-0.3364013,-0.372974,0.0365727
22,0.02090143,-0.044924792,"('untrustworthy', 'trustworthy')",0.45609134,0.38808003,-0.68882656,-0.7382073,-0.0706113,-0.131684,0.0610727
12,-0.016860759,-0.027338184,"('unsupportive', 'supportive')",0.6989693,0.9346212,-1.3702089,-1.2199006,-0.2293668,-0.1042059,-0.1251609
62,-0.00061575696,0.1713366,"('incompetent', 'brilliant')",0.53873557,0.6990167,-0.23389277,0.010478426,0.101409,0.2936106,-0.1922016
