,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
27,-0.24613139,-0.4274091,"('hardhearted', 'softhearted')",1.1896534,0.7088229,0.471761,0.1407069,0.3310541
17,-0.24242485,-0.22244269,"('nasty', 'nice')",-0.6174054,-0.646364,-0.4299151,-0.4344033,0.0044882
15,0.2178233,0.33010542,"('boring', 'funny')",0.33980563,0.38496497,0.2788145,0.3575352,-0.0787207
54,0.1900775,0.19406399,"('incapable', 'capable')",0.810037,0.6906472,0.5000573,0.4423556,0.0577017
26,-0.17180237,-0.3627869,"('hardhearted', 'benevolent')",1.8408011,1.854485,0.8344994,0.7458491,0.0886503
87,-0.12654446,-0.09159848,"('unsuccessful', 'successful')",0.5294231,0.6614209,0.2014393,0.2849112,-0.0834719
16,0.1258125,-0.04527842,"('unpopular', 'popular')",-0.29744765,-0.40984502,-0.0858176,-0.2275617,0.1417441
2,-0.11794865,-0.08519594,"('unlikable', 'likable')",0.6132535,0.6103246,0.2476524,0.2625643,-0.0149119
44,-0.104750186,0.11171656,"('prejudiced', 'unprejudiced')",-1.8177412,-1.5409362,-0.9612457,-0.7146099,-0.2466358
18,-0.06432202,-0.14068162,"('disagreeable', 'welcoming')",-0.84938097,-1.2075634,-0.4568515,-0.6741225,0.217271
47,-0.060241286,0.046959493,"('stupid', 'smart')",5.307671,4.9690027,2.6237149,2.5079811,0.1157338
74,0.049427073,0.0043446133,"('undedicated', 'dedicated')",0.21489105,0.3605881,0.1321591,0.1824664,-0.0503073
29,-0.044645585,-0.06913335,"('unfair', 'fair')",-0.863398,-0.99663013,-0.4540218,-0.5328817,0.0788599
42,-0.042470127,-0.010340251,"('unreliable', 'reliable')",-3.2409465,-2.9142232,-1.6417084,-1.4622817,-0.1794267
78,0.034078572,-0.1379125,"('nonresilient', 'resilient')",0.48459956,0.49975008,0.2593391,0.1809188,0.0784203
37,0.025478464,0.16501722,"('fake', 'genuine')",0.3407619,0.21239004,0.1831202,0.1887036,-0.0055834
64,-0.008037182,0.16084132,"('shy', 'confident')",-6.3260393,-5.804555,-3.1670382,-2.8218567,-0.3451815
