,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
80,0.15849662,-0.013473291,"('dominated', 'dominating')",-1.2323701,-1.2952394,-0.5369368,-0.6543564,0.1174196
88,-0.14939588,-0.21174,"('low', 'eminent')",0.45922318,0.4386418,0.1549136,0.1134509,0.0414627
34,-0.14764963,-0.16010013,"('mean', 'honorable')",5.8840685,5.950061,2.8682094,2.8949804,-0.026771
83,-0.1425567,-0.27997887,"('powerless', 'powerful')",-0.7802477,-0.78822386,-0.4614022,-0.5341014,0.0726992
14,0.13996609,-0.18611845,"('antisocial', 'social')",-0.5676177,-0.79446423,-0.2138258,-0.4902914,0.2764656
37,-0.08949101,-0.06769763,"('fake', 'genuine')",0.3871489,0.42801586,0.1488289,0.1801591,-0.0313302
26,-0.08731533,-0.05747748,"('hardhearted', 'benevolent')",1.5260907,1.7430675,0.7193877,0.842795,-0.1234073
33,0.085535355,0.23676425,"('wrong', 'right')",-0.5107351,-0.40083626,-0.2125999,-0.082036,-0.1305639
22,-0.08318847,-0.16663371,"('untrustworthy', 'trustworthy')",-0.91543466,-0.85424364,-0.4993116,-0.5104387,0.0111271
71,0.066299364,0.12764782,"('diffident', 'self-confident')",0.37879628,0.49300277,0.2225478,0.3103253,-0.0877775
81,0.055941567,-0.16763222,"('submissive', 'aggressive')",-0.28160495,-0.38022617,-0.1128317,-0.2739292,0.1610975
56,-0.025583386,-0.11168542,"('impractical', 'practical')",0.140653,0.05225408,0.0575348,-0.0297157,0.0872505
29,0.01642204,0.051497508,"('unfair', 'fair')",-0.55264056,-0.69703144,-0.2681093,-0.322767,0.0546577
