,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
65,0.20842558,0.0043490306,"('insecure', 'secure')",0.78368676,0.79748136,-0.3401785,-0.12372056,0.2173113,0.2260366,-0.0087253
87,0.16458514,-0.1999276,"('unsuccessful', 'successful')",1.4854609,1.2516166,1.2600234,1.1575798,0.9700232,0.7364229,0.2336003
81,-0.16434091,-0.45167175,"('submissive', 'aggressive')",0.8277672,0.6424168,-0.72897524,-0.6897789,-0.0218497,-0.1663446,0.1444949
32,-0.16230403,-0.09438135,"('unkind', 'kind')",0.47123176,0.69274485,1.1779715,1.2074025,0.495633,0.601922,-0.106289
4,-0.15434913,0.06915256,"('disliked', 'liked')",-0.3973906,-0.4487759,-6.447145,-6.494137,-2.3329616,-2.2912534,-0.0417082
57,0.15054256,-0.105121285,"('unimaginative', 'imaginative')",-0.6909613,-0.9034953,-2.381675,-2.5363781,-0.9740313,-1.1816649,0.2076336
78,0.13011536,-0.046636507,"('nonresilient', 'resilient')",1.2460212,1.108709,0.6138928,0.5240659,0.6633431,0.5287128,0.1346303
5,-0.12582323,0.7222277,"('distant', 'outgoing')",-1.3748469,-1.2536012,-0.20914467,0.021295115,-0.5699383,-0.1700261,-0.3999122
41,0.124738954,0.22227675,"('unforgiving', 'forgiving')",0.49974257,0.52339613,0.34367102,0.39453605,0.3227175,0.3800697,-0.0573522
61,-0.10862184,0.058762595,"('illogical', 'logical')",-0.06205025,-0.050786387,0.34014812,0.35733187,0.056492,0.1217694,-0.0652774
47,-0.10235654,0.08952657,"('stupid', 'smart')",-0.040611025,0.2269615,5.1474185,5.3243937,1.6681503,1.880294,-0.2121437
3,-0.08461562,-0.39972195,"('repellent', 'pleasant')",0.4908515,0.42997783,0.29480517,0.17931822,0.2336803,0.069858,0.1638223
13,-0.080950394,-0.09970273,"('impolite', 'polite')",-0.22639756,0.040854193,-0.106198564,0.08300078,-0.1378488,0.0080507,-0.1458995
85,0.0750646,0.5824275,"('insignificant', 'prestigious')",-0.625577,-0.69886935,0.57173485,0.45148703,0.0070742,0.1116817,-0.1046075
22,0.074945785,-0.011639187,"('untrustworthy', 'trustworthy')",0.8370453,0.7092051,-1.1011431,-1.0151862,-0.0630507,-0.1058734,0.0428227
31,-0.0706346,0.19003257,"('evil', 'good')",-0.8333776,-1.0027784,-0.8319488,-1.0489748,-0.5786537,-0.6205735,0.0419198
52,-0.06773846,0.27687365,"('irrational', 'rational')",-0.88231057,-0.78457713,0.034151547,0.06722789,-0.3052992,-0.1468252,-0.158474
79,0.0623245,0.35114145,"('wavering', 'unwavering')",-1.490948,-1.4576484,0.16506247,0.16574953,-0.421187,-0.3135858,-0.1076012
19,0.057414386,0.56704485,"('inhospitable', 'hospitable')",-1.1219957,-0.89811116,0.28977248,0.446949,-0.2582696,0.0386276,-0.2968972
53,0.053758793,0.25457132,"('uncreative', 'creative')",-0.50437737,-0.36974624,0.958543,1.0202931,0.1693081,0.3017061,-0.132398
35,0.049300857,0.37721014,"('corrupt', 'incorrupt')",-1.6852753,-1.5152348,-0.52097696,-0.57256293,-0.7189838,-0.5701959,-0.1487879
60,-0.04645921,-0.02002167,"('inefficient', 'efficient')",1.2753696,1.6157196,-0.05221723,0.31326652,0.3922311,0.6363215,-0.2440904
51,0.029737987,-0.045883555,"('uneducated', 'educated')",0.64299643,0.6286893,0.9393755,1.0257397,0.53737,0.5361818,0.0011882
0,-0.012410227,-0.13169444,"('unsociable', 'sociable')",0.18107817,0.3169034,-0.5663522,-0.49546924,-0.1325614,-0.1034201,-0.0291413
66,-0.0066958666,0.077047534,"('inactive', 'active')",0.6111502,0.6718906,1.1256391,0.941188,0.5766978,0.5633754,0.0133224
