,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,-0.88115746,-0.9856884,"('lethargic', 'energetic')",-1.9907137,-2.0967455,-1.4359356,-1.541217,0.1052814
14,-0.84278685,-1.3160254,"('antisocial', 'social')",-1.5730877,-2.1257627,-1.2079372,-1.7208941,0.5129569
27,-0.83410835,-0.8855492,"('hardhearted', 'softhearted')",-0.6537997,-0.8227228,-0.7439541,-0.854136,0.1101819
63,-0.82779497,-1.0799619,"('unperceptive', 'insightful')",-0.9931399,-1.1616256,-0.9104674,-1.1207938,0.2103264
12,-0.82729065,-1.0734001,"('unsupportive', 'supportive')",-1.1043468,-1.3145874,-0.9658187,-1.1939938,0.2281751
22,-0.8104601,-0.8563178,"('untrustworthy', 'trustworthy')",-1.1883979,-1.1855763,-0.999429,-1.0209471,0.0215181
66,0.8039778,1.3131242,"('inactive', 'active')",0.9479583,1.2583452,0.875968,1.2857347,-0.4097667
67,-0.8004593,-0.4712507,"('doubtful', 'determined')",-0.6637735,-0.5441791,-0.7321164,-0.5077149,-0.2244015
60,-0.78319013,-0.94287175,"('inefficient', 'efficient')",-1.8317451,-1.827503,-1.3074677,-1.3851874,0.0777197
34,-0.7584381,-0.52190214,"('mean', 'honorable')",-0.79078835,-0.7153537,-0.7746133,-0.6186279,-0.1559854
32,-0.75268394,-0.91665304,"('unkind', 'kind')",-0.4755612,-0.5854005,-0.6141226,-0.7510267,0.1369041
13,-0.6863932,-1.0409626,"('impolite', 'polite')",-2.102665,-2.3817444,-1.3945291,-1.7113535,0.3168244
41,-0.6745903,-0.728843,"('unforgiving', 'forgiving')",-1.0647864,-1.204036,-0.8696884,-0.9664395,0.0967511
4,0.6528663,0.75663966,"('disliked', 'liked')",0.3985983,0.26885644,0.5257323,0.5127481,0.0129842
29,0.6285231,1.0263331,"('unfair', 'fair')",0.85835963,1.2483882,0.7434413,1.1373606,-0.3939193
38,-0.6274395,-0.4420069,"('untruthful', 'truthful')",-1.4482992,-1.2517202,-1.0378693,-0.8468635,-0.1910058
33,0.61526185,0.9257027,"('wrong', 'right')",1.5128268,1.5011319,1.0640444,1.2134173,-0.1493729
68,0.59067553,0.85488164,"('dependent', 'independent')",-0.6043926,-0.4579268,-0.0068585,0.1984774,-0.2053359
40,0.54371864,0.32576516,"('stingy', 'generous')",-0.27146527,-0.49489006,0.1361267,-0.0845625,0.2206892
59,0.51309264,0.7082428,"('foolish', 'wise')",1.7503079,1.9548628,1.1317003,1.3315527,-0.1998524
19,0.5120577,0.7082362,"('inhospitable', 'hospitable')",0.81534195,1.1012578,0.6636999,0.904747,-0.2410471
84,-0.49002862,-0.55719453,"('inferior', 'superior')",0.30467078,0.31670076,-0.0926789,-0.1202469,0.027568
61,0.47685727,0.27950057,"('illogical', 'logical')",0.044292584,-0.041379515,0.2605749,0.1190605,0.1415144
49,-0.39908063,-0.006131023,"('unable', 'able')",-0.30018508,0.048540205,-0.3496329,0.0212046,-0.3708375
2,0.39854652,0.5940113,"('unlikable', 'likable')",1.7461841,1.8557842,1.0723653,1.2248977,-0.1525324
87,0.33632275,0.32299733,"('unsuccessful', 'successful')",0.97173977,0.97743464,0.6540313,0.650216,0.0038153
52,0.32339582,0.0991951,"('irrational', 'rational')",1.7076296,1.4790182,1.0155127,0.7891067,0.226406
50,0.3166985,0.38968277,"('clumsy', 'skillful')",0.62490755,0.7734041,0.470803,0.5815434,-0.1107404
88,-0.30805245,-0.5421849,"('low', 'eminent')",-0.117982075,-0.21541192,-0.2130173,-0.3787984,0.1657811
44,0.29241127,0.6404446,"('prejudiced', 'unprejudiced')",0.25044847,0.2912006,0.2714299,0.4658226,-0.1943927
31,0.2739771,0.33457574,"('evil', 'good')",1.2823129,1.277549,0.778145,0.8060624,-0.0279174
58,-0.27097332,-0.28254312,"('undiscriminating', 'discriminating')",-0.3409593,-0.58173037,-0.3059663,-0.4321367,0.1261704
64,0.24702466,0.22021134,"('shy', 'confident')",-0.42616132,-0.61579424,-0.0895683,-0.1977915,0.1082232
76,-0.24168095,-0.2644229,"('anxious', 'daring')",-0.1506682,-0.03162296,-0.1961746,-0.1480229,-0.0481517
21,-0.23613158,-0.64549214,"('immoral', 'moral')",-0.36141682,-0.74183214,-0.2987742,-0.6936622,0.394888
51,-0.22945087,-0.3932349,"('uneducated', 'educated')",-0.2551338,-0.20073277,-0.2422923,-0.2969838,0.0546915
20,0.2191667,0.4043607,"('rough', 'thoughtful')",0.48270983,0.38684237,0.3509383,0.3956015,-0.0446632
74,-0.21900944,-0.24192753,"('undedicated', 'dedicated')",-0.3793339,-0.3581913,-0.2991717,-0.3000594,0.0008877
24,-0.21413991,-0.23526146,"('dishonest', 'honest')",-0.48396486,-0.45946068,-0.3490524,-0.3473611,-0.0016913
72,-0.20985052,-0.13847797,"('unambitious', 'ambitious')",-1.0426773,-0.64249355,-0.6262639,-0.3904858,-0.2357781
3,-0.20337129,-0.5795736,"('repellent', 'pleasant')",-1.3769847,-1.3081551,-0.790178,-0.9438643,0.1536863
9,-0.2016655,-0.20519182,"('unaffectionate', 'caring')",0.2686997,0.25752836,0.0335171,0.0261683,0.0073488
36,0.1835107,0.03225234,"('hostile', 'amicable')",0.8571429,0.5203943,0.5203268,0.2763233,0.2440035
26,-0.15456578,-0.47726476,"('hardhearted', 'benevolent')",1.2564162,0.8355765,0.5509252,0.1791559,0.3717693
62,0.14958018,0.3230565,"('incompetent', 'brilliant')",-1.6480964,-1.3223965,-0.7492582,-0.49967,-0.2495882
53,-0.14155525,-0.1949425,"('uncreative', 'creative')",0.07010447,0.1639992,-0.0357254,-0.0154717,-0.0202537
16,0.112162955,0.44139734,"('unpopular', 'popular')",0.81249344,1.0366877,0.4623282,0.7390425,-0.2767143
7,0.105796196,-0.3046991,"('insensitive', 'sensitive')",-1.5383134,-1.7191505,-0.7162586,-1.0119249,0.2956663
42,-0.104098216,0.22726585,"('unreliable', 'reliable')",0.6663348,0.747229,0.2811183,0.4872474,-0.2061291
5,-0.08364,0.5093027,"('distant', 'outgoing')",1.3834608,1.7548128,0.6499104,1.1320578,-0.4821474
79,0.078551784,0.12051889,"('wavering', 'unwavering')",1.085088,1.2050965,0.5818199,0.6628077,-0.0809878
17,-0.07448294,-0.35058242,"('nasty', 'nice')",-0.79227614,-0.9410175,-0.4333795,-0.6458,0.2124205
25,0.06691075,0.16106372,"('egoistic', 'altruistic')",0.80390203,1.0848211,0.4354064,0.6229424,-0.187536
54,-0.048428945,0.46491125,"('incapable', 'capable')",0.48586556,1.045419,0.2187183,0.7551651,-0.5364468
39,0.03868372,-0.1699495,"('exploitative', 'cooperative')",-0.5664748,-0.54918665,-0.2638955,-0.3595681,0.0956726
83,-0.037073404,-0.026178807,"('powerless', 'powerful')",-0.45549247,-0.72149855,-0.2462829,-0.3738387,0.1275558
15,0.018713754,-0.054954857,"('boring', 'funny')",1.5522331,1.5800409,0.7854734,0.762543,0.0229304
71,-0.0043205693,0.25520232,"('diffident', 'self-confident')",-0.5792793,-0.32297492,-0.2917999,-0.0338863,-0.2579136
