,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
84,-0.3062978,-0.17544767,"('inferior', 'superior')",-0.13931729,-0.17767245,0.3001039,0.3200274,-0.0485037,-0.0110309,-0.0374728
15,-0.30422252,-0.31194097,"('boring', 'funny')",0.65091956,0.5742207,0.39871174,0.31258887,0.2484696,0.1916229,0.0568467
50,0.30301225,0.3785024,"('clumsy', 'skillful')",-0.2816941,-0.26096845,-0.18205841,-0.18392983,-0.0535801,-0.022132,-0.0314481
51,-0.2780218,-0.3683028,"('uneducated', 'educated')",-0.43619812,-0.33272877,0.1729997,0.39359853,-0.1804067,-0.1024777,-0.077929
23,0.25364882,0.37649179,"('insincere', 'sincere')",0.6383769,0.99088407,5.8847632,5.7542086,2.2589296,2.3738615,-0.1149319
65,0.24473858,0.015067346,"('insecure', 'secure')",0.42021435,0.4863539,0.52218676,0.6016556,0.3957132,0.3676923,0.0280209
66,0.22406763,-0.09118001,"('inactive', 'active')",-0.46799153,-0.54648596,0.4788641,0.29468885,0.0783134,-0.1143257,0.1926391
41,-0.21215758,-0.061932277,"('unforgiving', 'forgiving')",-0.25501132,-0.29205212,0.097006895,0.19210455,-0.1233873,-0.0539599,-0.0694274
33,0.19443725,0.27023557,"('wrong', 'right')",0.5305758,0.54407316,-0.65224546,-0.71913344,0.0242559,0.0317251,-0.0074692
47,0.18044147,-0.0039180815,"('stupid', 'smart')",1.5011328,1.4854734,5.540405,5.2706013,2.4073264,2.2507189,0.1566075
71,0.14492843,0.24595845,"('diffident', 'self-confident')",1.8866575,2.02223,0.22090234,0.2686739,0.7508295,0.8456208,-0.0947913
4,-0.14474006,0.15449888,"('disliked', 'liked')",-0.07105068,-0.17959946,-6.907304,-6.595566,-2.3743649,-2.2068888,-0.1674761
75,0.13570552,0.09168436,"('meek', 'impulsive')",-1.0233053,-1.1442564,-0.25742722,-0.3742436,-0.3816756,-0.4756052,0.0939296
57,0.120283864,0.11368324,"('unimaginative', 'imaginative')",0.017608369,0.2064276,-3.2427847,-3.0495884,-1.0349642,-0.9098259,-0.1251383
0,-0.10463203,-0.29244792,"('unsociable', 'sociable')",0.9744776,1.0859863,-0.3304115,-0.16060245,0.1798114,0.2109786,-0.0311672
68,0.100529894,0.049194746,"('dependent', 'independent')",-0.8745054,-0.7287223,-1.7046672,-1.7158555,-0.8262142,-0.798461,-0.0277532
77,-0.08519004,-0.0077447193,"('unmotivated', 'motivated')",-0.14136797,0.19373408,-1.4052147,-1.1542159,-0.5439242,-0.3227422,-0.221182
59,-0.06990984,0.052210778,"('foolish', 'wise')",0.24232435,0.092733696,0.21224919,0.036202036,0.1282212,0.0603822,0.067839
24,0.061104517,0.1332523,"('dishonest', 'honest')",-0.19203322,-0.06281143,0.7489946,0.6735793,0.206022,0.2480067,-0.0419847
83,-0.040699158,-0.16516453,"('powerless', 'powerful')",0.56138444,0.5834362,-1.0093027,-1.0025337,-0.1628725,-0.194754,0.0318815
69,0.039489247,0.005325217,"('lazy', 'industrious')",0.04808854,-0.11568533,-1.0666498,-1.1410685,-0.3263573,-0.4171429,0.0907856
3,0.0379784,0.1871361,"('repellent', 'pleasant')",-0.9406534,-0.632485,0.51480085,0.60357696,-0.1292914,0.0527427,-0.1820341
38,0.026908118,0.077595785,"('untruthful', 'truthful')",-0.27455026,-0.12679757,-0.020916164,0.012559456,-0.0895194,-0.0122141,-0.0773053
20,-0.014468659,-0.17745677,"('rough', 'thoughtful')",0.45729205,0.392529,0.32933995,0.23118316,0.2573878,0.1487518,0.108636
34,0.005641196,-0.08213697,"('mean', 'honorable')",-0.19608428,-0.11819145,5.441365,5.188653,1.7503072,1.6627749,0.0875323
58,0.0026764106,-0.073160455,"('undiscriminating', 'discriminating')",0.2646435,0.45971778,-0.14332978,-0.12933181,0.04133,0.0857418,-0.0444118
