,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
65,1.0625112,0.98203015,"('insecure', 'secure')",-0.58633614,-0.71053094,-0.11660683,-0.12289822,0.1198561,0.0495337,0.0703224
21,1.0423813,0.82643986,"('immoral', 'moral')",-0.85810983,-0.8882407,-0.8159711,-0.7792849,-0.2105665,-0.2803619,0.0697954
64,1.0338284,0.8948491,"('shy', 'confident')",0.36625713,0.3706608,-5.726518,-5.7800364,-1.4421442,-1.5048421,0.0626979
25,-0.99632037,-0.951786,"('egoistic', 'altruistic')",-0.38718688,-0.37178382,1.4320146,1.4001899,0.0161691,0.02554,-0.0093709
9,-0.93484116,-0.91343874,"('unaffectionate', 'caring')",-1.1277947,-0.99418813,1.470515,1.5075258,-0.1973736,-0.133367,-0.0640066
43,0.858366,0.6263356,"('irresponsible', 'responsible')",-0.7122875,-0.77258515,0.7487413,0.9270329,0.2982733,0.2602611,0.0380122
75,-0.8343224,-0.7755568,"('meek', 'impulsive')",0.9026344,0.99144226,-0.55578905,-0.5855179,-0.1624924,-0.1232108,-0.0392816
82,-0.7883912,-0.54800284,"('poor', 'rich')",-0.080461405,-0.014365308,5.6332574,5.8255706,1.5881349,1.7544009,-0.166266
44,0.75901693,0.70098424,"('prejudiced', 'unprejudiced')",0.20374237,0.18854558,-1.651643,-1.6955848,-0.2296279,-0.268685,0.0390571
76,0.74229765,0.646444,"('anxious', 'daring')",-0.5240276,-0.60919464,0.4348897,0.39660552,0.2177199,0.1446183,0.0731016
55,0.74228644,0.5164072,"('incompetent', 'clever')",-1.125384,-1.3323263,0.17261133,0.18958318,-0.0701621,-0.2087786,0.1386165
37,0.7363084,0.56030536,"('fake', 'genuine')",0.3085589,0.31136495,0.60711145,0.7517904,0.5506596,0.5411536,0.009506
78,-0.72954154,-0.9047726,"('nonresilient', 'resilient')",-0.89265484,-0.8377376,0.5268112,0.39209467,-0.3651284,-0.4501385,0.0850101
73,0.7246841,0.8322122,"('helpless', 'self-reliant')",1.4425583,1.7438574,-2.9429195,-2.8864172,-0.258559,-0.1034492,-0.1551098
67,0.71979296,0.7513379,"('doubtful', 'determined')",0.78541434,0.7924413,-0.657621,-0.48136088,0.2825288,0.3541394,-0.0716106
70,0.7155438,0.56047934,"('lethargic', 'energetic')",-0.27194196,-0.36313084,1.11314,1.0194303,0.5189139,0.4055929,0.113321
13,0.6803203,0.4565155,"('impolite', 'polite')",-0.6438912,-0.62312466,-0.1376342,0.011522733,-0.033735,-0.0516955,0.0179605
38,-0.65807176,-0.6512072,"('untruthful', 'truthful')",-0.5108211,-0.4887842,0.027872011,0.21022427,-0.3803403,-0.3099224,-0.0704179
17,-0.6281452,-0.5818056,"('nasty', 'nice')",-0.47678497,-0.57808954,-0.69605356,-0.73283243,-0.6003279,-0.6309092,0.0305813
24,0.62336844,0.5713047,"('dishonest', 'honest')",-0.84043497,-0.8376223,0.86056113,1.0453452,0.2144982,0.2596759,-0.0451777
46,0.5752875,0.23730537,"('uncompetitive', 'competitive')",-1.6956717,-1.7817125,-0.2195868,-0.23674127,-0.446657,-0.5937161,0.1470591
18,-0.5671678,-0.38653696,"('disagreeable', 'welcoming')",-0.26669315,-0.093336,-0.30635327,-0.23897961,-0.3800714,-0.2396175,-0.1404539
4,-0.5512154,-0.49327138,"('disliked', 'liked')",0.25563294,0.30156264,-5.969956,-6.0924683,-2.0885127,-2.0947256,0.0062129
54,-0.51749635,-0.37984616,"('incapable', 'capable')",-0.32145378,-0.28225833,0.9075174,0.86336124,0.0228557,0.0670856,-0.0442299
30,0.50766295,0.4992961,"('intolerant', 'tolerant')",-0.5055827,-0.5139177,1.0950218,1.1605052,0.3657007,0.3819612,-0.0162605
72,-0.50588876,-0.41284838,"('unambitious', 'ambitious')",-1.229296,-1.1312257,-0.80894464,-0.56530017,-0.8480431,-0.7031248,-0.1449183
2,0.4867975,0.4992784,"('unlikable', 'likable')",0.026335659,0.11184754,0.73838484,0.82295144,0.4171727,0.4780258,-0.0608531
29,0.48260406,0.42619696,"('unfair', 'fair')",0.5600795,0.44799525,-0.52798545,-0.40869755,0.171566,0.1551649,0.0164011
68,0.48013094,0.38411036,"('dependent', 'independent')",0.34789437,0.18035673,-0.47233593,-0.5111928,0.1185631,0.0177581,0.100805
84,0.47204635,0.35227793,"('inferior', 'superior')",0.37026355,0.38690662,1.01009,1.0115225,0.6174666,0.583569,0.0338976
86,-0.44551983,-0.6714816,"('uninfluential', 'influential')",-1.7180117,-1.7937357,0.06908549,-0.012275867,-0.6981486,-0.8258311,0.1276825
28,-0.4365235,-0.31672642,"('disloyal', 'loyal')",-0.46276504,-0.4471622,0.89228845,1.1294112,-0.0023334,0.1218409,-0.1241743
11,0.42793176,0.38105583,"('unhelpful', 'helpful')",-0.7994504,-0.7998444,2.075624,2.3098886,0.5680351,0.6303667,-0.0623316
52,-0.42689952,-0.44503668,"('irrational', 'rational')",-0.25831473,-0.40504745,0.14194758,0.04661671,-0.1810889,-0.2678225,0.0867336
61,0.42412648,0.2882225,"('illogical', 'logical')",-1.071109,-1.1803889,0.4456148,0.4072363,-0.0671226,-0.1616434,0.0945208
49,-0.4140321,-0.277024,"('unable', 'able')",-1.14638,-1.0455583,-0.3714793,-0.23313758,-0.6439638,-0.5185733,-0.1253905
59,-0.3816527,-0.2832206,"('foolish', 'wise')",1.3753171,1.3456466,0.5307816,0.51252973,0.5081487,0.5249853,-0.0168366
45,0.3716391,0.24833362,"('incompetent', 'competent')",-0.582992,-0.7718103,-0.040942233,0.028913483,-0.0840984,-0.1648544,0.080756
12,-0.35620648,-0.51435417,"('unsupportive', 'supportive')",-0.7650323,-0.7494484,-1.2544384,-1.2457047,-0.7918924,-0.8365024,0.04461
23,0.34496787,0.3961368,"('insincere', 'sincere')",-0.8768746,-0.8961706,5.3909388,5.7395597,1.6196774,1.7465086,-0.1268312
74,0.30643433,0.20683861,"('undedicated', 'dedicated')",0.41664028,0.25224707,0.3531901,0.43691227,0.3587549,0.298666,0.0600889
22,0.29537863,0.19380495,"('untrustworthy', 'trustworthy')",0.23196581,0.15248096,-0.5301187,-0.5417768,-0.0009247,-0.0651636,0.0642389
83,0.2840665,0.118918344,"('powerless', 'powerful')",-1.0324917,-1.0750538,-0.85966045,-0.74748176,-0.5360285,-0.5678724,0.0318439
88,-0.25125355,-0.34400037,"('low', 'eminent')",-0.3069336,-0.531633,0.49524754,0.46787968,-0.0209799,-0.1359179,0.114938
77,-0.23815054,-0.3778286,"('unmotivated', 'motivated')",-1.075179,-1.204257,-1.0350158,-1.0930063,-0.7827818,-0.8916972,0.1089154
40,0.21711798,0.23112835,"('stingy', 'generous')",-0.13364363,0.053070787,-1.1617879,-1.195486,-0.3594378,-0.3037623,-0.0556755
63,-0.20294268,-0.3216062,"('unperceptive', 'insightful')",-0.66042995,-0.7350957,1.4101892,1.3885442,0.1822722,0.1106141,0.0716581
87,0.19063164,-0.15036981,"('unsuccessful', 'successful')",-0.2539731,-0.60611165,0.80675286,0.65269876,0.2478038,-0.0345942,0.282398
50,-0.19014727,-0.16869278,"('clumsy', 'skillful')",1.215259,1.1655356,0.7657397,0.6264829,0.5969505,0.5411086,0.0558419
41,-0.18611896,-0.1585356,"('unforgiving', 'forgiving')",-0.94385135,-0.7521205,-0.064120084,-0.012041148,-0.3980301,-0.3075657,-0.0904644
57,-0.1758808,-0.41245484,"('unimaginative', 'imaginative')",-1.4775113,-1.5400074,-2.0450554,-2.2237816,-1.2328158,-1.3920813,0.1592655
20,0.17224057,-0.011815205,"('rough', 'thoughtful')",-0.029197827,-0.17932203,1.2910053,1.2950041,0.478016,0.3679556,0.1100604
58,-0.15283373,-0.25751954,"('undiscriminating', 'discriminating')",-1.1988584,-1.1682341,0.22744226,0.18757987,-0.3747499,-0.4127246,0.0379747
3,0.13302267,0.08089925,"('repellent', 'pleasant')",-0.4469836,-0.60652727,0.06508759,0.07388814,-0.0829578,-0.15058,0.0676222
47,0.091820374,0.11461778,"('stupid', 'smart')",-0.055629812,-0.15049303,4.761642,4.9075627,1.5992775,1.6238958,-0.0246183
71,0.08507945,0.13668863,"('diffident', 'self-confident')",-0.21433759,-0.22644311,0.61081,0.5815175,0.1605173,0.163921,-0.0034037
10,-0.08315589,-0.27020606,"('unsympathetic', 'sympathetic')",-2.049344,-2.1229265,0.18553331,0.26085457,-0.6489889,-0.7107593,0.0617704
51,-0.077685386,-0.029531647,"('uneducated', 'educated')",0.10839755,0.06283002,0.3722495,0.496543,0.1343206,0.1766138,-0.0422932
48,-0.06947949,-0.018009316,"('unintelligent', 'intelligent')",-1.4494442,-1.3916086,0.6417568,0.75912887,-0.292389,-0.2168297,-0.0755593
32,-0.06931798,-0.17340836,"('unkind', 'kind')",-0.8728723,-1.0639102,1.2962174,1.220807,0.1180091,-0.0055039,0.123513
15,-0.062050797,-0.18475495,"('boring', 'funny')",-0.05368556,-0.047944076,0.29669103,0.20247556,0.0603182,-0.0100745,0.0703927
26,0.056281574,0.001677502,"('hardhearted', 'benevolent')",-0.25958395,-0.34812292,1.884063,1.7973648,0.5602535,0.4836398,0.0766137
69,0.04875298,-0.06626285,"('lazy', 'industrious')",1.5625396,1.5049365,-0.40320748,-0.5453209,0.402695,0.2977842,0.1049108
0,-0.026720226,-0.24105023,"('unsociable', 'sociable')",-1.4077725,-1.6017605,-0.36919945,-0.38514182,-0.6012308,-0.7426508,0.14142
33,-0.021295484,-0.13400714,"('wrong', 'right')",0.8647119,0.84115386,-0.4451603,-0.5238856,0.132752,0.061087,0.071665
34,-0.018068645,-0.070204586,"('mean', 'honorable')",-0.743155,-0.74387985,5.6441956,5.786695,1.6276573,1.6575368,-0.0298795
