,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
88,-0.5291101,-0.64545894,"('low', 'eminent')",0.36036152,0.2947942,-0.0843743,-0.1753324,0.0909581
2,0.5228854,0.7643466,"('unlikable', 'likable')",0.37987116,0.6219617,0.4513783,0.6931542,-0.2417759
82,-0.5196485,-0.35605145,"('poor', 'rich')",5.1594315,5.673327,2.3198915,2.6586378,-0.3387463
26,0.42505553,0.3280878,"('hardhearted', 'benevolent')",1.5980697,1.5363907,1.0115626,0.9322392,0.0793234
78,-0.42361647,-0.60144114,"('nonresilient', 'resilient')",1.0699512,0.6960371,0.3231674,0.047298,0.2758694
20,-0.41397047,-0.6021048,"('rough', 'thoughtful')",1.3042353,1.0695224,0.4451324,0.2337088,0.2114236
16,0.41373953,0.21591106,"('unpopular', 'popular')",0.2792678,0.2459144,0.3465037,0.2309127,0.115591
77,-0.4021261,-0.34340343,"('unmotivated', 'motivated')",-0.82334876,-0.9406163,-0.6127374,-0.6420099,0.0292725
29,0.37577632,0.21417472,"('unfair', 'fair')",-0.36869463,-0.4600347,0.0035408,-0.12293,0.1264708
27,-0.36094165,-0.6681967,"('hardhearted', 'softhearted')",1.5128826,1.1427139,0.5759705,0.2372586,0.3387119
68,-0.3296092,-0.41089115,"('dependent', 'independent')",0.20984752,-0.055842407,-0.0598808,-0.2333668,0.173486
80,-0.30819646,-0.30374208,"('dominated', 'dominating')",-0.72522724,-1.0508418,-0.5167118,-0.6772919,0.1605801
71,0.2413692,0.31858668,"('diffident', 'self-confident')",0.5457915,0.5132312,0.3935803,0.4159089,-0.0223286
9,-0.23459494,-0.20643859,"('unaffectionate', 'caring')",1.0549242,1.2156285,0.4101647,0.504595,-0.0944303
64,-0.22831321,0.013529612,"('shy', 'confident')",-5.8088264,-6.279229,-3.0185699,-3.1328497,0.1142798
39,0.22522864,0.46584153,"('exploitative', 'cooperative')",-0.0014425088,0.07444987,0.1118931,0.2701457,-0.1582526
74,0.21603349,0.2741722,"('undedicated', 'dedicated')",0.28480017,0.15277031,0.2504168,0.2134712,0.0369456
18,-0.1877997,0.0050313845,"('disagreeable', 'welcoming')",-0.5035754,-0.43325624,-0.3456875,-0.2141124,-0.1315751
51,-0.18731475,-0.2763016,"('uneducated', 'educated')",1.3649204,0.9921065,0.5888028,0.3579025,0.2309003
84,0.17999715,0.17647067,"('inferior', 'superior')",1.1805195,1.3181467,0.6802583,0.7473087,-0.0670504
67,-0.13477474,0.061650574,"('doubtful', 'determined')",-0.7376122,-0.34670094,-0.4361935,-0.1425252,-0.2936683
17,-0.11437056,-0.25720263,"('nasty', 'nice')",-0.2246244,-0.38116163,-0.1694975,-0.3191821,0.1496846
42,-0.108013384,0.23581715,"('unreliable', 'reliable')",-2.9572237,-3.0955112,-1.5326185,-1.429847,-0.1027715
54,0.09136805,-0.011248566,"('incapable', 'capable')",1.1398597,1.2957479,0.6156139,0.6422496,-0.0266357
37,0.09002313,-0.15708871,"('fake', 'genuine')",0.5227343,0.46860275,0.3063787,0.155757,0.1506217
40,-0.08624837,-0.1179391,"('stingy', 'generous')",-1.115819,-1.4972116,-0.6010337,-0.8075753,0.2065416
52,-0.03643027,-0.3924594,"('irrational', 'rational')",-0.18182625,-0.15028337,-0.1091283,-0.2713714,0.1622431
8,0.010899037,-0.15250519,"('unaffectionate', 'affectionate')",0.64533806,0.82946974,0.3281186,0.3384823,-0.0103637
15,-0.005709907,-0.111353226,"('boring', 'funny')",0.27831742,0.26170218,0.1363038,0.0751745,0.0611293
