,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
71,0.5906577,0.6863381,"('diffident', 'self-confident')",0.7419504,0.6443917,0.6973614,0.6126793,0.6766565,0.6478031,0.0288534
8,-0.5821323,-0.58391035,"('unaffectionate', 'affectionate')",-0.45190755,-0.25524434,0.3207624,0.54248697,-0.2377592,-0.0988893,-0.1388699
42,0.54350156,0.45350602,"('unreliable', 'reliable')",0.38410503,0.38423058,-2.5138605,-2.645338,-0.5287513,-0.6025338,0.0737825
40,-0.5342256,-0.45023984,"('stingy', 'generous')",-0.41972208,-0.19026999,-1.3541392,-1.3188148,-0.7693623,-0.6531082,-0.1162541
67,0.53004116,0.6656141,"('doubtful', 'determined')",0.29026055,0.21451534,-0.5012992,-0.4670921,0.1063342,0.1376791,-0.0313449
50,-0.4949426,-0.50553715,"('clumsy', 'skillful')",-0.1554564,-0.000997059,0.37628192,0.4556294,-0.0913724,-0.0169683,-0.0744041
15,-0.49155307,-0.36289513,"('boring', 'funny')",0.08814035,0.040653706,0.26976272,0.24051856,-0.04455,-0.027241,-0.017309
57,0.47755915,-0.08768743,"('unimaginative', 'imaginative')",-0.1619606,-0.3388229,-1.8766534,-2.1157002,-0.5203516,-0.8474035,0.3270519
32,0.47714975,0.23881364,"('unkind', 'kind')",-0.43328685,-0.31643432,0.91984487,0.94097257,0.3212359,0.287784,0.0334519
23,0.46748966,0.057470873,"('insincere', 'sincere')",0.22512639,0.13424248,5.275856,5.2460504,1.9894907,1.8125879,0.1769028
11,-0.4313708,-0.8924772,"('unhelpful', 'helpful')",0.26719484,0.06931053,2.100358,1.974534,0.645394,0.3837891,0.2616049
9,0.39730403,0.34300926,"('unaffectionate', 'caring')",-0.05064974,0.22888395,0.8687626,1.012612,0.405139,0.5281684,-0.1230294
26,0.38838822,0.3796577,"('hardhearted', 'benevolent')",1.6608318,1.6863673,1.7641782,1.9968177,1.2711328,1.3542809,-0.0831481
82,-0.3658601,-0.76797026,"('poor', 'rich')",-0.8565664,-1.1361158,5.12412,5.0410366,1.3005646,1.0456502,0.2549144
19,-0.34484982,-0.21021992,"('inhospitable', 'hospitable')",-1.0008268,-0.772979,-0.29928637,-0.10104154,-0.548321,-0.3614135,-0.1869075
47,-0.34005907,-0.3904261,"('stupid', 'smart')",0.011814747,-0.10114713,4.5875325,4.5825768,1.4197628,1.3636678,0.056095
3,0.31197226,0.26373193,"('repellent', 'pleasant')",-0.4168628,-0.3245993,0.104144,0.0893179,-0.0002488,0.0094835,-0.0097323
53,0.29840764,0.23522626,"('uncreative', 'creative')",-0.49537432,-0.38848063,0.7553868,0.8571439,0.1861401,0.2346298,-0.0484897
25,0.24542215,0.34366745,"('egoistic', 'altruistic')",0.14895087,0.43322274,1.2580477,1.4011271,0.5508069,0.7260057,-0.1751988
81,0.24016628,0.122403964,"('submissive', 'aggressive')",0.45952773,0.26755708,-0.20856068,-0.47306472,0.1637111,-0.0277012,0.1914123
10,0.23637155,-0.10737281,"('unsympathetic', 'sympathetic')",-0.9621966,-0.85509324,-0.1807187,-0.3074181,-0.3021813,-0.4232947,0.1211134
63,-0.22999,-0.42025435,"('unperceptive', 'insightful')",0.9177617,0.80886203,1.3787341,1.2573451,0.6888353,0.5486509,0.1401844
58,0.2258488,-0.33954027,"('undiscriminating', 'discriminating')",0.4445691,0.27558032,0.23708537,0.077477366,0.3025011,0.0045058,0.2979953
28,0.22170946,0.021184236,"('disloyal', 'loyal')",-0.2838292,-0.23140335,0.7733226,0.72702044,0.2370676,0.1722671,0.0648005
80,0.21832423,0.110974245,"('dominated', 'dominating')",0.0152986795,-0.028217278,-0.86382735,-1.0703772,-0.2100681,-0.3292067,0.1191386
27,-0.21070608,-0.2347226,"('hardhearted', 'softhearted')",-0.33658063,-0.19807559,0.99470824,1.0249983,0.1491405,0.1974,-0.0482595
38,-0.19691265,-0.45071775,"('untruthful', 'truthful')",-0.36418962,-0.27435273,-0.043879442,0.08293636,-0.2016606,-0.2140447,0.0123841
61,0.19003126,0.35707885,"('illogical', 'logical')",-0.47798383,-0.33357134,0.24147302,0.33174717,-0.0154932,0.1184182,-0.1339114
68,-0.17172188,-0.34614143,"('dependent', 'independent')",0.07299274,-0.077249706,-0.7332313,-0.89105225,-0.2773201,-0.4381478,0.1608277
1,-0.11756007,-0.23732984,"('unfriendly', 'friendly')",0.15778923,0.27146834,1.5376872,1.7285023,0.5259721,0.5875469,-0.0615748
33,0.11097425,0.33736014,"('wrong', 'right')",0.5674019,0.6521958,-0.6864064,-0.53016925,-0.0026767,0.1531289,-0.1558056
29,0.106856234,0.22188519,"('unfair', 'fair')",-0.77316564,-0.6285436,-0.59900534,-0.51223636,-0.4217716,-0.3062983,-0.1154733
69,-0.104403704,0.34272206,"('lazy', 'industrious')",1.6160449,1.6007684,-0.48760375,-0.34725195,0.3413458,0.5320795,-0.1907337
17,-0.10076669,0.0045593716,"('nasty', 'nice')",-1.6104475,-1.4222587,-0.68923366,-0.62363476,-0.8001493,-0.6804447,-0.1197046
54,-0.09651237,0.0727958,"('incapable', 'capable')",0.165923,0.17664222,0.884568,1.0309892,0.3179929,0.4268091,-0.1088162
78,-0.08263266,-0.05499579,"('nonresilient', 'resilient')",0.33362445,0.32981804,0.70879716,0.5125857,0.3199296,0.2624693,0.0574603
59,0.05760081,0.18650952,"('foolish', 'wise')",0.3302205,0.41545808,0.3543622,0.47297746,0.2473945,0.358315,-0.1109205
83,0.025961254,-0.052068114,"('powerless', 'powerful')",-0.23352188,-0.12329981,-0.65073276,-0.7767698,-0.2860978,-0.3173792,0.0312814
87,0.025597125,0.22079058,"('unsuccessful', 'successful')",1.2632549,1.0313888,1.3852668,1.2913692,0.8913729,0.8478495,0.0435234
