,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
81,0.6100038,0.35996354,"('submissive', 'aggressive')",-0.6728497,-0.6551938,-0.0314229,-0.1476151,0.1161922
37,0.60834724,0.4012306,"('fake', 'genuine')",0.33563033,0.27984804,0.4719888,0.3405393,0.1314495
35,-0.5984419,-0.50953966,"('corrupt', 'incorrupt')",-0.7096079,-0.7523034,-0.6540249,-0.6309215,-0.0231034
49,-0.5920663,-0.6009774,"('unable', 'able')",-0.17012694,-0.22152735,-0.3810966,-0.4112524,0.0301558
63,-0.56343555,-0.5647137,"('unperceptive', 'insightful')",0.8137466,0.6025056,0.1251555,0.018896,0.1062595
71,0.5613977,0.3931686,"('diffident', 'self-confident')",0.3381616,0.15333553,0.4497796,0.2732521,0.1765275
38,-0.5543473,-0.38629445,"('untruthful', 'truthful')",-0.16247034,-0.15616666,-0.3584088,-0.2712305,-0.0871783
17,-0.5463431,-0.49147445,"('nasty', 'nice')",-0.6577536,-0.6457688,-0.6020483,-0.5686216,-0.0334267
61,-0.5287433,-0.5927323,"('illogical', 'logical')",0.7170131,0.6605733,0.0941349,0.0339205,0.0602144
47,-0.52580404,-0.24120785,"('stupid', 'smart')",4.961801,4.901128,2.2179985,2.3299599,-0.1119614
10,-0.5082852,-0.6743252,"('unsympathetic', 'sympathetic')",-0.47091958,-0.5732882,-0.4896024,-0.6238067,0.1342043
39,0.5040046,0.58691525,"('exploitative', 'cooperative')",0.018720666,0.08121853,0.2613626,0.3340669,-0.0727043
64,0.48933172,0.21317416,"('shy', 'confident')",-6.0287943,-5.8495884,-2.7697313,-2.818207,0.0484757
56,0.4892603,0.4795009,"('impractical', 'practical')",-0.49028876,-0.28289443,-0.0005142,0.0983032,-0.0988174
54,-0.4516316,-0.4632839,"('incapable', 'capable')",0.6574474,0.5838341,0.1029079,0.0602751,0.0426328
70,0.4510455,0.33579805,"('lethargic', 'energetic')",0.25566262,0.21283776,0.3533541,0.2743179,0.0790362
60,0.44756716,0.34895608,"('inefficient', 'efficient')",0.034870714,0.1578349,0.2412189,0.2533955,-0.0121766
5,-0.44748116,-0.10142682,"('distant', 'outgoing')",-0.29430023,-0.2757554,-0.3708907,-0.1885911,-0.1822996
72,-0.4451496,-0.34719095,"('unambitious', 'ambitious')",-0.5462456,-0.625157,-0.4956976,-0.486174,-0.0095236
29,-0.43658563,-0.31173736,"('unfair', 'fair')",0.008275375,-0.015901439,-0.2141551,-0.1638194,-0.0503357
84,0.42013133,0.53285027,"('inferior', 'superior')",0.911305,1.0179952,0.6657182,0.7754228,-0.1097046
21,0.38758498,0.12595072,"('immoral', 'moral')",-0.26824152,-0.40046653,0.0596717,-0.1372579,0.1969296
50,0.38150236,0.33781382,"('clumsy', 'skillful')",0.048991024,-0.13313591,0.2152467,0.102339,0.1129077
75,-0.37204838,-0.056730427,"('meek', 'impulsive')",-0.98301506,-0.8911665,-0.6775317,-0.4739485,-0.2035832
22,0.36426023,0.33598766,"('untrustworthy', 'trustworthy')",-0.5204414,-0.58767366,-0.0780906,-0.125843,0.0477524
43,-0.35411674,-0.2704645,"('irresponsible', 'responsible')",0.24039277,0.1876532,-0.056862,-0.0414057,-0.0154563
55,0.3494337,-0.0039515942,"('incompetent', 'clever')",0.61725664,0.37171763,0.4833452,0.183883,0.2994622
68,0.34547034,0.14494805,"('dependent', 'independent')",-0.5786053,-0.8109663,-0.1165675,-0.3330091,0.2164416
62,0.3038753,0.2180484,"('incompetent', 'brilliant')",0.5181322,0.49732473,0.4110038,0.3576866,0.0533172
18,-0.27958298,-0.10807608,"('disagreeable', 'welcoming')",-0.33579755,-0.55103683,-0.3076903,-0.3295565,0.0218662
65,0.25848305,0.14296709,"('insecure', 'secure')",-0.09693051,-0.036988713,0.0807763,0.0529892,0.0277871
74,-0.23396714,-0.10616043,"('undedicated', 'dedicated')",-0.1937715,-0.2637397,-0.2138693,-0.1849501,-0.0289192
83,-0.23183176,-0.2573703,"('powerless', 'powerful')",-0.8365098,-0.8934516,-0.5341708,-0.575411,0.0412402
11,-0.20916001,0.031017346,"('unhelpful', 'helpful')",1.6069479,1.5850447,0.698894,0.808031,-0.109137
82,-0.1785093,-0.059807427,"('poor', 'rich')",5.9950867,5.906314,2.9082887,2.9232533,-0.0149646
67,0.17601961,0.36830607,"('doubtful', 'determined')",-0.6335015,-0.41873586,-0.228741,-0.0252149,-0.2035261
23,0.16933638,0.22995214,"('insincere', 'sincere')",5.683182,5.463169,2.926259,2.8465607,0.0796983
3,-0.16791214,-0.2624207,"('repellent', 'pleasant')",0.8237303,0.75004405,0.3279091,0.2438117,0.0840974
24,-0.14425163,0.0039809784,"('dishonest', 'honest')",0.5564773,0.53159934,0.2061128,0.2677902,-0.0616774
2,0.13560252,0.14645673,"('unlikable', 'likable')",0.71329796,0.81990623,0.4244502,0.4831815,-0.0587313
13,0.12804736,0.14452367,"('impolite', 'polite')",-0.73315006,-0.7139685,-0.3025514,-0.2847224,-0.017829
46,0.12349826,-0.23584406,"('uncompetitive', 'competitive')",-0.7085902,-0.89628124,-0.292546,-0.5660626,0.2735166
51,0.12083214,-0.039766487,"('uneducated', 'educated')",0.5496112,0.3671739,0.3352217,0.1637037,0.171518
66,-0.10215013,-0.3359949,"('inactive', 'active')",0.3073712,-0.108126596,0.1026105,-0.2220607,0.3246712
34,-0.1013697,0.09982098,"('mean', 'honorable')",5.660388,5.571827,2.7795091,2.835824,-0.0563149
30,0.093723826,0.31327376,"('intolerant', 'tolerant')",0.7679922,0.8934289,0.430858,0.6033514,-0.1724934
33,-0.075333275,0.11965002,"('wrong', 'right')",-0.5764867,-0.6593241,-0.32591,-0.2698371,-0.0560729
40,0.071912825,0.19108191,"('stingy', 'generous')",-1.3007082,-1.5894333,-0.6143976,-0.6991757,0.0847781
69,-0.07095672,-0.1901821,"('lazy', 'industrious')",-0.5534519,-0.6340984,-0.3122043,-0.4121403,0.099936
20,0.03985691,-0.06265574,"('rough', 'thoughtful')",0.88006276,0.78907436,0.4599598,0.3632093,0.0967505
58,0.03721139,0.07329055,"('undiscriminating', 'discriminating')",0.43381605,0.43796924,0.2355137,0.2556299,-0.0201162
7,0.034611635,-0.10977188,"('insensitive', 'sensitive')",0.61756206,0.37618086,0.3260868,0.1332045,0.1928823
59,-0.021976076,0.3773783,"('foolish', 'wise')",0.048918523,0.018972129,0.0134712,0.1981752,-0.184704
12,-0.00078802183,-0.04528812,"('unsupportive', 'supportive')",-1.735998,-1.9602339,-0.868393,-1.002761,0.134368
