,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
14,-1.3396529,-1.2864647,"('antisocial', 'social')",-0.3589555,-0.39106703,-0.8493042,-0.8387659,-0.0105383
11,-1.3327947,-1.2965494,"('unhelpful', 'helpful')",1.653221,1.7102206,0.1602132,0.2068356,-0.0466224
30,-1.3228787,-1.2869056,"('intolerant', 'tolerant')",0.6355948,0.6945058,-0.343642,-0.2961999,-0.0474421
75,1.3149129,1.4193665,"('meek', 'impulsive')",-0.5208826,-0.53426415,0.3970152,0.4425512,-0.045536
7,-1.3023561,-1.1796632,"('insensitive', 'sensitive')",0.6268175,0.528944,-0.3377693,-0.3253596,-0.0124097
28,-1.2732224,-1.5951178,"('disloyal', 'loyal')",0.8974906,0.65145946,-0.1878659,-0.4718292,0.2839633
73,1.2540609,1.4475093,"('helpless', 'self-reliant')",-2.8653836,-2.6861475,-0.8056614,-0.6193191,-0.1863423
51,-1.2475094,-1.073997,"('uneducated', 'educated')",0.91443056,0.85801405,-0.1665394,-0.1079915,-0.0585479
82,-1.2458304,-0.63539517,"('poor', 'rich')",5.810778,6.090162,2.2824738,2.7273834,-0.4449096
69,1.2429279,1.3523871,"('lazy', 'industrious')",-0.8686901,-0.94837344,0.1871189,0.2020068,-0.0148879
23,-1.235196,-1.0961936,"('insincere', 'sincere')",5.7314005,5.802233,2.2481022,2.3530197,-0.1049175
42,-1.1446248,-0.96910495,"('unreliable', 'reliable')",-3.3767686,-3.4166887,-2.2606966,-2.1928968,-0.0677998
38,-1.0984268,-0.750493,"('untruthful', 'truthful')",-0.23473379,0.06807189,-0.6665803,-0.3412105,-0.3253698
12,-1.0936838,-1.106073,"('unsupportive', 'supportive')",-1.740081,-1.8294475,-1.4168824,-1.4677603,0.0508779
35,1.088538,0.91815,"('corrupt', 'incorrupt')",-0.5054401,-0.76463467,0.291549,0.0767577,0.2147913
1,-1.0020143,-1.2320405,"('unfriendly', 'friendly')",1.7049803,1.5022902,0.351483,0.1351249,0.2163581
24,-0.9786991,-0.88891,"('dishonest', 'honest')",0.5305446,0.5943759,-0.2240773,-0.147267,-0.0768103
47,-0.954047,-0.92446846,"('stupid', 'smart')",4.909345,4.689934,1.9776491,1.8827326,0.0949165
19,-0.95326954,-0.4919212,"('inhospitable', 'hospitable')",-0.29770267,-0.09403488,-0.6254861,-0.292978,-0.3325081
77,-0.93432075,-1.0391226,"('unmotivated', 'motivated')",-1.3748811,-1.3445466,-1.154601,-1.1918346,0.0372336
85,0.9244705,0.74447316,"('insignificant', 'prestigious')",0.1265942,-0.22157857,0.5255324,0.2614473,0.2640851
76,-0.898209,-0.79498553,"('anxious', 'daring')",-0.46712893,-0.3947077,-0.6826689,-0.5948466,-0.0878223
9,-0.8978773,-1.0300906,"('unaffectionate', 'caring')",1.4569912,1.1386563,0.279557,0.0542828,0.2252742
61,-0.8344875,-0.7654645,"('illogical', 'logical')",0.59362364,0.5481173,-0.1204319,-0.1086736,-0.0117583
3,-0.8218074,-0.7120028,"('repellent', 'pleasant')",0.8687472,0.90293914,0.0234699,0.0954682,-0.0719983
62,-0.8207151,-0.38022083,"('incompetent', 'brilliant')",0.31355897,0.75048405,-0.2535781,0.1851316,-0.4387097
88,-0.8118042,-0.7786356,"('low', 'eminent')",-0.23767033,-0.3284179,-0.5247372,-0.5535268,0.0287896
81,-0.7539213,-0.8907797,"('submissive', 'aggressive')",-0.846848,-0.70697737,-0.8003846,-0.7988786,-0.001506
78,-0.7399334,-0.734977,"('nonresilient', 'resilient')",0.28008902,0.07828309,-0.2299222,-0.328347,0.0984248
41,-0.67614955,-0.80982924,"('unforgiving', 'forgiving')",0.10679547,-0.20344275,-0.284677,-0.506636,0.221959
74,-0.66313374,-0.525937,"('undedicated', 'dedicated')",-0.2772966,-0.27772024,-0.4702152,-0.4018286,-0.0683866
44,0.643526,0.63030046,"('prejudiced', 'unprejudiced')",-1.6990225,-1.6615337,-0.5277482,-0.5156167,-0.0121315
36,0.6283054,0.28413904,"('hostile', 'amicable')",-0.18747248,-0.56199247,0.2204165,-0.1389267,0.3593432
52,0.62660044,0.25800526,"('irrational', 'rational')",0.3514527,0.03209941,0.4890266,0.1450523,0.3439743
87,-0.60606074,-0.26978457,"('unsuccessful', 'successful')",0.822723,0.84603715,0.1083311,0.2881263,-0.1797952
31,0.55054325,0.26325873,"('evil', 'good')",-0.47987884,-0.7342878,0.0353322,-0.2355145,0.2708467
68,-0.5408223,-0.5311995,"('dependent', 'independent')",-0.5618425,-0.50241035,-0.5513324,-0.5168049,-0.0345275
59,0.48715228,0.25926292,"('foolish', 'wise')",0.09785524,-0.13774328,0.2925038,0.0607598,0.231744
72,-0.44464847,-0.3070839,"('unambitious', 'ambitious')",-0.5042984,-0.36290583,-0.4744734,-0.3349949,-0.1394785
54,-0.44202825,-0.28494787,"('incapable', 'capable')",0.8461134,0.80421126,0.2020426,0.2596317,-0.0575891
18,-0.40866882,-0.46818727,"('disagreeable', 'welcoming')",-0.43875283,-0.49008936,-0.4237108,-0.4791383,0.0554275
33,0.38978833,0.35806298,"('wrong', 'right')",-0.5988347,-0.6562564,-0.1045232,-0.1490967,0.0445735
16,-0.38910672,-0.21560556,"('unpopular', 'popular')",0.003992304,0.118425414,-0.1925572,-0.0485901,-0.1439671
34,-0.3663051,0.12347005,"('mean', 'honorable')",5.324191,5.679784,2.4789429,2.9016268,-0.4226839
58,-0.35302997,-0.86334866,"('undiscriminating', 'discriminating')",0.62908137,0.39032352,0.1380257,-0.2365126,0.3745383
39,0.3370505,0.30057928,"('exploitative', 'cooperative')",0.05513604,-0.023738293,0.1960933,0.1384205,0.0576728
84,0.32857472,0.20035444,"('inferior', 'superior')",1.0196406,0.96775997,0.6741077,0.5840572,0.0900505
8,-0.31902024,-0.5197532,"('unaffectionate', 'affectionate')",0.96596617,0.61464524,0.323473,0.047446,0.276027
29,-0.3138326,-0.57167774,"('unfair', 'fair')",0.009620074,-0.22086018,-0.1521063,-0.396269,0.2441627
40,0.2932818,-0.042732745,"('stingy', 'generous')",-1.1903145,-1.5206157,-0.4485164,-0.7816742,0.3331578
2,0.2913576,0.8295569,"('unlikable', 'likable')",0.40346518,0.71071035,0.3474114,0.7701336,-0.4227222
71,-0.29085234,-0.26597705,"('diffident', 'self-confident')",0.44077867,0.20254435,0.0749632,-0.0317164,0.1066796
79,0.29019424,0.47354892,"('wavering', 'unwavering')",-0.3357163,-0.42326903,-0.022761,0.0251399,-0.0479009
80,-0.29014003,-0.4319838,"('dominated', 'dominating')",-0.7615354,-0.7696637,-0.5258377,-0.6008238,0.0749861
5,0.26173663,0.4819038,"('distant', 'outgoing')",-0.28149477,-0.31906998,-0.0098791,0.0814169,-0.091296
67,-0.24235713,0.06374803,"('doubtful', 'determined')",-0.79627,-0.57200414,-0.5193136,-0.254128,-0.2651856
25,0.21584053,0.42751527,"('egoistic', 'altruistic')",1.2273422,1.3860348,0.7215914,0.9067751,-0.1851837
83,-0.203733,-0.24204457,"('powerless', 'powerful')",-0.89008707,-0.97149044,-0.54691,-0.6067675,0.0598575
48,-0.20085806,-0.68234366,"('unintelligent', 'intelligent')",1.0715042,0.86513364,0.4353231,0.091395,0.3439281
27,-0.18727359,-0.41660294,"('hardhearted', 'softhearted')",1.5744084,1.1548382,0.6935674,0.3691176,0.3244498
50,0.15218191,0.33539116,"('clumsy', 'skillful')",0.0109589845,-0.06481673,0.0815704,0.1352872,-0.0537168
64,-0.15118223,-0.39940274,"('shy', 'confident')",-6.2168636,-6.2696257,-3.1840229,-3.3345141,0.1504912
66,-0.14280778,-0.35900187,"('inactive', 'active')",0.28638405,-0.122278675,0.0717881,-0.2406403,0.3124284
6,-0.12876517,-0.014232367,"('distant', 'open')",-0.40883997,-0.5749669,-0.2688026,-0.2945997,0.0257971
37,0.12252045,-0.103630334,"('fake', 'genuine')",0.38560086,0.11284005,0.2540607,0.0046049,0.2494558
49,-0.11369697,-0.2077642,"('unable', 'able')",-0.1927776,-0.22325185,-0.1532373,-0.215508,0.0622707
26,-0.11289239,-0.27506658,"('hardhearted', 'benevolent')",1.5296456,1.3251605,0.7083766,0.5250469,0.1833297
17,-0.092347175,-0.113203555,"('nasty', 'nice')",-0.39619792,-0.4974754,-0.2442725,-0.3053395,0.061067
15,0.036375545,-0.16297428,"('boring', 'funny')",0.21495065,-0.016550874,0.1256631,-0.0897626,0.2154257
20,0.02776022,-0.32571003,"('rough', 'thoughtful')",0.8746356,0.56976354,0.4511979,0.1220268,0.3291711
4,-0.02462758,-0.07184969,"('disliked', 'liked')",-6.2998533,-6.2254925,-3.1622405,-3.1486712,-0.0135693
