,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
47,2.0976691,1.853053,"('stupid', 'smart')",5.128826,5.3842893,3.6132476,3.6186712,-0.0054236
8,-1.9520588,-1.2112488,"('unaffectionate', 'affectionate')",0.6881334,0.64123935,-0.6319627,-0.2850047,-0.346958
66,-1.9097661,-2.4226947,"('inactive', 'active')",0.07766613,-0.5532061,-0.91605,-1.4879503,0.5719003
39,1.8046216,2.1856396,"('exploitative', 'cooperative')",1.0356275,1.1498065,1.4201245,1.6677231,-0.2475986
74,1.7908827,1.8216275,"('undedicated', 'dedicated')",0.5992334,0.65862536,1.1950581,1.2401264,-0.0450683
87,1.7554076,1.49149,"('unsuccessful', 'successful')",0.5658794,0.46125418,1.1606435,0.9763721,0.1842714
33,-1.7251289,-1.3071343,"('wrong', 'right')",-0.19514969,-0.29140696,-0.9601393,-0.7992706,-0.1608687
17,-1.7250462,-1.6351051,"('nasty', 'nice')",0.38552213,0.25968924,-0.669762,-0.687708,0.017946
41,1.6507215,1.3796613,"('unforgiving', 'forgiving')",0.8532708,0.54223436,1.2519962,0.9609479,0.2910483
44,-1.6247153,-1.8261764,"('prejudiced', 'unprejudiced')",-1.5822276,-1.334744,-1.6034715,-1.5804602,-0.0230113
61,1.5577668,1.8403968,"('illogical', 'logical')",0.46093974,0.4818052,1.0093533,1.161101,-0.1517477
42,1.537511,1.3335406,"('unreliable', 'reliable')",-2.6235101,-2.6429455,-0.5429996,-0.6547025,0.1117029
50,-1.4468346,-1.4521468,"('clumsy', 'skillful')",-0.40747428,-0.25938708,-0.9271544,-0.8557669,-0.0713875
64,1.3702157,1.1202291,"('shy', 'confident')",-5.7918534,-6.252381,-2.2108188,-2.5660758,0.355257
28,1.3697128,1.8837929,"('disloyal', 'loyal')",1.3331733,1.6958652,1.3514431,1.789829,-0.4383859
73,-1.2956959,-1.2865007,"('helpless', 'self-reliant')",-3.2046013,-3.1718967,-2.2501485,-2.2291987,-0.0209498
83,1.2465565,1.0735084,"('powerless', 'powerful')",-0.34746933,-0.4475663,0.4495436,0.3129711,0.1365725
29,-1.2387129,-0.86057657,"('unfair', 'fair')",-1.0700787,-1.2289804,-1.1543958,-1.0447785,-0.1096173
82,1.219904,1.5858366,"('poor', 'rich')",5.5227923,5.9738564,3.3713481,3.7798467,-0.4084986
78,1.1865554,0.71803606,"('nonresilient', 'resilient')",0.7213045,0.46001834,0.9539299,0.5890272,0.3649027
67,1.1299053,0.9927788,"('doubtful', 'determined')",0.13344055,-0.036286,0.631673,0.4782464,0.1534266
49,1.1244309,1.2917293,"('unable', 'able')",-0.09230581,0.06272199,0.5160626,0.6772256,-0.161163
37,1.0815885,0.76718795,"('fake', 'genuine')",1.1861831,1.2597618,1.1338859,1.0134749,0.120411
53,-1.0459883,-0.18686898,"('uncreative', 'creative')",-0.142665,-0.24464163,-0.5943267,-0.2157553,-0.3785714
15,-0.93621826,-0.41363767,"('boring', 'funny')",-0.056592815,-0.113102615,-0.4964055,-0.2633702,-0.2330353
71,-0.7781001,0.069402985,"('diffident', 'self-confident')",0.71689105,0.78174067,-0.0306045,0.4255718,-0.4561763
27,-0.76137596,-0.7345072,"('hardhearted', 'softhearted')",1.2401229,1.0405302,0.2393735,0.1530115,0.086362
20,0.6622114,0.14291,"('rough', 'thoughtful')",0.40711847,0.51898634,0.5346649,0.3309482,0.2037167
88,-0.48546004,-0.051743854,"('low', 'eminent')",-0.3856494,-0.23917556,-0.4355547,-0.1454597,-0.290095
18,0.47946528,0.8549951,"('disagreeable', 'welcoming')",0.4706464,0.27797788,0.4750558,0.5664865,-0.0914307
58,-0.40713382,-0.48196766,"('undiscriminating', 'discriminating')",-0.7688599,-0.8082614,-0.5879968,-0.6451145,0.0571177
34,0.38411325,0.7225135,"('mean', 'honorable')",4.7120967,4.928765,2.548105,2.8256392,-0.2775342
40,0.3083328,0.123917,"('stingy', 'generous')",-1.2193865,-1.5976732,-0.4555268,-0.7368781,0.2813513
26,-0.21405733,-0.3737682,"('hardhearted', 'benevolent')",1.6934121,1.3623422,0.7396774,0.494287,0.2453904
68,-0.19941832,-0.12766197,"('dependent', 'independent')",-0.87790775,-0.77867997,-0.538663,-0.453171,-0.085492
54,0.16049486,0.41886726,"('incapable', 'capable')",0.80784553,0.8386968,0.4841702,0.628782,-0.1446118
2,-0.08551683,0.047720492,"('unlikable', 'likable')",-0.11416578,-0.18477334,-0.0998413,-0.0685264,-0.0313149
38,0.08297781,0.5610828,"('untruthful', 'truthful')",0.2976075,0.3924194,0.1902927,0.4767511,-0.2864584
9,0.024252921,0.91900253,"('unaffectionate', 'caring')",1.7694616,1.7890388,0.8968573,1.3540206,-0.4571633
84,0.004377879,0.04397062,"('inferior', 'superior')",-0.25909442,-0.1825503,-0.1273583,-0.0692898,-0.0580685
