,conocophillips_male,conocophillips_female,tuple,average_male,average_female,male-female
42,-0.55765027,-0.8024904,"('unreliable', 'reliable')",-0.5576503,-0.8024904,0.2448401
61,-0.5479164,-0.5191747,"('illogical', 'logical')",-0.5479164,-0.5191747,-0.0287417
18,-0.5390564,-0.6411518,"('disagreeable', 'welcoming')",-0.5390564,-0.6411518,0.1020954
22,-0.5345714,-0.6771734,"('untrustworthy', 'trustworthy')",-0.5345714,-0.6771734,0.142602
41,-0.5250691,-0.6230528,"('unforgiving', 'forgiving')",-0.5250691,-0.6230528,0.0979837
66,0.4974204,0.5157048,"('inactive', 'active')",0.4974204,0.5157048,-0.0182844
68,-0.49436706,-0.59426546,"('dependent', 'independent')",-0.4943671,-0.5942655,0.0998984
25,0.47737014,0.44883677,"('egoistic', 'altruistic')",0.4773701,0.4488368,0.0285333
77,-0.47624388,-0.939055,"('unmotivated', 'motivated')",-0.4762439,-0.939055,0.4628111
58,-0.45673698,-0.70432,"('undiscriminating', 'discriminating')",-0.456737,-0.70432,0.247583
34,0.45577738,0.5622906,"('mean', 'honorable')",0.4557774,0.5622906,-0.1065132
36,0.4546013,0.8181131,"('hostile', 'amicable')",0.4546013,0.8181131,-0.3635118
50,0.43512452,0.37861648,"('clumsy', 'skillful')",0.4351245,0.3786165,0.056508
19,-0.4339859,-0.21352422,"('inhospitable', 'hospitable')",-0.4339859,-0.2135242,-0.2204617
2,0.4040432,0.57325053,"('unlikable', 'likable')",0.4040432,0.5732505,-0.1692073
87,0.4035865,0.4971296,"('unsuccessful', 'successful')",0.4035865,0.4971296,-0.0935431
3,-0.39460534,-0.697999,"('repellent', 'pleasant')",-0.3946053,-0.697999,0.3033937
9,-0.38721082,-0.309952,"('unaffectionate', 'caring')",-0.3872108,-0.309952,-0.0772588
80,-0.37604803,-0.73727214,"('dominated', 'dominating')",-0.376048,-0.7372721,0.3612241
72,-0.36631617,-0.39678794,"('unambitious', 'ambitious')",-0.3663162,-0.3967879,0.0304717
75,0.33560237,0.6974254,"('meek', 'impulsive')",0.3356024,0.6974254,-0.361823
26,0.33279115,0.4422328,"('hardhearted', 'benevolent')",0.3327911,0.4422328,-0.1094417
32,0.27019674,0.10977522,"('unkind', 'kind')",0.2701967,0.1097752,0.1604215
31,0.23366177,0.5336542,"('evil', 'good')",0.2336618,0.5336542,-0.2999924
73,-0.20036693,0.15201123,"('helpless', 'self-reliant')",-0.2003669,0.1520112,-0.3523781
78,-0.1841363,-0.6642831,"('nonresilient', 'resilient')",-0.1841363,-0.6642831,0.4801468
88,-0.18360172,-0.27598208,"('low', 'eminent')",-0.1836017,-0.2759821,0.0923804
15,0.17409773,0.39924607,"('boring', 'funny')",0.1740977,0.3992461,-0.2251484
27,0.15087609,0.010709984,"('hardhearted', 'softhearted')",0.1508761,0.01071,0.1401661
53,-0.14232245,-0.33839506,"('uncreative', 'creative')",-0.1423225,-0.3383951,0.1960726
59,0.13601705,0.46282917,"('foolish', 'wise')",0.1360171,0.4628292,-0.3268121
17,0.111734115,0.08987087,"('nasty', 'nice')",0.1117341,0.0898709,0.0218632
29,-0.11105876,-0.0731974,"('unfair', 'fair')",-0.1110588,-0.0731974,-0.0378614
71,0.108598,0.11004965,"('diffident', 'self-confident')",0.108598,0.1100497,-0.0014517
16,-0.09805913,-0.020320319,"('unpopular', 'popular')",-0.0980591,-0.0203203,-0.0777388
67,0.09805578,0.1872847,"('doubtful', 'determined')",0.0980558,0.1872847,-0.0892289
74,-0.0894289,-0.33174682,"('undedicated', 'dedicated')",-0.0894289,-0.3317468,0.2423179
44,0.0779606,0.2629626,"('prejudiced', 'unprejudiced')",0.0779606,0.2629626,-0.185002
37,-0.06715642,-0.27454484,"('fake', 'genuine')",-0.0671564,-0.2745448,0.2073884
52,-0.060915895,0.20137787,"('irrational', 'rational')",-0.0609159,0.2013779,-0.2622938
40,-0.057694346,-0.19526976,"('stingy', 'generous')",-0.0576943,-0.1952698,0.1375755
54,0.049466588,0.0040767714,"('incapable', 'capable')",0.0494666,0.0040768,0.0453898
39,0.037225954,0.14135343,"('exploitative', 'cooperative')",0.037226,0.1413534,-0.1041274
