,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
53,-0.7239886,-0.9705017,"('uncreative', 'creative')",0.39012778,0.38031256,-0.1669304,-0.2950946,0.1281642
54,-0.7223205,-0.5426168,"('incapable', 'capable')",0.6909338,0.76161337,-0.0156933,0.1094983,-0.1251916
12,-0.71472305,-0.7934264,"('unsupportive', 'supportive')",-2.0321264,-2.2002084,-1.3734248,-1.4968174,0.1233926
87,0.70367557,0.7732376,"('unsuccessful', 'successful')",1.0374445,0.76892465,0.8705601,0.7710811,0.099479
44,0.69702846,1.1777588,"('prejudiced', 'unprejudiced')",-1.4690324,-1.2555763,-0.386002,-0.0389087,-0.3470933
19,-0.6963233,-0.5597336,"('inhospitable', 'hospitable')",-0.5100406,-0.52725166,-0.603182,-0.5434927,-0.0596893
82,-0.6923773,-0.71794856,"('poor', 'rich')",6.523935,6.719105,2.9157786,3.0005782,-0.0847996
1,-0.68095404,-0.87278175,"('unfriendly', 'friendly')",1.3715724,1.1637027,0.3453092,0.1454605,0.1998487
24,-0.65509063,-0.9388225,"('dishonest', 'honest')",0.58933777,0.4246548,-0.0328764,-0.2570838,0.2242074
32,-0.6314342,-0.9112112,"('unkind', 'kind')",0.5843045,0.3983723,-0.0235648,-0.2564195,0.2328547
18,-0.6115786,-0.92677367,"('disagreeable', 'welcoming')",-0.32074177,-0.6874827,-0.4661602,-0.8071282,0.340968
33,0.59985894,0.7898154,"('wrong', 'right')",-0.85310286,-0.8299929,-0.126622,-0.0200887,-0.1065333
14,-0.5948221,-1.1794717,"('antisocial', 'social')",0.06842083,-0.36369652,-0.2632006,-0.7715842,0.5083836
35,0.55376804,0.7890257,"('corrupt', 'incorrupt')",-0.47126856,-0.5267987,0.0412497,0.1311135,-0.0898638
66,-0.5432432,-0.25683558,"('inactive', 'active')",0.24373776,0.31452906,-0.1497527,0.0288467,-0.1785994
79,-0.5426386,-0.37450746,"('wavering', 'unwavering')",-0.64747256,-0.6030454,-0.5950556,-0.4887764,-0.1062792
28,-0.5350994,-0.9671748,"('disloyal', 'loyal')",1.154827,0.9114218,0.3098638,-0.0278765,0.3377403
60,-0.5244493,-0.90034825,"('inefficient', 'efficient')",0.030829363,0.15204388,-0.24681,-0.3741522,0.1273422
84,0.51329505,0.45262,"('inferior', 'superior')",0.966228,0.9011819,0.7397615,0.6769009,0.0628606
80,0.5125896,0.48319745,"('dominated', 'dominating')",-0.7961106,-0.7693128,-0.1417605,-0.1430577,0.0012972
65,-0.4981159,-0.8532711,"('insecure', 'secure')",-0.3395868,-0.33509955,-0.4188513,-0.5941854,0.1753341
27,-0.4858979,-0.41668618,"('hardhearted', 'softhearted')",1.0197539,0.974633,0.266928,0.2789734,-0.0120454
3,-0.47803307,-0.9939737,"('repellent', 'pleasant')",1.09318,0.86503124,0.3075734,-0.0644712,0.3720446
30,-0.4675991,-0.8472558,"('intolerant', 'tolerant')",0.6600903,0.52376,0.0962456,-0.1617479,0.2579935
52,0.46066913,0.35719544,"('irrational', 'rational')",0.056239177,-0.13898101,0.2584541,0.1091072,0.1493469
64,-0.45641655,-0.65972865,"('shy', 'confident')",-6.471867,-6.6435595,-3.4641418,-3.651644,0.1875022
78,0.45341066,0.41045582,"('nonresilient', 'resilient')",0.36848897,0.2389784,0.4109498,0.3247171,0.0862327
83,-0.43344653,-0.34980738,"('powerless', 'powerful')",-0.96864074,-0.8941558,-0.7010436,-0.6219816,-0.079062
15,0.42796916,0.5466402,"('boring', 'funny')",-0.066667125,-0.20628035,0.180651,0.1701799,0.0104711
11,-0.40129387,-0.62071335,"('unhelpful', 'helpful')",1.6785939,1.5927567,0.63865,0.4860217,0.1526283
46,-0.3918566,-0.56355953,"('uncompetitive', 'competitive')",-0.64370865,-0.9438793,-0.5177826,-0.7537194,0.2359368
42,-0.36865935,-0.31843993,"('unreliable', 'reliable')",-3.2438262,-3.177341,-1.8062427,-1.7478905,-0.0583522
6,-0.34600377,0.01682692,"('distant', 'open')",-0.70495874,-0.56737715,-0.5254812,-0.2752751,-0.2502061
31,0.34274578,0.2551168,"('evil', 'good')",-0.71748644,-0.9786965,-0.1873703,-0.3617899,0.1744196
50,0.3363963,0.44145763,"('clumsy', 'skillful')",0.048335634,0.08055787,0.192366,0.2610078,-0.0686418
21,-0.32646924,-0.7029692,"('immoral', 'moral')",-0.24590397,-0.46342775,-0.2861866,-0.5831985,0.2970119
59,-0.3095433,-0.12908557,"('foolish', 'wise')",-0.13282444,-0.09251199,-0.2211839,-0.1107988,-0.1103851
17,0.27233553,0.22962688,"('nasty', 'nice')",-0.62283874,-0.6419841,-0.1752516,-0.2061786,0.030927
16,0.2623831,0.39104387,"('unpopular', 'popular')",0.50861585,0.35901105,0.3854995,0.3750275,0.010472
36,0.25277096,0.06861233,"('hostile', 'amicable')",0.14210704,-0.25368047,0.197439,-0.0925341,0.2899731
62,-0.23685682,-0.36589184,"('incompetent', 'brilliant')",0.46437523,0.56970966,0.1137592,0.1019089,0.0118503
20,0.2223387,0.04491388,"('rough', 'thoughtful')",1.1445934,1.0600127,0.683466,0.5524633,0.1310027
40,-0.21475904,-0.43577045,"('stingy', 'generous')",-1.8574728,-2.213437,-1.0361159,-1.3246038,0.2884879
41,-0.19033402,-0.8147733,"('unforgiving', 'forgiving')",0.26651388,-0.15449892,0.0380899,-0.4846361,0.522726
76,-0.18992552,-0.13179843,"('anxious', 'daring')",-0.34543347,-0.20289674,-0.2676795,-0.1673476,-0.1003319
67,-0.1827861,0.13055018,"('doubtful', 'determined')",-0.5112877,-0.43643445,-0.3470369,-0.1529421,-0.1940948
34,0.16277787,-0.004313305,"('mean', 'honorable')",5.726579,5.6244698,2.9446785,2.8100781,0.1346004
61,0.16074075,-0.21032591,"('illogical', 'logical')",0.5980149,0.3931559,0.3793778,0.091415,0.2879628
88,-0.143896,-0.41964155,"('low', 'eminent')",-0.16463466,-0.49254486,-0.1542653,-0.4560932,0.3018279
4,-0.13160905,-0.106758475,"('disliked', 'liked')",-6.612828,-7.2029853,-3.3722184,-3.6548719,0.2826535
5,-0.12840243,0.26887563,"('distant', 'outgoing')",-0.809897,-0.67613995,-0.4691497,-0.2036322,-0.2655175
49,-0.12490488,-0.05254087,"('unable', 'able')",-0.26580444,-0.22612333,-0.1953547,-0.1393321,-0.0560226
71,-0.09711839,-0.08882665,"('diffident', 'self-confident')",0.27707636,0.015249521,0.089979,-0.0367886,0.1267676
74,-0.04725047,-0.0861451,"('undedicated', 'dedicated')",-0.23339576,-0.5296252,-0.1403231,-0.3078851,0.167562
77,0.045210905,-0.21253629,"('unmotivated', 'motivated')",-1.0601172,-0.9771498,-0.5074531,-0.594843,0.0873899
37,0.038924497,0.13236326,"('fake', 'genuine')",0.17454073,0.20408572,0.1067326,0.1682245,-0.0614919
48,-0.038618155,-0.3044324,"('unintelligent', 'intelligent')",0.7572622,0.79924685,0.359322,0.2474072,0.1119148
75,-0.029722,0.29684037,"('meek', 'impulsive')",-0.87264276,-0.6174442,-0.4511824,-0.1603019,-0.2908805
25,0.011476677,-0.016752556,"('egoistic', 'altruistic')",0.93851304,0.9491367,0.4749949,0.4661921,0.0088028
58,0.007579355,-0.20811917,"('undiscriminating', 'discriminating')",0.44969612,0.2407925,0.2286377,0.0163367,0.212301
