,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,male-female
20,-0.11600468,-0.34848806,"('rough', 'thoughtful')",0.52994424,0.28107792,0.2069698,-0.0337051,0.2406749
34,-0.11046459,-0.13789557,"('mean', 'honorable')",5.3821645,5.267068,2.63585,2.5645862,0.0712638
61,0.1079284,0.11326138,"('illogical', 'logical')",0.008609435,-0.29576677,0.0582689,-0.0912527,0.1495216
47,-0.10497271,0.06847673,"('stupid', 'smart')",5.068767,5.022999,2.4818971,2.5457377,-0.0638406
19,0.104691245,-0.3843304,"('inhospitable', 'hospitable')",0.09790866,-0.049091026,0.1013,-0.2167107,0.3180107
88,0.102823325,-0.11317415,"('low', 'eminent')",-0.25122583,-0.57134926,-0.0742013,-0.3422617,0.2680604
81,0.07823676,0.19238903,"('submissive', 'aggressive')",-0.9588981,-1.3237417,-0.4403307,-0.5656763,0.1253456
85,0.050193798,-0.40561783,"('insignificant', 'prestigious')",-0.37647423,-0.30145282,-0.1631402,-0.3535353,0.1903951
5,-0.0473906,-0.30412734,"('distant', 'outgoing')",0.055139843,0.017122883,0.0038746,-0.1435022,0.1473768
68,-0.04576768,-0.19766681,"('dependent', 'independent')",-1.3601315,-1.9601808,-0.7029496,-1.0789238,0.3759742
3,0.042811118,0.21965876,"('repellent', 'pleasant')",0.7510702,0.43733913,0.3969406,0.328499,0.0684416
54,-0.037227992,-0.28651422,"('incapable', 'capable')",0.8931815,0.85889864,0.4279768,0.2861922,0.1417846
45,-0.034772135,0.83874553,"('incompetent', 'competent')",-0.52368015,-0.16633174,-0.2792262,0.3362069,-0.6154331
15,-0.029688809,0.24733755,"('boring', 'funny')",0.6143922,0.58632004,0.2923517,0.4168288,-0.1244771
79,-0.016274994,-0.30530313,"('wavering', 'unwavering')",0.07507019,0.09928943,0.0293976,-0.1030068,0.1324044
