,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
55,-0.47919586,-0.05270154,"('incompetent', 'clever')",0.05175992,0.55489385,-0.213718,0.2510962,-0.4648142
36,0.45630825,-0.08252882,"('hostile', 'amicable')",0.23828998,-0.54057467,0.3472991,-0.3115517,0.6588508
87,0.42707285,0.46842846,"('unsuccessful', 'successful')",1.0116342,1.0505108,0.7193536,0.7594696,-0.040116
46,-0.4242585,0.1520097,"('uncompetitive', 'competitive')",-0.6391576,-0.35431892,-0.5317081,-0.1011546,-0.4305535
47,0.40741014,0.66323805,"('stupid', 'smart')",3.8483121,4.659246,2.127861,2.661242,-0.533381
67,-0.4021529,-0.29690427,"('doubtful', 'determined')",-0.5495055,-0.5175076,-0.4758292,-0.4072059,-0.0686233
49,0.37433743,0.52288634,"('unable', 'able')",-0.4922298,-0.10015499,-0.0589462,0.2113657,-0.2703119
29,-0.36877933,-0.37767303,"('unfair', 'fair')",-0.35597652,-0.63365316,-0.3623779,-0.5056631,0.1432852
48,0.3063446,0.4713653,"('unintelligent', 'intelligent')",0.19273862,0.3631219,0.2495416,0.4172436,-0.167702
31,0.2630879,-0.10701464,"('evil', 'good')",-0.42893034,-1.2644948,-0.0829212,-0.6857547,0.6028335
66,-0.26137045,-0.44880924,"('inactive', 'active')",0.8711331,0.4406315,0.3048813,-0.0040889,0.3089702
43,-0.25965393,0.06782313,"('irresponsible', 'responsible')",-0.14894229,0.062432446,-0.2042981,0.0651278,-0.2694259
32,0.24325956,0.4472552,"('unkind', 'kind')",0.11705718,0.35961854,0.1801584,0.4034369,-0.2232785
35,-0.23780735,-0.61973864,"('corrupt', 'incorrupt')",-0.21197926,-0.78505915,-0.2248933,-0.7023989,0.4775056
34,0.22326589,0.36819622,"('mean', 'honorable')",4.724846,5.3041444,2.4740558,2.8361702,-0.3621144
27,-0.21938281,-0.38150865,"('hardhearted', 'softhearted')",0.16558369,0.14331798,-0.0268996,-0.1190953,0.0921957
19,0.214537,0.053551644,"('inhospitable', 'hospitable')",-0.36307898,-0.6755335,-0.074271,-0.3109909,0.2367199
7,0.21337621,0.25569662,"('insensitive', 'sensitive')",0.15884474,0.27328035,0.1861105,0.2644885,-0.078378
63,0.20059592,0.4929978,"('unperceptive', 'insightful')",0.3756008,0.5065739,0.2880984,0.4997858,-0.2116874
17,-0.1940037,-0.15453783,"('nasty', 'nice')",-0.5182346,-0.5371064,-0.3561192,-0.3458221,-0.0102971
56,-0.17096616,0.42849836,"('impractical', 'practical')",-1.030318,-0.49719644,-0.6006421,-0.034349,-0.5662931
88,0.16740766,0.071748696,"('low', 'eminent')",-0.34185562,-0.3423693,-0.087224,-0.1353103,0.0480863
21,-0.1501778,0.16361351,"('immoral', 'moral')",-0.9165336,-0.5889411,-0.5333557,-0.2126638,-0.3206919
30,-0.14851028,-0.0837432,"('intolerant', 'tolerant')",-0.024179403,-0.106083736,-0.0863448,-0.0949135,0.0085687
40,0.14342508,0.14365803,"('stingy', 'generous')",-1.7948254,-2.3555977,-0.8257002,-1.1059699,0.2802697
72,0.12809983,0.22517654,"('unambitious', 'ambitious')",-1.1150317,-0.77080196,-0.493466,-0.2728127,-0.2206533
79,0.10894907,0.034048095,"('wavering', 'unwavering')",-0.14238939,-0.33500537,-0.0167202,-0.1504786,0.1337584
41,0.07691314,0.114735976,"('unforgiving', 'forgiving')",-0.26974577,-0.6070097,-0.0964163,-0.2461369,0.1497206
38,0.05974856,0.3475608,"('untruthful', 'truthful')",-0.4640227,-0.19464491,-0.2021371,0.0764579,-0.278595
11,0.050723784,0.56175303,"('unhelpful', 'helpful')",1.4346676,1.9289415,0.7426957,1.2453473,-0.5026516
58,-0.036830656,0.07191132,"('undiscriminating', 'discriminating')",0.2863584,0.17786738,0.1247639,0.1248894,-0.0001255
60,-0.028642762,0.53990865,"('inefficient', 'efficient')",-0.427788,0.32087895,-0.2282154,0.4303938,-0.6586092
28,0.022178603,-0.119391985,"('disloyal', 'loyal')",1.0116489,1.0908458,0.5169138,0.4857269,0.0311869
15,-0.016150247,-0.22087789,"('boring', 'funny')",-0.35088187,-0.6280045,-0.1835161,-0.4244412,0.2409251
16,0.011599671,0.0004664678,"('unpopular', 'popular')",0.55516744,0.399025,0.2833835,0.1997457,0.0836378
22,0.006773047,0.13565105,"('untrustworthy', 'trustworthy')",-0.94870603,-0.9462221,-0.4709665,-0.4052855,-0.065681
77,-0.00065906346,0.15330878,"('unmotivated', 'motivated')",-0.9483002,-0.7826337,-0.4744796,-0.3146625,-0.1598171
