,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
65,-0.18269657,0.16191472,"('insecure', 'secure')",0.067636415,0.008777987,-0.0575301,0.0853464,-0.1428765
38,0.15997529,0.5303077,"('untruthful', 'truthful')",0.6478044,0.8917246,0.4038898,0.7110162,-0.3071264
62,0.13957599,0.90177625,"('incompetent', 'brilliant')",0.5636913,0.8465079,0.3516337,0.8741421,-0.5225084
53,-0.11280972,-0.39428505,"('uncreative', 'creative')",-0.11634866,-0.056912046,-0.1145792,-0.2255985,0.1110193
17,0.112538084,0.06846423,"('nasty', 'nice')",-0.8568447,-0.842101,-0.3721533,-0.3868184,0.0146651
59,0.082531095,-0.10612114,"('foolish', 'wise')",0.1799192,0.53125817,0.1312251,0.2125685,-0.0813434
7,0.079940386,0.33647716,"('insensitive', 'sensitive')",0.16287939,0.1429112,0.1214099,0.2396942,-0.1182843
32,-0.040169686,0.17321104,"('unkind', 'kind')",0.7328201,0.77884626,0.3463252,0.4760287,-0.1297035
83,0.036777265,-0.055606186,"('powerless', 'powerful')",-0.6173335,-0.6658233,-0.2902781,-0.3607147,0.0704366
2,-0.033462696,0.23569202,"('unlikable', 'likable')",0.36969882,0.59309894,0.1681181,0.4143955,-0.2462774
37,-0.012984082,-0.10140467,"('fake', 'genuine')",0.6115741,0.51108223,0.299295,0.2048388,0.0944562
39,0.012729468,0.5103692,"('exploitative', 'cooperative')",0.30130646,0.21179691,0.157018,0.361083,-0.204065
