,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
4,-0.6290225,-0.5582933,"('disliked', 'liked')",-6.0751557,-6.213798,-3.3520892,-3.3860457,0.0339565
82,-0.62389606,-0.85173595,"('poor', 'rich')",6.112809,6.2824044,2.7444565,2.7153342,0.0291223
64,-0.58820254,-0.17012076,"('shy', 'confident')",-6.1508017,-5.997996,-3.3695021,-3.0840583,-0.2854438
23,-0.5789289,-0.6359298,"('insincere', 'sincere')",5.3237333,5.577876,2.3724022,2.470973,-0.0985708
87,-0.55327624,-0.21899556,"('unsuccessful', 'successful')",0.6277442,0.8082234,0.037234,0.2946139,-0.2573799
24,-0.54785323,-0.48749113,"('dishonest', 'honest')",0.4087365,0.4057058,-0.0695584,-0.0408927,-0.0286657
61,-0.54732984,-0.5389609,"('illogical', 'logical')",0.5111854,0.5905714,-0.0180722,0.0258053,-0.0438775
78,-0.54394406,-0.74830943,"('nonresilient', 'resilient')",0.09627766,0.11695667,-0.2238332,-0.3156764,0.0918432
16,-0.53722584,-0.70811856,"('unpopular', 'popular')",0.40465605,0.3694515,-0.0662849,-0.1693335,0.1030486
35,-0.5360124,-0.6264651,"('corrupt', 'incorrupt')",-0.5393717,-0.70643073,-0.5376921,-0.6664479,0.1287558
29,-0.53351134,-0.36811253,"('unfair', 'fair')",-0.4349886,-0.32236522,-0.4842499,-0.3452389,-0.139011
84,0.5322845,0.47787282,"('inferior', 'superior')",0.9942562,0.97322947,0.7632704,0.7255511,0.0377193
72,-0.52872676,-0.72362834,"('unambitious', 'ambitious')",-0.81536525,-0.8544631,-0.672046,-0.7890457,0.1169997
20,0.51747286,0.3731826,"('rough', 'thoughtful')",0.9630597,0.8191875,0.7402663,0.5961851,0.1440812
68,-0.5083672,-0.49080837,"('dependent', 'independent')",-0.57020754,-0.52690166,-0.5392873,-0.508855,-0.0304323
44,0.46243888,0.79135853,"('prejudiced', 'unprejudiced')",-1.4106942,-1.3663554,-0.4741277,-0.2874984,-0.1866293
67,0.41175213,0.46998575,"('doubtful', 'determined')",-0.5164726,-0.4593053,-0.0523602,0.0053402,-0.0577004
11,-0.3875813,-0.3303517,"('unhelpful', 'helpful')",1.4821589,1.6716095,0.5472888,0.6706289,-0.1233401
70,-0.38117394,-0.16335787,"('lethargic', 'energetic')",-0.010601642,0.2073614,-0.1958878,0.0220018,-0.2178896
32,-0.36185566,-0.33849517,"('unkind', 'kind')",0.6727878,0.78460824,0.1554661,0.2230565,-0.0675904
21,0.36136392,0.5190712,"('immoral', 'moral')",-0.35692802,-0.16832569,0.0022179,0.1753728,-0.1731549
15,0.34154242,0.3063689,"('boring', 'funny')",0.029511772,-0.013464226,0.1855271,0.1464523,0.0390748
81,0.338737,0.47322148,"('submissive', 'aggressive')",-0.6342318,-0.41127127,-0.1477474,0.0309751,-0.1787225
25,-0.31577912,-0.59420323,"('egoistic', 'altruistic')",1.2391546,1.0238823,0.4616877,0.2148395,0.2468482
41,-0.3154946,-0.449349,"('unforgiving', 'forgiving')",0.16337171,0.19811173,-0.0760614,-0.1256186,0.0495572
58,-0.31545433,-0.29976124,"('undiscriminating', 'discriminating')",0.30885834,0.35574993,-0.003298,0.0279943,-0.0312923
13,-0.31369263,-0.18399157,"('impolite', 'polite')",-0.78735894,-0.71969706,-0.5505258,-0.4518443,-0.0986815
56,-0.2986156,-0.09216559,"('impractical', 'practical')",-0.5089431,-0.24812785,-0.4037793,-0.1701467,-0.2336326
17,-0.29822755,-0.46805978,"('nasty', 'nice')",-0.50865555,-0.665156,-0.4034415,-0.5666079,0.1631664
48,0.27817017,0.1525425,"('unintelligent', 'intelligent')",0.9954951,0.9344771,0.6368326,0.5435098,0.0933228
77,-0.2771591,-0.31437516,"('unmotivated', 'motivated')",-1.1985198,-1.1839591,-0.7378395,-0.7491671,0.0113276
62,-0.2673667,0.06589608,"('incompetent', 'brilliant')",0.11944697,0.39757267,-0.0739599,0.2317344,-0.3056943
14,0.25179034,0.52552766,"('antisocial', 'social')",0.025412451,0.3710957,0.1386014,0.4483117,-0.3097103
22,-0.2342934,0.015223168,"('untrustworthy', 'trustworthy')",-0.87579054,-0.8485979,-0.555042,-0.4166874,-0.1383546
33,-0.22815678,-0.16353005,"('wrong', 'right')",-1.0029262,-1.0792165,-0.6155415,-0.6213733,0.0058318
30,0.22619301,0.4639057,"('intolerant', 'tolerant')",0.966605,1.0791652,0.596399,0.7715355,-0.1751365
42,0.21730578,0.36688197,"('unreliable', 'reliable')",-3.2921696,-3.1834357,-1.537432,-1.4082768,-0.1291552
83,0.20670682,0.27591452,"('powerless', 'powerful')",-1.0944198,-1.0940136,-0.4438565,-0.4090495,-0.034807
69,-0.16472094,-0.17558399,"('lazy', 'industrious')",-0.70400864,-0.7997234,-0.4343648,-0.4876537,0.0532889
60,0.160761,0.19960965,"('inefficient', 'efficient')",0.050340407,0.17852424,0.1055507,0.1890669,-0.0835162
49,0.1570583,0.017468061,"('unable', 'able')",-0.3644195,-0.44617406,-0.1036806,-0.214353,0.1106724
28,-0.1466974,-0.31894368,"('disloyal', 'loyal')",1.1330562,1.0573679,0.4931794,0.3692121,0.1239673
65,0.1336295,0.45903912,"('insecure', 'secure')",-0.43494922,-0.12152645,-0.1506599,0.1687563,-0.3194162
2,0.12442842,0.08429657,"('unlikable', 'likable')",0.7854866,0.6400745,0.4549575,0.3621855,0.092772
80,0.09264583,0.4162026,"('dominated', 'dominating')",-1.1825242,-0.8910677,-0.5449392,-0.2374325,-0.3075067
75,0.087221056,-0.10495524,"('meek', 'impulsive')",-0.76045394,-0.9301229,-0.3366165,-0.5175391,0.1809226
71,-0.08497564,-0.17849173,"('diffident', 'self-confident')",0.17993334,0.17766425,0.0474789,-0.0004137,0.0478926
40,-0.08222102,-0.015250994,"('stingy', 'generous')",-1.5827063,-1.6347588,-0.8324637,-0.8250049,-0.0074588
50,-0.08143045,-0.19436124,"('clumsy', 'skillful')",-0.004226491,-0.17825137,-0.0428285,-0.1863063,0.1434778
34,0.06460573,-0.11027521,"('mean', 'honorable')",5.652275,5.5727706,2.8584404,2.7312477,0.1271927
7,-0.061724197,-0.124426246,"('insensitive', 'sensitive')",0.20284495,0.2631107,0.0705604,0.0693422,0.0012182
46,-0.06153211,0.0024945997,"('uncompetitive', 'competitive')",-0.79642475,-0.66359264,-0.4289784,-0.330549,-0.0984294
37,-0.047242574,0.12781468,"('fake', 'genuine')",-0.22165522,-0.13867964,-0.1344489,-0.0054325,-0.1290164
3,0.046966996,-0.046828996,"('repellent', 'pleasant')",0.8952419,0.8079045,0.4711044,0.3805377,0.0905667
55,0.04090955,0.18729912,"('incompetent', 'clever')",0.32068884,0.5035233,0.1807992,0.3454112,-0.164612
27,-0.014328641,-0.12109015,"('hardhearted', 'softhearted')",0.85047257,0.91381085,0.418072,0.3963603,0.0217117
26,0.003721593,-0.15618996,"('hardhearted', 'benevolent')",1.8205867,1.7065996,0.9121541,0.7752048,0.1369493
