,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
11,1.3896363,1.0695963,"('unhelpful', 'helpful')",2.0815606,1.6791439,1.7355984,1.3743701,0.3612283
45,1.3146443,0.87361246,"('incompetent', 'competent')",0.001624872,-0.18480967,0.6581346,0.3444014,0.3137332
22,1.3116195,0.9660073,"('untrustworthy', 'trustworthy')",-0.9242852,-1.1033993,0.1936672,-0.068696,0.2623632
4,-1.3109672,-1.0942763,"('disliked', 'liked')",-6.802601,-6.5824018,-4.0567842,-3.8383391,-0.2184451
10,1.2442545,0.57719773,"('unsympathetic', 'sympathetic')",-0.34798813,-0.79899347,0.4481332,-0.1108979,0.5590311
67,1.2201865,1.2301092,"('doubtful', 'determined')",-0.5843165,-0.4072753,0.317935,0.4114169,-0.0934819
63,1.1804776,0.6726338,"('unperceptive', 'insightful')",1.0723771,0.668777,1.1264274,0.6707054,0.455722
54,-1.1479256,-1.0889755,"('incapable', 'capable')",0.68630713,0.6471417,-0.2308092,-0.2209169,-0.0098923
53,-1.096569,-1.123198,"('uncreative', 'creative')",0.112054475,0.044148777,-0.4922572,-0.5395246,0.0472674
30,1.0756083,0.98952997,"('intolerant', 'tolerant')",0.8263765,0.9482115,0.9509923,0.9688708,-0.0178785
0,1.0414811,0.59950876,"('unsociable', 'sociable')",-0.13954325,-0.31106916,0.450969,0.1442198,0.3067492
72,-0.978309,-0.6523643,"('unambitious', 'ambitious')",-0.763925,-0.61058223,-0.871117,-0.6314733,-0.2396437
74,0.9221713,0.6868711,"('undedicated', 'dedicated')",-0.30400732,-0.60942143,0.309082,0.0387248,0.2703572
43,0.9212169,0.8880404,"('irresponsible', 'responsible')",0.37645346,0.21920913,0.6488352,0.5536247,0.0952105
59,-0.87421197,-0.5735891,"('foolish', 'wise')",0.09837331,0.09996793,-0.3879193,-0.2368106,-0.1511087
23,0.8605353,0.7973736,"('insincere', 'sincere')",5.9609556,5.626545,3.4107454,3.2119594,0.198786
51,0.860342,0.5334707,"('uneducated', 'educated')",0.54607046,0.24578372,0.7032062,0.3896272,0.313579
26,-0.8591605,-0.83233505,"('hardhearted', 'benevolent')",1.2499526,1.2895238,0.195396,0.2285944,-0.0331984
37,0.84679735,0.6606579,"('fake', 'genuine')",0.11742087,-0.18509313,0.4821091,0.2377824,0.2443267
18,-0.82777315,-0.5653883,"('disagreeable', 'welcoming')",-0.37106836,-0.383991,-0.5994208,-0.4746897,-0.1247311
84,0.76737964,0.60632086,"('inferior', 'superior')",1.1722239,1.2731603,0.9698018,0.9397406,0.0300612
87,0.7551675,0.61124396,"('unsuccessful', 'successful')",0.9893211,1.0912596,0.8722443,0.8512518,0.0209925
24,0.74165106,0.6186901,"('dishonest', 'honest')",0.5812464,0.45838884,0.6614487,0.5385395,0.1229092
7,0.7063725,0.6298264,"('insensitive', 'sensitive')",0.3489964,0.16947606,0.5276845,0.3996512,0.1280333
17,-0.70283514,-0.77905613,"('nasty', 'nice')",-0.5580133,-0.70958513,-0.6304243,-0.7443206,0.1138963
48,0.6893574,0.3889265,"('unintelligent', 'intelligent')",0.8705934,0.709989,0.7799754,0.5494578,0.2305176
88,-0.6740748,-0.77148104,"('low', 'eminent')",-0.39561418,-0.5502871,-0.5348445,-0.6608841,0.1260396
25,-0.66764176,-0.6502207,"('egoistic', 'altruistic')",1.2189878,1.1682754,0.275673,0.2590273,0.0166457
82,-0.66455793,-0.5670119,"('poor', 'rich')",6.030309,5.866763,2.6828756,2.6498756,0.033
71,-0.65505433,-0.62775725,"('diffident', 'self-confident')",0.28270036,0.3183249,-0.186177,-0.1547162,-0.0314608
42,0.6543378,0.5107939,"('unreliable', 'reliable')",-3.4912252,-3.4562178,-1.4184437,-1.4727119,0.0542682
64,0.64779174,0.7404114,"('shy', 'confident')",-6.321705,-5.9154334,-2.8369565,-2.5875111,-0.2494454
47,0.59861404,0.29545635,"('stupid', 'smart')",5.0605736,4.648578,2.8295939,2.4720173,0.3575766
40,-0.59848535,-0.4037087,"('stingy', 'generous')",-1.7767429,-1.7049626,-1.1876142,-1.0543356,-0.1332786
69,-0.5680779,-0.369813,"('lazy', 'industrious')",-0.69823694,-0.3434362,-0.6331574,-0.3566246,-0.2765328
28,-0.5412965,-0.6891352,"('disloyal', 'loyal')",0.8338543,0.65906817,0.1462789,-0.0150335,0.1613124
32,0.49830294,0.53012717,"('unkind', 'kind')",0.72142273,0.5584088,0.6098628,0.544268,0.0655948
38,-0.47134364,-0.49040812,"('untruthful', 'truthful')",0.07338143,0.0044348845,-0.1989811,-0.2429866,0.0440055
86,0.463149,0.10898255,"('uninfluential', 'influential')",-0.124710225,-0.46574217,0.1692194,-0.1783798,0.3475992
12,0.44586912,0.34110415,"('unsupportive', 'supportive')",-1.833794,-1.945337,-0.6939625,-0.8021165,0.108154
77,0.40502053,0.47359717,"('unmotivated', 'motivated')",-1.0167725,-0.9473651,-0.305876,-0.236884,-0.068992
68,0.39374268,0.1089923,"('dependent', 'independent')",-0.39659363,-0.43877417,-0.0014255,-0.1648909,0.1634654
33,-0.38650388,-0.33470327,"('wrong', 'right')",-0.7745613,-0.6644485,-0.5805326,-0.4995759,-0.0809567
3,0.37273893,0.25500128,"('repellent', 'pleasant')",0.75063795,0.64134425,0.5616884,0.4481727,0.1135157
49,0.36859784,0.14303546,"('unable', 'able')",0.13498655,0.08152951,0.2517922,0.1122825,0.1395097
29,-0.3593665,-0.59196573,"('unfair', 'fair')",-0.4352746,-0.36279625,-0.3973206,-0.477381,0.0800604
2,0.34493017,0.39806795,"('unlikable', 'likable')",0.3226902,0.43622172,0.3338102,0.4171448,-0.0833346
50,-0.3053059,-0.10119506,"('clumsy', 'skillful')",0.08478356,0.012623318,-0.1102612,-0.0442859,-0.0659753
61,0.24767043,-0.09458311,"('illogical', 'logical')",0.48986062,0.29005957,0.3687655,0.0977382,0.2710273
27,-0.23148914,-0.1298198,"('hardhearted', 'softhearted')",0.95984894,0.837193,0.3641799,0.3536866,0.0104933
15,-0.22476852,0.001992777,"('boring', 'funny')",-0.17081068,-0.057180326,-0.1977896,-0.0275938,-0.1701958
41,0.20760521,0.15691829,"('unforgiving', 'forgiving')",-0.06218548,-0.110112876,0.0727099,0.0234027,0.0493072
44,-0.17742586,0.07099424,"('prejudiced', 'unprejudiced')",-1.6550028,-1.5350258,-0.9162143,-0.7320158,-0.1841985
58,-0.15895739,-0.6300726,"('undiscriminating', 'discriminating')",0.24718574,0.09505132,0.0441142,-0.2675107,0.3116249
78,-0.15230154,-0.2806052,"('nonresilient', 'resilient')",0.47907946,0.39407557,0.163389,0.0567352,0.1066538
83,0.13461608,-0.07725647,"('powerless', 'powerful')",-0.86990875,-0.97474074,-0.3676463,-0.5259986,0.1583523
20,0.1057661,-0.09259856,"('rough', 'thoughtful')",0.6753479,0.5921954,0.390557,0.2497984,0.1407586
57,-0.088483945,-0.39958984,"('unimaginative', 'imaginative')",-3.216196,-3.3550243,-1.6523401,-1.8773071,0.224967
34,-0.08161806,-0.08777478,"('mean', 'honorable')",5.9156127,5.7269564,2.9169974,2.8195908,0.0974066
73,0.06447968,0.3267404,"('helpless', 'self-reliant')",-2.9489493,-2.6682346,-1.4422349,-1.170747,-0.2714879
