,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,male-female
51,-0.38413137,-0.47912183,"('uneducated', 'educated')",0.50646466,0.46827093,0.8938413,0.81493884,0.3387249,0.2680293,0.0706956
82,-0.3780703,-0.39182025,"('poor', 'rich')",0.20072298,0.17371099,6.3824835,6.3424597,2.0683788,2.0414502,0.0269286
70,-0.37740824,-0.5393498,"('lethargic', 'energetic')",1.2521333,0.9202463,1.13619,1.0225792,0.670305,0.4678253,0.2024797
16,-0.37494236,-0.44601926,"('unpopular', 'popular')",-1.1091205,-1.0994437,0.3034249,-0.02449296,-0.393546,-0.5233186,0.1297726
4,0.3712137,0.41632044,"('disliked', 'liked')",-0.83773726,-0.7151613,-7.545448,-7.5776234,-2.6706572,-2.6254881,-0.0451691
60,-0.3700625,-0.5480538,"('inefficient', 'efficient')",1.6205928,1.331875,0.204602,0.03204438,0.4850441,0.2719552,0.2130889
80,-0.36165765,-0.5415518,"('dominated', 'dominating')",0.6290436,0.4582382,-0.81283605,-0.91060364,-0.1818167,-0.3313057,0.149489
81,-0.33430043,-0.6189102,"('submissive', 'aggressive')",1.6178032,1.4663975,-0.14473532,-0.2125436,0.3795892,0.2116479,0.1679413
63,-0.3109909,-0.43714714,"('unperceptive', 'insightful')",0.76166075,0.7346728,1.3562362,1.2661206,0.602302,0.5212154,0.0810866
58,-0.27889985,-0.12759423,"('undiscriminating', 'discriminating')",0.7856211,0.74076414,-0.40471083,-0.4381596,0.0340035,0.0583368,-0.0243333
36,-0.23842305,-0.15812428,"('hostile', 'amicable')",-1.6788924,-1.6934608,-0.7673743,-0.7694067,-0.8948966,-0.8736639,-0.0212327
20,-0.23130138,-0.16488987,"('rough', 'thoughtful')",0.70112365,0.64224595,0.18583444,0.089188784,0.2185522,0.1888483,0.0297039
46,-0.23087628,-0.5872295,"('uncompetitive', 'competitive')",0.67752624,0.36912215,-0.37596995,-0.57705224,0.02356,-0.2650532,0.2886132
5,-0.22436231,-0.27510202,"('distant', 'outgoing')",-1.3620448,-1.260295,-0.7851795,-0.69571024,-0.7905289,-0.7437024,-0.0468265
32,-0.2190908,-0.6065227,"('unkind', 'kind')",1.1899856,1.0536289,1.3037792,1.2385563,0.7582246,0.5618875,0.1963371
30,-0.20151189,-0.39327273,"('intolerant', 'tolerant')",1.6049542,1.4034057,0.819899,0.7175174,0.7411138,0.5758834,0.1652304
8,-0.19253889,-0.056815617,"('unaffectionate', 'affectionate')",-0.81518173,-0.60371476,0.9148299,1.1338804,-0.0309636,0.1577833,-0.1887469
72,0.18901339,0.23588344,"('unambitious', 'ambitious')",-0.33008662,-0.18642482,0.050050575,0.15330333,-0.0303409,0.0675873,-0.0979282
71,-0.18842776,-0.39507547,"('diffident', 'self-confident')",0.46209964,0.3602305,-0.015150055,-0.1954934,0.0861739,-0.0767795,0.1629534
69,0.17846425,0.0985797,"('lazy', 'industrious')",0.09056008,0.1065239,-1.5440818,-1.6121241,-0.4250192,-0.4690068,0.0439876
6,-0.16490668,-0.119338036,"('distant', 'open')",-2.1754732,-2.0442352,-0.41844735,-0.33818716,-0.9196091,-0.8339202,-0.0856889
33,-0.15922175,-0.17832628,"('wrong', 'right')",0.23023608,0.12669563,-0.40863746,-0.4863071,-0.112541,-0.1793126,0.0667716
21,-0.14294782,-0.5624362,"('immoral', 'moral')",1.6183318,1.1991062,0.09723021,-0.16379426,0.5242047,0.1576252,0.3665795
76,0.14289239,0.1694526,"('anxious', 'daring')",0.39070496,0.36523476,0.033091694,0.1006326,0.1888963,0.2117733,-0.022877
14,-0.12676254,-0.46513197,"('antisocial', 'social')",2.1463456,1.7751552,0.20745024,-0.23809642,0.7423444,0.3573089,0.3850355
22,0.10782094,0.080472074,"('untrustworthy', 'trustworthy')",0.96765,0.7405223,-0.62050116,-0.7221742,0.1516566,0.03294,0.1187166
41,-0.092769526,-0.14784238,"('unforgiving', 'forgiving')",0.40870172,0.28000182,0.3588429,0.0003342107,0.224925,0.0441645,0.1807605
88,-0.06954536,-0.3289754,"('low', 'eminent')",-0.13368885,-0.13055429,-0.026738215,-0.060715098,-0.0766575,-0.1734149,0.0967574
68,-0.06537479,-0.20648882,"('dependent', 'independent')",-0.5375824,-0.7211049,-0.95064944,-1.0055308,-0.5178689,-0.6443748,0.1265059
40,0.061688565,0.07435701,"('stingy', 'generous')",0.45891574,0.35082096,-1.4771471,-1.6081136,-0.3188476,-0.3943119,0.0754643
25,-0.055435095,-0.13233249,"('egoistic', 'altruistic')",0.5514046,0.6175876,0.92804337,0.9409887,0.474671,0.4754146,-0.0007436
52,0.048726894,-0.017709034,"('irrational', 'rational')",-1.570988,-1.503351,0.41913727,0.40847266,-0.367708,-0.3708624,0.0031544
37,-0.048028745,-0.04922732,"('fake', 'genuine')",0.027511457,-0.079364,0.16975719,0.3823993,0.0497466,0.0846027,-0.0348561
83,0.043850645,-0.1954288,"('powerless', 'powerful')",-0.099866,-0.16907267,-1.080744,-1.1269706,-0.3789198,-0.4971574,0.1182376
39,0.031336352,-0.20348176,"('exploitative', 'cooperative')",1.6080881,1.430713,-0.121316105,-0.1610727,0.5060361,0.3553862,0.1506499
64,-0.020955134,-0.35309228,"('shy', 'confident')",0.7143628,0.50026214,-6.604425,-6.678577,-1.9703391,-2.1771356,0.2067965
18,-0.009976834,-0.044043027,"('disagreeable', 'welcoming')",-0.0070941225,-0.07324661,-0.21123463,-0.38690683,-0.0761019,-0.1680655,0.0919636
74,-0.009797202,-0.15089461,"('undedicated', 'dedicated')",1.1062491,0.94203967,0.14350125,-0.12884252,0.4133177,0.2207675,0.1925502
27,0.0056736767,-0.00742508,"('hardhearted', 'softhearted')",0.050836943,0.05328386,1.3272815,1.194986,0.461264,0.4136149,0.0476491
