,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
23,0.3490411,0.019969251,"('insincere', 'sincere')",1.0429822,1.0585161,6.072752,6.0084496,2.4882584,2.3623117,0.1259467
55,-0.33783883,-0.72692883,"('incompetent', 'clever')",0.5118921,0.40892512,0.24345835,0.06611009,0.1391705,-0.0839645,0.223135
71,0.33613014,0.65378183,"('diffident', 'self-confident')",0.7482665,1.1381578,0.29775968,0.44501865,0.4607188,0.7456528,-0.284934
58,-0.33437547,-0.42144617,"('undiscriminating', 'discriminating')",1.25344,1.1018108,0.34188628,0.21589234,0.4203169,0.2987523,0.1215646
26,0.3337658,0.40567997,"('hardhearted', 'benevolent')",0.20858148,0.27071387,1.4294623,1.6957784,0.6572699,0.7907241,-0.1334542
27,-0.33130965,-0.63770646,"('hardhearted', 'softhearted')",0.004645791,0.123155296,1.5553879,1.5544357,0.4095747,0.3466282,0.0629465
83,0.32192224,0.24634846,"('powerless', 'powerful')",-0.31572443,-0.30891317,-1.100412,-1.0988933,-0.3647381,-0.3871527,0.0224146
45,-0.30020136,-0.4165831,"('incompetent', 'competent')",0.60477114,0.6903571,0.24645476,0.1055625,0.1836749,0.1264455,0.0572294
76,0.2989838,0.06797582,"('anxious', 'daring')",1.1543976,1.1222512,0.5047466,0.54152596,0.6527093,0.577251,0.0754583
14,-0.29004157,-0.25154066,"('antisocial', 'social')",1.4070529,1.380812,-0.67958397,-0.7512417,0.1458091,0.1260099,0.0197992
75,-0.2752811,0.2112239,"('meek', 'impulsive')",-1.1407373,-1.0027771,-0.44885433,-0.3245727,-0.6216242,-0.372042,-0.2495822
24,0.25656527,0.2760806,"('dishonest', 'honest')",0.21678445,0.3316986,1.1026815,1.1675289,0.5253437,0.5917694,-0.0664257
21,-0.23715878,-0.47268558,"('immoral', 'moral')",1.0935711,0.9884629,-0.50459313,-0.67692196,0.1172731,-0.0537149,0.170988
30,0.23371196,0.13289942,"('intolerant', 'tolerant')",1.2426575,1.1985562,1.0137012,1.0667509,0.8300236,0.7994022,0.0306214
88,-0.21103504,-0.23075594,"('low', 'eminent')",-0.46149614,-0.31131774,0.13801606,0.21223399,-0.1781717,-0.1099466,-0.0682251
42,-0.20714995,-0.1950356,"('unreliable', 'reliable')",0.14379302,0.3033297,-2.834177,-2.816993,-0.9658446,-0.9028997,-0.0629449
10,-0.14721434,-0.6397241,"('unsympathetic', 'sympathetic')",0.5618156,0.5090786,0.19352199,-0.044183813,0.2027077,-0.0582764,0.2609841
25,0.14041996,0.42331326,"('egoistic', 'altruistic')",1.0033857,1.175762,1.0669161,1.278027,0.7369072,0.9590341,-0.2221269
35,-0.13394555,0.3583321,"('corrupt', 'incorrupt')",-1.2650309,-1.1339334,-0.565017,-0.27110738,-0.6546645,-0.3489029,-0.3057616
80,0.11414566,-0.2269617,"('dominated', 'dominating')",0.017188415,-0.34770414,-0.9475834,-1.0710785,-0.2720831,-0.5485814,0.2764983
13,-0.086085156,-0.2678813,"('impolite', 'polite')",0.7268595,0.7167952,-0.021169294,-0.105195805,0.206535,0.1145727,0.0919623
2,-0.083312035,0.16931269,"('unlikable', 'likable')",0.17457289,0.53084695,0.33793712,0.48352093,0.143066,0.3945602,-0.2514942
85,0.0742225,0.6695027,"('insignificant', 'prestigious')",-0.8406508,-0.5142713,-0.2368941,0.21625178,-0.3344408,0.1238277,-0.4582685
86,0.069328,-0.10234929,"('uninfluential', 'influential')",-0.22899732,-0.28942207,0.16843474,-0.06647469,0.0029218,-0.1527487,0.1556705
43,-0.06844621,-0.18901183,"('irresponsible', 'responsible')",0.28245193,0.41336378,0.69319826,0.46633983,0.3024013,0.2302306,0.0721707
9,-0.06467661,0.11584995,"('unaffectionate', 'caring')",-0.42969662,-0.15851726,1.0157405,1.0480596,0.1737891,0.3351308,-0.1613417
66,0.058565706,0.1962489,"('inactive', 'active')",-1.2266631,-1.1971487,0.83325964,1.059236,-0.1116126,0.0194454,-0.131058
57,-0.046948224,-0.051697515,"('unimaginative', 'imaginative')",0.4303071,0.35759437,-2.375256,-2.5698829,-0.6639657,-0.754662,0.0906963
28,0.016173556,0.004524097,"('disloyal', 'loyal')",-0.17594069,-0.17741722,1.0954889,1.2153864,0.3119073,0.3474977,-0.0355904
17,0.0011360613,-0.03681439,"('nasty', 'nice')",-0.33994842,-0.38969177,-0.5113153,-0.44162625,-0.2833759,-0.2893775,0.0060016
46,0.0003831759,-0.4865672,"('uncompetitive', 'competitive')",1.6133761,1.427156,-0.25840065,-0.40709308,0.4517862,0.1778319,0.2739543
