,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,0.57141626,1.1174552,"('diffident', 'self-confident')",0.34240478,0.703984,0.4569105,0.9107196,-0.4538091
72,-0.559881,-0.6704162,"('unambitious', 'ambitious')",-0.7010004,-0.49350047,-0.6304407,-0.5819583,-0.0484824
53,-0.5501418,-0.32682967,"('uncreative', 'creative')",0.7267705,0.8018915,0.0883144,0.2375309,-0.1492165
2,0.54772234,0.38755205,"('unlikable', 'likable')",0.52043396,0.7968628,0.5340781,0.5922074,-0.0581293
19,0.53307694,0.7325256,"('inhospitable', 'hospitable')",0.14230767,0.19138879,0.3376923,0.4619572,-0.1242649
41,0.52331084,0.56574285,"('unforgiving', 'forgiving')",-0.0982417,-0.39768362,0.2125346,0.0840296,0.128505
0,0.5183996,-0.17533812,"('unsociable', 'sociable')",-0.27946392,-0.718541,0.1194678,-0.4469396,0.5664074
23,0.5049368,0.39281368,"('insincere', 'sincere')",6.0664163,6.2915196,3.2856765,3.3421667,-0.0564902
76,0.4873814,0.19807495,"('anxious', 'daring')",0.50856465,0.63761765,0.497973,0.4178463,0.0801267
30,0.48437324,-0.100595236,"('intolerant', 'tolerant')",1.2531513,0.81705153,0.8687623,0.3582281,0.5105342
4,-0.47679174,-0.056063686,"('disliked', 'liked')",-6.317778,-6.33035,-3.397285,-3.1932068,-0.2040782
43,0.4687835,0.27553567,"('irresponsible', 'responsible')",0.7784502,0.71918404,0.6236168,0.4973599,0.1262569
54,0.4540211,0.59535474,"('incapable', 'capable')",1.037529,1.4388405,0.745775,1.0170976,-0.2713226
36,-0.45053124,-0.025540441,"('hostile', 'amicable')",-0.1869539,-0.40089104,-0.3187426,-0.2132157,-0.1055269
27,0.44986495,0.9701445,"('hardhearted', 'softhearted')",1.4453993,1.8509507,0.9476321,1.4105476,-0.4629155
9,0.4421738,0.8365157,"('unaffectionate', 'caring')",0.86967546,1.4568348,0.6559246,1.1466752,-0.4907506
80,0.4142384,0.24183282,"('dominated', 'dominating')",-0.8797595,-0.7512332,-0.2327605,-0.2547002,0.0219397
38,0.39970285,0.60359263,"('untruthful', 'truthful')",0.6514604,0.7184826,0.5255816,0.6610376,-0.135456
85,0.3625615,0.833002,"('insignificant', 'prestigious')",0.10647324,0.46630728,0.2345174,0.6496546,-0.4151372
49,-0.35259932,-0.07175508,"('unable', 'able')",-0.27454758,0.24726799,-0.3135734,0.0877565,-0.4013299
78,0.3403957,0.7728662,"('nonresilient', 'resilient')",0.64809453,1.0444314,0.4942451,0.9086488,-0.4144037
40,-0.33032534,-0.21168546,"('stingy', 'generous')",-1.6854589,-1.4116302,-1.0078921,-0.8116578,-0.1962343
58,-0.30792478,-0.38636246,"('undiscriminating', 'discriminating')",-0.1270832,-0.22238092,-0.217504,-0.3043717,0.0868677
83,-0.30367738,-0.29944986,"('powerless', 'powerful')",-0.99945813,-1.0370762,-0.6515678,-0.6682631,0.0166953
15,0.30063105,0.30919152,"('boring', 'funny')",0.19110805,0.26781234,0.2458695,0.2885019,-0.0426324
45,-0.2699176,-0.6972102,"('incompetent', 'competent')",-0.19346827,-0.20026626,-0.2316929,-0.4487382,0.2170453
14,-0.26070696,-0.94460684,"('antisocial', 'social')",-0.9592609,-1.1887943,-0.6099839,-1.0667006,0.4567167
16,-0.24893388,0.0039939564,"('unpopular', 'popular')",0.5021057,0.6356904,0.1265859,0.3198422,-0.1932563
48,0.22188209,0.3128689,"('unintelligent', 'intelligent')",0.81952596,1.124597,0.520704,0.718733,-0.198029
86,0.21634775,-0.22890931,"('uninfluential', 'influential')",0.2836842,-0.0063006505,0.250016,-0.117605,0.367621
24,0.21154411,0.09877346,"('dishonest', 'honest')",0.9046439,1.2408332,0.558094,0.6698033,-0.1117093
82,-0.20848314,-0.5841295,"('poor', 'rich')",6.2932305,6.4999638,3.0423737,2.9579172,0.0844565
35,0.20128071,0.7697459,"('corrupt', 'incorrupt')",-0.445481,-0.37509075,-0.1221001,0.1973276,-0.3194277
46,-0.18894732,-0.47398794,"('uncompetitive', 'competitive')",-0.23037013,-0.4630238,-0.2096587,-0.4685059,0.2588472
79,-0.17854315,-0.007907983,"('wavering', 'unwavering')",0.085004285,0.11063239,-0.0467694,0.0513622,-0.0981316
52,-0.17814043,-0.33907822,"('irrational', 'rational')",-0.40205935,-0.36880213,-0.2900999,-0.3539402,0.0638403
10,0.17252252,-0.36713108,"('unsympathetic', 'sympathetic')",0.2177168,0.13357894,0.1951196,-0.1167761,0.3118957
70,0.14041239,-0.16671094,"('lethargic', 'energetic')",0.8333898,0.94415873,0.4869011,0.3887239,0.0981772
84,-0.13064802,-0.14683267,"('inferior', 'superior')",0.6244755,0.79770076,0.2469137,0.325434,-0.0785203
28,-0.12762612,-0.40376577,"('disloyal', 'loyal')",0.9392945,0.75171924,0.4058342,0.1739767,0.2318575
7,0.12701412,0.053814158,"('insensitive', 'sensitive')",0.5912489,0.83987087,0.3591315,0.4468425,-0.087711
8,-0.12608579,0.03573229,"('unaffectionate', 'affectionate')",0.33214235,0.7544232,0.1030283,0.3950777,-0.2920494
50,0.11720461,0.2049362,"('clumsy', 'skillful')",0.440288,0.56118286,0.2787463,0.3830595,-0.1043132
11,-0.10796381,-0.35168296,"('unhelpful', 'helpful')",2.2552965,2.3105826,1.0736663,0.9794499,0.0942164
81,0.105929494,-0.7207641,"('submissive', 'aggressive')",-0.34711862,-0.42073354,-0.1205946,-0.5707488,0.4501542
59,-0.09134212,-0.12203761,"('foolish', 'wise')",-0.007879004,0.4641173,-0.0496106,0.1710398,-0.2206504
66,-0.08267312,-0.08734173,"('inactive', 'active')",0.6476874,0.7975414,0.2825071,0.3550998,-0.0725927
88,-0.04458227,-0.2162292,"('low', 'eminent')",0.3314402,0.2742983,0.143429,0.0290346,0.1143944
5,-0.016857956,0.6569928,"('distant', 'outgoing')",-0.5934784,-0.033620376,-0.3051682,0.3116862,-0.6168544
25,0.013120536,0.37470356,"('egoistic', 'altruistic')",0.8226143,1.0069135,0.4178674,0.6908085,-0.2729411
62,0.010029051,-0.18038413,"('incompetent', 'brilliant')",0.47259256,1.0432577,0.2413108,0.4314368,-0.190126
20,0.008458481,0.036749646,"('rough', 'thoughtful')",1.0459043,1.167393,0.5271814,0.6020713,-0.0748899
6,0.0022571608,0.717849,"('distant', 'open')",0.003947038,0.4696255,0.0031021,0.5937372,-0.5906351
51,0.00094893575,-0.5349667,"('uneducated', 'educated')",1.2677869,0.9293467,0.6343679,0.19719,0.4371779
