,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,-0.93106157,-0.95411533,"('insignificant', 'prestigious')",-0.90767056,-0.9214514,0.6239649,0.855387,-0.4049224,-0.3400599,-0.0648625
6,-0.86611164,-0.75117195,"('distant', 'open')",-1.8277153,-1.7860937,0.4468899,0.5354378,-0.748979,-0.667276,-0.081703
23,-0.85306513,-0.80001026,"('insincere', 'sincere')",0.16813613,0.23761597,5.4093843,5.46155,1.5748185,1.633052,-0.0582335
8,-0.8459769,-0.81077445,"('unaffectionate', 'affectionate')",-0.233672,-0.29001364,0.9643002,1.0885581,-0.0384495,-0.0040767,-0.0343728
78,-0.80376375,-0.7639768,"('nonresilient', 'resilient')",0.7746029,0.68112886,0.07676283,0.17861275,0.0158673,0.0319216,-0.0160543
30,0.7945825,0.75107765,"('intolerant', 'tolerant')",0.81648535,0.73187375,0.9491287,1.030514,0.8533988,0.8378218,0.015577
72,-0.77652997,-0.76362246,"('unambitious', 'ambitious')",0.8253805,0.6960178,-0.73128736,-0.5824603,-0.2274789,-0.2166883,-0.0107906
44,0.76314,0.35843512,"('prejudiced', 'unprejudiced')",-0.17632958,-0.31742844,-1.1780736,-1.2802541,-0.1970877,-0.4130825,0.2159948
54,-0.7621721,-0.5014197,"('incapable', 'capable')",-0.42914328,-0.35154533,0.85600096,1.1053486,-0.1117715,0.0841278,-0.1958993
32,-0.7614753,-0.7034351,"('unkind', 'kind')",0.2615084,0.46832687,0.6254336,0.83447933,0.0418222,0.1997904,-0.1579682
36,-0.75436795,-0.78712916,"('hostile', 'amicable')",-1.672939,-1.7652242,0.6105557,0.43960863,-0.6055837,-0.7042483,0.0986646
35,0.7402597,0.8509299,"('corrupt', 'incorrupt')",-1.6659868,-1.5757443,0.119836666,0.040866446,-0.2686301,-0.2279826,-0.0406475
5,-0.737252,-0.63427794,"('distant', 'outgoing')",-1.7089448,-1.6875129,-0.25296664,-0.135879,-0.8997211,-0.8192232,-0.0804979
63,-0.7215754,-0.88344616,"('unperceptive', 'insightful')",1.3566527,1.1530254,0.6900121,0.8948257,0.4416965,0.388135,0.0535615
29,-0.7207464,-0.8634713,"('unfair', 'fair')",-0.46879238,-0.37073094,-0.36909252,-0.56937045,-0.5195437,-0.6011909,0.0816472
39,0.7077358,0.6834199,"('exploitative', 'cooperative')",1.8008633,1.8314061,0.11974867,0.13561404,0.8761159,0.8834801,-0.0073642
69,0.69310015,0.66696644,"('lazy', 'industrious')",0.05348122,0.27021903,-0.5481661,-0.3870316,0.0661384,0.1833846,-0.1172462
18,-0.6176747,-0.54645455,"('disagreeable', 'welcoming')",-0.6433514,-0.51020634,-0.42622218,-0.2828102,-0.5624161,-0.4464904,-0.1159257
3,-0.60080945,-0.64746165,"('repellent', 'pleasant')",0.85062474,0.8897825,0.13638394,0.11963011,0.1287331,0.1206503,0.0080828
57,-0.59958655,-1.1561195,"('unimaginative', 'imaginative')",0.48629636,-0.41956854,-2.2874084,-2.4400833,-0.8002329,-1.3385905,0.5383576
59,0.58928895,0.72638464,"('foolish', 'wise')",-1.01479,-0.9263847,0.389493,0.62514114,-0.0120027,0.1417137,-0.1537164
61,-0.58047235,-0.6258896,"('illogical', 'logical')",-0.21436179,-0.36902896,0.27191806,0.067871764,-0.1743054,-0.3090156,0.1347102
88,-0.5537867,-0.5855127,"('low', 'eminent')",-1.1345657,-1.1114975,-0.0010303278,0.23190339,-0.5631276,-0.4883689,-0.0747587
80,0.47662717,0.24055383,"('dominated', 'dominating')",1.3372568,0.9296442,-1.3233746,-1.4562751,0.1635031,-0.095359,0.2588621
84,0.4698859,0.27497444,"('inferior', 'superior')",0.1392888,0.23461889,0.93666303,1.0107363,0.5152792,0.5067766,0.0085026
46,-0.44977865,-0.83966196,"('uncompetitive', 'competitive')",1.7335656,1.3392165,-0.76499826,-0.9481239,0.1729295,-0.1495231,0.3224526
28,-0.44138917,-0.4529858,"('disloyal', 'loyal')",0.11533943,-0.07241584,0.9597447,0.9530772,0.2112316,0.1425585,0.0686731
4,-0.4364684,-0.6313003,"('disliked', 'liked')",-0.35021925,-0.70510465,-6.4513183,-6.367416,-2.4126685,-2.5679402,0.1552717
11,-0.42697835,-0.4707156,"('unhelpful', 'helpful')",-0.25805652,-0.34510773,1.4385518,1.5940436,0.2511723,0.2594068,-0.0082345
60,0.41647357,0.48670444,"('inefficient', 'efficient')",1.5432569,1.7369874,-0.35493872,-0.16007057,0.5349305,0.6878737,-0.1529432
12,-0.4155926,-0.50381356,"('unsupportive', 'supportive')",0.76405364,0.69950145,-1.7087758,-1.477017,-0.4534382,-0.4271097,-0.0263285
45,-0.4151371,-0.7360261,"('incompetent', 'competent')",0.70944935,0.3395789,-0.37289363,-0.35242727,-0.0261938,-0.2496248,0.223431
14,0.38885087,0.062018827,"('antisocial', 'social')",1.9655944,1.7078383,-0.40685377,-0.6448658,0.6491971,0.3749971,0.2742
34,-0.38533422,-0.24710166,"('mean', 'honorable')",-0.39847764,0.012969837,5.772549,5.8417377,1.6629124,1.869202,-0.2062896
33,0.37141764,0.35105163,"('wrong', 'right')",-0.3858918,-0.29862687,-0.55781597,-0.5039531,-0.1907634,-0.1505094,-0.040254
17,-0.36859107,-0.37675554,"('nasty', 'nice')",-0.9559526,-0.90993744,-0.4790126,-0.59102917,-0.6011854,-0.6259074,0.024722
2,0.36486116,0.45052812,"('unlikable', 'likable')",1.468062,1.5539188,0.48249054,0.62617546,0.7718046,0.8768741,-0.1050695
87,-0.35381767,-0.5008527,"('unsuccessful', 'successful')",1.0033965,0.8400603,0.79173833,0.64782465,0.480439,0.3290107,0.1514283
64,0.35366577,0.10954675,"('shy', 'confident')",1.2395808,1.0287088,-6.4219832,-6.4483476,-1.6095789,-1.7700307,0.1604518
75,0.3506127,0.20501599,"('meek', 'impulsive')",-0.9677416,-1.0699177,-0.40609172,-0.38085797,-0.3410736,-0.4152532,0.0741796
41,-0.33811966,-0.42182234,"('unforgiving', 'forgiving')",0.77340007,0.56323767,0.22386764,0.112540856,0.219716,0.0846521,0.1350639
76,0.33419505,0.19220662,"('anxious', 'daring')",0.8653684,0.7229293,0.05963902,0.06895457,0.4197342,0.3280302,0.091704
83,-0.3127709,-0.40984577,"('powerless', 'powerful')",0.076064795,0.11297977,-1.0453128,-1.0140501,-0.4273396,-0.4369721,0.0096325
70,0.2990624,-0.044370316,"('lethargic', 'energetic')",1.1013949,0.8080962,0.5507693,0.5350161,0.6504089,0.432914,0.2174949
42,0.29522237,0.104859464,"('unreliable', 'reliable')",1.2071561,1.0651258,-3.0166147,-2.8540769,-0.5047454,-0.5613639,0.0566185
81,0.2666111,0.3589323,"('submissive', 'aggressive')",1.842593,1.6084116,-0.94114256,-0.78332204,0.3893538,0.3946739,-0.0053201
13,-0.25395226,-0.2752381,"('impolite', 'polite')",-0.108455546,-0.09787589,-0.58734584,-0.66830474,-0.3165845,-0.3471396,0.0305551
65,-0.24435098,-0.28145498,"('insecure', 'secure')",1.0312229,0.8920678,-0.46580976,-0.5415766,0.1070207,0.0230121,0.0840086
71,0.24383602,-0.012322221,"('diffident', 'self-confident')",0.08303189,-0.037367377,0.71326905,0.6042019,0.3467123,0.1848374,0.1618749
48,-0.22659533,-0.07104741,"('unintelligent', 'intelligent')",-0.010511581,0.05915915,0.17817786,0.3559597,-0.019643,0.1146905,-0.1343335
7,0.21709286,0.00611113,"('insensitive', 'sensitive')",0.35979348,0.26494503,0.9061681,0.8850476,0.4943515,0.3853679,0.1089836
15,0.20861712,0.013473438,"('boring', 'funny')",-1.0198039,-1.1871492,0.3734676,0.20102969,-0.1459064,-0.3242154,0.178309
20,0.20844737,0.26129407,"('rough', 'thoughtful')",1.2217447,1.4413853,1.1192054,1.261307,0.8497992,0.9879955,-0.1381963
24,-0.20006034,-0.13976598,"('dishonest', 'honest')",-0.3612752,-0.2768176,0.4207222,0.47393405,-0.0468711,0.0191168,-0.0659879
26,0.1800373,0.025681421,"('hardhearted', 'benevolent')",1.1595576,1.0408804,1.8215901,1.9079014,1.0537283,0.9914877,0.0622406
49,-0.17496532,-0.27237093,"('unable', 'able')",-0.7148415,-0.82175034,-0.38348785,-0.35287198,-0.4244316,-0.4823311,0.0578995
25,-0.13561627,0.0928999,"('egoistic', 'altruistic')",-0.16573408,-0.09331545,1.5956583,1.7648287,0.431436,0.5881377,-0.1567017
74,-0.13064179,-0.27887064,"('undedicated', 'dedicated')",1.2225729,1.2187934,0.32712877,0.33739287,0.47302,0.4257719,0.0472481
68,-0.124905854,-0.12563999,"('dependent', 'independent')",-0.54362166,-0.29436854,-0.8430282,-0.7412385,-0.5038519,-0.3870823,-0.1167696
66,-0.11137288,-0.53702444,"('inactive', 'active')",0.43391955,0.21727583,1.196769,0.96411014,0.5064386,0.2147872,0.2916514
47,-0.09402278,-0.033434402,"('stupid', 'smart')",0.81296545,0.98777854,5.498837,5.546198,2.0725932,2.1668474,-0.0942542
56,-0.07941668,-0.13960406,"('impractical', 'practical')",0.8293661,0.81210244,-0.20989332,-0.16949555,0.1800187,0.1676676,0.0123511
43,-0.06989281,-0.38237312,"('irresponsible', 'responsible')",1.0829121,0.9595963,0.5629162,0.50479335,0.5253119,0.3606722,0.1646397
58,0.039214864,-0.35926276,"('undiscriminating', 'discriminating')",1.1656328,0.77133703,0.4454024,0.15032622,0.5500834,0.1874668,0.3626166
22,0.039044075,-0.2932922,"('untrustworthy', 'trustworthy')",0.9750014,0.72878957,-0.96582854,-0.989369,0.0160723,-0.1846239,0.2006962
62,0.03665238,0.10260012,"('incompetent', 'brilliant')",1.2181832,1.0601403,-0.20585088,0.108493134,0.3496615,0.4237445,-0.074083
21,-0.036451727,0.025095286,"('immoral', 'moral')",0.41847593,0.48516384,-1.0204207,-0.94502336,-0.2127988,-0.1449214,-0.0678774
55,0.028658083,-0.011239608,"('incompetent', 'clever')",1.3406969,1.1235653,-0.109147646,-0.106182404,0.4200691,0.3353811,0.084688
40,-0.027207874,0.026808394,"('stingy', 'generous')",0.863727,0.8040366,-1.4374073,-1.1861646,-0.200296,-0.1184399,-0.0818561
50,0.027112164,0.32710776,"('clumsy', 'skillful')",-0.5750427,-0.19933069,-0.1804484,0.35263208,-0.242793,0.1601364,-0.4029294
27,-0.015566653,-0.055416547,"('hardhearted', 'softhearted')",-0.27131283,-0.13391489,1.4248799,1.4324499,0.3793335,0.4143728,-0.0350393
