,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
85,-0.56873316,-0.159592,"('insignificant', 'prestigious')",0.80270153,0.7464964,-0.6687322,-0.5613662,-0.1449213,0.0085127,-0.153434
40,0.5679412,0.27525067,"('stingy', 'generous')",0.13088378,-0.18912776,-1.7372699,-2.0339189,-0.3461483,-0.6492653,0.303117
32,0.5321985,0.4930357,"('unkind', 'kind')",-1.7655122,-1.3784527,0.22921936,0.35790694,-0.3346982,-0.1758367,-0.1588615
83,0.5107548,1.1313903,"('powerless', 'powerful')",0.076351225,0.35365775,-0.7266525,-0.58274233,-0.0465155,0.3007686,-0.3472841
45,-0.49189547,-0.5117467,"('incompetent', 'competent')",-1.2311474,-1.6144751,-0.3646231,-0.30769572,-0.6958887,-0.8113058,0.1154171
15,-0.48302993,-0.19465454,"('boring', 'funny')",0.43899587,0.54932326,-0.2850274,-0.40504795,-0.1096872,-0.0167931,-0.0928941
42,0.47710168,0.15713373,"('unreliable', 'reliable')",0.23707308,-0.13536277,-3.02432,-3.2597249,-0.7700484,-1.079318,0.3092696
3,0.454637,0.3384438,"('repellent', 'pleasant')",-1.3018533,-1.6008209,0.93213767,1.000618,0.0283071,-0.0872531,0.1155602
50,0.4109984,0.4299449,"('clumsy', 'skillful')",0.8413456,0.5679535,0.5206002,0.27289772,0.5909814,0.4235987,0.1673827
41,-0.40972203,-0.28877455,"('unforgiving', 'forgiving')",-0.83812284,-0.8505936,-0.23239845,-0.1313147,-0.4934145,-0.4235609,-0.0698536
18,0.38783327,0.5149888,"('disagreeable', 'welcoming')",0.46856928,0.5546953,-0.5642698,-0.73592633,0.0973776,0.1112526,-0.013875
29,-0.38054457,-0.83053327,"('unfair', 'fair')",-0.116765,-0.6543896,-0.55396587,-0.98039675,-0.3504252,-0.8217732,0.471348
77,0.37358636,0.0005420083,"('unmotivated', 'motivated')",-1.1770746,-0.96547973,-0.6300816,-0.72134393,-0.4778566,-0.5620939,0.0842373
53,-0.3473914,-0.2850751,"('uncreative', 'creative')",-2.4823167,-2.424939,0.043552894,0.025968082,-0.9287184,-0.894682,-0.0340364
47,-0.33649284,-0.09818299,"('stupid', 'smart')",-0.52552843,-0.5008247,4.994134,5.18969,1.3773708,1.5302275,-0.1528567
1,-0.31928757,-0.45877323,"('unfriendly', 'friendly')",-2.302193,-2.430666,0.3469106,0.2826339,-0.75819,-0.8689351,0.1107451
63,0.31071606,0.18473926,"('unperceptive', 'insightful')",-1.6753803,-1.8132756,0.38268656,0.36392227,-0.3273259,-0.421538,0.0942121
11,0.30541217,0.4826003,"('unhelpful', 'helpful')",-1.2961781,-1.1933569,1.6059198,1.6634107,0.2050513,0.3175514,-0.1125001
66,-0.30335632,0.0060755014,"('inactive', 'active')",-0.0034377724,0.07388002,0.51221174,0.40776014,0.0684725,0.1625719,-0.0940994
54,0.29408243,0.18708871,"('incapable', 'capable')",-0.20788504,-0.24426135,0.5900327,0.359585,0.22541,0.1008041,0.1246059
80,0.27595925,0.36586902,"('dominated', 'dominating')",0.26790428,0.27365935,-0.28043842,-0.24626784,0.0878084,0.1310868,-0.0432784
13,-0.26636928,0.07548803,"('impolite', 'polite')",-1.7721416,-1.2478065,-0.91073835,-0.6252004,-0.9830831,-0.5991729,-0.3839102
58,-0.24813063,-0.4637448,"('undiscriminating', 'discriminating')",-0.65817535,-1.0925599,0.15400577,-0.123745054,-0.2507667,-0.5600166,0.3092499
26,0.24406789,0.078169435,"('hardhearted', 'benevolent')",-0.32874745,-0.017174214,1.3075004,1.2980217,0.4076069,0.4530056,-0.0453987
68,-0.24031843,-0.18842573,"('dependent', 'independent')",0.44082844,0.24215364,-0.8253775,-1.0473295,-0.2082892,-0.3312005,0.1229113
49,0.23856843,0.4156156,"('unable', 'able')",0.2745611,0.3891131,-0.17427486,-0.19030169,0.1129516,0.204809,-0.0918574
33,-0.23580036,-0.17199329,"('wrong', 'right')",1.2687523,1.278209,-0.8564404,-0.993518,0.0588372,0.0375659,0.0212713
73,0.23016152,0.24525355,"('helpless', 'self-reliant')",1.0892911,0.9214791,-2.831918,-3.2232933,-0.5041551,-0.6855202,0.1813651
88,-0.22189455,0.16029915,"('low', 'eminent')",-1.0062286,-0.99946487,-0.5907566,-0.6242246,-0.6062932,-0.4877968,-0.1184964
24,-0.22066185,-0.13870856,"('dishonest', 'honest')",-1.8106807,-1.8829478,0.11146682,-0.11391003,-0.6399586,-0.7118554,0.0718968
25,-0.2046717,-0.35204905,"('egoistic', 'altruistic')",0.03428215,0.03590525,1.0023899,0.9180056,0.2773335,0.2006206,0.0767129
87,0.16786425,0.5834316,"('unsuccessful', 'successful')",-0.11568248,-0.04173188,1.0171176,0.9573719,0.3564331,0.4996905,-0.1432574
61,0.14665738,0.578371,"('illogical', 'logical')",-1.6769558,-1.4555554,0.011858724,0.14811608,-0.5061466,-0.2430228,-0.2631238
30,-0.14194411,0.29718763,"('intolerant', 'tolerant')",-0.99100125,-0.78291523,0.40498447,0.56076545,-0.2426536,0.0250126,-0.2676662
64,-0.10298192,-0.1609413,"('shy', 'confident')",-0.09078097,-0.007306449,-5.7419343,-5.9298935,-1.9785657,-2.0327137,0.054148
51,0.07033957,-0.031217422,"('uneducated', 'educated')",-0.38089684,-0.540675,0.042269386,0.17178851,-0.0894293,-0.133368,0.0439387
8,-0.05537775,0.11939488,"('unaffectionate', 'affectionate')",-1.0635039,-0.83193326,0.32125258,0.24469353,-0.2658763,-0.1559483,-0.109928
86,0.044459693,0.18643232,"('uninfluential', 'influential')",-2.2202506,-2.095592,-0.898872,-0.9166861,-1.0248877,-0.9419486,-0.0829391
28,-0.03846912,0.06700544,"('disloyal', 'loyal')",-1.5392702,-1.4929894,0.8211788,0.73868203,-0.2521868,-0.2291007,-0.0230861
22,0.03451699,-0.30072805,"('untrustworthy', 'trustworthy')",-0.7203174,-1.0233265,-0.6220519,-0.87349695,-0.4359508,-0.7325172,0.2965664
46,-0.022199567,-0.013891354,"('uncompetitive', 'competitive')",-1.6845585,-1.7284585,-0.69656104,-0.44678813,-0.8011064,-0.7297126,-0.0713938
