,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
3,-1.2480057,-1.1474143,"('repellent', 'pleasant')",-1.3668758,-1.3124198,-0.59009683,-0.6269552,0.029432788,0.065784946,-0.7938864,-0.7552511,-0.0386353
79,-1.2396972,-1.339547,"('wavering', 'unwavering')",-0.63407695,-0.5831275,-1.6396905,-1.568511,-0.13854593,-0.15914321,-0.9130027,-0.9125822,-0.0004205
54,-1.2084779,-1.2759345,"('incapable', 'capable')",0.4243893,0.26448497,0.093537726,0.018038563,0.8630107,0.7739169,0.043115,-0.0548735,0.0979885
28,-1.2010902,-1.2224839,"('disloyal', 'loyal')",-0.10015494,-0.12329817,0.61844456,0.5583951,0.665774,0.6634755,-0.0042567,-0.0309779,0.0267212
63,-1.1986395,-1.1416562,"('unperceptive', 'insightful')",-0.6653992,-0.73936653,0.5143912,0.41384426,1.0222229,0.9965935,-0.0818562,-0.1176462,0.03579
67,1.1971173,1.207053,"('doubtful', 'determined')",0.9944457,0.86892927,-0.8212836,-0.90058285,-0.49670097,-0.60883605,0.2183946,0.1416408,0.0767538
57,-1.1805074,-1.0030893,"('unimaginative', 'imaginative')",-1.5718507,-1.4935554,-0.22763184,-0.15102284,-2.0880048,-1.9717976,-1.2669986,-1.1548663,-0.1121323
12,-1.1737633,-1.114388,"('unsupportive', 'supportive')",0.91818875,0.8164541,0.3536003,0.310261,-1.5749637,-1.4708332,-0.3692345,-0.3646265,-0.004608
23,-1.1179067,-1.1443847,"('insincere', 'sincere')",1.0852956,0.928794,0.11375236,-0.081594475,4.926998,4.879436,1.2520348,1.1455626,0.1064722
7,-1.1125797,-1.0493625,"('insensitive', 'sensitive')",0.61454153,0.7128424,0.19644937,0.1261222,0.53666353,0.6603898,0.0587687,0.112498,-0.0537293
45,-1.0867018,-0.9817175,"('incompetent', 'competent')",0.30101314,0.19903329,0.80944455,0.7718037,-0.3831851,-0.27192453,-0.0898573,-0.0707013,-0.019156
44,0.98470426,0.93546075,"('prejudiced', 'unprejudiced')",-0.5822622,-0.46182537,-0.11885672,-0.11855894,-1.3191382,-1.2867838,-0.2588882,-0.2329268,-0.0259614
78,-0.96133524,-0.97780764,"('nonresilient', 'resilient')",-0.8734338,-0.8916855,1.2334234,1.2391706,0.5599053,0.6449079,-0.0103601,0.0036463,-0.0140064
0,-0.9337601,-0.84027356,"('unsociable', 'sociable')",0.73945737,0.5593514,1.065415,0.9692624,-0.38145098,-0.40671653,0.1224153,0.0704059,0.0520094
36,-0.9211768,-0.9833654,"('hostile', 'amicable')",-0.82668865,-0.76830757,-1.3267102,-1.173291,0.058695246,-0.052817013,-0.7539701,-0.7444453,-0.0095248
35,0.9105144,0.80796176,"('corrupt', 'incorrupt')",-0.348566,-0.18502143,-0.86252713,-0.77234113,-0.32630503,-0.44647747,-0.1567209,-0.1489696,-0.0077513
31,-0.87753344,-0.91039646,"('evil', 'good')",-1.6368473,-1.6872284,-1.3906742,-1.2592599,-1.2959836,-1.3180125,-1.3002596,-1.2937243,-0.0065353
73,0.8100244,0.755214,"('helpless', 'self-reliant')",0.9651968,1.1244932,-0.3731615,-0.3123872,-3.022214,-3.1119113,-0.4050386,-0.3861478,-0.0188908
70,-0.7946975,-0.73453194,"('lethargic', 'energetic')",-0.16143355,-0.2737606,0.053208895,-0.021914309,0.6518514,0.72594404,-0.0627677,-0.0760657,0.013298
66,-0.7845538,-0.8834199,"('inactive', 'active')",-0.56093717,-0.7402968,-0.3367153,-0.47066718,0.76851,0.738466,-0.2284241,-0.3389794,0.1105553
38,-0.7121139,-0.7536337,"('untruthful', 'truthful')",-0.080056936,-0.16044798,0.17638144,0.1030489,0.21042787,0.13975823,-0.1013404,-0.1678186,0.0664782
84,0.6866262,0.6900951,"('inferior', 'superior')",1.9529063,1.9739568,1.1759267,1.2196789,1.0287856,1.0372355,1.2110612,1.2302415,-0.0191803
61,-0.6721588,-0.6989532,"('illogical', 'logical')",-0.51904565,-0.5095882,0.92157936,0.88641477,-0.14405805,-0.10525491,-0.1034208,-0.1068454,0.0034246
74,-0.6705393,-0.70446277,"('undedicated', 'dedicated')",0.8321354,0.61027384,0.006545525,-0.04529952,0.10294932,0.045434877,0.0677727,-0.0235134,0.0912861
43,-0.65857863,-0.6689428,"('irresponsible', 'responsible')",0.7808835,0.820392,0.68568647,0.6189731,0.511614,0.55465454,0.3299013,0.3312692,-0.0013679
2,0.64922476,0.5052051,"('unlikable', 'likable')",1.2162496,0.80285937,0.4147457,0.3219927,0.56327486,0.4305258,0.7108737,0.5151457,0.195728
18,-0.64166653,-0.61667645,"('disagreeable', 'welcoming')",0.5262427,0.3615807,-0.11404783,-0.061132573,-0.22242662,-0.22628403,-0.1129746,-0.1356281,0.0226535
55,-0.61584276,-0.5029242,"('incompetent', 'clever')",0.38849542,0.21422322,1.9606572,1.8996601,-0.11407731,-0.04685714,0.4048081,0.3910255,0.0137826
46,-0.61243093,-0.5676521,"('uncompetitive', 'competitive')",0.46836644,0.40316376,0.088760525,0.03443413,-0.44700268,-0.3248509,-0.1255767,-0.1137263,-0.0118504
27,-0.60588807,-0.55694693,"('hardhearted', 'softhearted')",-0.99212956,-1.0506102,-1.0196872,-1.0009518,1.3297977,1.4518226,-0.3219768,-0.2891715,-0.0328053
24,-0.57393205,-0.5741048,"('dishonest', 'honest')",0.21975546,0.020887088,-0.26367795,-0.27924103,0.5813648,0.5275737,-0.0091224,-0.0762213,0.0670989
77,-0.5488858,-0.49393457,"('unmotivated', 'motivated')",0.14269388,0.16109687,1.4006076,1.3511168,-0.9472057,-0.8956234,0.0118025,0.0306639,-0.0188614
51,-0.5443998,-0.48989722,"('uneducated', 'educated')",-0.111873746,-0.17842484,0.6357845,0.5297001,0.30656278,0.35709572,0.0715184,0.0546184,0.0169
4,-0.4754736,-0.40114126,"('disliked', 'liked')",-0.72510743,-0.83841515,-0.33200383,-0.25543466,-5.358177,-5.42803,-1.7226906,-1.7307553,0.0080647
88,-0.47389612,-0.5024468,"('low', 'eminent')",-1.1340013,-1.2833352,0.050301064,0.024847247,0.32446134,0.25824755,-0.3082837,-0.3756718,0.0673881
37,-0.47156802,-0.46383005,"('fake', 'genuine')",0.68982154,0.7343016,-0.18268225,-0.24755949,0.22486162,0.19340244,0.0651082,0.0540786,0.0110296
81,0.4552614,0.5255458,"('submissive', 'aggressive')",-0.27122435,-0.46316805,1.1108085,1.0486584,-0.60440165,-0.5888258,0.172611,0.1305526,0.0420584
52,-0.44754103,-0.5636601,"('irrational', 'rational')",-0.22928333,-0.30680346,-0.4215731,-0.35160482,-0.15685478,-0.11022345,-0.3138131,-0.3330729,0.0192598
26,-0.42702934,-0.3992542,"('hardhearted', 'benevolent')",1.6553884,1.499475,1.2183433,1.297674,1.6696912,1.606231,1.0290984,1.0010314,0.028067
50,-0.39767325,-0.5511334,"('clumsy', 'skillful')",0.95328957,0.8864657,0.049147267,-0.044046868,0.446171,0.3595916,0.2627336,0.1627193,0.1000143
80,0.38989893,0.41907734,"('dominated', 'dominating')",0.107552014,0.14029749,0.62853575,0.4822534,-1.3928034,-1.2613215,-0.0667042,-0.0549233,-0.0117809
39,0.3758267,0.37705958,"('exploitative', 'cooperative')",2.4023736,2.3376594,1.3411562,1.2162688,0.2633037,0.19317758,1.095665,1.0310413,0.0646237
11,-0.36972636,-0.35881862,"('unhelpful', 'helpful')",-0.11565454,-0.2815046,0.6594857,0.45602676,2.0888627,2.0427139,0.5657419,0.4646043,0.1011376
25,-0.3506398,-0.47462773,"('egoistic', 'altruistic')",0.6382838,0.62001,0.33091366,0.39592987,1.2853518,1.1711959,0.4759774,0.428127,0.0478504
33,0.34582925,0.35650858,"('wrong', 'right')",1.2242906,1.2294376,0.08596516,0.15220927,-0.59834933,-0.61204433,0.2644339,0.2815278,-0.0170939
75,0.32121995,0.24984005,"('meek', 'impulsive')",-0.84348893,-0.67654216,-1.0576822,-0.91385853,-0.45694387,-0.49373263,-0.5092238,-0.4585733,-0.0506505
16,-0.3210711,-0.4348305,"('unpopular', 'popular')",-0.5162075,-0.5099388,0.21425873,0.22404426,0.57306206,0.58620197,-0.0124895,-0.0336308,0.0211413
65,-0.31289202,-0.26048306,"('insecure', 'secure')",0.5596905,0.39612794,0.339108,0.22282307,-0.29187223,-0.216604,0.0735086,0.035466,0.0380426
20,-0.3087107,-0.29771927,"('rough', 'thoughtful')",0.7904165,0.88115424,2.2908738,2.265908,1.3881438,1.3608179,1.0401809,1.0525402,-0.0123593
32,-0.30233732,-0.3120375,"('unkind', 'kind')",0.24391893,0.10135585,0.822437,0.7450642,1.0271844,0.9834332,0.4478008,0.379454,0.0683468
49,-0.28415492,-0.25083518,"('unable', 'able')",-0.44174242,-0.41271195,-0.15823534,-0.12675032,-0.063633665,-0.0076711066,-0.2369416,-0.1994922,-0.0374494
64,0.2812617,0.43209162,"('shy', 'confident')",0.6331487,0.70791394,0.29207358,0.34627753,-5.7345552,-5.6659856,-1.1320179,-1.0449257,-0.0870922
60,0.2709372,0.3769746,"('inefficient', 'efficient')",0.6610223,0.5302247,1.4639096,1.3310026,0.28575516,0.23655894,0.6704061,0.6186902,0.0517159
85,-0.27070248,-0.43182674,"('insignificant', 'prestigious')",0.04763265,0.053621575,0.4004976,0.49376893,0.5445298,0.48582286,0.1804894,0.1503467,0.0301427
48,-0.25469473,-0.18706422,"('unintelligent', 'intelligent')",-0.1729079,-0.1933508,1.9790261,2.056693,0.6887981,0.73679197,0.5600554,0.6032676,-0.0432122
29,-0.24848276,-0.18612276,"('unfair', 'fair')",0.2088516,0.36426947,-0.103023686,-0.08686353,-0.5308031,-0.406184,-0.1683645,-0.0787252,-0.0896393
56,0.24419045,0.2987334,"('impractical', 'practical')",0.8938329,0.880368,1.1357276,1.002155,-0.21048641,-0.27364013,0.5158162,0.476904,0.0389122
47,0.23245957,0.19361126,"('stupid', 'smart')",-0.018629255,-0.048710946,0.64930236,0.50839835,4.766349,4.785858,1.4073703,1.3597893,0.047581
13,0.22441082,0.3028113,"('impolite', 'polite')",0.64557856,0.5423891,0.7818372,0.68618053,-0.040684287,0.004529912,0.4027856,0.3839777,0.0188079
76,-0.17857374,-0.15248424,"('anxious', 'daring')",-0.701597,-0.9688945,0.1592133,0.0924659,0.22242501,0.21407479,-0.1246331,-0.2037095,0.0790764
40,-0.17000215,-0.14847933,"('stingy', 'generous')",0.09062767,0.04458769,0.014027961,0.1363031,-1.2605394,-1.2115641,-0.3314715,-0.2947882,-0.0366833
15,0.16762128,0.19923785,"('boring', 'funny')",-0.16275594,-0.3342643,0.20392862,0.25430676,0.3895069,0.43340912,0.1495752,0.1381724,0.0114028
59,0.15783094,0.011493724,"('foolish', 'wise')",0.89214647,0.92034554,-0.09481133,-0.07578144,0.3570488,0.3300202,0.3280537,0.2965195,0.0315342
22,-0.15065421,-0.037565768,"('untrustworthy', 'trustworthy')",-0.16717857,-0.25262803,0.68565667,0.6627282,-0.7173683,-0.63441145,-0.0873861,-0.0654693,-0.0219168
21,-0.14296752,-0.079700395,"('immoral', 'moral')",-0.27367264,-0.48194566,1.0791329,1.0123159,-0.9706923,-0.9390897,-0.0770499,-0.122105,0.0450551
58,-0.12933514,0.020770228,"('undiscriminating', 'discriminating')",-0.5246173,-0.36742204,0.25218055,0.38880894,0.0049718004,0.06654521,-0.0992,0.0271756,-0.1263756
68,-0.12557004,-0.143308,"('dependent', 'independent')",-0.38212863,-0.38839746,-0.036943104,-0.08333573,-0.40271616,-0.3832227,-0.2368395,-0.249566,0.0127265
87,-0.117836006,-0.14429685,"('unsuccessful', 'successful')",-0.046092648,0.04053453,0.21931961,0.21276194,0.47441795,0.537666,0.1324522,0.1616664,-0.0292142
34,-0.10636559,-0.17853384,"('mean', 'honorable')",-0.81293243,-0.8464491,0.41695425,0.3624605,5.7013364,5.6958656,1.2997482,1.2583358,0.0414124
72,-0.096661955,-0.06978981,"('unambitious', 'ambitious')",0.3056811,0.34664452,0.04498688,0.031711504,-1.2300973,-1.2930247,-0.2440228,-0.2461146,0.0020918
83,0.071501255,0.053953573,"('powerless', 'powerful')",-0.20962507,-0.1415048,-0.0029260255,-0.016320035,-1.1875889,-1.2528118,-0.3321597,-0.3391708,0.0070111
30,0.06375051,0.17681997,"('intolerant', 'tolerant')",0.2673253,0.2921017,0.67865604,0.63699067,1.1475548,1.2309582,0.5393217,0.5842177,-0.044896
71,0.06294605,0.02617685,"('diffident', 'self-confident')",1.3440499,1.3219892,1.639404,1.6411984,0.58715457,0.6198041,0.9083887,0.9022921,0.0060966
62,0.036605623,0.0694507,"('incompetent', 'brilliant')",0.7717862,0.53897244,1.4457731,1.3589808,0.16256776,0.08802391,0.6041832,0.5138569,0.0903263
14,0.028810058,0.18295132,"('antisocial', 'social')",0.4336699,0.48083854,1.265363,1.2277786,-0.7622828,-0.71490103,0.24139,0.2941669,-0.0527769
41,-0.021802152,0.10468534,"('unforgiving', 'forgiving')",0.7349505,0.5303163,0.70591694,0.73286283,0.09094393,0.17394915,0.3775023,0.3854534,-0.0079511
42,-0.020649416,-0.026190393,"('unreliable', 'reliable')",-0.2091545,-0.16277975,0.01342329,-0.060751077,-2.593258,-2.5945625,-0.7024096,-0.711071,0.0086614
17,0.015060909,0.046308756,"('nasty', 'nice')",-0.1672552,-0.00043610483,-0.55981135,-0.5056912,-0.6296431,-0.5926607,-0.3354122,-0.2631198,-0.0722924
