,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,-1.136939,-0.906642,"('diffident', 'self-confident')",0.49113142,0.7425182,-0.3229038,-0.0820619,-0.2408419
31,-1.129524,-1.1138439,"('evil', 'good')",-1.3949481,-1.4118437,-1.2622361,-1.2628438,0.0006077
28,-1.1051053,-1.4629096,"('disloyal', 'loyal')",0.9146242,0.7112335,-0.0952405,-0.375838,0.2805975
23,-1.0892069,-1.257701,"('insincere', 'sincere')",6.2780495,5.963138,2.5944214,2.3527186,0.2417028
12,-1.0315994,-0.96294403,"('unsupportive', 'supportive')",-1.7114794,-1.4712236,-1.3715394,-1.2170838,-0.1544556
45,-1.0140651,-1.1539615,"('incompetent', 'competent')",-0.059205685,-0.021566452,-0.5366354,-0.587764,0.0511286
24,-0.9854922,-1.0824122,"('dishonest', 'honest')",1.0195546,0.8701712,0.0170312,-0.1061205,0.1231517
52,-0.9854522,-1.09584,"('irrational', 'rational')",0.01226024,0.014125029,-0.486596,-0.5408575,0.0542615
88,-0.97989494,-0.8821898,"('low', 'eminent')",0.28671926,0.23631127,-0.3465878,-0.3229393,-0.0236485
7,-0.9760265,-0.9147471,"('insensitive', 'sensitive')",0.6276284,0.7534261,-0.174199,-0.0806605,-0.0935385
73,0.96239495,0.94943273,"('helpless', 'self-reliant')",-3.130533,-3.027769,-1.084069,-1.0391681,-0.0449009
46,-0.95360416,-0.9119876,"('uncompetitive', 'competitive')",-0.5714172,-0.43331295,-0.7625107,-0.6726503,-0.0898604
36,-0.94155324,-1.0622774,"('hostile', 'amicable')",-0.31594843,-0.4200234,-0.6287508,-0.7411504,0.1123996
43,-0.9395193,-0.85882926,"('irresponsible', 'responsible')",0.83943826,0.9385647,-0.0500405,0.0398677,-0.0899082
77,-0.8967966,-0.5440319,"('unmotivated', 'motivated')",-1.1106786,-0.9880978,-1.0037376,-0.7660649,-0.2376727
63,-0.84582,-0.7928954,"('unperceptive', 'insightful')",1.1271267,1.2068784,0.1406533,0.2069915,-0.0663382
0,-0.8045076,-0.780608,"('unsociable', 'sociable')",-0.09871356,-0.036716346,-0.4516106,-0.4086622,-0.0429484
16,-0.7992244,-0.94049275,"('unpopular', 'popular')",0.27071905,0.262456,-0.2642527,-0.3390184,0.0747657
74,-0.7289205,-0.801231,"('undedicated', 'dedicated')",-0.35119766,-0.27488363,-0.5400591,-0.5380573,-0.0020018
51,-0.7157817,-0.7987521,"('uneducated', 'educated')",0.2220895,0.34394783,-0.2468461,-0.2274022,-0.0194439
78,-0.6963497,-0.7076793,"('nonresilient', 'resilient')",0.26959264,0.41411096,-0.2133785,-0.1467842,-0.0665943
76,0.6753446,0.5311464,"('anxious', 'daring')",0.5248768,0.4529927,0.6001107,0.4920695,0.1080412
87,-0.67366964,-0.6015878,"('unsuccessful', 'successful')",0.5075289,0.76775724,-0.0830704,0.0830847,-0.1661551
11,-0.673526,-0.71544343,"('unhelpful', 'helpful')",2.188885,2.1762195,0.7576795,0.730388,0.0272915
84,0.65687424,0.53686994,"('inferior', 'superior')",0.9915421,0.9892868,0.8242081,0.7630783,0.0611298
32,-0.64987004,-0.74652934,"('unkind', 'kind')",1.0096384,1.0257108,0.1798842,0.1395907,0.0402935
30,0.6207439,0.4880609,"('intolerant', 'tolerant')",1.4910651,1.481216,1.0559045,0.9846385,0.071266
25,-0.58776623,-0.63019377,"('egoistic', 'altruistic')",1.065031,1.0764865,0.2386324,0.2231463,0.0154861
13,-0.5790659,-0.5316358,"('impolite', 'polite')",-0.1608586,-0.18639445,-0.3699623,-0.3590151,-0.0109472
60,0.5755272,0.5979749,"('inefficient', 'efficient')",0.72149986,0.6696265,0.6485136,0.6338007,0.0147129
14,0.556319,0.51851374,"('antisocial', 'social')",-0.48566085,-0.47529462,0.0353291,0.0216096,0.0137195
65,0.5465542,0.44487795,"('insecure', 'secure')",-0.0055423435,-0.07980177,0.2705059,0.1825381,0.0879678
85,-0.5395831,-0.62233883,"('insignificant', 'prestigious')",0.054757055,0.16001593,-0.242413,-0.2311614,-0.0112516
17,-0.53805566,-0.6790591,"('nasty', 'nice')",-0.29044494,-0.29900485,-0.4142503,-0.489032,0.0747817
35,0.5374325,0.31507033,"('corrupt', 'incorrupt')",-0.58563983,-0.69533616,-0.0241037,-0.1901329,0.1660292
82,-0.53356576,-0.73495,"('poor', 'rich')",6.480856,6.1637983,2.9736452,2.7144241,0.2592211
3,-0.5211796,-0.47320408,"('repellent', 'pleasant')",0.17386873,0.07109811,-0.1736555,-0.201053,0.0273975
83,-0.50859815,-0.4543166,"('powerless', 'powerful')",-0.848416,-0.79907376,-0.6785071,-0.6266952,-0.0518119
58,-0.45334297,-0.5549401,"('undiscriminating', 'discriminating')",-0.045405515,0.051029854,-0.2493742,-0.2519551,0.0025809
67,0.42662317,0.55013955,"('doubtful', 'determined')",-0.5054736,-0.56027764,-0.0394252,-0.005069,-0.0343562
22,0.42115188,0.32466853,"('untrustworthy', 'trustworthy')",-0.4924801,-0.4912553,-0.0356641,-0.0832934,0.0476293
72,-0.3979928,-0.3751136,"('unambitious', 'ambitious')",-0.43554983,-0.5360064,-0.4167713,-0.45556,0.0387887
69,0.38059998,0.5185104,"('lazy', 'industrious')",-0.7291809,-0.6600839,-0.1742904,-0.0707867,-0.1035037
15,-0.35205904,-0.33984545,"('boring', 'funny')",0.29316622,0.29407832,-0.0294464,-0.0228836,-0.0065628
40,0.3461267,0.10295783,"('stingy', 'generous')",-1.65866,-1.5967594,-0.6562667,-0.7469008,0.0906341
34,-0.32496262,-0.31326926,"('mean', 'honorable')",6.3209677,6.1858664,2.9980025,2.9362986,0.0617039
56,-0.31174117,-0.4077528,"('impractical', 'practical')",0.14693636,0.13817625,-0.0824024,-0.1347883,0.0523859
4,-0.29653513,-0.34889734,"('disliked', 'liked')",-7.1616607,-6.8759155,-3.7290978,-3.6124065,-0.1166913
55,0.29397935,0.16675873,"('incompetent', 'clever')",0.52931637,0.58403134,0.4116479,0.375395,0.0362529
75,0.28394285,0.35689288,"('meek', 'impulsive')",-0.70909244,-0.80961657,-0.2125748,-0.2263618,0.013787
42,0.27920634,0.19251439,"('unreliable', 'reliable')",-3.1484058,-2.9684994,-1.4345998,-1.3879925,-0.0466073
39,0.27887505,0.33726844,"('exploitative', 'cooperative')",0.42126444,0.4346243,0.3500698,0.3859464,-0.0358766
26,-0.25055957,-0.45441473,"('hardhearted', 'benevolent')",1.5492784,1.6354547,0.6493594,0.59052,0.0588394
81,0.23207802,0.23918475,"('submissive', 'aggressive')",-0.37574613,-0.40879437,-0.0718341,-0.0848048,0.0129707
47,-0.23129794,-0.4194734,"('stupid', 'smart')",6.179061,5.9034834,2.9738815,2.7420049,0.2318766
48,0.21313624,0.102296144,"('unintelligent', 'intelligent')",1.3790361,1.4355965,0.7960861,0.7689463,0.0271398
59,0.21107014,-0.12599333,"('foolish', 'wise')",0.56853324,0.5314622,0.3898017,0.2027344,0.1870673
20,0.20477912,0.15895966,"('rough', 'thoughtful')",1.3083906,1.3296992,0.7565849,0.7443294,0.0122555
64,0.20388098,0.65331554,"('shy', 'confident')",-6.845704,-6.472109,-3.3209116,-2.9093966,-0.411515
68,-0.17657934,-0.21057166,"('dependent', 'independent')",-0.29391682,-0.31600854,-0.2352481,-0.2632901,0.028042
18,-0.16810565,-0.31937206,"('disagreeable', 'welcoming')",-0.15655884,-0.15993938,-0.1623322,-0.2396557,0.0773235
27,0.16210878,0.20845495,"('hardhearted', 'softhearted')",1.5541438,1.7123908,0.8581263,0.9604229,-0.1022966
49,0.15258348,0.010691866,"('unable', 'able')",0.44403878,0.4531614,0.2983111,0.2319266,0.0663845
62,-0.13612014,-0.2999727,"('incompetent', 'brilliant')",0.82238245,0.7755235,0.3431312,0.2377754,0.1053558
33,-0.13561863,-0.27160233,"('wrong', 'right')",-0.60406965,-0.60102504,-0.3698441,-0.4363137,0.0664696
70,-0.10815719,-0.15583932,"('lethargic', 'energetic')",0.5280925,0.54684997,0.2099677,0.1955053,0.0144624
80,0.10707109,0.099135,"('dominated', 'dominating')",-1.2567548,-1.1079317,-0.5748419,-0.5043983,-0.0704436
50,0.08539347,0.040074434,"('clumsy', 'skillful')",0.29193103,0.30434924,0.1886623,0.1722118,0.0164505
2,0.078175895,0.011016909,"('unlikable', 'likable')",0.36245638,0.4220537,0.2203161,0.2165353,0.0037808
29,-0.077850506,-0.15918042,"('unfair', 'fair')",-0.26392797,-0.2484463,-0.1708892,-0.2038134,0.0329242
37,-0.07221724,-0.2251783,"('fake', 'genuine')",0.40055162,0.3921677,0.1641672,0.0834947,0.0806725
21,-0.06833641,-0.20248298,"('immoral', 'moral')",-0.41957626,-0.29858798,-0.2439563,-0.2505355,0.0065792
41,-0.06089001,-0.28345603,"('unforgiving', 'forgiving')",-0.046100967,-0.002874881,-0.0534955,-0.1431655,0.08967
