,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
20,0.83967596,0.5856314,"('rough', 'thoughtful')",1.1992011,1.2052901,1.0194385,0.8954607,0.1239778
7,-0.83322644,-0.9071765,"('insensitive', 'sensitive')",0.3488834,0.07056576,-0.2421715,-0.4183054,0.1761339
82,-0.8308149,-0.63857406,"('poor', 'rich')",3.7034326,4.4153123,1.4363089,1.8883691,-0.4520602
12,-0.78151584,-0.96534413,"('unsupportive', 'supportive')",-0.7777923,-1.2860297,-0.779654,-1.1256869,0.3460329
44,0.7741207,0.66433454,"('prejudiced', 'unprejudiced')",-1.3476111,-1.2668393,-0.2867452,-0.3012524,0.0145072
48,-0.72607154,-0.8927459,"('unintelligent', 'intelligent')",0.038187496,0.01790551,-0.343942,-0.4374202,0.0934782
29,0.7189283,0.5248467,"('unfair', 'fair')",-0.4481851,-0.7221766,0.1353716,-0.098665,0.2340366
11,-0.7187148,-0.95632863,"('unhelpful', 'helpful')",0.97745204,0.883488,0.1293686,-0.0364203,0.1657889
67,0.71285415,0.7768559,"('doubtful', 'determined')",-0.65502113,-0.29463634,0.0289165,0.2411098,-0.2121933
28,-0.71009654,-0.7559335,"('disloyal', 'loyal')",0.596082,0.4135082,-0.0570073,-0.1712127,0.1142054
81,-0.68939376,-0.6974367,"('submissive', 'aggressive')",-0.5552592,-0.49312142,-0.6223265,-0.595279,-0.0270475
35,0.67139524,0.7334218,"('corrupt', 'incorrupt')",-0.49704087,-0.41398546,0.0871772,0.1597182,-0.072541
77,-0.6287261,-0.7091796,"('unmotivated', 'motivated')",-0.6765403,-0.9019716,-0.6526332,-0.8055756,0.1529424
70,-0.62181926,-0.82547665,"('lethargic', 'energetic')",0.34250253,-0.02381559,-0.1396584,-0.4246461,0.2849877
76,-0.6119652,-0.8207219,"('anxious', 'daring')",-0.37050307,-0.38203704,-0.4912341,-0.6013795,0.1101454
6,-0.60876364,-0.26310155,"('distant', 'open')",0.12102615,0.082140416,-0.2438687,-0.0904806,-0.1533881
26,-0.58092564,-0.43101093,"('hardhearted', 'benevolent')",2.3471305,2.299827,0.8831024,0.9344081,-0.0513057
55,-0.5613828,-0.85787207,"('incompetent', 'clever')",0.30968666,-0.061287872,-0.1258481,-0.45958,0.3337319
68,-0.517307,-0.58881277,"('dependent', 'independent')",-0.84716445,-0.77525663,-0.6822357,-0.6820347,-0.000201
25,-0.50800717,-0.40108994,"('egoistic', 'altruistic')",1.1117835,1.4029588,0.3018882,0.5009344,-0.1990462
17,-0.47101685,-0.5130248,"('nasty', 'nice')",-1.1731937,-1.0661923,-0.8221053,-0.7896085,-0.0324968
16,-0.39289558,-0.43957165,"('unpopular', 'popular')",-0.39261144,-0.39746693,-0.3927535,-0.4185193,0.0257658
60,-0.39166313,-0.52247167,"('inefficient', 'efficient')",0.29520836,0.08221443,-0.0482274,-0.2201286,0.1719012
83,0.3843426,0.033285942,"('powerless', 'powerful')",-0.26956815,-0.53349584,0.0573872,-0.250105,0.3074922
3,-0.37912288,-0.23294668,"('repellent', 'pleasant')",-0.2253178,-0.0005156072,-0.3022203,-0.1167311,-0.1854892
34,0.3669362,0.21363404,"('mean', 'honorable')",3.3443878,3.7500215,1.855662,1.9818277,-0.1261657
54,-0.30909485,-0.24981356,"('incapable', 'capable')",0.4385054,0.771175,0.0647053,0.2606807,-0.1959754
4,-0.30072632,-0.10994156,"('disliked', 'liked')",-3.2707977,-4.5002794,-1.7857621,-2.3051105,0.5193484
22,-0.29935345,-0.49506074,"('untrustworthy', 'trustworthy')",-0.119360164,-0.8597945,-0.2093568,-0.6774276,0.4680708
62,-0.28615215,-0.5049017,"('incompetent', 'brilliant')",0.87764245,0.5902476,0.2957451,0.0426729,0.2530722
58,-0.27911043,-0.5144701,"('undiscriminating', 'discriminating')",0.8400277,0.2276127,0.2804586,-0.1434287,0.4238873
59,0.2766348,0.44348064,"('foolish', 'wise')",-0.227153,0.13477327,0.0247409,0.289127,-0.2643861
64,0.2700757,0.09442443,"('shy', 'confident')",-3.5919592,-4.4176855,-1.6609417,-2.1616306,0.5006889
74,-0.26958254,-0.33864716,"('undedicated', 'dedicated')",0.76508975,0.39510873,0.2477536,0.0282308,0.2195228
15,-0.25761586,-0.1413764,"('boring', 'funny')",0.09062928,0.07417113,-0.0834933,-0.0336026,-0.0498907
80,0.2520332,-0.35448503,"('dominated', 'dominating')",0.74897987,0.02691339,0.5005065,-0.1637858,0.6642923
79,-0.25015837,-0.16860631,"('wavering', 'unwavering')",-0.564315,-0.5972472,-0.4072367,-0.3829268,-0.0243099
47,-0.22938998,-0.32156706,"('stupid', 'smart')",4.1241603,4.4936776,1.9473852,2.0860553,-0.1386701
75,0.22029711,0.2968724,"('meek', 'impulsive')",-0.88349146,-1.0148128,-0.3315972,-0.3589702,0.027373
85,-0.19919124,-0.14947538,"('insignificant', 'prestigious')",-0.4378445,-0.23120116,-0.3185179,-0.1903383,-0.1281796
40,-0.19196898,-0.24334633,"('stingy', 'generous')",-1.1447921,-1.629983,-0.6683805,-0.9366646,0.2682841
56,0.18201005,-0.03274457,"('impractical', 'practical')",1.1616234,0.83799386,0.6718167,0.4026246,0.2691921
31,-0.18056342,0.18705232,"('evil', 'good')",-0.43807784,-0.6586019,-0.3093206,-0.2357748,-0.0735458
5,-0.17645718,0.16114299,"('distant', 'outgoing')",0.35788333,0.33494854,0.0907131,0.2480458,-0.1573327
36,-0.17393805,-0.07281448,"('hostile', 'amicable')",0.55655646,0.36784717,0.1913092,0.1475163,0.0437929
42,0.17215067,0.10284773,"('unreliable', 'reliable')",-1.5525575,-2.1111586,-0.6902034,-1.0041554,0.313952
52,-0.17014945,0.007567239,"('irrational', 'rational')",-0.39622632,-0.12866704,-0.2831879,-0.0605499,-0.222638
49,-0.11474465,-0.16210404,"('unable', 'able')",-0.027028956,-0.056485526,-0.0708868,-0.1092948,0.038408
30,-0.11063795,-0.026195843,"('intolerant', 'tolerant')",0.7677244,0.79248035,0.3285432,0.3831423,-0.0545991
37,0.10817913,-0.10388092,"('fake', 'genuine')",0.57105345,0.46623397,0.3396163,0.1811765,0.1584398
14,0.09557844,-0.09862526,"('antisocial', 'social')",0.9475824,0.48571983,0.5215805,0.1935473,0.3280332
61,-0.09463068,-0.24971066,"('illogical', 'logical')",0.8466323,0.5048606,0.3760008,0.127575,0.2484258
2,0.08413301,0.1355443,"('unlikable', 'likable')",0.5650612,0.5483201,0.3245971,0.3419322,-0.0173351
33,0.0686338,0.1550681,"('wrong', 'right')",0.13979769,0.09935897,0.1042157,0.1272135,-0.0229978
50,0.06600748,0.079508394,"('clumsy', 'skillful')",-0.9453843,-0.5627206,-0.4396884,-0.2416061,-0.1980823
71,-0.062427234,-0.1936326,"('diffident', 'self-confident')",0.27768075,0.099971175,0.1076268,-0.0468307,0.1544575
87,0.057869613,-0.29988778,"('unsuccessful', 'successful')",1.4485593,1.2383718,0.7532145,0.469242,0.2839725
66,-0.035414454,-0.37619776,"('inactive', 'active')",0.76735574,0.3928014,0.3659706,0.0083018,0.3576688
65,0.014713556,-0.08092588,"('insecure', 'secure')",0.33614612,0.1561147,0.1754298,0.0375944,0.1378354
