,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
72,-0.7680013,-0.8207701,"('unambitious', 'ambitious')",-0.3779176,-0.5021512,-0.5729594,-0.6614606,0.0885012
88,-0.7611935,-0.76766187,"('low', 'eminent')",-0.66512907,-0.61942905,-0.7131613,-0.6935455,-0.0196158
85,0.74998754,0.29857802,"('insignificant', 'prestigious')",-0.65642124,-1.0133173,0.0467831,-0.3573697,0.4041528
19,-0.73146814,-0.744284,"('inhospitable', 'hospitable')",-0.13860862,-0.118775725,-0.4350384,-0.4315298,-0.0035086
21,-0.69142413,-0.39979714,"('immoral', 'moral')",-0.897536,-0.6883333,-0.7944801,-0.5440652,-0.2504149
53,-0.681592,-0.8681253,"('uncreative', 'creative')",0.31767884,0.16059455,-0.1819566,-0.3537654,0.1718088
0,-0.6755736,-0.38366926,"('unsociable', 'sociable')",-0.3197486,-0.15681136,-0.4976611,-0.2702403,-0.2274208
62,-0.6648576,-0.276789,"('incompetent', 'brilliant')",0.11181085,0.40558943,-0.2765234,0.0644002,-0.3409236
43,-0.62650996,-0.5813173,"('irresponsible', 'responsible')",0.76284575,0.8621757,0.0681679,0.1404292,-0.0722613
38,-0.6120035,-0.4476974,"('untruthful', 'truthful')",0.43128338,0.5872777,-0.0903601,0.0697902,-0.1601503
30,-0.5982,-0.30832854,"('intolerant', 'tolerant')",0.42312256,0.6678288,-0.0875387,0.1797501,-0.2672888
78,-0.56311077,-0.45711452,"('nonresilient', 'resilient')",0.07836211,0.1668461,-0.2423743,-0.1451342,-0.0972401
27,0.5556787,0.30728093,"('hardhearted', 'softhearted')",1.0344222,0.88950175,0.7950504,0.5983914,0.196659
13,-0.5499645,-0.43985492,"('impolite', 'polite')",-0.24500762,0.061819077,-0.3974861,-0.1890179,-0.2084682
82,-0.5389687,-0.28008854,"('poor', 'rich')",5.716412,5.8320985,2.5887218,2.776005,-0.1872832
64,-0.5274841,-0.4264448,"('shy', 'confident')",-6.261051,-6.164737,-3.3942676,-3.2955911,-0.0986765
35,0.5209826,0.28608644,"('corrupt', 'incorrupt')",-0.72981036,-1.0163622,-0.1044139,-0.3651379,0.260724
45,-0.5087243,-0.16853198,"('incompetent', 'competent')",-0.40748096,-0.26217163,-0.4581026,-0.2153518,-0.2427508
55,-0.50094366,-0.12889452,"('incompetent', 'clever')",0.051381346,0.26855385,-0.2247812,0.0698297,-0.2946109
49,-0.48974302,-0.36187032,"('unable', 'able')",-0.6165344,-0.54367834,-0.5531387,-0.4527743,-0.1003644
5,0.48541906,0.31729952,"('distant', 'outgoing')",-0.27929395,-0.4238603,0.1030626,-0.0532804,0.156343
4,0.4707037,0.40530324,"('disliked', 'liked')",-7.2485456,-7.207655,-3.388921,-3.401176,0.012255
87,0.4618814,0.5485583,"('unsuccessful', 'successful')",0.0058683604,0.061208315,0.2338749,0.3048833,-0.0710084
67,0.45899403,0.5173656,"('doubtful', 'determined')",-0.159698,-0.01961134,0.149648,0.2488771,-0.0992291
40,0.42815676,0.35598066,"('stingy', 'generous')",-2.4820905,-2.6135085,-1.0269668,-1.1287639,0.1017971
79,-0.4238532,-0.46040305,"('wavering', 'unwavering')",-0.29207796,-0.45160753,-0.3579656,-0.4560053,0.0980397
7,-0.41154367,-0.4485609,"('insensitive', 'sensitive')",-0.06978764,-0.0093330555,-0.2406656,-0.228947,-0.0117186
6,0.40634048,0.1552846,"('distant', 'open')",-0.14565158,-0.4037698,0.1303445,-0.1242426,0.2545871
54,-0.3784169,-0.478837,"('incapable', 'capable')",0.54803646,0.6033609,0.0848098,0.0622619,0.0225479
32,-0.37060535,-0.4904458,"('unkind', 'kind')",1.0402197,1.0102053,0.3348072,0.2598797,0.0749275
9,0.35649288,0.05348946,"('unaffectionate', 'caring')",1.2037245,0.99892646,0.7801087,0.526208,0.2539007
8,0.35433644,0.11541602,"('unaffectionate', 'affectionate')",0.6937301,0.47307187,0.5240333,0.2942439,0.2297894
16,-0.33602265,-0.52648354,"('unpopular', 'popular')",0.029833972,-0.18459998,-0.1530943,-0.3555418,0.2024475
41,0.31863892,0.39372277,"('unforgiving', 'forgiving')",-0.0007783547,0.18054967,0.1589303,0.2871362,-0.1282059
15,0.30766344,0.33297014,"('boring', 'funny')",0.4585278,0.6882437,0.3830956,0.5106069,-0.1275113
74,0.30658817,0.46714544,"('undedicated', 'dedicated')",-0.05071403,-0.04507239,0.1279371,0.2110365,-0.0830994
52,-0.3006187,-0.45886517,"('irrational', 'rational')",-0.43231988,-0.6706875,-0.3664693,-0.5647763,0.198307
76,-0.2809633,-0.16763127,"('anxious', 'daring')",0.0073377695,0.14982112,-0.1368128,-0.0089051,-0.1279077
80,0.27857465,0.49634224,"('dominated', 'dominating')",-0.91338056,-0.60746676,-0.317403,-0.0555623,-0.2618407
14,-0.2779618,0.09612189,"('antisocial', 'social')",-0.7442305,-0.30987796,-0.5110961,-0.106878,-0.4042181
29,-0.25470394,-0.28244084,"('unfair', 'fair')",-0.47794116,-0.59024596,-0.3663225,-0.4363434,0.0700209
50,0.23261619,0.045157176,"('clumsy', 'skillful')",0.0024697185,-0.23503426,0.117543,-0.0949385,0.2124815
39,0.229051,0.14160845,"('exploitative', 'cooperative')",0.35926947,0.4366228,0.2941602,0.2891156,0.0050446
18,-0.21357356,-0.380052,"('disagreeable', 'welcoming')",-1.0329537,-1.0579016,-0.6232637,-0.7189768,0.0957131
83,-0.17903234,0.015939534,"('powerless', 'powerful')",-1.1514595,-1.2213384,-0.6652459,-0.6026994,-0.0625465
36,0.17854673,-0.16013373,"('hostile', 'amicable')",-0.21386653,-0.76359653,-0.0176599,-0.4618651,0.4442052
84,0.17456175,0.006799422,"('inferior', 'superior')",0.52048403,0.33928305,0.3475229,0.1730412,0.1744817
75,-0.15256253,-0.21530607,"('meek', 'impulsive')",-0.6144268,-0.68318915,-0.3834947,-0.4492476,0.0657529
42,0.13795131,0.28863525,"('unreliable', 'reliable')",-3.1988568,-3.2116737,-1.5304527,-1.4615192,-0.0689335
1,0.13369279,-0.021798728,"('unfriendly', 'friendly')",1.381869,1.2064774,0.7577808,0.5923393,0.1654415
37,0.12919533,0.24042276,"('fake', 'genuine')",0.25615102,0.34875122,0.1926732,0.294587,-0.1019138
31,-0.12562393,-0.3356967,"('evil', 'good')",-1.0356109,-1.2391993,-0.5806174,-0.787448,0.2068306
47,0.10217124,0.21306121,"('stupid', 'smart')",5.1464863,5.3479733,2.6243289,2.7805173,-0.1561884
12,-0.08755979,-0.034991592,"('unsupportive', 'supportive')",-1.8446727,-1.8022388,-0.9661162,-0.9186152,-0.047501
2,-0.08749803,-0.062428303,"('unlikable', 'likable')",0.62508494,0.6362657,0.2687935,0.2869187,-0.0181252
56,-0.0626307,0.3514163,"('impractical', 'practical')",0.009806648,0.3988691,-0.026412,0.3751427,-0.4015547
44,0.055776577,-0.07974567,"('prejudiced', 'unprejudiced')",-1.3245261,-1.5089524,-0.6343747,-0.794349,0.1599743
66,0.037646577,-0.1421575,"('inactive', 'active')",0.30558604,0.16653675,0.1716163,0.0121896,0.1594267
20,-0.034866385,-0.0019124299,"('rough', 'thoughtful')",0.5434896,0.48223108,0.2543116,0.2401593,0.0141523
24,-0.017203346,-0.03565479,"('dishonest', 'honest')",1.0026525,1.0327463,0.4927246,0.4985458,-0.0058212
