,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
49,-0.94520533,-0.9443053,"('unable', 'able')",-0.84412485,-0.8695198,-0.545788,-0.57204723,-0.7783728,-0.7952908,0.016918
11,-0.9433004,-1.0815119,"('unhelpful', 'helpful')",0.06636043,-0.031114815,1.846962,1.8145945,0.3233407,0.2339893,0.0893514
56,-0.92447835,-0.9755102,"('impractical', 'practical')",0.8535569,0.6369006,-0.0839429,-0.3512752,-0.0516215,-0.2299616,0.1783401
82,-0.9001114,-1.0593668,"('poor', 'rich')",-0.09641286,-0.25672448,6.383798,6.1670165,1.7957579,1.6169751,0.1787828
48,-0.88671815,-0.8361902,"('unintelligent', 'intelligent')",0.14138886,0.07284373,0.6187432,0.7207675,-0.0421954,-0.014193,-0.0280024
22,-0.8688475,-0.6035523,"('untrustworthy', 'trustworthy')",0.1573083,0.1858235,-1.2439263,-1.2075784,-0.6518219,-0.5417691,-0.1100528
73,0.86693144,0.87280184,"('helpless', 'self-reliant')",1.2202537,1.3259411,-3.32135,-3.2617593,-0.4113883,-0.3543388,-0.0570495
27,0.86018854,1.0695276,"('hardhearted', 'softhearted')",-0.3625801,0.030120086,1.4503976,1.673292,0.6493353,0.9243132,-0.2749779
19,-0.8525361,-0.7707917,"('inhospitable', 'hospitable')",-1.1441028,-0.77187794,-0.45846516,-0.13493875,-0.818368,-0.5592028,-0.2591652
38,-0.84190905,-0.7967998,"('untruthful', 'truthful')",-1.0000386,-0.92939776,-0.12559012,0.06428531,-0.6558459,-0.5539707,-0.1018752
78,-0.81896377,-0.7928746,"('nonresilient', 'resilient')",0.25173676,0.0850819,0.7196736,0.5450741,0.0508155,-0.0542395,0.105055
85,0.7997566,0.98357344,"('insignificant', 'prestigious')",-0.92972386,-0.6788255,0.82653123,1.2501792,0.232188,0.518309,-0.286121
74,-0.78174794,-0.87083864,"('undedicated', 'dedicated')",0.46381292,0.3891451,0.4308774,0.21025634,0.0376475,-0.0904791,0.1281266
72,-0.762162,-0.65950394,"('unambitious', 'ambitious')",-0.27256876,-0.3223592,-0.81705385,-0.7644781,-0.6172616,-0.5821137,-0.0351479
63,-0.76131,-0.6605118,"('unperceptive', 'insightful')",0.09406501,0.013969339,0.8226886,0.7781554,0.0518145,0.043871,0.0079435
53,-0.75900817,-0.38301164,"('uncreative', 'creative')",-0.018413913,0.27829105,1.2213707,1.2684551,0.1479829,0.3879115,-0.2399286
5,0.73179674,0.96510226,"('distant', 'outgoing')",-1.0978779,-0.9653096,-0.55415255,-0.20260373,-0.3067446,-0.0676037,-0.2391409
83,-0.71650505,-0.8174721,"('powerless', 'powerful')",-0.19502902,-0.27688983,-0.6503424,-0.8793319,-0.5206255,-0.6578979,0.1372724
66,0.7034528,0.408099,"('inactive', 'active')",-0.1490011,-0.11449465,1.333273,1.2470906,0.6292416,0.513565,0.1156766
32,-0.64479023,-0.7234812,"('unkind', 'kind')",0.5064931,0.7061381,0.9093154,0.9909047,0.2570061,0.3245205,-0.0675144
3,-0.627756,-0.60711557,"('repellent', 'pleasant')",0.61793405,0.33108434,0.22212517,-0.037216604,0.0707677,-0.1044159,0.1751836
40,0.5883203,1.0326738,"('stingy', 'generous')",0.08667101,0.27123335,-1.7101029,-1.5630012,-0.3450372,-0.0863647,-0.2586725
33,0.5864495,0.7766057,"('wrong', 'right')",0.18826361,0.3694893,-0.25213876,-0.005312465,0.1741914,0.3802609,-0.2060695
8,-0.5732255,-0.24024403,"('unaffectionate', 'affectionate')",-1.5326777,-1.1905807,1.0705905,1.4040183,-0.3451042,-0.0089355,-0.3361687
42,0.5406776,0.54821193,"('unreliable', 'reliable')",0.6783283,0.78967744,-2.9085507,-2.8819444,-0.5631816,-0.514685,-0.0484966
88,-0.5390862,-0.5800354,"('low', 'eminent')",-0.54212,-0.6867883,0.6967709,0.61332077,-0.1281451,-0.2178343,0.0896892
43,-0.51299655,-0.4610822,"('irresponsible', 'responsible')",0.56159586,0.5651048,0.71970206,0.6395886,0.2561005,0.2478704,0.0082301
68,-0.5003719,-0.5842951,"('dependent', 'independent')",-1.4623189,-1.3601099,-1.0609462,-1.0747702,-1.007879,-1.0063918,-0.0014872
31,0.49737158,0.9730352,"('evil', 'good')",-0.47713333,-0.19399828,-1.2560729,-0.9238868,-0.4119449,-0.0482833,-0.3636616
29,0.48453054,0.54068375,"('unfair', 'fair')",-0.33310476,-0.13631974,-0.8850386,-0.6927719,-0.2445376,-0.096136,-0.1484016
6,0.47642252,0.8415563,"('distant', 'open')",-1.393365,-1.1543744,0.3272187,0.64512986,-0.1965746,0.1107706,-0.3073452
64,-0.46873915,-0.5670176,"('shy', 'confident')",0.6604916,0.45880553,-6.7182016,-6.8519063,-2.1754831,-2.3200394,0.1445563
18,0.46054748,0.48490342,"('disagreeable', 'welcoming')",-0.838864,-0.6681847,-0.47704092,-0.3992055,-0.2851192,-0.1941622,-0.090957
79,0.45451918,0.53096217,"('wavering', 'unwavering')",-1.577521,-1.6191882,0.19426526,0.22792685,-0.3095789,-0.2867664,-0.0228125
25,0.40553448,0.43032858,"('egoistic', 'altruistic')",0.7956266,0.917462,1.6739347,1.7570733,0.9583653,1.0349546,-0.0765893
87,-0.34528163,-0.7234097,"('unsuccessful', 'successful')",1.2971189,0.77005774,0.941803,0.6868994,0.6312134,0.2445158,0.3866976
30,-0.34287167,-0.42298722,"('intolerant', 'tolerant')",1.3981559,1.2344973,1.229888,1.0874617,0.7617241,0.6329906,0.1287335
50,0.32817367,0.16676228,"('clumsy', 'skillful')",-0.36762094,-0.2894142,0.71401143,0.76200277,0.2248547,0.2131169,0.0117378
34,-0.31770626,-0.42528012,"('mean', 'honorable')",0.54383713,0.60647625,6.0591807,6.067869,2.0951039,2.0830218,0.0120821
84,-0.3122058,-0.33093476,"('inferior', 'superior')",0.4625305,0.4819979,0.8788213,0.89134073,0.3430487,0.347468,-0.0044193
37,-0.28301853,-0.1840184,"('fake', 'genuine')",-0.5167829,-0.33801284,0.26575232,0.3443134,-0.1780164,-0.0592393,-0.1187771
36,-0.28227448,-0.11846937,"('hostile', 'amicable')",-1.0533574,-1.037486,0.7526233,0.92993385,-0.1943362,-0.0753405,-0.1189957
12,-0.27943736,-0.009794161,"('unsupportive', 'supportive')",-0.37972414,-0.23276544,-1.891984,-1.7454728,-0.8503819,-0.6626774,-0.1877045
39,0.24423927,0.022446908,"('exploitative', 'cooperative')",2.0174866,2.0978131,0.015619308,-0.0016768463,0.7591151,0.7061944,0.0529207
16,0.2323601,0.1602444,"('unpopular', 'popular')",-0.48943922,-0.5143039,0.9551269,0.8588499,0.2326826,0.1682635,0.0644191
26,-0.22681437,0.012246858,"('hardhearted', 'benevolent')",1.767705,2.071959,1.5670459,1.9177932,1.0359788,1.3339996,-0.2980208
17,-0.15768398,0.09093014,"('nasty', 'nice')",-0.10856677,0.051804267,-1.3521283,-1.0544264,-0.5394597,-0.3038973,-0.2355624
80,-0.131141,-0.32220384,"('dominated', 'dominating')",0.71866083,0.38258353,-1.1599588,-1.5248958,-0.190813,-0.4881721,0.2973591
76,-0.13040546,-0.43455487,"('anxious', 'daring')",1.3755562,0.95935667,-0.18050684,-0.50539154,0.3548813,0.0064701,0.3484112
47,-0.11269657,-0.13587129,"('stupid', 'smart')",0.6836701,0.61197406,5.8028803,5.67958,2.1246179,2.0518943,0.0727236
9,-0.10382479,0.2924529,"('unaffectionate', 'caring')",-1.1101098,-0.6825153,1.6792203,2.0093224,0.1550953,0.5397533,-0.384658
54,0.053085044,-0.0051849186,"('incapable', 'capable')",-0.40581638,-0.29218003,1.3018621,1.315559,0.3163769,0.339398,-0.0230211
4,-0.045079418,0.36450875,"('disliked', 'liked')",-1.1335133,-1.0275173,-7.1040106,-6.9256783,-2.7608678,-2.5295623,-0.2313055
2,0.04293153,-0.24446438,"('unlikable', 'likable')",1.5917097,1.4222763,0.66558194,0.7240766,0.7667411,0.6339628,0.1327783
67,0.017562296,-0.18902698,"('doubtful', 'determined')",0.18670015,0.14038841,-0.21520375,-0.35023552,-0.0036471,-0.132958,0.1293109
