,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,male-female
5,-1.0769005,-0.6056878,"('distant', 'outgoing')",-0.8576611,-0.73423874,-0.9672808,-0.6699632,-0.2973176
77,-1.0740345,-1.0151058,"('unmotivated', 'motivated')",-1.1546474,-1.1190464,-1.1143409,-1.0670762,-0.0472647
6,-1.049172,-0.49446878,"('distant', 'open')",-0.80241036,-0.5429925,-0.9257912,-0.5187306,-0.4070606
70,-1.0255077,-1.443256,"('lethargic', 'energetic')",0.12167013,-0.21012165,-0.4519188,-0.8266888,0.37477
22,-1.0168626,-1.1354526,"('untrustworthy', 'trustworthy')",-1.1421863,-1.2381996,-1.0795245,-1.1868261,0.1073016
38,-0.94648695,-0.99039173,"('untruthful', 'truthful')",-0.5973687,-0.85696226,-0.7719278,-0.923677,0.1517492
63,-0.92160845,-1.1425833,"('unperceptive', 'insightful')",0.62229687,0.38470337,-0.1496558,-0.3789399,0.2292841
32,-0.8935782,-0.71044564,"('unkind', 'kind')",0.40677613,0.28333336,-0.243401,-0.2135561,-0.0298449
61,-0.8806321,-0.81578684,"('illogical', 'logical')",0.46438548,0.55228585,-0.2081233,-0.1317505,-0.0763728
12,-0.8578788,-0.8899678,"('unsupportive', 'supportive')",-1.9864254,-1.8985354,-1.422152,-1.3942516,-0.0279004
71,-0.8482825,-0.63037837,"('diffident', 'self-confident')",0.20736817,0.25056916,-0.3204572,-0.1899046,-0.1305526
3,-0.8300906,-0.82803833,"('repellent', 'pleasant')",0.72329247,0.7679226,-0.0533991,-0.0300579,-0.0233412
55,-0.82741284,-1.1116688,"('incompetent', 'clever')",0.3565674,0.26926056,-0.2354227,-0.4212041,0.1857814
58,-0.79935914,-0.916767,"('undiscriminating', 'discriminating')",0.2846308,0.06350581,-0.2573642,-0.4266306,0.1692664
35,0.7397231,1.103118,"('corrupt', 'incorrupt')",-0.43590197,-0.27437362,0.1519106,0.4143721,-0.2624615
51,-0.73659605,-0.96178764,"('uneducated', 'educated')",0.20917876,0.11587161,-0.2637087,-0.422958,0.1592493
79,-0.72359776,-0.4819099,"('wavering', 'unwavering')",-0.5503232,-0.6546544,-0.6369605,-0.5682821,-0.0686784
11,-0.7213505,-1.1924229,"('unhelpful', 'helpful')",1.4704444,0.9246398,0.374547,-0.1338915,0.5084385
83,-0.7164348,-0.84036094,"('powerless', 'powerful')",-1.0766798,-1.1819059,-0.8965573,-1.0111334,0.1145761
56,-0.70331895,-1.1078349,"('impractical', 'practical')",-0.5115968,-1.0999433,-0.6074579,-1.1038891,0.4964312
44,0.6876644,0.73128647,"('prejudiced', 'unprejudiced')",-1.4703434,-1.5025936,-0.3913395,-0.3856536,-0.0056859
66,-0.6789212,-0.27196532,"('inactive', 'active')",-0.0626794,0.20401494,-0.3708003,-0.0339752,-0.3368251
74,-0.6781947,-0.68501055,"('undedicated', 'dedicated')",-0.39160454,-0.35482138,-0.5348996,-0.5199159,-0.0149837
13,-0.6605851,-0.9653896,"('impolite', 'polite')",-0.861615,-1.2104808,-0.7611001,-1.0879352,0.3268351
7,-0.650194,-0.7041429,"('insensitive', 'sensitive')",0.39997667,0.2348874,-0.1251087,-0.2346278,0.1095191
31,-0.64698565,-0.087400496,"('evil', 'good')",-0.88394386,-0.33414972,-0.7654648,-0.2107751,-0.5546897
82,-0.64557326,-0.7614813,"('poor', 'rich')",6.1154494,5.4597607,2.7349381,2.3491397,0.3857984
28,-0.5614527,-0.58357394,"('disloyal', 'loyal')",1.0870074,0.82642436,0.2627774,0.1214252,0.1413522
16,-0.51719266,-0.3086279,"('unpopular', 'popular')",0.29024234,0.47208068,-0.1134752,0.0817264,-0.1952016
14,-0.5087133,-0.63659215,"('antisocial', 'social')",-0.112251535,-0.011676464,-0.3104824,-0.3241343,0.0136519
29,-0.4851774,-0.47751242,"('unfair', 'fair')",-0.5704039,-0.45608705,-0.5277907,-0.4667997,-0.060991
41,-0.47360495,-0.33361533,"('unforgiving', 'forgiving')",-0.197793,0.18373784,-0.335699,-0.0749387,-0.2607603
88,-0.46366057,-0.25948116,"('low', 'eminent')",-0.3301468,-0.46273842,-0.3969037,-0.3611098,-0.0357939
18,-0.46137857,-0.16363208,"('disagreeable', 'welcoming')",-0.79776204,-0.4053587,-0.6295703,-0.2844954,-0.3450749
72,-0.44762087,-0.59917486,"('unambitious', 'ambitious')",-0.39182484,-0.78706026,-0.4197229,-0.6931176,0.2733947
21,-0.44577852,-0.42653215,"('immoral', 'moral')",-0.52995634,-0.48462385,-0.4878674,-0.455578,-0.0322894
26,-0.4251645,-0.09741993,"('hardhearted', 'benevolent')",1.5785608,1.8562847,0.5766982,0.8794324,-0.3027342
40,0.4150528,0.40088913,"('stingy', 'generous')",-1.5916119,-1.3753524,-0.5882795,-0.4872316,-0.1010479
75,0.40466252,0.29920933,"('meek', 'impulsive')",-0.6544367,-0.8341097,-0.1248871,-0.2674502,0.1425631
78,-0.37835446,-0.4115005,"('nonresilient', 'resilient')",0.28748485,0.42005074,-0.0454348,0.0042751,-0.0497099
25,-0.3539162,0.12691793,"('egoistic', 'altruistic')",1.1529168,1.5693445,0.3995003,0.8481312,-0.4486309
47,-0.34747022,-0.42746735,"('stupid', 'smart')",4.9626846,4.5912724,2.3076072,2.0819025,0.2257047
20,0.32771075,0.2569291,"('rough', 'thoughtful')",0.94893855,0.93469936,0.6383246,0.5958142,0.0425104
59,0.27958018,0.37130988,"('foolish', 'wise')",0.104793996,0.026809895,0.1921871,0.1990599,-0.0068728
62,-0.27534673,-0.8222533,"('incompetent', 'brilliant')",0.5891922,-0.06974131,0.1569227,-0.4459973,0.60292
30,-0.24356002,-0.53772384,"('intolerant', 'tolerant')",0.7177614,0.52123356,0.2371007,-0.0082451,0.2453458
2,0.21920437,0.4914111,"('unlikable', 'likable')",0.28959918,0.41425574,0.2544018,0.4528334,-0.1984316
80,0.21848433,-0.16586244,"('dominated', 'dominating')",-0.9057988,-1.1327412,-0.3436572,-0.6493018,0.3056446
37,0.21306404,0.15290532,"('fake', 'genuine')",0.18815008,-0.0021496564,0.2006071,0.0753778,0.1252293
65,-0.20893067,-0.7333939,"('insecure', 'secure')",-0.2617862,-0.7199567,-0.2353584,-0.7266753,0.4913169
33,0.17667848,0.5744723,"('wrong', 'right')",-0.86471075,-0.7086624,-0.3440161,-0.067095,-0.2769211
68,-0.16847916,-0.29102772,"('dependent', 'independent')",-0.61582255,-0.62414163,-0.3921508,-0.4575847,0.0654339
36,-0.15167958,0.44800484,"('hostile', 'amicable')",-0.3073853,0.111449,-0.2295324,0.2797269,-0.5092593
52,0.14444464,0.51632726,"('irrational', 'rational')",0.0418273,0.3339852,0.093136,0.4251562,-0.3320202
48,0.13109171,-0.07556087,"('unintelligent', 'intelligent')",1.0951622,0.9895267,0.6131269,0.4569829,0.156144
67,-0.12580912,-0.24043658,"('doubtful', 'determined')",-0.62854326,-0.6618344,-0.3771762,-0.4511355,0.0739593
84,0.11265847,-0.09640931,"('inferior', 'superior')",1.3014085,1.177588,0.7070335,0.5405893,0.1664442
81,0.10247706,-0.4292182,"('submissive', 'aggressive')",-0.51256084,-0.9357207,-0.2050419,-0.6824694,0.4774275
27,-0.09859633,-0.04318871,"('hardhearted', 'softhearted')",1.152006,1.4541376,0.5267048,0.7054744,-0.1787696
76,0.09846041,-0.3771454,"('anxious', 'daring')",-0.22650918,-0.6595717,-0.0640244,-0.5183586,0.4543342
64,0.07984779,0.14545693,"('shy', 'confident')",-6.345136,-6.1066275,-3.1326442,-2.9805853,-0.1520589
42,-0.07500604,-0.25693244,"('unreliable', 'reliable')",-3.2831783,-3.4808245,-1.6790922,-1.8688785,0.1897863
60,0.06881255,-0.42726997,"('inefficient', 'efficient')",0.024593193,-0.42532322,0.0467029,-0.4262966,0.4729995
50,0.06275128,-0.038659334,"('clumsy', 'skillful')",0.086689174,-0.11254155,0.0747202,-0.0756004,0.1503206
87,-0.043806314,-0.06285703,"('unsuccessful', 'successful')",0.82713395,0.7208369,0.3916638,0.3289899,0.0626739
34,0.04110869,-0.012164783,"('mean', 'honorable')",5.321484,4.9744735,2.6812963,2.4811544,0.2001419
4,0.037484623,0.15661632,"('disliked', 'liked')",-6.7126384,-6.447963,-3.3375769,-3.1456735,-0.1919034
39,-0.032684904,0.14047493,"('exploitative', 'cooperative')",-0.03658238,0.05413142,-0.0346336,0.0973032,-0.1319368
49,-0.028402735,-0.2039984,"('unable', 'able')",-0.10677856,-0.3383029,-0.0675906,-0.2711506,0.20356
85,0.014879677,0.6730591,"('insignificant', 'prestigious')",-0.053647075,0.44698304,-0.0193837,0.560021,-0.5794047
15,-0.012150157,-0.03682292,"('boring', 'funny')",-0.14173983,-0.03980168,-0.076945,-0.0383123,-0.0386327
17,-0.0035511702,0.21580784,"('nasty', 'nice')",-0.9152865,-0.7130511,-0.4594188,-0.2486216,-0.2107972
