,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
27,-0.92482054,-1.1653043,"('hardhearted', 'softhearted')",1.2991602,1.1203531,0.1871698,-0.0224756,0.2096454
15,-0.83943933,-0.82218426,"('boring', 'funny')",-0.15834107,-0.07773854,-0.4988902,-0.4499614,-0.0489288
53,-0.74624944,-0.7861421,"('uncreative', 'creative')",0.017529901,-0.08648989,-0.3643598,-0.436316,0.0719562
20,0.7039058,0.5737848,"('rough', 'thoughtful')",0.50100434,0.39483494,0.6024551,0.4843099,0.1181452
40,0.6414007,0.43046016,"('stingy', 'generous')",-1.2905595,-1.4251554,-0.3245794,-0.4973476,0.1727682
34,0.47429436,0.64118683,"('mean', 'honorable')",4.9041224,4.8549876,2.6892083,2.7480872,-0.0588789
26,-0.40586445,-0.5623629,"('hardhearted', 'benevolent')",1.4076596,1.2166586,0.5008976,0.3271478,0.1737498
54,0.4050935,0.31222224,"('incapable', 'capable')",1.1156845,0.9926184,0.760389,0.6524203,0.1079687
18,0.38593128,0.49082464,"('disagreeable', 'welcoming')",0.29240093,0.22984263,0.3391661,0.3603336,-0.0211675
71,-0.25886658,-0.1762642,"('diffident', 'self-confident')",0.83060896,0.7498462,0.2858712,0.286791,-0.0009198
68,-0.25568634,-0.15706332,"('dependent', 'independent')",-0.86097765,-0.76930135,-0.558332,-0.4631823,-0.0951497
88,-0.24731866,-0.19293731,"('low', 'eminent')",-0.2713449,-0.33519736,-0.2593318,-0.2640674,0.0047356
58,-0.1850802,-0.1615178,"('undiscriminating', 'discriminating')",-0.5273454,-0.5307855,-0.3562128,-0.3461516,-0.0100612
84,0.09961885,-0.055680577,"('inferior', 'superior')",-0.4604997,-0.5449481,-0.1804404,-0.3003143,0.1198739
2,0.053821728,0.113122046,"('unlikable', 'likable')",0.13615562,0.068321615,0.0949887,0.0907218,0.0042669
38,-0.039464317,0.17123252,"('untruthful', 'truthful')",0.32880232,0.3897816,0.144669,0.2805071,-0.1358381
9,-0.0070482194,0.020351633,"('unaffectionate', 'caring')",1.7928292,1.6433752,0.8928905,0.8318634,0.0610271
