,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
45,-0.9316413,-0.94201684,"('incompetent', 'competent')",-0.40815735,-0.29759666,-0.6698993,-0.6198068,-0.0500925
73,0.88318646,1.0615699,"('helpless', 'self-reliant')",-2.8236976,-2.8211493,-0.9702556,-0.8797897,-0.0904659
4,-0.87520427,-0.88416713,"('disliked', 'liked')",-6.174829,-6.4424915,-3.5250165,-3.6633294,0.1383129
33,0.87011915,0.89378005,"('wrong', 'right')",-0.13671067,-0.29777563,0.3667042,0.2980022,0.068702
44,-0.85967916,-0.5807368,"('prejudiced', 'unprejudiced')",-1.3117405,-1.1232529,-1.0857098,-0.8519949,-0.2337149
1,0.8264156,0.6747825,"('unfriendly', 'friendly')",0.8423071,0.6103316,0.8343613,0.642557,0.1918043
61,0.78994024,0.6829618,"('illogical', 'logical')",0.13963631,0.07501703,0.4647883,0.3789894,0.0857989
56,0.77727133,1.0401863,"('impractical', 'practical')",0.053956114,0.29291263,0.4156137,0.6665494,-0.2509357
65,-0.7688404,-0.8403319,"('insecure', 'secure')",-0.2780581,-0.056297496,-0.5234492,-0.4483147,-0.0751345
27,0.76176023,0.7532486,"('hardhearted', 'softhearted')",0.56717795,0.6311801,0.6644691,0.6922144,-0.0277453
3,-0.75717235,-0.9390094,"('repellent', 'pleasant')",0.15568784,0.28804395,-0.3007423,-0.3254827,0.0247404
70,0.7489016,0.7950063,"('lethargic', 'energetic')",-0.065967545,0.1544006,0.341467,0.4747034,-0.1332364
31,-0.74602294,-0.8084491,"('evil', 'good')",-1.49148,-1.8705084,-1.1187515,-1.3394787,0.2207272
86,0.73540294,0.4828615,"('uninfluential', 'influential')",-0.14159968,-0.20937417,0.2969016,0.1367437,0.1601579
0,-0.7339964,-0.7716295,"('unsociable', 'sociable')",-0.37450752,-0.38944423,-0.554252,-0.5805368,0.0262848
35,-0.7184101,-0.620778,"('corrupt', 'incorrupt')",-0.8732254,-1.091963,-0.7958177,-0.8563706,0.0605529
41,0.64282006,0.6287264,"('unforgiving', 'forgiving')",-0.4673697,-0.627944,0.0877252,0.0003912,0.087334
30,0.6374855,0.70256835,"('intolerant', 'tolerant')",1.4331764,1.7007561,1.035331,1.2016622,-0.1663312
17,-0.6370606,-0.5699403,"('nasty', 'nice')",-0.69832236,-0.67979217,-0.6676915,-0.6248662,-0.0428253
37,0.6255504,0.67667216,"('fake', 'genuine')",0.254793,0.34146628,0.4401717,0.5090692,-0.0688975
54,0.6167181,0.6744507,"('incapable', 'capable')",0.6804817,0.68995553,0.6485999,0.6822031,-0.0336032
23,0.6129458,0.6600634,"('insincere', 'sincere')",5.1038656,5.3185596,2.8584056,2.9893115,-0.1309059
32,0.60568476,0.6398781,"('unkind', 'kind')",0.47940147,0.6109872,0.5425431,0.6254326,-0.0828895
11,0.6029956,0.5856595,"('unhelpful', 'helpful')",2.6290526,2.8127844,1.6160241,1.699222,-0.0831979
82,-0.5827401,-0.601221,"('poor', 'rich')",4.7090025,5.037745,2.0631311,2.218262,-0.1551309
77,0.5527392,0.6675893,"('unmotivated', 'motivated')",-0.012997929,0.23350291,0.2698706,0.4505461,-0.1806755
2,0.55236447,0.53118527,"('unlikable', 'likable')",-0.055443894,-0.005996689,0.2484603,0.2625943,-0.014134
51,0.5492493,0.44875237,"('uneducated', 'educated')",0.036713727,0.059849396,0.2929815,0.2543009,0.0386806
34,0.54558736,0.4221027,"('mean', 'honorable')",4.2661514,4.3213005,2.4058695,2.3717017,0.0341678
10,0.5125615,0.36752668,"('unsympathetic', 'sympathetic')",-0.16015407,0.05758905,0.1762037,0.2125579,-0.0363542
62,0.49184906,0.6585223,"('incompetent', 'brilliant')",0.570805,0.89455414,0.531327,0.7765383,-0.2452113
52,-0.47598895,-0.6849881,"('irrational', 'rational')",-0.12948495,-0.4825043,-0.3027369,-0.5837462,0.2810093
25,0.46677613,0.5206931,"('egoistic', 'altruistic')",0.50601137,0.4555368,0.4863937,0.488115,-0.0017213
49,-0.46587592,-0.47454458,"('unable', 'able')",0.11943484,0.18930507,-0.1732205,-0.1426198,-0.0306007
79,0.4374949,0.40936998,"('wavering', 'unwavering')",-0.7705167,-0.9473793,-0.1665109,-0.2690046,0.1024937
76,0.43328908,0.58213574,"('anxious', 'daring')",-0.09439591,0.2514812,0.1694466,0.4168085,-0.2473619
13,0.4286024,0.58366644,"('impolite', 'polite')",-0.26087907,-0.048569445,0.0838617,0.2675485,-0.1836868
64,-0.40922782,-0.32264292,"('shy', 'confident')",-5.343788,-5.3174047,-2.876508,-2.8200238,-0.0564842
60,0.39927807,0.49820942,"('inefficient', 'efficient')",0.94830894,1.4316165,0.6737935,0.964913,-0.2911195
59,0.37578022,0.3448152,"('foolish', 'wise')",0.10715462,-0.11296121,0.2414674,0.115927,0.1255404
55,-0.36608526,-0.4493519,"('incompetent', 'clever')",0.371226,0.62149435,0.0025704,0.0860712,-0.0835008
87,0.35271567,0.21520306,"('unsuccessful', 'successful')",-0.051768728,-0.083025895,0.1504735,0.0660886,0.0843849
67,0.3445908,0.41880265,"('doubtful', 'determined')",0.035600178,0.03313895,0.1900955,0.2259708,-0.0358753
28,0.3410035,0.36054426,"('disloyal', 'loyal')",0.55310494,0.65173304,0.4470542,0.5061387,-0.0590845
46,0.33700266,0.23288321,"('uncompetitive', 'competitive')",-0.34299377,-0.10471155,-0.0029956,0.0640858,-0.0670814
43,0.3094624,0.3450953,"('irresponsible', 'responsible')",0.23436669,0.37049156,0.2719145,0.3577935,-0.085879
83,0.2740014,0.24167812,"('powerless', 'powerful')",0.016739197,0.08648288,0.1453703,0.1640805,-0.0187102
36,-0.2565083,-0.5136983,"('hostile', 'amicable')",-0.7794143,-1.0588921,-0.5179613,-0.7862952,0.2683339
6,0.25417972,0.20301583,"('distant', 'open')",-0.7255292,-0.97647834,-0.2356747,-0.3867313,0.1510566
18,0.2419706,0.34374797,"('disagreeable', 'welcoming')",-0.55529296,-0.6322618,-0.1566612,-0.1442569,-0.0124043
5,0.21114206,0.3117034,"('distant', 'outgoing')",-0.7704942,-1.0159315,-0.2796761,-0.352114,0.0724379
22,-0.16888492,-0.25656906,"('untrustworthy', 'trustworthy')",-1.0308762,-1.0731679,-0.5998805,-0.6648685,0.064988
48,-0.15173785,-0.19412415,"('unintelligent', 'intelligent')",1.2261951,1.4095961,0.5372286,0.607736,-0.0705074
38,0.14437453,0.2127499,"('untruthful', 'truthful')",0.06479368,0.14179793,0.1045841,0.1772739,-0.0726898
57,0.1416538,-0.04045996,"('unimaginative', 'imaginative')",-2.1055214,-2.065376,-0.9819338,-1.052918,0.0709842
50,0.10966811,0.09984624,"('clumsy', 'skillful')",-0.09867216,-0.055076823,0.005498,0.0223847,-0.0168867
15,0.10914385,0.17895328,"('boring', 'funny')",-0.3775886,-0.51546377,-0.1342224,-0.1682552,0.0340328
81,0.081569776,0.061377905,"('submissive', 'aggressive')",0.13689856,0.510077,0.1092342,0.2857274,-0.1764932
19,-0.078354046,-0.020727325,"('inhospitable', 'hospitable')",-0.67242634,-0.6837094,-0.3753902,-0.3522184,-0.0231718
42,0.06451474,0.22146897,"('unreliable', 'reliable')",-3.651994,-3.5286472,-1.7937397,-1.6535891,-0.1401506
78,0.0643343,-0.018923946,"('nonresilient', 'resilient')",0.7341049,0.6994035,0.3992196,0.3402398,0.0589798
14,0.050417606,0.021789687,"('antisocial', 'social')",-0.033606067,0.08500876,0.0084058,0.0533992,-0.0449934
20,-0.044962995,0.028180236,"('rough', 'thoughtful')",0.90037024,0.9582927,0.4277036,0.4932365,-0.0655329
69,0.033760257,0.107169114,"('lazy', 'industrious')",-0.5048735,-0.68572193,-0.2355566,-0.2892764,0.0537198
47,-0.031478446,-0.16378838,"('stupid', 'smart')",4.8987417,4.9343076,2.4336317,2.3852596,0.0483721
75,0.01872572,0.13357064,"('meek', 'impulsive')",-0.4225059,-0.4973813,-0.2018901,-0.1819053,-0.0199848
58,0.018435966,-0.28589123,"('undiscriminating', 'discriminating')",-0.22015265,-0.42456245,-0.1008583,-0.3552268,0.2543685
88,0.008071806,-0.07598488,"('low', 'eminent')",0.093613386,0.16649683,0.0508426,0.045256,0.0055866
