,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
56,-1.7551205,-1.4783415,"('impractical', 'practical')",0.47287494,0.5340711,-1.0242009,-1.0597599,-0.7688155,-0.6680101,-0.1008054
63,-1.7341412,-1.5908035,"('unperceptive', 'insightful')",0.09102294,0.15805638,0.5244088,0.551481,-0.3729031,-0.2937554,-0.0791477
5,1.6987541,1.420376,"('distant', 'outgoing')",0.16234079,0.20264605,-0.09259938,-0.048411895,0.5894985,0.52487,0.0646285
40,1.6818765,1.5387136,"('stingy', 'generous')",1.3765574,1.0860792,-1.8211627,-2.0953913,0.4124238,0.1764672,0.2359566
44,-1.6471646,-1.4324797,"('prejudiced', 'unprejudiced')",-1.4568931,-1.2733192,-1.9492977,-1.7265348,-1.6844517,-1.4774446,-0.2070071
35,1.627597,1.350607,"('corrupt', 'incorrupt')",-0.19723052,-0.35060203,0.0024600402,-0.23808388,0.4776088,0.2539737,0.2236351
9,1.5970033,1.3556072,"('unaffectionate', 'caring')",0.92421097,0.8787267,1.1753161,1.1738236,1.2321768,1.1360525,0.0961243
74,1.5701818,1.6966509,"('undedicated', 'dedicated')",0.7419655,0.73724204,0.41943583,0.28514823,0.9105277,0.906347,0.0041807
11,-1.5600815,-1.3086538,"('unhelpful', 'helpful')",-0.3826216,-0.18498221,1.8872025,1.9359274,-0.0185002,0.1474305,-0.1659307
6,1.5496956,1.3971101,"('distant', 'open')",0.1759263,0.27459705,0.25144398,0.3265801,0.659022,0.6660957,-0.0070737
64,-1.5448601,-1.5541291,"('shy', 'confident')",-1.0046676,-1.0601842,-6.5780425,-6.609866,-3.0425234,-3.0747264,0.032203
0,-1.4514185,-1.3019161,"('unsociable', 'sociable')",0.35038117,0.3539682,-0.3221807,-0.23050055,-0.474406,-0.3928161,-0.0815899
39,1.4222544,1.3549134,"('exploitative', 'cooperative')",0.4845016,0.3828356,0.32743603,0.25745234,0.7447307,0.6650671,0.0796636
52,1.4195077,0.9935242,"('irrational', 'rational')",-0.10444027,-0.2690395,0.13275386,-0.12119235,0.4826071,0.2010974,0.2815097
59,1.391377,1.2537403,"('foolish', 'wise')",-0.12528007,-0.0024664924,0.08339889,-0.05123078,0.449832,0.4000144,0.0498176
80,-1.363338,-1.0547727,"('dominated', 'dominating')",-1.0101012,-0.8908845,-0.47858092,-0.44196317,-0.9506734,-0.7958735,-0.1547999
22,-1.3486491,-1.3641368,"('untrustworthy', 'trustworthy')",-0.914094,-0.946125,-0.8934185,-0.8899727,-1.0520538,-1.0667448,0.014691
10,-1.342368,-1.2654965,"('unsympathetic', 'sympathetic')",-1.0075283,-0.927827,-0.18081182,-0.06354461,-0.8435694,-0.7522894,-0.09128
53,1.3301759,0.99631596,"('uncreative', 'creative')",0.7976192,0.5740276,0.97638375,0.84958375,1.0347263,0.8066424,0.2280839
8,1.2330897,1.0266896,"('unaffectionate', 'affectionate')",0.94895864,0.86290395,0.89983284,0.91062224,1.0272937,0.9334052,0.0938885
71,1.2326492,1.0777794,"('diffident', 'self-confident')",1.1661792,1.2730289,0.3342576,0.3277635,0.9110287,0.8928572,0.0181715
51,-1.231365,-1.2285753,"('uneducated', 'educated')",-0.4778412,-0.5804029,0.39201087,0.26955077,-0.4390651,-0.5131425,0.0740774
31,1.2287785,0.91896987,"('evil', 'good')",0.40548706,0.33176512,-0.4973824,-0.5754292,0.378961,0.2251019,0.1538591
18,1.1988869,0.88865757,"('disagreeable', 'welcoming')",0.3696302,-0.009090662,-0.6616995,-0.7610414,0.3022725,0.0395085,0.262764
30,-1.1482209,-1.2409707,"('intolerant', 'tolerant')",-0.778815,-0.8632012,-0.26327306,-0.27625093,-0.7301029,-0.7934743,0.0633714
15,1.1324514,0.9095313,"('boring', 'funny')",-0.15525039,-0.14323176,0.705961,0.65746206,0.561054,0.4745872,0.0864668
38,-1.124648,-0.97972757,"('untruthful', 'truthful')",-0.14628673,-0.034725443,-0.09632425,-0.07646536,-0.455753,-0.3636395,-0.0921135
14,-1.0519501,-1.0193145,"('antisocial', 'social')",-0.29281816,-0.3104637,-0.315184,-0.46584165,-0.5533174,-0.5985399,0.0452225
77,-1.0472139,-1.0045182,"('unmotivated', 'motivated')",-0.062190995,0.0038897414,-1.4504262,-1.3762709,-0.853277,-0.7922997,-0.0609773
3,-1.0167456,-0.97558844,"('repellent', 'pleasant')",-1.4079373,-1.4387045,0.570748,0.48188436,-0.6179783,-0.6441362,0.0261579
47,-0.93900067,-0.9577507,"('stupid', 'smart')",-0.0074919127,0.033633098,4.806664,4.8421373,1.2867238,1.3060066,-0.0192828
29,-0.9085087,-1.034783,"('unfair', 'fair')",-0.7338885,-0.70320576,-0.8129843,-0.79354227,-0.8184605,-0.8438436,0.0253831
7,-0.8685922,-0.82773143,"('insensitive', 'sensitive')",-0.32272482,-0.29557103,0.4746903,0.47255152,-0.2388756,-0.216917,-0.0219586
66,0.8683572,0.91868263,"('inactive', 'active')",-0.791763,-0.6143583,0.9007182,0.95744985,0.3257708,0.4205914,-0.0948206
27,0.84719276,0.68613243,"('hardhearted', 'softhearted')",-0.5141694,-0.5495486,1.0929633,1.118887,0.4753289,0.4184903,0.0568386
25,0.826825,0.6555837,"('egoistic', 'altruistic')",1.1669662,1.0671889,1.6116458,1.4547309,1.2018123,1.0591679,0.1426444
83,-0.82261306,-0.99405926,"('powerless', 'powerful')",-0.36368966,-0.46180862,-1.7358353,-1.8932076,-0.974046,-1.1163584,0.1423124
19,0.6439542,0.35094535,"('inhospitable', 'hospitable')",-0.48473758,-0.5617416,0.3552349,0.3108334,0.1714838,0.0333457,0.1381381
68,-0.64357394,-0.76119417,"('dependent', 'independent')",-1.2786095,-1.335394,-1.5721927,-1.5836362,-1.1647921,-1.2267415,0.0619494
88,0.6424849,0.6555933,"('low', 'eminent')",-0.052974597,-0.024536554,0.017432218,-0.06720866,0.2023142,0.1879494,0.0143648
57,-0.62297654,-0.41386336,"('unimaginative', 'imaginative')",-0.12239894,-0.095948696,-2.8248196,-2.9562802,-1.1900651,-1.1553641,-0.034701
54,0.60208404,0.6667553,"('incapable', 'capable')",-0.11500906,-0.06860378,1.1084193,1.123277,0.5318314,0.5738095,-0.0419781
82,-0.5876136,-0.37133154,"('poor', 'rich')",-0.840658,-0.6999163,6.0914564,6.2163534,1.554395,1.7150351,-0.1606401
12,0.5595746,0.71815294,"('unsupportive', 'supportive')",0.9032317,1.0162544,-1.5978678,-1.644742,-0.0450205,0.0298885,-0.074909
48,-0.49788114,-0.61453545,"('unintelligent', 'intelligent')",0.36565846,0.27197218,-0.5073821,-0.50544906,-0.2132016,-0.2826708,0.0694692
24,-0.46521917,-0.39875802,"('dishonest', 'honest')",-0.69180566,-0.63404876,0.33318305,0.37543565,-0.2746139,-0.2191237,-0.0554902
23,-0.46435305,-0.4058078,"('insincere', 'sincere')",-0.062493704,-0.032083064,5.705014,5.7114615,1.7260558,1.7578568,-0.031801
28,-0.46190926,-0.61952627,"('disloyal', 'loyal')",0.6385668,0.5507187,1.2415831,1.1218387,0.4727469,0.3510104,0.1217365
17,-0.45461473,-0.69841635,"('nasty', 'nice')",-0.61828625,-0.6285115,-0.3788831,-0.37129867,-0.483928,-0.5660755,0.0821475
73,0.4418867,0.37917426,"('helpless', 'self-reliant')",0.120340385,0.070027426,-3.6736,-3.59757,-1.0371243,-1.0494561,0.0123318
2,0.41654482,0.11159326,"('unlikable', 'likable')",0.5773023,0.49117523,0.8356842,0.7613211,0.6098438,0.4546965,0.1551473
4,0.41443926,0.2080233,"('disliked', 'liked')",-0.2991841,-0.33437973,-6.958831,-7.051795,-2.2811918,-2.3927172,0.1115254
32,-0.39431208,-0.5888211,"('unkind', 'kind')",0.44150653,0.45732132,1.0020723,0.9748403,0.3497556,0.2811135,0.0686421
37,-0.36130655,-0.23221996,"('fake', 'genuine')",-0.5273353,-0.5794959,0.23020756,0.1294902,-0.2194781,-0.2274085,0.0079304
67,-0.30500805,-0.13200235,"('doubtful', 'determined')",0.11298429,0.28000793,-0.36744094,-0.30942953,-0.1864882,-0.053808,-0.1326802
16,-0.26812676,-0.4299635,"('unpopular', 'popular')",-0.5364517,-0.53193814,0.478116,0.41384727,-0.1088208,-0.1826848,0.073864
86,0.25508374,0.26696485,"('uninfluential', 'influential')",0.5554394,0.48450327,0.07637277,0.04253403,0.295632,0.2646674,0.0309646
79,0.21344848,0.42621285,"('wavering', 'unwavering')",-0.26903543,-0.1689453,-0.024637764,0.15685879,-0.0267416,0.1380421,-0.1647837
75,-0.20601825,-0.16756494,"('meek', 'impulsive')",-0.92573386,-0.8067925,-0.4412695,-0.33836916,-0.5243406,-0.4375755,-0.0867651
84,0.19075392,0.18882114,"('inferior', 'superior')",0.7223461,0.6696277,0.8930567,0.76003754,0.6020523,0.5394955,0.0625568
49,-0.1694519,-0.43484828,"('unable', 'able')",-0.9161964,-0.9795798,-0.68869454,-0.6750908,-0.5914476,-0.6965063,0.1050587
58,0.16730526,0.1692869,"('undiscriminating', 'discriminating')",0.76479477,0.7011466,0.5494906,0.5433836,0.4938635,0.4712724,0.0225911
50,0.12512422,0.11389631,"('clumsy', 'skillful')",-0.84545606,-0.8529649,0.33596474,0.26393893,-0.1281224,-0.1583765,0.0302541
78,-0.1126661,-0.15839282,"('nonresilient', 'resilient')",1.1863883,1.2152233,0.55534065,0.5818876,0.5430209,0.5462394,-0.0032185
61,-0.09916595,-0.3100525,"('illogical', 'logical')",-0.4354698,-0.43071476,-0.008608052,-0.10474894,-0.1810813,-0.2818387,0.1007574
72,0.090604454,0.4207824,"('unambitious', 'ambitious')",0.4109885,0.36306927,-0.61894584,-0.60566694,-0.0391176,0.0593949,-0.0985125
41,-0.057335384,-0.42352983,"('unforgiving', 'forgiving')",1.0785934,0.82095784,0.7261807,0.46609756,0.5824796,0.2878419,0.2946377
34,-0.03249733,-0.20151843,"('mean', 'honorable')",-0.5109025,-0.48201123,5.086391,5.088123,1.5143304,1.4681977,0.0461327
87,0.025143066,0.09027036,"('unsuccessful', 'successful')",0.21904619,0.45946798,0.98016375,0.9603396,0.4081177,0.5033593,-0.0952416
20,-0.011796458,-0.072409086,"('rough', 'thoughtful')",0.44599047,0.33090594,0.5696924,0.41297358,0.3346288,0.2238235,0.1108053
