,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
84,0.9195011,0.8130056,"('inferior', 'superior')",0.029927183,0.11672599,0.4747142,0.4648658,0.0098484
33,0.8974251,0.6982287,"('wrong', 'right')",-0.05040919,-0.004176203,0.423508,0.3470263,0.0764817
81,0.8740653,0.8078502,"('submissive', 'aggressive')",0.50787663,0.6087719,0.690971,0.7083111,-0.0173401
54,-0.82461756,-0.85350424,"('incapable', 'capable')",1.1548215,0.82824516,0.165102,-0.0126295,0.1777315
38,0.81017065,0.75784266,"('untruthful', 'truthful')",0.82434636,0.9676789,0.8172585,0.8627608,-0.0455023
78,-0.7982682,-1.0005459,"('nonresilient', 'resilient')",-0.057327367,-0.2784997,-0.4277978,-0.6395228,0.211725
13,0.7872664,0.6884144,"('impolite', 'polite')",0.38172817,0.3955704,0.5844973,0.5419924,0.0425049
7,0.7863204,0.6496481,"('insensitive', 'sensitive')",2.0263095,2.0068707,1.406315,1.3282595,0.0780555
55,0.7442398,0.34569824,"('incompetent', 'clever')",1.8506435,1.656599,1.2974417,1.0011487,0.296293
17,-0.74322283,-0.7623009,"('nasty', 'nice')",-0.6143973,-0.72836745,-0.6788101,-0.7453341,0.066524
10,-0.72190803,-1.0994577,"('unsympathetic', 'sympathetic')",0.84239364,0.7644905,0.0602428,-0.1674836,0.2277264
41,0.6908702,0.8739909,"('unforgiving', 'forgiving')",-0.02928138,0.29721117,0.3307944,0.585601,-0.2548066
8,-0.6656727,-0.61584663,"('unaffectionate', 'affectionate')",0.22673252,0.076304235,-0.2194701,-0.2697712,0.0503011
63,0.6465183,0.48142594,"('unperceptive', 'insightful')",1.5679066,1.5494095,1.1072124,1.0154177,0.0917947
5,-0.6344001,-0.8822212,"('distant', 'outgoing')",-0.98626596,-0.97003996,-0.810333,-0.9261306,0.1157976
48,0.62431407,-0.05623099,"('unintelligent', 'intelligent')",0.5915709,0.33168235,0.6079425,0.1377257,0.4702168
61,0.57608545,0.031946473,"('illogical', 'logical')",0.68004924,0.6263409,0.6280674,0.3291437,0.2989237
88,-0.5569456,-0.70543426,"('low', 'eminent')",0.18300901,0.13560715,-0.1869683,-0.2849135,0.0979452
85,-0.5493144,-0.15438893,"('insignificant', 'prestigious')",-1.8501294,-1.6691447,-1.1997218,-0.9117668,-0.287955
65,0.5317764,0.26893127,"('insecure', 'secure')",0.9845186,0.82988685,0.7581475,0.549409,0.2087385
47,0.5222267,0.6603854,"('stupid', 'smart')",5.8510017,5.668397,3.1866143,3.164391,0.0222233
43,0.5137274,0.2102408,"('irresponsible', 'responsible')",1.1135392,1.185098,0.8136333,0.6976694,0.1159639
2,0.5098936,0.77893156,"('unlikable', 'likable')",0.38093603,0.5265762,0.4454148,0.6527539,-0.2073391
32,0.50333,0.28502414,"('unkind', 'kind')",1.2041465,1.1948068,0.8537382,0.7399155,0.1138227
52,-0.49920276,-0.36541805,"('irrational', 'rational')",-1.0396565,-1.0531262,-0.7694296,-0.7092721,-0.0601575
82,-0.4504761,-0.42255005,"('poor', 'rich')",7.02484,6.2998743,3.2871819,2.9386621,0.3485198
70,0.44986692,0.29376087,"('lethargic', 'energetic')",1.2447743,1.0929415,0.8473206,0.6933512,0.1539694
76,-0.43501413,-0.52486527,"('anxious', 'daring')",0.23267941,0.03420861,-0.1011674,-0.2453283,0.1441609
3,0.41866165,-0.017293561,"('repellent', 'pleasant')",1.37493,1.0538682,0.8967959,0.5182873,0.3785086
51,0.41539243,0.40642017,"('uneducated', 'educated')",0.6559159,0.6076574,0.5356542,0.5070388,0.0286154
9,0.4055138,-0.06368398,"('unaffectionate', 'caring')",1.2158566,1.0456393,0.8106852,0.4909776,0.3197076
25,0.40092662,0.13210857,"('egoistic', 'altruistic')",1.0773432,0.89912546,0.7391349,0.515617,0.2235179
64,-0.37400988,-0.4081611,"('shy', 'confident')",-6.2715282,-5.823016,-3.3227692,-3.1155887,-0.2071805
34,0.36379668,0.4548563,"('mean', 'honorable')",5.0140653,4.838227,2.688931,2.6465416,0.0423894
44,-0.34793052,-0.21413529,"('prejudiced', 'unprejudiced')",-1.5758886,-1.5735167,-0.9619096,-0.893826,-0.0680836
28,0.33600152,-0.16593365,"('disloyal', 'loyal')",1.073637,0.7521924,0.7048193,0.2931294,0.4116899
49,-0.33298334,-0.47150546,"('unable', 'able')",0.37244534,0.27639836,0.019731,-0.0975536,0.1172846
29,0.32746115,-0.08942883,"('unfair', 'fair')",-0.6771556,-0.8031169,-0.1748472,-0.4462729,0.2714257
83,0.31165132,0.13597946,"('powerless', 'powerful')",-0.11479176,0.038016375,0.0984298,0.0869979,0.0114319
6,-0.29034722,-0.7297782,"('distant', 'open')",-0.58083385,-0.5676875,-0.4355905,-0.6487328,0.2131423
58,-0.28058332,-0.32239366,"('undiscriminating', 'discriminating')",-0.018862948,0.33366862,-0.1497231,0.0056375,-0.1553606
69,-0.27922654,-0.043720514,"('lazy', 'industrious')",-2.2927015,-2.1062655,-1.285964,-1.074993,-0.210971
68,-0.25316134,-0.6706316,"('dependent', 'independent')",-0.39667493,-0.49006915,-0.3249182,-0.5803504,0.2554322
20,0.24807023,-0.168176,"('rough', 'thoughtful')",0.767357,0.55248535,0.5077136,0.1921547,0.3155589
74,-0.24369538,-0.33531895,"('undedicated', 'dedicated')",-0.08167043,0.123421386,-0.1626829,-0.1059488,-0.0567341
0,0.24299578,-0.23090087,"('unsociable', 'sociable')",0.28484803,0.25278854,0.2639219,0.0109438,0.2529781
42,0.23539886,0.36577845,"('unreliable', 'reliable')",-2.514939,-2.251145,-1.1397702,-0.9426832,-0.197087
37,-0.21585166,-0.3154032,"('fake', 'genuine')",0.5677692,0.48135146,0.1759588,0.0829741,0.0929847
15,0.20998949,0.28525424,"('boring', 'funny')",0.022782918,0.12004288,0.1163862,0.2026486,-0.0862624
27,-0.20915532,-0.6165829,"('hardhearted', 'softhearted')",0.6528023,0.4233937,0.2218235,-0.0965946,0.3184181
80,-0.19758819,-0.16276054,"('dominated', 'dominating')",0.97566247,0.7562439,0.3890371,0.2967417,0.0922954
59,0.19296834,0.23124678,"('foolish', 'wise')",-0.15367019,-0.26848632,0.0196491,-0.0186198,0.0382689
4,0.1919834,0.20955846,"('disliked', 'liked')",-7.7032766,-7.030247,-3.7556467,-3.4103444,-0.3453023
57,0.17405419,-0.11776027,"('unimaginative', 'imaginative')",-2.6189451,-2.3256085,-1.2224455,-1.2216843,-0.0007612
53,-0.15174212,-0.5622624,"('uncreative', 'creative')",0.29461804,0.22860603,0.071438,-0.1668282,0.2382662
71,-0.12641458,-0.3134737,"('diffident', 'self-confident')",0.58460456,0.6723365,0.229095,0.1794314,0.0496636
72,0.10109281,-0.08076053,"('unambitious', 'ambitious')",0.046971343,0.09623742,0.0740321,0.0077384,0.0662937
86,0.09612909,-0.4347903,"('uninfluential', 'influential')",0.5746539,0.6290195,0.3353915,0.0971146,0.2382769
77,-0.09217403,-0.61520004,"('unmotivated', 'motivated')",-0.4212406,-0.50111896,-0.2567073,-0.5581595,0.3014522
46,0.0529162,-0.089357734,"('uncompetitive', 'competitive')",0.68895334,0.68685967,0.3709348,0.298751,0.0721838
45,0.0304273,-0.11253497,"('incompetent', 'competent')",0.9044596,0.79532516,0.4674434,0.3413951,0.1260483
18,0.027222669,-0.017531022,"('disagreeable', 'welcoming')",-0.5321172,-0.6102468,-0.2524472,-0.3138889,0.0614417
1,0.025290012,-0.61609983,"('unfriendly', 'friendly')",0.8710849,0.73611164,0.4481875,0.0600059,0.3881816
67,-0.025184806,0.110128,"('doubtful', 'determined')",-0.633125,-0.25852916,-0.3291549,-0.0742006,-0.2549543
87,0.021129861,0.02336831,"('unsuccessful', 'successful')",0.4801408,0.26402435,0.2506353,0.1436963,0.106939
