,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
46,-0.18856347,-0.040702507,"('uncompetitive', 'competitive')",-0.77014923,-0.8128959,-0.5992788,-0.42461374,-0.5193305,-0.4260707,-0.0932598
44,-0.18807173,-0.21016364,"('prejudiced', 'unprejudiced')",-0.72639173,-0.6926566,-1.399142,-1.3239421,-0.7712018,-0.7422541,-0.0289477
57,-0.18700229,-0.16380972,"('unimaginative', 'imaginative')",-0.6176003,-0.7189286,-3.1308506,-3.1970634,-1.3118177,-1.3599339,0.0481162
88,0.17566535,0.4296815,"('low', 'eminent')",-0.81896645,-0.5558203,-0.26877806,0.19984604,-0.3040264,0.0245691,-0.3285955
1,0.1653536,-0.19529116,"('unfriendly', 'friendly')",0.61096966,0.21008894,1.5915631,1.2194612,0.7892954,0.4114197,0.3778757
5,-0.16380796,-0.40286025,"('distant', 'outgoing')",-0.22289433,-0.34834564,-0.8262527,-1.0176239,-0.4043183,-0.5896099,0.1852916
34,-0.15913756,-0.23445511,"('mean', 'honorable')",-0.22637938,-0.16867593,5.1437554,5.201212,1.5860794,1.5993603,-0.0132809
21,-0.14364125,0.60851574,"('immoral', 'moral')",-0.0101967,0.35082242,-0.52351594,-0.0208177,-0.2257846,0.3128402,-0.5386248
23,-0.13998833,0.108258314,"('insincere', 'sincere')",0.3331694,0.37342265,6.2406983,6.3043046,2.1446265,2.2619952,-0.1173687
58,-0.13372579,-0.50683534,"('undiscriminating', 'discriminating')",-0.17161267,-0.22622025,0.22333904,0.033467278,-0.0273331,-0.2331961,0.205863
8,0.11924063,-0.1370936,"('unaffectionate', 'affectionate')",0.4993504,0.37258878,0.561653,0.28729928,0.3934147,0.1742648,0.2191499
62,0.11838952,0.115728274,"('incompetent', 'brilliant')",-0.3239053,-0.3677208,0.26470813,0.31112337,0.0197308,0.0197103,2.05e-05
81,0.10795121,0.5738733,"('submissive', 'aggressive')",0.24314076,0.29562622,-0.13541794,-0.01591611,0.0718913,0.2845278,-0.2126365
35,-0.10569669,-0.1842579,"('corrupt', 'incorrupt')",-0.42525247,-0.51250654,-1.046184,-1.1745167,-0.5257111,-0.6237604,0.0980493
7,-0.10441327,0.0663434,"('insensitive', 'sensitive')",-0.17398088,-0.08644091,0.4297656,0.37075832,0.0504571,0.1168869,-0.0664298
50,-0.09223528,-0.1429477,"('clumsy', 'skillful')",-0.654488,-0.5416337,-0.32357174,-0.17611307,-0.356765,-0.2868982,-0.0698668
41,0.07608306,0.23341356,"('unforgiving', 'forgiving')",-0.13711375,-0.033525184,0.46550196,0.57254535,0.1348238,0.2574779,-0.1226541
83,0.05944842,0.15764275,"('powerless', 'powerful')",0.32291922,0.3586998,-1.0915538,-0.9444337,-0.2363954,-0.1426971,-0.0936983
75,0.050006412,-0.24770585,"('meek', 'impulsive')",-1.1776365,-1.2234108,-0.56002367,-0.7507764,-0.5625513,-0.740631,0.1780797
45,0.037879817,-0.26734033,"('incompetent', 'competent')",-0.111103006,-0.22602823,0.08920707,-0.025334504,0.005328,-0.172901,0.178229
71,0.03452993,0.059446156,"('diffident', 'self-confident')",1.048838,1.0067855,0.18615271,0.18980886,0.4231735,0.4186802,0.0044933
84,0.022106566,0.09540191,"('inferior', 'superior')",0.49234197,0.4978678,0.37180403,0.39246696,0.2954175,0.3285789,-0.0331614
4,0.016947404,-0.4266073,"('disliked', 'liked')",-0.16540833,-0.2695986,-6.7063985,-6.7010784,-2.2849531,-2.4657615,0.1808084
52,-0.016382247,0.09221998,"('irrational', 'rational')",0.26026505,0.48358634,-0.57013863,-0.34508952,-0.1087519,0.0769056,-0.1856575
28,-0.015929163,0.028873764,"('disloyal', 'loyal')",-0.13308868,-0.17784052,1.223266,1.1535169,0.3580827,0.33485,0.0232327
25,-0.010999486,0.21508878,"('egoistic', 'altruistic')",1.0108023,1.1230848,1.411124,1.3885512,0.8036423,0.9089083,-0.105266
40,0.007731341,0.052195873,"('stingy', 'generous')",0.17597976,0.022483021,-2.5921261,-2.8054993,-0.802805,-0.9102735,0.1074685
6,-0.005900111,-0.2328794,"('distant', 'open')",-0.43583778,-0.5970495,-0.7241787,-0.99468607,-0.3886389,-0.608205,0.2195661
