,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
87,0.7211518,0.63367176,"('unsuccessful', 'successful')",1.3316687,1.1742072,1.2036381,0.9284504,1.0854863,0.9121098,0.1733765
4,-0.67378813,-0.6390519,"('disliked', 'liked')",-0.59901136,-0.3996124,-5.844524,-5.608426,-2.3724411,-2.2156968,-0.1567443
80,0.6640561,0.6474402,"('dominated', 'dominating')",1.2346706,1.1377071,-1.3266394,-1.3151743,0.1906958,0.1566577,0.0340381
75,0.65751547,0.8222434,"('meek', 'impulsive')",-0.056002162,0.047165226,-0.22112629,-0.049387746,0.1267957,0.2733403,-0.1465446
78,-0.6569773,-0.61237675,"('nonresilient', 'resilient')",-0.8748724,-0.7118433,0.050960623,0.06335564,-0.4936297,-0.4202881,-0.0733416
41,-0.6432959,-0.63417035,"('unforgiving', 'forgiving')",-0.022297058,0.3407845,0.06996691,0.02398633,-0.198542,-0.0897998,-0.1087422
46,-0.6394915,-0.6597235,"('uncompetitive', 'competitive')",0.016234621,0.24213195,-0.41611707,-0.48383385,-0.346458,-0.3004751,-0.0459829
33,0.6365482,0.19650747,"('wrong', 'right')",0.15168378,-0.1607213,-0.6617912,-0.9379327,0.0421469,-0.3007155,0.3428624
6,-0.63649124,-0.68042535,"('distant', 'open')",-1.6774974,-1.7792071,0.18000335,0.10501981,-0.7113284,-0.7848709,0.0735425
38,-0.6309177,-0.52194166,"('untruthful', 'truthful')",-0.7576807,-0.65888506,-0.36616597,-0.3100751,-0.5849215,-0.4969672,-0.0879543
3,-0.6243167,-0.71990407,"('repellent', 'pleasant')",0.13872889,0.15898213,0.33813375,0.32465813,-0.0491514,-0.0787546,0.0296032
50,0.610736,0.5286633,"('clumsy', 'skillful')",0.20405066,0.21026917,0.34767982,0.2920067,0.3874888,0.3436464,0.0438424
32,-0.5893984,-0.41597903,"('unkind', 'kind')",0.66624373,0.95080733,1.2523435,1.454534,0.4430629,0.6631208,-0.2200579
18,-0.5692948,-0.47943816,"('disagreeable', 'welcoming')",-1.3734037,-1.0363135,-0.29789484,-0.2779954,-0.7468645,-0.5979157,-0.1489488
54,-0.54543734,-0.61722445,"('incapable', 'capable')",0.098636076,0.11028468,1.3122748,1.3860128,0.2884912,0.2930243,-0.0045331
71,0.5442204,0.47393608,"('diffident', 'self-confident')",-0.42836893,-0.5832674,0.55624974,0.34514493,0.2240337,0.0786045,0.1454292
26,0.5432975,0.442159,"('hardhearted', 'benevolent')",0.28659067,0.38475412,2.0831094,2.010708,0.9709992,0.9458737,0.0251255
67,0.53815335,0.7031215,"('doubtful', 'determined')",0.7302603,0.8298141,-0.91627246,-0.781863,0.1173804,0.2503575,-0.1329771
16,-0.46603695,-0.5428396,"('unpopular', 'popular')",-0.90228033,-0.7883754,0.3881073,0.2844813,-0.3267366,-0.3489112,0.0221746
40,-0.46210435,-0.46620753,"('stingy', 'generous')",-0.48155493,-0.39513087,-1.1444923,-1.1888247,-0.6960505,-0.6833877,-0.0126628
68,-0.45663196,-0.55379546,"('dependent', 'independent')",-1.0111072,-1.1155753,-0.80139494,-1.1410197,-0.756378,-0.9367968,0.1804188
20,0.44850668,0.58522767,"('rough', 'thoughtful')",-0.24914855,-0.22391008,0.858031,0.77797425,0.352463,0.3797639,-0.0273009
83,0.43849134,0.40174553,"('powerless', 'powerful')",-0.27329332,-0.21967445,-1.2037554,-1.22278,-0.3461858,-0.346903,0.0007172
72,-0.43762532,-0.2101945,"('unambitious', 'ambitious')",-0.25174218,-0.0827003,-0.8607919,-0.6074874,-0.5167198,-0.3001274,-0.2165924
58,-0.43703297,-0.5898859,"('undiscriminating', 'discriminating')",0.6342439,0.36914736,0.39298105,0.10481957,0.1967307,-0.0386397,0.2353704
30,-0.43439907,-0.094601326,"('intolerant', 'tolerant')",0.7858876,1.1691468,0.84042716,1.1999785,0.3973053,0.7581747,-0.3608694
47,0.4194172,0.46409506,"('stupid', 'smart')",0.81896996,0.94991285,4.8428106,4.7812476,2.0270659,2.0650851,-0.0380192
84,0.41564125,0.38702285,"('inferior', 'superior')",-0.06375392,-0.06083916,0.4543484,0.35133135,0.2687452,0.2258383,0.0429069
2,0.402462,0.6313229,"('unlikable', 'likable')",1.1222253,1.4067904,0.5447131,0.8351871,0.6898001,0.9577669,-0.2679668
59,0.3785527,0.17983194,"('foolish', 'wise')",0.11362786,0.0062920004,0.39547977,0.27192852,0.2958868,0.1526842,0.1432026
29,-0.37738976,-0.31736708,"('unfair', 'fair')",-0.36668506,-0.39181155,-0.49663985,-0.6567618,-0.4135716,-0.4553135,0.0417419
64,0.34491587,0.34921476,"('shy', 'confident')",0.32787427,0.24280058,-6.41066,-6.2264776,-1.9126232,-1.8781541,-0.0344691
34,-0.33263898,-0.18425992,"('mean', 'honorable')",-0.08718621,0.05589365,5.4932237,5.339966,1.6911329,1.7371998,-0.0460669
70,-0.32025594,-0.1288815,"('lethargic', 'energetic')",0.67158335,1.044311,0.99467134,1.2195634,0.4486663,0.7116643,-0.262998
22,-0.31533295,-0.22881377,"('untrustworthy', 'trustworthy')",0.56079936,0.7306944,-0.75731695,-0.60734075,-0.1706168,-0.0351534,-0.1354634
66,0.26336384,0.14767674,"('inactive', 'active')",-0.36736012,-0.7657512,1.0412377,0.64609617,0.3124138,0.0093406,0.3030732
51,-0.25937486,-0.12593059,"('uneducated', 'educated')",0.37821782,0.38614962,0.5700327,0.45013925,0.2296252,0.2367861,-0.0071609
17,-0.25090373,-0.28309527,"('nasty', 'nice')",-0.43267834,-0.42583582,-0.61611915,-0.64431506,-0.4332337,-0.4510821,0.0178484
85,-0.24130565,-0.55110765,"('insignificant', 'prestigious')",-0.6350894,-0.7883846,1.0623726,0.7650184,0.0619925,-0.1914913,0.2534838
13,0.21744242,0.32916555,"('impolite', 'polite')",0.31231943,0.52210474,-0.3010288,-0.2687429,0.0762444,0.1941758,-0.1179314
79,-0.21047744,-0.24882701,"('wavering', 'unwavering')",-1.22732,-1.0716094,-0.014349079,-0.0726961,-0.4840488,-0.4643775,-0.0196713
31,0.17984568,-0.044108775,"('evil', 'good')",-1.2729172,-1.3437494,-0.60355484,-0.72302896,-0.5655421,-0.703629,0.1380869
88,0.16639535,0.18304051,"('low', 'eminent')",-0.14325128,-0.016565686,0.6135688,0.72524464,0.2122376,0.2972398,-0.0850022
42,0.15567186,0.43651488,"('unreliable', 'reliable')",0.34230122,0.72007865,-2.9487805,-2.4761164,-0.8169359,-0.439841,-0.3770949
61,-0.15353534,-0.32078236,"('illogical', 'logical')",0.08315933,-0.09972554,0.2705428,-0.04854218,0.0667223,-0.15635,0.2230723
14,-0.14533521,0.16087417,"('antisocial', 'social')",0.99292994,1.2637432,-0.3876828,-0.2135351,0.153304,0.4036941,-0.2503901
65,0.1328234,0.13813433,"('insecure', 'secure')",1.087199,1.0922581,-0.29743624,-0.046294842,0.3075287,0.3946992,-0.0871705
52,-0.12154858,-0.55863833,"('irrational', 'rational')",-0.8916433,-1.1404743,0.24776816,-0.117332704,-0.2551412,-0.6054818,0.3503406
7,0.12032963,0.10502203,"('insensitive', 'sensitive')",0.1303049,0.21391554,0.98176223,0.83700365,0.4107989,0.3853137,0.0254852
63,-0.1143142,-0.025994577,"('unperceptive', 'insightful')",0.36213198,0.60058296,1.240121,1.2386853,0.4959796,0.6044246,-0.108445
37,-0.09686507,-0.31572226,"('fake', 'genuine')",-0.07435326,-0.26268917,0.4968604,0.43181995,0.1085474,-0.0488638,0.1574112
25,0.09508248,-0.25712365,"('egoistic', 'altruistic')",-0.28790015,-0.50859386,1.595031,1.4719158,0.4674044,0.2353994,0.232005
56,-0.076644816,0.44721764,"('impractical', 'practical')",1.0190171,1.5698117,-0.7407361,-0.3869581,0.067212,0.5433571,-0.4761451
76,-0.07134801,0.25207338,"('anxious', 'daring')",0.9882032,1.1221485,-0.044051424,0.31998566,0.2909346,0.5647358,-0.2738012
81,-0.0602971,0.19489528,"('submissive', 'aggressive')",1.1081083,1.2878364,-1.0121068,-0.7787435,0.0119015,0.2346627,-0.2227612
74,-0.0067334827,0.17451826,"('undedicated', 'dedicated')",0.5566457,0.84276915,0.32756472,0.47215813,0.2924923,0.4964818,-0.2039895
